time,DegOfDev
-0.00096875,20.66
0.01903125,21.18
0.03903125,21.56
0.05903125,22.19
0.07903125,22.4
0.09903125,22.69
0.1190313,23.25
0.1390312,23.33
0.1590313,23.3
0.1790313,23.69
0.1990312,24.03
0.2190312,24.26
0.2390313,24.48
0.2590312,24.82
0.2800313,25.05
0.3000312,25.75
0.3200313,26.36
0.3400312,26.63
0.3590313,27.27
0.3790312,27.94
0.4000312,28.46
0.4200312,29.25
0.4390312,30.22
0.4600312,30.92
0.4800313,31.46
0.5000312,32.19
0.5190312,32.74
0.5400313,33.35
0.5600312,33.81
0.5800313,34.09
0.6000313,34.35
0.6200312,34.54
0.6400313,34.66
0.6600313,34.95
0.6790313,35.29
0.6990312,35.47
0.7190313,35.72
0.7390313,35.93
0.7590312,36.3
0.7790313,36.58
0.7990313,36.73
0.8190312,37.1
0.8390313,37.38
0.8590313,37.7
0.8790312,37.92
0.8990312,38.23
0.9190313,38.47
0.9390312,38.54
0.9590312,38.47
0.9790313,38.21
0.9990312,37.87
1.019031,37.64
1.039031,37.47
1.059031,37.41
1.079031,37.36
1.099031,37.38
1.119031,37.5
1.139031,37.65
1.159031,37.87
1.179031,37.93
1.199031,38.08
1.219031,38.01
1.239031,37.97
1.259031,37.99
1.279031,38.21
1.299031,38.25
1.319031,38.29
1.339031,38.28
1.359031,38.16
1.379031,38.25
1.399031,38.28
1.419031,38.27
1.439031,38.09
1.459031,37.88
1.479031,37.66
1.499031,37.41
1.519031,37.25
1.539031,37.11
1.559031,36.91
1.579031,36.65
1.599031,36.4
1.620031,36.09
1.640031,35.76
1.660031,35.45
1.680031,35.14
1.699031,34.94
1.720031,34.78
1.739031,34.62
1.760031,34.45
1.780031,34.28
1.800031,34.03
1.820031,33.6
1.839031,33.18
1.860031,32.75
1.880031,32.3
1.900031,31.68
1.920031,30.98
1.940031,30.41
1.960031,29.78
1.980031,29.31
2.000031,28.93
2.020031,28.51
2.039031,28
2.059031,27.45
2.080031,27.02
2.100031,26.48
2.119031,25.92
2.139031,25.29
2.160031,24.51
2.180031,23.82
2.199031,23.19
2.220031,22.53
2.239031,21.69
2.259031,21.05
2.279031,20.37
2.299031,19.61
2.319031,18.67
2.340031,18.12
2.360031,17.59
2.380031,16.95
2.400031,16.32
2.420031,15.65
2.440031,14.73
2.460031,14.01
2.480031,13.46
2.500031,12.76
2.520031,12.12
2.540031,11.56
2.560031,11.11
2.580031,10.55
2.600031,9.93
2.620031,9.58
2.640031,8.93
2.660031,8.23
2.680031,7.73
2.700031,7.11
2.720031,6.34
2.740031,5.78
2.760031,5.28
2.780031,4.61
2.800031,4.01
2.820031,3.63
2.840031,3.33
2.860031,3.11
2.880031,2.87
2.900031,2.71
2.920031,2.52
2.939031,2.19
2.959031,1.91
2.979031,1.71
2.999031,1.43
3.019031,1.16
3.039031,1.14
3.059031,0.94
3.079031,0.71
3.099031,0.61
3.119031,0.57
3.139031,0.41
3.159031,0.24
3.179031,0.04
3.199031,0.08
3.219031,0.04
3.239031,0.23
3.259031,0.32
3.279031,0.35
3.299031,0.46
3.319031,0.53
3.339031,0.48
3.359031,0.29
3.379031,0.24
3.399031,0.15
3.419031,0.04
3.439031,0.28
3.459031,0.28
3.479031,0.26
3.499031,0.28
3.519031,0.43
3.539031,0.47
3.559031,0.36
3.579031,0.46
3.599031,0.37
3.619031,0.29
3.639031,0.32
3.659031,0.21
3.679031,0.18
3.699031,0.26
3.719031,0.2
3.739031,0.31
3.759031,0.43
3.779031,0.58
3.799031,0.69
3.819031,0.78
3.839031,0.92
3.859031,0.87
3.879031,0.69
3.899031,0.67
3.919031,0.72
3.939031,0.82
3.959031,0.74
3.979031,0.72
3.999031,0.84
4.019031,0.86
4.039031,0.98
4.059031,1.01
4.079031,1.06
4.099031,0.96
4.119031,0.97
4.139031,1.01
4.159031,0.94
4.179031,0.85
4.199031,0.93
4.219031,0.91
4.239031,0.88
4.259031,0.89
4.279031,0.96
4.299031,1
4.319031,1.01
4.339031,0.89
4.359031,0.85
4.379031,0.96
4.399031,0.86
4.419031,0.83
4.439031,0.87
4.459031,0.89
4.479031,0.86
4.499031,0.84
4.519031,0.88
4.539031,0.99
4.559031,0.94
4.579031,0.85
4.599031,0.77
4.619031,0.68
4.639031,0.67
4.659031,0.7
4.679031,0.72
4.699031,0.77
4.719031,0.87
4.739031,0.93
4.759031,0.88
4.779031,0.94
4.799031,0.99
4.819031,0.98
4.839031,1.01
4.859031,0.93
4.879031,0.9
4.899031,1.05
4.919031,0.99
4.939031,1.12
4.959031,1.05
4.979031,1.01
4.999031,1.02
5.019031,1.08
5.039031,1.01
5.059031,1.01
5.079031,1.01
5.099031,1.01
5.119031,1.01
5.139031,1.01
5.159031,0.96
5.179031,0.86
5.199031,0.89
5.219031,0.9
5.239031,0.95
5.259031,0.95
5.279031,0.99
5.299031,0.93
5.319031,0.99
5.339031,1.01
5.359031,1.12
5.379031,1.22
5.399031,1.33
5.419031,1.22
5.439031,1.14
5.459031,1.09
5.479031,1.08
5.499031,0.99
5.519031,0.99
5.539031,0.96
5.559031,1
5.579031,1.03
5.599031,1.13
5.619031,1.16
5.639031,1.3
5.659031,1.34
5.679031,1.34
5.699031,1.41
5.719031,1.41
5.739031,1.24
5.759031,1.24
5.779031,1.36
5.799031,1.44
5.819031,1.51
5.839031,1.58
5.859031,1.6
5.879031,1.68
5.899031,1.8
5.919031,1.92
5.939031,1.97
5.959031,2.07
5.979031,2.15
5.999031,2.19
6.019031,2.27
6.039031,2.33
6.059031,2.41
6.079031,2.47
6.099031,2.51
6.119031,2.57
6.139031,2.52
6.159031,2.52
6.179031,2.49
6.199031,2.52
6.219031,2.52
6.239031,2.52
6.259031,2.52
6.279031,2.59
6.299031,2.6
6.319031,2.69
6.339031,2.76
6.359031,3
6.379031,3.26
6.399031,3.38
6.419031,3.6
6.439031,3.78
6.459031,3.98
6.479031,4.26
6.499031,4.44
6.519031,4.54
6.539031,4.57
6.559031,4.73
6.579031,4.78
6.599031,4.86
6.619031,4.99
6.639031,5.04
6.659031,5.23
6.679031,5.36
6.699031,5.52
6.719031,5.56
6.739031,5.56
6.759031,5.57
6.779031,5.65
6.799031,5.72
6.819031,5.73
6.839031,5.75
6.859031,5.71
6.879031,5.77
6.899031,5.76
6.919031,5.7
6.939031,5.69
6.959031,5.78
6.979031,5.79
6.999031,5.99
7.019031,6.15
7.039031,6.3
7.059031,6.47
7.079031,6.68
7.099031,6.85
7.119031,7.15
7.139031,7.39
7.159031,7.64
7.179031,7.83
7.199031,7.93
7.219031,8.18
7.239031,8.54
7.259031,8.71
7.279031,9.01
7.299031,9.21
7.319031,9.46
7.339031,9.64
7.359031,9.81
7.379031,9.85
7.399031,10.05
7.419031,10.3
7.439031,10.41
7.459031,10.53
7.479031,10.73
7.499031,10.91
7.519031,10.97
7.539031,11.09
7.559031,11.13
7.579031,11.25
7.599031,11.52
7.619031,11.6
7.639031,11.67
7.659031,11.79
7.679031,11.86
7.699031,11.97
7.719031,12.03
7.739031,12.09
7.759031,12.14
7.779031,12.24
7.799031,12.38
7.819031,12.54
7.839031,12.63
7.859031,12.7
7.879031,12.69
7.899031,12.75
7.919031,12.93
7.939031,12.99
7.959031,12.91
7.979031,12.96
7.999031,12.99
8.019032,12.99
8.039031,13.05
8.059031,13.2
8.079031,13.19
8.099031,13.3
8.119031,13.46
8.139031,13.63
8.159031,13.67
8.179031,13.81
8.199031,13.84
8.219031,13.9
8.239031,13.96
8.259031,13.98
8.279031,13.96
8.299031,14.08
8.319032,14.16
8.339031,14.22
8.359032,14.32
8.379031,14.32
8.399032,14.3
8.419031,14.27
8.439032,14.3
8.459031,14.34
8.479032,14.43
8.499031,14.5
8.519032,14.51
8.539031,14.65
8.559031,14.72
8.579031,14.76
8.599031,14.84
8.619031,14.88
8.639031,14.93
8.659031,14.87
8.679031,14.85
8.699031,14.88
8.719031,14.97
8.739031,15.04
8.759031,15.21
8.779031,15.42
8.799031,15.59
8.819032,15.69
8.839031,15.82
8.859032,15.89
8.879031,15.96
8.899032,15.89
8.919031,15.89
8.939032,15.8
8.959031,15.69
8.979032,15.58
8.999031,15.67
9.019032,15.61
9.039031,15.59
9.059031,15.67
9.079031,15.69
9.099031,15.78
9.119031,15.85
9.139031,15.96
9.159031,15.97
9.179031,15.88
9.199031,15.93
9.219031,16.01
9.239031,15.96
9.259031,15.95
9.279031,16.12
9.299031,16.2
9.319032,16.2
9.339031,16.35
9.359032,16.52
9.379031,16.46
9.399032,16.41
9.419031,16.4
9.439032,16.37
9.459031,16.4
9.479032,16.45
9.499031,16.53
9.519032,16.54
9.539031,16.62
9.559031,16.68
9.579031,16.74
9.599031,16.72
9.619031,16.73
9.639031,16.8
9.659031,16.71
9.679031,16.7
9.699031,16.7
9.719031,16.77
9.739031,16.71
9.759031,16.82
9.779031,16.93
9.799031,16.94
9.819032,17.02
9.839031,17.15
9.859032,17.26
9.879031,17.35
9.899032,17.38
9.919031,17.5
9.939032,17.55
9.959031,17.5
9.979032,17.42
9.999031,17.48
10.01903,17.54
10.03903,17.68
10.05903,17.74
10.07903,17.67
10.09903,17.71
10.11903,17.84
10.13903,17.82
10.15903,17.83
10.17903,18.01
10.19903,18.05
10.21903,18.03
10.23903,18.15
10.25903,18.29
10.27903,18.45
10.29903,18.64
10.31903,18.84
10.33903,18.96
10.35903,19.22
10.37903,19.44
10.39903,19.56
10.41903,19.69
10.43903,19.92
10.45903,20.07
10.47903,20.17
10.49903,20.26
10.51903,20.4
10.53903,20.62
10.55903,20.77
10.57903,20.87
10.59903,20.92
10.61903,21.06
10.63903,21.06
10.65903,21.04
10.67903,21.19
10.69903,21.13
10.71903,21
10.73903,20.98
10.75903,21.11
10.77903,21.23
10.79903,21.28
10.81903,21.44
10.83903,21.68
10.85903,21.76
10.87903,21.92
10.89903,22.1
10.91903,22.25
10.93903,22.27
10.95903,22.4
10.97903,22.46
10.99903,22.44
11.01903,22.44
11.03903,22.31
11.05903,22.27
11.07903,22.33
11.09903,22.28
11.11903,22.14
11.13903,21.91
11.15903,21.68
11.17903,21.54
11.19903,21.44
11.21903,21.36
11.23903,21.31
11.25903,21.15
11.27903,21.19
11.29903,21.18
11.31903,21.03
11.33903,20.88
11.35903,20.63
11.37903,20.35
11.39903,20.2
11.41903,20.09
11.43903,19.95
11.45903,19.88
11.47903,19.75
11.49903,19.58
11.51903,19.45
11.53903,19.25
11.55903,19.02
11.57903,18.86
11.59903,18.57
11.61903,18.36
11.63903,18.14
11.65903,17.91
11.67903,17.62
11.69903,17.29
11.71903,17.07
11.73903,16.68
11.75903,16.4
11.77903,16.09
11.79903,15.84
11.81903,15.55
11.83903,15.18
11.85903,14.93
11.87903,14.42
11.89903,13.97
11.91903,13.65
11.93903,13.18
11.95903,12.76
11.97903,12.47
11.99903,12.12
12.01903,11.87
12.03903,11.62
12.05903,11.34
12.07903,11.1
12.09903,10.82
12.11903,10.49
12.13903,10.19
12.15903,9.84
12.17903,9.56
12.19903,9.28
12.21903,8.75
12.23903,8.36
12.25903,8.2
12.27903,7.77
12.29903,7.52
12.31903,7.28
12.33903,6.97
12.35903,6.8
12.37903,6.7
12.39903,6.52
12.41903,6.42
12.43903,6.33
12.45903,6.19
12.47903,6.08
12.49903,5.95
12.51903,5.9
12.53903,5.78
12.55903,5.6
12.57903,5.41
12.59903,5.21
12.61903,5.01
12.63903,4.92
12.65903,4.79
12.67903,4.6
12.69903,4.55
12.71903,4.55
12.73903,4.44
12.75903,4.32
12.77903,4.3
12.79903,4.24
12.81903,4.21
12.83903,4.08
12.85903,3.9
12.87903,3.79
12.89903,3.6
12.91903,3.41
12.93903,3.37
12.95903,3.27
12.97903,3.28
12.99903,3.3
13.01903,3.36
13.03903,3.37
13.05903,3.25
13.07903,3.2
13.09903,3.2
13.11903,3.2
13.13903,3.18
13.15903,3.13
13.17903,2.95
13.19903,2.86
13.21903,2.76
13.23903,2.64
13.25903,2.69
13.27903,2.57
13.29903,2.58
13.31903,2.53
13.33903,2.51
13.35903,2.41
13.37903,2.35
13.39903,2.41
13.41903,2.44
13.43903,2.49
13.45903,2.52
13.47903,2.38
13.49903,2.33
13.51903,2.21
13.53903,2.11
13.55903,2.02
13.57903,2.14
13.59903,2.07
13.61903,2.03
13.63903,1.99
13.65903,1.88
13.67903,1.85
13.69903,1.82
13.71903,1.76
13.73903,1.84
13.75903,1.83
13.77903,1.85
13.79903,1.85
13.81903,1.73
13.83903,1.68
13.85903,1.8
13.87903,1.71
13.89903,1.61
13.91903,1.52
13.93903,1.51
13.95903,1.51
13.97903,1.51
13.99903,1.51
14.01903,1.51
14.03903,1.51
14.05903,1.5
14.07903,1.51
14.09903,1.51
14.11903,1.51
14.13903,1.51
14.15903,1.54
14.17903,1.64
14.19903,1.53
14.21903,1.5
14.23903,1.51
14.25903,1.46
14.27903,1.34
14.29903,1.2
14.31903,1.15
14.33903,1.16
14.35803,1.05
14.37903,1.11
14.39903,1.2
14.41903,1.33
14.43903,1.42
14.45903,1.51
14.47903,1.5
14.49903,1.51
14.51903,1.46
14.53903,1.33
14.55903,1.23
14.57903,1.15
14.59903,1.07
14.61903,1.01
14.63803,0.97
14.65903,0.87
14.67903,0.72
14.69903,0.71
14.71903,0.74
14.73903,0.76
14.75903,0.69
14.77903,0.67
14.79903,0.8
14.81903,0.71
14.83803,0.71
14.85903,0.67
14.87903,0.67
14.89903,0.57
14.91803,0.46
14.93903,0.22
14.95903,0.04
14.97903,0.15
14.99903,0.38
15.01903,0.61
15.03903,0.74
15.05903,0.89
15.07903,0.87
15.09903,0.91
15.11903,0.84
15.13903,0.83
15.15903,0.78
15.17903,0.68
15.19903,0.89
15.21903,1.14
15.23903,1.17
15.25903,1.29
15.27903,1.51
15.29903,1.6
15.31903,1.8
15.33903,2.03
15.35903,2.17
15.37903,2.41
15.39903,2.64
15.41903,2.89
15.43903,3.03
15.45903,3.23
15.47903,3.3
15.49903,3.35
15.51903,3.5
15.53903,3.59
15.55903,3.79
15.57903,3.74
15.59903,3.96
15.61903,4.04
15.63903,4.15
15.65903,4.29
15.67903,4.45
15.69903,4.57
15.71903,4.7
15.73903,4.9
15.75903,5.15
15.77903,5.28
15.79903,5.52
15.81903,5.7
15.83903,5.88
15.85903,6.09
15.87903,6.34
15.89903,6.47
15.91903,6.63
15.93903,6.83
15.95903,6.92
15.97903,6.99
15.99903,7.16
16.01903,7.25
16.03903,7.3
16.05903,7.44
16.07903,7.64
16.09903,7.79
16.11903,7.94
16.13903,8.15
16.15903,8.37
16.17903,8.67
16.19903,9
16.21903,9.24
16.23903,9.58
16.25903,9.94
16.27903,10.21
16.29903,10.48
16.31903,10.77
16.33903,11.07
16.35903,11.31
16.37903,11.56
16.39903,11.72
16.41903,11.91
16.43903,12.02
16.45903,12.21
16.47903,12.39
16.49903,12.52
16.51903,12.73
16.53903,12.99
16.55903,13.18
16.57903,13.45
16.59903,13.66
16.61903,13.89
16.63903,14.13
16.65903,14.41
16.67903,14.51
16.69903,14.64
16.71903,14.71
16.73903,14.7
16.75903,14.75
16.77903,14.64
16.79903,14.71
16.81903,14.68
16.83903,14.68
16.85903,14.7
16.87903,14.79
16.89903,14.89
16.91903,14.98
16.93903,15.02
16.95903,15.04
16.97903,15.03
16.99903,15.02
17.01903,15.02
17.03903,15.02
17.05903,14.99
17.07903,14.82
17.09903,14.59
17.11903,14.4
17.13903,14.28
17.15903,14.06
17.17903,13.96
17.19903,13.89
17.21903,13.77
17.23903,13.74
17.25903,13.71
17.27903,13.73
17.29903,13.62
17.31903,13.51
17.33903,13.4
17.35903,13.32
17.37903,13.17
17.39903,12.99
17.41903,12.8
17.43903,12.56
17.45903,12.34
17.47903,12.13
17.49903,11.83
17.51903,11.62
17.53903,11.4
17.55903,11.17
17.57903,11.11
17.59903,10.95
17.61903,10.81
17.63903,10.68
17.65903,10.36
17.67903,10.04
17.69903,9.85
17.71903,9.69
17.73903,9.51
17.75903,9.28
17.77903,9.03
17.79903,8.73
17.81903,8.51
17.83903,8.22
17.85903,7.97
17.87903,7.78
17.89903,7.53
17.91903,7.33
17.93903,7.11
17.95903,6.93
17.97903,6.79
17.99903,6.56
18.01903,6.32
18.03903,6.1
18.05903,5.95
18.07903,5.84
18.09903,5.63
18.11903,5.54
18.13903,5.3
18.15903,5.18
18.17903,5
18.19903,4.75
18.21903,4.54
18.23903,4.37
18.25903,4.28
18.27903,4.14
18.29903,3.92
18.31903,3.8
18.33903,3.83
18.35903,3.76
18.37903,3.53
18.39903,3.35
18.41903,3.22
18.43903,3.08
18.45903,3
18.47903,2.85
18.49903,2.67
18.51903,2.55
18.53903,2.37
18.55903,2.28
18.57903,2.13
18.59903,1.92
18.61903,1.86
18.63903,1.68
18.65903,1.53
18.67903,1.37
18.69903,1.3
18.71903,1.06
18.73903,0.86
18.75903,0.73
18.77903,0.6
18.79903,0.44
18.81903,0.32
18.83903,0.05
18.85903,0.21
18.87903,0.37
18.89903,0.48
18.91903,0.54
18.93903,0.68
18.95903,0.68
18.97903,0.67
18.99903,0.67
19.01903,0.78
19.03903,0.84
19.05903,0.95
19.07903,1.01
19.09903,1.17
19.11903,1.33
19.13903,1.48
19.15903,1.41
19.17903,1.49
19.19903,1.51
19.21903,1.45
19.23903,1.54
19.25903,1.83
19.27903,2.1
19.29903,2.44
19.31903,2.84
19.33903,3.27
19.35903,3.64
19.37903,3.9
19.39903,4.14
19.41903,4.43
19.43903,4.63
19.45903,4.77
19.47903,5.03
19.49903,5.2
19.51903,5.39
19.53903,5.63
19.55903,5.87
19.57903,6.03
19.59903,6.18
19.61903,6.32
19.63903,6.4
19.65903,6.52
19.67903,6.61
19.69903,6.65
19.71903,6.59
19.73903,6.7
19.75903,6.76
19.77903,6.83
19.79903,6.86
19.81903,6.96
19.83903,7.05
19.85903,7.04
19.87903,6.94
19.89903,6.92
19.91903,6.97
19.93903,7.05
19.95903,7.08
19.97903,7.08
19.99903,7.05
20.01903,7.06
20.03903,7.21
20.05903,7.29
20.07903,7.34
20.09903,7.41
20.11903,7.42
20.13903,7.54
20.15903,7.58
20.17903,7.69
20.19903,7.86
20.21903,7.92
20.23903,7.92
20.25903,7.96
20.27903,8.15
20.29903,8.32
20.31903,8.57
20.33903,8.71
20.35903,8.77
20.37903,8.88
20.39903,9.05
20.41903,9.1
20.43903,9.07
20.45903,9.14
20.47903,9.26
20.49903,9.18
20.51903,9.21
20.53903,9.29
20.55903,9.54
20.57903,9.61
20.59903,9.86
20.61903,10.01
20.63903,10.11
20.65903,10.08
20.67903,10.08
20.69903,10.03
20.71903,9.93
20.73903,9.81
20.75903,9.68
20.77903,9.61
20.79903,9.61
20.81903,9.73
20.83903,9.8
20.85903,9.9
20.87903,9.97
20.89903,10.04
20.91903,9.99
20.93903,9.91
20.95903,9.94
20.97903,9.94
20.99903,9.95
21.01903,9.85
21.03903,9.81
21.05903,9.65
21.07903,9.57
21.09903,9.47
21.11903,9.39
21.13903,9.22
21.15903,9.16
21.17903,9.07
21.19903,9.01
21.21903,8.92
21.23903,8.8
21.25903,8.76
21.27903,8.63
21.29903,8.6
21.31903,8.54
21.33903,8.44
21.35903,8.24
21.37903,8.11
21.39903,8.07
21.41903,7.84
21.43903,7.76
21.45903,7.64
21.47903,7.44
21.49903,7.31
21.51903,7.15
21.53903,6.96
21.55903,6.77
21.57903,6.74
21.59903,6.65
21.61903,6.51
21.63903,6.34
21.65903,6.06
21.67903,5.86
21.69903,5.57
21.71903,5.26
21.73903,5.07
21.75903,4.7
21.77903,4.54
21.79903,4.27
21.81903,4.19
21.83903,4.02
21.85903,3.9
21.87903,3.8
21.89903,3.64
21.91903,3.56
21.93903,3.37
21.95903,3.22
21.97903,3.12
21.99903,3.04
22.01903,2.9
22.03903,2.77
22.05903,2.55
22.07903,2.38
22.09903,2.2
22.11903,1.93
22.13903,1.59
22.15903,1.37
22.17903,1.28
22.19903,1.13
22.21903,1.03
22.23903,0.87
22.25903,0.83
22.27903,0.83
22.29903,0.7
22.31903,0.67
22.33903,0.6
22.35903,0.65
22.37903,0.58
22.39903,0.5
22.41903,0.4
22.43903,0.27
22.45903,0.21
22.47903,0.01
22.49903,0.16
22.51903,0.32
22.53903,0.55
22.55903,0.67
22.57903,0.67
22.59903,0.81
22.61903,0.97
22.63903,1.15
22.65903,1.17
22.67903,1.17
22.69903,1.24
22.71903,1.34
22.73903,1.33
22.75903,1.34
22.77903,1.34
22.79903,1.34
22.81903,1.38
22.83903,1.55
22.85903,1.66
22.87903,1.78
22.89903,1.99
22.91903,2.21
22.93903,2.46
22.95903,2.7
22.97903,3.02
22.99903,3.25
23.01903,3.36
23.03903,3.39
23.05903,3.52
23.07903,3.53
23.09903,3.53
23.11903,3.53
23.13803,3.57
23.15803,3.65
23.17803,3.54
23.19803,3.53
23.21803,3.74
23.23803,3.82
23.25803,4
23.27803,4.18
23.29803,4.47
23.31803,4.74
23.33803,5.04
23.35803,5.29
23.37803,5.51
23.39803,5.69
23.41803,5.8
23.43803,5.88
23.45803,6.05
23.47803,6.2
23.49803,6.33
23.51803,6.39
23.53803,6.56
23.55803,6.72
23.57803,6.92
23.59803,7.13
23.61803,7.39
23.63803,7.67
23.65803,8.05
23.67803,8.32
23.69803,8.68
23.71803,8.98
23.73803,9.21
23.75803,9.43
23.77803,9.68
23.79803,9.87
23.81803,10.18
23.83803,10.56
23.85803,10.84
23.87803,11.11
23.89803,11.41
23.91803,11.75
23.93803,12.11
23.95903,12.46
23.97803,12.67
23.99903,13.02
24.01903,13.27
24.03903,13.6
24.05903,13.93
24.07903,14.17
24.09903,14.37
24.11903,14.62
24.13903,14.84
24.15903,15.08
24.17903,15.28
24.19903,15.55
24.21903,15.77
24.23903,16.03
24.25903,16.33
24.27903,16.75
24.29903,17.12
24.31903,17.5
24.33903,17.92
24.35903,18.24
24.37903,18.48
24.39903,18.8
24.41903,19.16
24.43903,19.35
24.45903,19.52
24.47903,19.67
24.49903,19.89
24.51903,20.07
24.53903,20.31
24.55903,20.59
24.57903,20.79
24.59903,21.23
24.61903,21.46
24.63903,21.77
24.65903,22.14
24.67903,22.5
24.69903,22.66
24.71903,22.79
24.73903,22.92
24.75903,23.18
24.77903,23.4
24.79903,23.62
24.81903,23.83
24.83903,24
24.85903,24.25
24.87903,24.47
24.89903,24.69
24.91903,24.83
24.93903,25.04
24.95903,25.26
24.97903,25.37
24.99903,25.47
25.01903,25.61
25.03903,25.72
25.05903,25.81
25.07903,25.82
25.09903,25.82
25.11903,25.83
25.13903,25.83
25.15903,25.71
25.17903,25.65
25.19903,25.49
25.21903,25.17
25.23903,24.93
25.25903,24.6
25.27903,24
25.29903,23.43
25.31903,22.92
25.33903,22.25
25.35903,21.46
25.37903,20.99
25.39903,20.73
25.41903,20.45
25.43903,20.27
25.45903,20.23
25.47903,20.23
25.49903,20.05
25.51903,19.8
25.53903,19.72
25.55903,19.6
25.57903,19.55
25.59903,19.46
25.61903,19.35
25.63903,19.14
25.65903,19.04
25.67903,18.82
25.69903,18.64
25.71903,18.45
25.73903,18.39
25.75903,18.32
25.77903,18.44
25.79903,18.51
25.81903,18.56
25.83903,18.64
25.85903,18.79
25.87903,18.89
25.89903,18.88
25.91903,18.9
25.93903,18.9
25.95903,18.87
25.97903,18.85
25.99903,18.88
26.01903,18.9
26.03903,18.9
26.05903,18.99
26.07903,19.06
26.09903,19.07
26.11903,19.18
26.13903,19.23
26.15903,19.3
26.17803,19.39
26.19803,19.52
26.21803,19.68
26.23903,19.75
26.25803,19.86
26.27803,19.91
26.29803,19.91
26.31803,19.92
26.33803,19.9
26.35803,19.91
26.37803,19.91
26.39903,19.93
26.41903,19.77
26.43903,19.63
26.45903,19.53
26.47903,19.37
26.49903,19.08
26.51903,18.9
26.53903,18.62
26.55903,18.37
26.57903,18.13
26.59903,17.85
26.61903,17.54
26.63903,17.19
26.65903,16.84
26.67903,16.53
26.69903,16.19
26.71903,15.69
26.73903,15.51
26.75903,15.17
26.77903,14.91
26.79903,14.56
26.81903,14.26
26.83903,14.02
26.85903,13.64
26.87903,13.43
26.89903,13.11
26.91903,12.73
26.93903,12.4
26.95903,12.13
26.97903,11.7
26.99903,11.28
27.01903,10.92
27.03903,10.7
27.05903,10.33
27.07903,10.07
27.09903,9.83
27.11903,9.6
27.13903,9.42
27.15903,9.27
27.17903,9.05
27.19903,8.94
27.21903,8.77
27.23903,8.56
27.25903,8.3
27.27903,7.84
27.29903,7.5
27.31903,7.34
27.33903,7.04
27.35903,6.8
27.37903,6.63
27.39903,6.5
27.41903,6.26
27.43903,6.13
27.45903,6.06
27.47903,5.87
27.49903,5.63
27.51903,5.34
27.53903,5.04
27.55903,4.72
27.57903,4.4
27.59903,4.14
27.61903,3.84
27.63903,3.69
27.65903,3.52
27.67903,3.36
27.69903,3.34
27.71903,3.26
27.73903,3.07
27.75903,2.96
27.77903,2.82
27.79903,2.64
27.81903,2.38
27.83903,2.19
27.85903,2.01
27.87903,1.82
27.89903,1.64
27.91903,1.54
27.93903,1.45
27.95903,1.33
27.97903,1.26
27.99903,1.14
28.01903,0.94
28.03903,0.79
28.05903,0.67
28.07903,0.63
28.09903,0.5
28.11903,0.35
28.13903,0.29
28.15903,0.25
28.17903,0.17
28.19903,0.07
28.21903,0.02
28.23903,0.17
28.25903,0.42
28.27903,0.34
28.29903,0.39
28.31903,0.51
28.33903,0.53
28.35903,0.5
28.37903,0.48
28.39903,0.36
28.41903,0.3
28.43903,0.18
28.45903,0.16
28.47903,0.16
28.49903,0.21
28.51903,0.22
28.53903,0.19
28.55903,0.17
28.57903,0.12
28.59903,0.16
28.61903,0.16
28.63903,0.17
28.65903,0.25
28.67903,0.32
28.69903,0.33
28.71903,0.35
28.73903,0.34
28.75903,0.3
28.77903,0.22
28.79903,0.16
28.81903,0.18
28.83903,0.28
28.85903,0.26
28.87903,0.32
28.89903,0.33
28.91903,0.33
28.93903,0.33
28.95903,0.33
28.97903,0.33
28.99903,0.4
29.01903,0.42
29.03903,0.49
29.05903,0.55
29.07903,0.69
29.09903,0.68
29.11903,0.82
29.13903,0.94
29.15903,1
29.17903,1.05
29.19903,1.03
29.21903,1.15
29.23903,1.3
29.25903,1.34
29.27903,1.48
29.29903,1.6
29.31903,1.68
29.33903,1.68
29.35903,1.64
29.37903,1.51
29.39903,1.46
29.41903,1.5
29.43903,1.44
29.45903,1.5
29.47903,1.51
29.49903,1.61
29.51903,1.58
29.53903,1.67
29.55903,1.68
29.57903,1.62
29.59903,1.54
29.61903,1.5
29.63903,1.44
29.65903,1.35
29.67903,1.34
29.69903,1.23
29.71903,1.2
29.73903,1.24
29.75903,1.22
29.77903,1.11
29.79903,1.04
29.81903,1.01
29.83903,1.02
29.85903,1.06
29.87903,1.03
29.89903,0.95
29.91903,1.01
29.93903,1.03
29.95903,1.01
29.97903,0.87
29.99903,0.97
30.01903,1.01
30.03903,1.01
30.05903,0.95
30.07903,0.85
30.09903,0.91
30.11903,0.99
30.13903,1.12
30.15903,1.08
30.17903,1.08
30.19903,1.03
30.21903,1
30.23903,1.01
30.25903,1
30.27903,0.95
30.29903,0.94
30.31903,0.73
30.33903,0.74
30.35903,0.78
30.37903,0.91
30.39903,0.99
30.41903,1
30.43903,1.04
30.45903,1.09
30.47903,1.17
30.49903,1.17
30.51903,1.17
30.53903,1.17
30.55903,1.17
30.57903,1.17
30.59903,1.13
30.61903,1.01
30.63903,1.01
30.65903,1.01
30.67903,0.99
30.69903,1.01
30.71903,1.01
30.73903,1.01
30.75903,0.98
30.77903,1.01
30.79903,1.01
30.81903,1.01
30.83903,1.03
30.85903,1.03
30.87903,1.03
30.89903,1.01
30.91903,1.01
30.93903,0.96
30.95903,0.95
30.97903,1.01
30.99903,1.01
31.01903,1.01
