time,FuelCons
6.875937,29538
6.895937,29566
6.915937,29594
6.935937,29622
6.955937,29649
6.975937,29677
6.995937,29704
7.015937,29731
7.035937,29759
7.055937,29786
7.075937,29813
7.095938,29840
7.115938,29868
7.135938,29895
7.155938,29923
7.175938,29951
7.195938,29979
7.215938,30006
7.235938,30034
7.255938,30061
7.275938,30089
7.295938,30117
7.315938,30144
7.335938,30172
7.354938,30200
7.374938,30228
7.394938,30256
7.414937,30284
7.434937,30311
7.454937,30339
7.475937,30367
7.494937,30395
7.514937,30423
7.534937,30451
7.554937,30479
7.574937,30508
7.595938,30536
7.614937,30564
7.634937,30593
7.654937,30622
7.674938,30650
7.694938,30679
7.714938,30707
7.734938,30736
7.754938,30764
7.774938,30793
7.794938,30822
7.814938,30850
7.834938,30878
7.854938,30906
7.874938,30934
7.894938,30961
7.914937,30988
7.934937,31015
7.954937,31041
7.974937,31067
7.994937,31092
8.014937,31118
8.034938,31143
8.054937,31167
8.074938,31191
8.094937,31215
8.114938,31239
8.134937,31262
8.154938,31286
8.174937,31309
8.194938,31331
8.214937,31354
8.234938,31377
8.254937,31399
8.274938,31421
8.294937,31443
8.314938,31464
8.334937,31484
8.354938,31504
8.374937,31523
8.394938,31542
8.414938,31560
8.434937,31578
8.454938,31596
8.474937,31613
8.494938,31630
8.514937,31646
8.534938,31663
8.554937,31678
8.574938,31694
8.594937,31710
8.614938,31725
8.634937,31740
8.654938,31755
8.674937,31771
8.694938,31785
8.714937,31800
8.734938,31815
8.754937,31829
8.774938,31844
8.794937,31858
8.814938,31872
8.834937,31886
8.853937,31900
8.873938,31914
8.894938,31928
8.914938,31942
8.934937,31956
8.953938,31969
8.973937,31983
8.994938,31995
9.014937,32009
9.034938,32022
9.054937,32035
9.073937,32048
9.094937,32060
9.114938,32073
9.133938,32085
9.154938,32097
9.173938,32110
9.194938,32122
9.213938,32135
9.233937,32147
9.253938,32159
9.273937,32171
9.294937,32183
9.314938,32194
9.333938,32206
9.353937,32218
9.373938,32230
9.393937,32243
9.414938,32254
9.433937,32267
9.453938,32279
9.473937,32290
9.494938,32302
9.513938,32314
9.533937,32326
9.553938,32338
9.573937,32350
9.593938,32361
9.613937,32373
9.633938,32385
9.653937,32397
9.673938,32409
9.693937,32421
9.713938,32432
9.733937,32443
9.753938,32453
9.773937,32463
9.793938,32472
9.813937,32480
9.833938,32488
9.853937,32494
9.873938,32500
9.893937,32505
9.913938,32510
9.933937,32511
9.953938,32513
9.973937,32514
9.993937,32516
10.01394,32517
10.03394,32519
10.05394,32520
10.07394,32521
10.09394,32521
10.11394,32522
10.13394,32523
10.15394,32523
10.17394,32523
10.19394,32524
10.21394,32524
10.23394,32525
10.25394,32525
10.27394,32526
10.29394,32526
10.31394,32527
10.33394,32528
10.35394,32530
10.37294,32531
10.39294,32533
10.41294,32536
10.43394,32538
10.45294,32541
10.47294,32543
10.49294,32546
10.51294,32548
10.53294,32551
10.55294,32553
10.57294,32556
10.59294,32559
10.61294,32563
10.63294,32566
10.65294,32569
10.67294,32572
10.69394,32575
10.71294,32577
10.73294,32580
10.75294,32583
10.77294,32586
10.79294,32588
10.81294,32591
10.83294,32594
10.85294,32597
10.87294,32600
10.89294,32603
10.91294,32606
10.93294,32609
10.95294,32612
10.97294,32615
10.99294,32617
11.01294,32620
11.03294,32623
11.05294,32626
11.07294,32629
11.09294,32631
11.11294,32635
11.13294,32637
11.15294,32640
11.17294,32643
11.19294,32646
11.21294,32649
11.23294,32652
11.25294,32654
11.27294,32657
11.29294,32660
11.31294,32662
11.33294,32665
11.35294,32667
11.37294,32670
11.39294,32673
11.41294,32676
11.43294,32679
11.45294,32681
11.47294,32684
11.49294,32687
11.51294,32690
11.53294,32693
11.55294,32696
11.57294,32699
11.59294,32701
11.61294,32704
11.63294,32707
11.65294,32709
11.67294,32712
11.69294,32715
11.71294,32718
11.73294,32720
11.75294,32723
11.77294,32726
11.79294,32729
11.81294,32732
11.83294,32734
11.85294,32737
11.87194,32740
11.89194,32743
11.91194,32746
11.93194,32748
11.95194,32751
11.97194,32754
11.99194,32757
12.01194,32759
12.03194,32762
12.05194,32765
12.07194,0
12.09194,3
12.11194,5
12.13194,8
12.15194,11
12.17194,14
12.19194,17
12.21194,20
12.23194,22
12.25194,25
12.27194,28
12.29194,31
12.31194,34
12.33194,36
12.35194,39
12.37194,42
12.39194,45
12.41194,48
12.43194,51
12.45194,53
12.47194,56
12.49194,59
12.51194,62
12.53194,65
12.55194,67
12.57194,70
12.59194,73
12.61194,76
12.63194,79
12.65194,82
12.67194,84
12.69194,87
12.71194,90
12.73194,93
12.75194,96
12.77194,98
12.79194,101
12.81194,104
12.83194,107
12.85194,110
12.87194,113
12.89194,116
12.91194,118
12.93194,121
12.95194,124
12.97194,127
12.99194,130
13.01194,133
13.03194,136
13.05194,138
13.07194,141
13.09194,144
13.11194,147
13.13194,149
13.15194,152
13.17194,155
13.19194,158
13.21194,161
13.23194,163
13.25194,166
13.27194,169
13.29194,172
13.31194,174
13.33194,177
13.35194,180
13.37194,183
13.39194,186
13.41194,188
13.43094,191
13.45194,194
13.47194,197
13.49194,199
13.51094,202
13.53094,205
13.55094,208
13.57094,211
13.59094,213
13.61194,216
13.63194,219
13.65094,222
13.67094,225
13.69194,228
13.71194,232
13.73194,236
13.75194,242
13.77194,246
13.79194,250
13.81194,254
13.83194,258
13.85094,262
13.87094,266
13.89094,270
13.91094,274
13.93094,278
13.95094,282
13.97094,287
13.99094,291
14.01094,296
14.03094,301
14.05094,305
14.07094,310
14.09094,314
14.11094,319
14.13094,323
14.15094,328
14.17094,333
14.19094,339
14.21094,344
14.23094,349
14.25094,355
14.27094,360
14.29094,366
14.31094,372
14.33094,378
14.35094,384
14.37094,390
14.39094,396
14.41094,403
14.43094,409
14.45094,416
14.47094,423
14.49094,430
14.51094,439
14.53094,449
14.55094,463
14.57094,477
14.59094,495
14.61094,515
14.63094,538
14.65094,561
14.67094,586
14.69094,610
14.71094,636
14.73094,662
14.75094,686
14.77094,708
14.79094,729
14.81094,748
14.83094,768
14.84994,788
14.86994,808
14.88994,826
14.90994,846
14.92994,865
14.94994,884
14.96994,902
14.98994,921
15.00994,940
15.02994,959
15.04994,978
15.06994,998
15.08994,1018
15.10994,1038
15.12994,1058
15.14994,1078
15.16994,1099
15.18994,1119
15.20994,1140
15.22994,1161
15.24994,1182
15.26994,1204
15.28994,1225
15.30994,1247
15.32994,1269
15.34994,1291
15.36994,1313
15.38994,1335
15.40994,1357
15.42994,1380
15.44994,1402
15.46994,1424
15.48994,1447
15.50994,1470
15.52994,1493
15.54994,1517
15.56994,1540
15.58994,1564
15.60994,1587
15.62994,1611
15.64994,1635
15.66994,1658
15.68994,1683
15.70994,1707
15.72994,1732
15.74994,1757
15.76994,1782
15.78994,1807
15.80994,1832
15.82994,1857
15.84994,1882
15.86994,1908
15.88994,1933
15.90994,1959
15.92994,1985
15.94994,2011
15.96994,2036
15.98994,2062
16.00994,2088
16.02994,2114
16.04994,2139
16.06994,2165
16.08994,2191
16.10994,2217
16.12994,2243
16.14994,2269
16.16994,2296
16.18994,2322
16.20994,2349
16.22994,2376
16.24994,2404
16.26994,2432
16.28994,2460
16.30994,2488
16.32994,2517
16.34894,2545
16.36894,2574
16.38894,2603
16.40894,2632
16.42894,2660
16.44894,2687
16.46894,2714
16.48894,2740
16.50894,2767
16.52894,2792
16.54894,2818
16.56894,2843
16.58894,2868
16.60894,2892
16.62894,2916
16.64894,2940
16.66894,2963
16.68894,2986
16.70894,3007
16.72894,3030
16.74894,3052
16.76894,3074
16.78894,3096
16.80894,3118
16.82894,3141
16.84894,3163
16.86894,3184
16.88894,3205
16.90894,3227
16.92894,3249
16.94894,3270
16.96894,3292
16.98894,3314
17.00894,3336
17.02894,3358
17.04894,3381
17.06894,3403
17.08894,3425
17.10894,3448
17.12894,3470
17.14894,3491
17.16894,3511
17.18894,3529
17.20894,3546
17.22894,3562
17.24894,3577
17.26894,3591
17.28894,3604
17.30894,3616
17.32894,3627
17.34894,3637
17.36894,3638
17.38894,3640
17.40894,3643
17.42894,3646
17.44894,3650
17.46894,3652
17.48894,3655
17.50894,3657
17.52894,3659
17.54894,3661
17.56894,3662
17.58894,3663
17.60894,3664
17.62894,3665
17.64894,3665
17.66894,3666
17.68894,3667
17.70894,3667
17.72894,3667
17.74894,3667
17.76894,3668
17.78894,3668
17.80894,3668
17.82794,3668
17.84794,3668
17.86794,3668
17.88794,3669
17.90794,3672
17.92794,3674
17.94794,3678
17.96794,3681
17.98794,3685
18.00794,3689
18.02794,3694
18.04794,3698
18.06794,3703
18.08794,3708
18.10794,3714
18.12794,3721
18.14794,3728
18.16794,3737
18.18794,3746
18.20794,3756
18.22794,3766
18.24794,3777
18.26794,3788
18.28794,3800
18.30794,3812
18.32794,3824
18.34794,3837
18.36794,3850
18.38794,3863
18.40794,3877
18.42794,3891
18.44794,3905
18.46794,3920
18.48794,3935
18.50794,3951
18.52794,3966
18.54794,3983
18.56794,3999
18.58794,4015
18.60794,4032
18.62794,4048
18.64794,4064
18.66794,4081
18.68794,4098
18.70794,4114
18.72794,4131
18.74794,4148
18.76794,4164
18.78794,4181
18.80794,4198
18.82794,4215
18.84794,4231
18.86794,4248
18.88794,4264
18.90794,4279
18.92794,4290
18.94794,4298
18.96794,4307
18.98794,4308
19.00794,4308
19.02794,4310
19.04794,4312
19.06794,4315
19.08794,4317
19.10794,4319
19.12794,4320
19.14794,4323
19.16794,4325
19.18794,4327
19.20794,4330
19.22794,4332
19.24794,4335
19.26794,4337
19.28794,4339
19.30794,4342
19.32794,4344
19.34794,4346
19.36694,4349
19.38694,4352
19.40694,4355
19.42694,4357
19.44694,4360
19.46694,4362
19.48694,4365
19.50694,4368
19.52694,4370
19.54694,4373
19.56694,4376
19.58694,4378
19.60694,4381
19.62694,4384
19.64694,4387
19.66694,4390
19.68694,4392
19.70694,4395
19.72694,4398
19.74694,4401
19.76694,4403
19.78694,4406
19.80694,4409
19.82694,4411
19.84694,4414
19.86694,4417
19.88694,4419
19.90694,4422
19.92694,4425
19.94694,4428
19.96694,4431
19.98694,4433
20.00694,4436
20.02694,4439
20.04694,4442
20.06694,4445
20.08694,4447
20.10694,4450
20.12694,4453
20.14694,4456
20.16694,4459
20.18694,4462
20.20694,4464
20.22694,4467
20.24694,4470
20.26694,4473
20.28694,4475
20.30694,4478
20.32694,4481
20.34694,4484
20.36694,4487
20.38694,4489
20.40694,4492
20.42694,4495
20.44694,4498
20.46694,4501
20.48694,4503
20.50694,4506
20.52694,4509
20.54694,4512
20.56694,4514
20.58694,4517
20.60694,4520
20.62694,4523
20.64694,4525
20.66694,4528
20.68694,4531
20.70694,4534
20.72694,4537
20.74694,4539
20.76694,4542
20.78694,4545
20.80694,4548
20.82694,4550
20.84694,4553
20.86594,4556
20.88594,4559
20.90594,4561
20.92594,4564
20.94694,4567
20.96694,4570
20.98594,4573
21.00594,4575
21.02594,4578
21.04594,4581
21.06594,4584
21.08594,4587
21.10594,4589
21.12594,4592
21.14594,4595
21.16694,4597
21.18594,4600
21.20594,4603
21.22594,4606
21.24594,4609
21.26594,4611
21.28594,4614
21.30594,4617
21.32594,4620
21.34594,4622
21.36694,4625
21.38594,4628
21.40594,4631
21.42594,4634
21.44594,4636
21.46594,4639
21.48594,4642
21.50594,4645
21.52594,4648
21.54594,4650
21.56594,4653
21.58594,4656
21.60594,4659
21.62594,4662
21.64594,4664
21.66594,4667
21.68594,4670
21.70594,4673
21.72594,4676
21.74594,4679
21.76594,4682
21.78594,4684
21.80594,4687
21.82594,4690
21.84594,4693
21.86594,4696
21.88594,4698
21.90594,4701
21.92594,4704
21.94594,4707
21.96594,4710
21.98594,4712
22.00594,4715
22.02594,4718
22.04594,4721
22.06594,4724
22.08594,4726
22.10594,4729
22.12594,4732
22.14594,4735
22.16594,4738
22.18594,4740
22.20594,4743
22.22594,4746
22.24594,4749
22.26594,4752
22.28594,4754
22.30594,4757
22.32594,4760
22.34594,4763
22.36494,4765
22.38594,4768
22.40594,4771
22.42594,4774
22.44594,4777
22.46494,4779
22.48594,4782
22.50594,4785
22.52494,4788
22.54594,4791
22.56494,4794
22.58594,4796
22.60594,4799
22.62494,4802
22.64494,4805
22.66494,4808
22.68494,4811
22.70494,4814
22.72494,4816
22.74494,4819
22.76494,4822
22.78494,4825
22.80494,4828
22.82494,4831
22.84494,4833
22.86494,4836
22.88494,4839
22.90494,4842
22.92494,4844
22.94494,4847
22.96594,4851
22.98494,4856
23.00494,4864
23.02494,4873
23.04494,4882
23.06594,4891
23.08494,4900
23.10494,4911
23.12494,4921
23.14494,4932
23.16494,4941
23.18494,4951
23.20494,4961
23.22494,4970
23.24494,4980
23.26494,4990
23.28494,5001
23.30494,5012
23.32494,5024
23.34494,5037
23.36494,5050
23.38494,5063
23.40494,5076
23.42494,5090
23.44494,5103
23.46494,5117
23.48494,5131
23.50494,5145
23.52494,5160
23.54494,5174
23.56494,5189
23.58494,5204
23.60494,5219
23.62494,5233
23.64494,5248
23.66494,5263
23.68494,5278
23.70494,5293
23.72494,5308
23.74494,5323
23.76494,5338
23.78494,5353
23.80494,5368
23.82394,5383
23.84394,5399
23.86494,5414
23.88394,5429
23.90394,5444
23.92394,5459
23.94494,5474
23.96494,5490
23.98394,5507
24.00394,5523
24.02394,5541
24.04394,5559
24.06394,5578
24.08394,5598
24.10394,5619
24.12494,5641
24.14394,5664
24.16394,5687
24.18394,5710
24.20394,5733
24.22394,5756
24.24394,5780
24.26394,5805
24.28394,5831
24.30394,5858
24.32394,5885
24.34394,5913
24.36394,5942
24.38394,5971
24.40394,6000
24.42394,6030
24.44394,6060
24.46394,6090
24.48394,6120
24.50394,6150
24.52394,6181
24.54394,6212
24.56394,6244
24.58394,6276
24.60394,6308
24.62394,6340
24.64394,6373
24.66394,6406
24.68394,6440
24.70394,6475
24.72394,6511
24.74394,6547
24.76394,6584
24.78394,6621
24.80394,6659
24.82394,6698
24.84394,6737
24.86394,6776
24.88394,6816
24.90394,6857
24.92394,6897
24.94394,6938
24.96394,6980
24.98394,7021
25.00394,7062
25.02394,7103
25.04394,7142
25.06394,7181
25.08394,7216
25.10394,7250
25.12394,7282
25.14394,7311
25.16394,7338
25.18394,7362
25.20394,7385
25.22394,7404
25.24394,7422
25.26394,7426
25.28394,7431
25.30394,7436
25.32394,7440
25.34294,7445
25.36294,7449
25.38294,7452
25.40294,7456
25.42294,7459
25.44294,7462
25.46294,7465
25.48294,7466
25.50294,7468
25.52294,7469
25.54294,7470
25.56294,7471
25.58294,7471
25.60294,7472
25.62294,7472
25.64294,7472
25.66294,7473
25.68294,7473
25.70294,7473
25.72294,7473
25.74294,7473
25.76294,7473
25.78294,7473
25.80294,7476
25.82294,7480
25.84294,7485
25.86294,7489
25.88294,7494
25.90294,7499
25.92294,7504
25.94294,7511
25.96294,7520
25.98294,7530
26.00294,7541
26.02294,7554
26.04294,7567
26.06294,7582
26.08294,7597
26.10294,7612
26.12294,7628
26.14294,7645
26.16294,7663
26.18294,7681
26.20294,7700
26.22294,7720
26.24294,7740
26.26294,7760
26.28294,7782
26.30294,7803
26.32294,7826
26.34294,7850
26.36294,7875
26.38294,7901
26.40294,7927
26.42294,7954
26.44294,7981
26.46294,8009
26.48294,8038
26.50294,8067
26.52294,8096
26.54294,8126
26.56294,8157
26.58294,8187
26.60294,8219
26.62294,8250
26.64294,8281
26.66294,8313
26.68294,8345
26.70294,8377
26.72294,8410
26.74294,8443
26.76294,8476
26.78294,8509
26.80294,8542
26.82294,8576
26.84294,8609
26.86294,8644
26.88294,8678
26.90294,8712
26.92294,8746
26.94294,8781
26.96194,8816
26.98294,8851
27.00294,8885
27.02194,8921
27.04194,8956
27.06194,8991
27.08194,9027
27.10194,9063
27.12194,9099
27.14194,9135
27.16194,9172
27.18194,9208
27.20194,9245
27.22194,9281
27.24194,9318
27.26194,9355
27.28194,9392
27.30194,9430
27.32194,9467
27.34194,9504
27.36194,9541
27.38194,9579
27.40194,9616
27.42194,9654
27.44194,9692
27.46194,9731
27.48194,9770
27.50194,9809
27.52194,9848
27.54194,9887
27.56194,9927
27.58194,9966
27.60194,10006
27.62194,10046
27.64194,10086
27.66194,10126
27.68194,10166
27.70194,10205
27.72194,10245
27.74194,10285
27.76194,10326
27.78194,10366
27.80194,10407
27.82194,10447
27.84194,10488
27.86194,10529
27.88194,10571
27.90194,10613
27.92194,10655
27.94194,10698
27.96194,10742
27.98194,10786
28.00194,10830
28.02194,10874
28.04194,10919
28.06194,10965
28.08194,11010
28.10194,11056
28.12194,11102
28.14194,11149
28.16194,11195
28.18194,11242
28.20194,11289
28.22194,11335
28.24194,11379
28.26194,11421
28.28194,11459
28.30194,11493
28.32194,11523
28.34194,11550
28.36194,11575
28.38194,11595
28.40194,11613
28.42194,11613
28.44194,11615
28.46194,11618
28.48194,11621
28.50194,11624
28.52194,11627
28.54194,11630
28.56194,11632
28.58194,11635
28.60194,11637
28.62094,11638
28.64094,11640
28.66094,11641
28.68094,11642
28.70094,11643
28.72094,11644
28.74094,11644
28.76094,11645
28.78094,11645
28.80094,11646
28.82094,11646
28.84094,11647
28.86094,11647
28.88094,11647
28.90094,11647
28.92094,11647
28.94094,11648
28.96094,11650
28.98094,11653
29.00094,11657
29.02094,11660
29.04094,11664
29.06094,11667
29.08094,11670
29.10094,11674
29.12094,11678
29.14094,11682
29.16094,11686
29.18094,11690
29.20094,11694
29.22094,11699
29.24094,11705
29.26094,11710
29.28094,11717
29.30094,11724
29.32094,11732
29.34094,11741
29.36094,11750
29.38094,11761
29.40094,11773
29.42094,11785
29.44094,11797
29.46094,11810
29.48094,11823
29.50094,11836
29.52094,11849
29.54094,11862
29.56094,11875
29.58094,11888
29.60094,11901
29.62094,11914
29.64094,11927
29.66094,11940
29.68094,11953
29.70094,11966
29.72094,11979
29.74094,11992
29.76094,12005
29.78094,12019
29.80094,12032
29.82094,12045
29.83994,12058
29.85994,12071
29.87994,12085
29.89994,12098
29.91994,12112
29.93994,12125
29.95994,12139
29.97994,12151
29.99994,12164
30.01994,12176
30.03994,12189
30.05994,12202
30.07994,12214
30.09994,12227
30.11994,12240
30.13994,12253
30.15994,12265
30.17994,12278
30.19994,12291
30.21994,12304
30.23994,12317
30.25994,12330
30.27994,12343
30.29994,12356
30.31994,12369
30.33994,12382
30.35994,12396
30.37994,12409
30.39994,12423
30.41994,12437
30.43994,12451
30.45994,12466
30.47994,12481
30.49994,12496
30.51994,12511
30.53994,12527
30.55994,12543
30.57994,12559
30.59994,12575
30.61994,12592
30.63994,12608
30.65994,12625
30.67994,12642
30.69994,12659
30.71994,12677
30.73994,12694
30.75994,12711
30.77994,12729
30.79994,12746
30.81994,12763
30.83994,12780
30.85994,12798
30.87994,12815
30.89994,12833
30.91994,12850
30.93994,12868
30.95994,12886
30.97994,12903
30.99994,12920
31.01994,12938
31.03994,12956
31.05994,12973
31.07994,12991
31.09994,13008
31.11994,13026
31.13994,13043
31.15994,13061
31.17994,13079
31.19994,13096
31.21994,13114
31.23994,13131
31.25994,13149
31.27994,13166
31.29994,13184
31.31994,13201
31.33894,13219
31.35894,13236
31.37894,13254
31.39894,13271
31.41894,13289
31.43894,13306
31.45894,13324
31.47894,13342
31.49894,13359
31.51894,13377
31.53894,13394
31.55894,13412
31.57894,13430
31.59894,13447
31.61894,13465
31.63894,13482
31.65894,13500
31.67894,13518
31.69894,13536
31.71894,13554
31.73894,13571
31.75894,13589
31.77894,13607
31.79894,13624
31.81894,13642
31.83894,13660
31.85894,13678
31.87894,13696
31.89894,13714
31.91894,13731
31.93894,13749
31.95894,13767
31.97894,13785
31.99894,13803
32.01894,13821
32.03894,13839
32.05894,13857
32.07894,13875
32.09894,13893
32.11894,13911
32.13894,13928
32.15894,13946
32.17894,13965
32.19894,13983
32.21894,14001
32.23894,14018
32.25894,14036
32.27894,14054
32.29894,14072
32.31894,14090
32.33894,14108
32.35894,14126
32.37894,14145
32.39894,14163
32.41894,14181
32.43894,14199
32.45894,14218
32.47894,14236
32.49894,14254
32.51894,14273
32.53894,14292
32.55894,14310
32.57894,14329
32.59894,14348
32.61894,14367
32.63894,14386
32.65894,14405
32.67894,14424
32.69894,14443
32.71894,14463
32.73894,14482
32.75894,14501
32.77894,14520
32.79894,14539
32.81894,14558
32.83794,14577
32.85794,14596
32.87794,14615
32.89794,14634
32.91794,14653
32.93794,14672
32.95794,14691
32.97794,14710
32.99794,14730
33.01794,14749
33.03794,14768
33.05794,14787
33.07794,14807
33.09794,14826
33.11794,14845
33.13794,14864
33.15794,14883
33.17794,14902
33.19794,14921
33.21794,14940
33.23794,14959
33.25794,14978
33.27794,14997
33.29794,15016
33.31794,15035
33.33794,15055
33.35794,15074
33.37794,15093
33.39794,15112
33.41794,15132
33.43794,15151
33.45794,15170
33.47794,15189
33.49794,15208
33.51794,15227
33.53794,15246
33.55794,15265
33.57794,15283
33.59794,15301
33.61794,15319
33.63794,15337
33.65794,15354
33.67794,15372
33.69794,15390
33.71794,15407
33.73794,15424
33.75794,15441
33.77794,15458
33.79794,15475
33.81794,15491
33.83794,15508
33.85794,15525
33.87794,15542
33.89794,15558
33.91794,15575
33.93794,15591
33.95794,15608
33.97794,15624
33.99794,15641
34.01794,15657
34.03794,15674
34.05794,15691
34.07794,15707
34.09794,15724
34.11794,15740
34.13794,15756
34.15794,15772
34.17794,15789
34.19794,15805
34.21794,15822
34.23794,15838
34.25794,15854
34.27794,15871
34.29794,15887
34.31794,15903
34.33694,15919
34.35694,15935
34.37694,15951
34.39694,15967
34.41694,15983
34.43694,15998
34.45694,16014
34.47694,16030
34.49694,16045
34.51694,16061
34.53694,16076
34.55694,16091
34.57694,16106
34.59694,16121
34.61694,16136
34.63694,16150
34.65694,16165
34.67694,16180
34.69694,16195
34.71694,16209
34.73694,16224
34.75694,16239
34.77694,16253
34.79694,16268
34.81694,16283
34.83694,16298
34.85694,16312
34.87694,16327
34.89694,16342
34.91694,16358
34.93694,16373
34.95694,16388
34.97694,16403
34.99694,16419
35.01694,16434
35.03694,16450
35.05694,16466
35.07694,16482
35.09694,16498
35.11694,16514
35.13694,16530
35.15694,16547
