ref_time,time,AccPed2D,AccPedal,AccSignl,DegOfDev,DeTorque,RevoPMin,SideAccl,SpeedCom
0,-0.001,99.986,6.8,6.8,28.1,25.74,1027,-0.11,7.89
0.02,0.019,99.986,7.2,7.2,28.64,24.96,1034,-0.12,8
0.04,0.039,99.986,7.2,7.2,29.11,25.35,1036,-0.13,8.11
0.06,0.059,62.344,7.2,7.2,29.39,24.96,1039,-0.14,8.35
0.08,0.079,94.888,"7,2",7.2,29.56,24.96,1039,-0.15,8.35
0.1,0.099,33.721,7.2,7.2,29.82,25.74,1044,-0.16,8.44
0.12,0.12,0,7.2,7.2,30.09,25.35,1049,-0.16,8.44
0.14,0.139,99.986,7.2,7.2,30.35,24.57,1054,-0.16,8.6
0.16,0.159,99.986,7.6,7.6,30.62,24.57,1057,-0.15,8.73
0.18,0.179,99.986,7.6,7.6,30.9,25.35,1059,-0.15,8.83
0.2,0.199,99.986,8,8,31.26,26.52,1061,-0.14,8.91
0.22,0.219,99.986,8,8,31.65,27.3,1065,-0.14,8.91
0.24,0.239,99.986,8,8,32,26.91,1069,-0.14,9
0.26,0.259,99.986,8,8,32.25,27.69,1075,-0.14,9.13
0.28,0.279,99.986,8,8,32.46,27.3,1078,-0.14,9.27
0.3,0.299,99.986,8.4,8.4,32.77,27.3,1089,-0.14,9.34
0.32,0.319,99.986,8.4,8.4,33.04,27.69,1094,-0.15,9.34
0.34,0.339,99.986,8.4,8.4,33.15,26.91,1102,-0.16,9.34
0.36,0.359,99.986,8.4,8.4,33.3,26.52,1107,-0.16,9.55
0.38,0.379,63.128,8.4,8.4,33.53,26.52,1107,-0.16,9.66
0.4,0.399,94.888,8.4,8.4,33.84,26.13,1111,-0.16,9.75
0.42,0.419,33.721,8.4,8.4,34.14,25.74,1114,-0.15,9.75
0.44,0.439,0,8.4,8.4,34.43,25.74,1115,-0.15,9.77
0.46,0.459,99.986,8.4,8.4,34.82,25.74,1117,-0.15,9.96
0.48,0.479,99.986,8.8,8.8,35.1,26.13,1120,-0.15,10.02
0.5,0.499,99.986,8.8,8.8,35.77,26.13,1119,-0.13,10.02
0.52,0.519,99.986,9.2,9.2,36.52,26.52,1127,-0.12,10.15
0.54,0.539,99.986,9.2,9.2,36.72,26.91,1130,-0.16,10.1
0.56,0.559,99.986,9.2,9.2,36.56,27.3,1136,-0.2,10.38
0.58,0.579,99.986,9.2,9.2,36.39,27.3,1141,-0.22,10.36
0.6,0.599,99.986,9.6,9.6,36.11,27.3,1147,-0.22,10.44
0.62,0.619,99.986,9.6,9.6,35.96,27.3,1163,-0.21,10.44
0.64,0.639,99.986,9.6,9.6,35.94,26.91,1171,-0.2,10.58
0.66,0.659,99.986,9.6,9.6,36.01,26.91,1184,-0.19,10.59
0.68,0.679,99.986,10.4,10.4,36.12,25.74,1190,-0.19,10.72
0.7,0.699,57.247,10.4,10.4,36.55,26.13,1197,-0.19,10.75
0.72,0.719,94.888,10.4,10.4,36.98,25.74,1202,-0.2,10.75
0.74,0.739,33.721,10.4,10.4,37.46,25.74,1210,-0.2,10.77
0.76,0.759,0,10.4,10.4,37.9,25.74,1215,-0.2,11.02
0.78,0.779,99.986,10.4,10.4,38.25,24.96,1219,-0.2,11.1
0.8,0.799,99.986,10.4,10.4,38.62,24.57,1222,-0.21,11.2
0.82,0.819,99.986,10.4,10.4,38.96,23.4,1234,-0.21,11.2
0.84,0.839,99.986,10.4,10.4,39.26,22.62,1238,-0.22,11.3
0.86,0.859,99.986,10.4,10.4,39.39,22.23,1243,-0.22,11.45
0.88,0.879,99.986,10.4,10.4,39.51,21.84,1243,-0.21,11.49
0.9,0.899,99.986,10.4,10.4,39.73,21.84,1243,-0.2,11.49
0.92,0.919,99.986,10.4,10.4,39.83,21.84,1251,-0.2,11.62
0.94,0.939,99.986,10.4,10.4,39.86,20.67,1260,-0.19,11.49
0.96,0.959,99.986,10.4,10.4,39.72,20.28,1264,-0.18,11.67
0.98,0.979,99.986,10.4,10.4,39.49,19.11,1272,-0.18,11.67
1,0.999,99.986,10.4,10.4,39.25,18.33,1281,-0.18,11.74
1.02,1.019,37.642,10.4,10.4,39,17.55,1285,-0.2,11.74
1.04,1.039,94.888,10.4,10.4,38.66,17.16,1289,-0.19,11.77
1.06,1.059,33.721,10.4,10.4,38.23,16.38,1293,-0.18,11.79
1.08,1.079,0,10.4,10.4,37.86,16.38,1291,-0.16,11.81
1.1,1.099,99.986,10.4,10.4,37.43,16.38,1293,-0.15,11.81
1.12,1.119,99.986,10.4,10.4,37.01,16.38,1294,-0.14,11.81
1.14,1.139,99.986,10.4,10.4,36.41,15.99,1296,-0.14,11.77
1.16,1.159,99.986,10.8,10.8,35.94,15.99,1299,-0.13,11.9
1.18,1.179,99.986,11.2,11.2,35.19,15.99,1300,-0.13,11.83
1.2,1.199,99.986,11.2,11.2,34.57,16.38,1303,-0.14,11.86
1.22,1.219,99.986,12,12,34.19,16.77,1306,-0.14,11.86
1.24,1.239,99.986,12,12,33.62,17.16,1308,-0.14,11.93
1.26,1.259,99.986,12,12,33.08,17.16,1314,-0.13,11.95
1.28,1.279,99.986,12.4,12.4,32.53,17.16,1320,-0.12,12
1.3,1.299,99.986,12.4,12.4,32.19,17.55,1327,-0.11,12
1.32,1.319,99.986,12.4,12.4,31.91,17.55,1331,-0.1,12
1.34,1.339,36.465,12.8,12.8,31.61,17.55,1332,-0.1,12
1.36,1.359,94.888,12.8,12.8,31.06,17.55,1332,-0.1,12.05
1.38,1.379,33.721,12.8,12.8,30.68,17.55,1334,-0.11,12.14
1.4,1.399,0,13.2,13.2,30.19,17.94,1335,-0.11,12.09
1.42,1.418,99.986,13.2,13.2,29.57,17.94,1336,-0.1,12.09
1.44,1.439,99.986,13.6,13.6,29.05,18.33,1339,-0.11,12.13
1.46,1.459,99.986,13.6,13.6,28.58,18.33,1342,-0.11,12.14
1.48,1.478,99.986,13.6,13.6,28.02,18.33,1343,-0.12,12.23
1.5,1.498,99.986,13.6,13.6,27.57,18.33,1344,-0.13,12.23
1.52,1.519,99.986,14.4,14.4,27.18,18.72,1345,-0.13,12.14
1.54,1.538,99.986,14.4,14.4,26.65,19.11,1343,-0.13,12.29
1.56,1.558,99.986,14.4,14.4,26.42,19.11,1346,-0.12,12.3
1.58,1.578,99.986,14.8,14.8,26.16,19.11,1351,-0.12,12.27
1.6,1.599,99.986,14.8,14.8,25.76,19.89,1356,-0.12,12.29
1.62,1.618,99.986,15.2,15.2,25.46,19.5,1357,-0.12,12.29
1.64,1.638,99.986,16,16,25.24,19.89,1362,-0.13,12.36
1.66,1.658,40.778,16,16,25.03,20.28,1369,-0.12,12.45
1.68,1.678,94.888,16.4,16.4,24.79,20.67,1373,-0.13,12.55
1.7,1.698,33.721,16.8,16.8,24.43,20.67,1378,-0.12,12.55
1.72,1.718,0,16.8,16.8,24.13,21.06,1382,-0.12,12.66
1.74,1.738,99.986,17.2,17.2,23.94,21.06,1384,-0.12,12.48
1.76,1.758,99.986,17.2,17.2,23.54,21.45,1387,-0.12,12.66
1.78,1.778,99.986,17.6,17.6,23.2,21.45,1392,-0.12,12.62
1.8,1.798,99.986,17.6,17.6,22.89,21.45,1397,-0.13,12.62
1.82,1.818,99.986,17.6,17.6,22.69,21.84,1404,-0.12,12.71
1.84,1.838,99.986,18,18,22.45,21.84,1409,-0.12,12.8
1.86,1.858,99.986,18,18,22.17,21.84,1416,-0.11,12.98
1.88,1.878,99.986,18.8,18.8,21.8,21.84,1419,-0.1,12.92
1.9,1.898,99.986,18.8,18.8,21.45,22.23,1422,-0.1,12.87
1.92,1.918,99.986,19.6,19.6,21.24,22.23,1426,-0.11,12.87
1.94,1.938,99.986,20,20,20.87,23.01,1432,-0.11,13.06
1.96,1.958,99.986,20.4,20.4,20.44,23.4,1439,-0.1,13.08
1.98,1.978,45.876,20.4,20.4,20.05,23.4,1447,-0.09,13.12
2,1.998,94.888,20.4,20.4,19.65,23.4,1454,-0.08,13.12
2.02,2.018,33.721,20.4,20.4,19.29,23.4,1460,-0.08,13.16
2.04,2.038,0,21.2,21.2,18.85,23.4,1466,-0.08,13.22
2.06,2.058,99.986,21.2,21.2,18.17,23.79,1472,-0.09,13.26
2.08,2.078,99.986,21.6,21.6,17.57,23.79,1474,-0.09,13.45
2.1,2.098,99.986,21.6,21.6,17.03,24.18,1478,-0.09,13.45
2.12,2.118,99.986,21.6,21.6,16.55,24.18,1482,-0.09,13.33
2.14,2.138,99.986,22,22,16.11,24.18,1489,-0.09,13.45
2.16,2.158,99.986,22,22,15.62,24.18,1497,-0.07,13.59
2.18,2.178,99.986,22.8,22.8,15.26,24.18,1502,-0.07,13.66
2.2,2.198,99.986,22.8,22.8,14.89,24.96,1506,-0.06,13.66
2.22,2.218,99.986,22.8,22.8,14.5,24.96,1514,-0.06,13.7
2.24,2.238,99.986,22.8,22.8,14.13,24.57,1522,-0.06,13.73
2.26,2.258,99.986,22.8,22.8,13.65,24.57,1528,-0.07,13.98
2.28,2.278,99.986,23.2,23.2,13.28,24.57,1534,-0.07,13.98
2.3,2.298,46.66,23.2,23.2,12.93,24.57,1541,-0.06,14
2.32,2.318,94.888,23.2,23.2,12.55,24.57,1548,-0.06,14
2.34,2.338,33.721,23.2,23.2,12.18,24.57,1553,-0.06,14.13
2.36,2.358,0,23.6,23.6,11.7,24.57,1559,-0.05,14.25
2.38,2.378,99.986,23.6,23.6,11.33,24.96,1565,-0.04,14.37
2.4,2.398,99.986,24.4,24.4,10.81,24.96,1572,-0.04,14.37
2.42,2.418,99.986,24.4,24.4,10.24,25.35,1580,-0.03,14.31
2.44,2.438,99.986,24.4,24.4,9.77,25.35,1592,-0.04,14.48
2.46,2.458,99.986,24.4,24.4,9.43,25.35,1601,-0.05,14.59
2.48,2.478,99.986,24.8,24.8,9.01,24.96,1605,-0.06,14.69
2.5,2.498,99.986,24.8,24.8,8.49,25.74,1616,-0.06,14.69
2.52,2.518,99.986,25.2,25.2,8.21,25.35,1622,-0.05,14.63
2.54,2.538,99.986,25.2,25.2,7.82,25.35,1631,-0.04,14.86
2.56,2.558,99.986,25.2,25.2,7.66,25.35,1639,-0.03,14.7
2.58,2.578,99.986,25.2,25.2,7.48,25.35,1644,-0.03,14.95
2.6,2.598,99.986,25.6,25.6,7.26,25.35,1650,-0.03,14.95
2.62,2.618,47.052,25.6,25.6,7.05,25.35,1655,-0.04,15
2.64,2.638,94.888,25.6,25.6,6.7,25.35,1659,-0.04,15.04
2.66,2.658,33.721,26,26,6.46,25.35,1667,-0.04,15.18
2.68,2.678,0,26,26,6.19,25.35,1674,-0.05,15.18
2.7,2.698,99.986,26.4,26.4,5.94,25.35,1676,-0.04,15.18
2.72,2.718,99.986,26.8,26.8,5.53,26.13,1684,-0.04,15.34
2.74,2.738,99.986,27.6,27.6,5.2,26.13,1693,-0.04,15.27
2.76,2.758,99.986,27.6,27.6,4.95,26.91,1700,-0.04,15.64
2.78,2.778,99.986,28.4,28.4,4.6,26.52,1708,-0.04,15.7
2.8,2.798,99.986,29.2,29.2,4.29,27.69,1718,-0.04,15.7
2.82,2.817,99.986,30,30,4.19,28.08,1736,-0.04,15.7
2.84,2.837,99.986,30.8,30.8,4.01,28.47,1744,-0.03,15.84
2.86,2.857,99.986,30.8,31.6,3.88,29.25,1756,-0.02,15.99
2.88,2.877,99.986,31.2,32,3.85,29.25,1771,-0.01,16.01
2.9,2.897,99.986,32,32.8,3.74,29.25,1780,-0.01,16.01
2.92,2.918,99.986,32.4,33.2,3.63,29.64,1793,-0.02,16.15
2.94,2.937,51.365,32.8,34,3.49,30.03,1797,-0.03,16.24
2.96,2.957,94.888,33.6,34.8,3.32,30.42,1807,-0.04,16.41
2.98,2.977,33.721,34,35.6,3.22,30.81,1813,-0.04,16.5
3,2.998,0,34.8,36.4,3.08,31.59,1819,-0.04,16.5
3.02,3.017,99.986,35.6,36.8,3.02,31.98,1830,-0.03,16.33
3.04,3.037,99.986,36.4,37.6,3.13,32.76,1831,-0.03,16.48
3.06,3.057,99.986,36.8,37.6,2.97,33.15,1844,-0.02,16.63
3.08,3.077,99.986,37.6,39.6,2.86,33.54,1851,-0.03,16.79
3.1,3.097,99.986,38.4,40.4,2.83,34.32,1859,-0.04,16.79
3.12,3.117,99.986,39.6,41.2,2.67,35.1,1869,-0.04,16.8
3.14,3.137,99.986,40,41.2,2.46,35.88,1874,-0.04,17.09
3.16,3.157,99.986,40.8,42,2.48,36.66,1887,-0.04,17.16
3.18,3.177,99.986,41.2,42,2.36,37.05,1902,-0.05,17.34
3.2,3.197,99.986,41.6,42,2.3,37.44,1911,-0.06,17.38
3.22,3.217,99.986,41.6,42,2.18,37.44,1932,-0.05,17.38
3.24,3.237,99.986,41.6,42,2.28,36.66,1938,-0.05,17.58
3.26,3.257,54.11,41.6,41.6,2.19,36.27,1951,-0.04,17.58
3.28,3.277,94.888,40,36.8,2.2,35.88,1961,-0.04,17.87
3.3,3.297,33.721,36.8,30.4,2.2,32.76,1974,-0.04,17.87
3.32,3.317,0,32.4,23.2,2.33,28.08,1984,-0.03,17.87
3.34,3.337,99.986,26.4,13.6,2.37,22.23,1993,-0.04,18.09
3.36,3.357,99.986,22,13.6,2.52,15.99,1993,-0.05,18.14
3.38,3.377,99.986,14.8,0,2.74,11.7,1985,-0.07,18.2
3.4,3.397,99.986,10,0,2.89,5.85,1985,-0.08,18.18
3.42,3.417,99.986,6.4,0,3.2,2.34,1978,-0.09,18.18
3.44,3.437,99.986,4.4,0,3.54,1.17,1969,-0.08,18.43
3.46,3.457,99.986,2.8,0,3.85,0,1965,-0.08,18.34
3.48,3.477,99.986,2,0,4.3,0,1956,-0.08,18.27
3.5,3.497,99.986,1.2,0,4.61,0,1948,-0.08,18.27
3.52,3.517,99.986,0,0,4.8,0,1951,-0.08,18.3
3.54,3.537,99.986,0,0,5.2,0,1951,-0.08,18.16
3.56,3.557,99.986,0,0,5.58,0,1921,-0.1,18.23
3.58,3.577,8.234,0,0,5.72,0,1879,-0.1,18.14
3.6,3.597,94.888,0,0,5.6,0,1852,-0.09,18.14
3.62,3.617,33.721,0,0,5.74,0,1815,-0.1,18.34
3.64,3.637,0,0,0,5.88,0,1790,-0.1,18.77
3.66,3.657,99.986,0,0,5.88,0,1760,-0.11,18.21
3.68,3.677,99.986,0,0,5.94,0,1715,-0.1,18.62
3.7,3.697,99.986,0,0,5.84,0,1689,-0.08,18.62
3.72,3.717,99.986,0,0,5.57,0,1661,-0.07,18.34
3.74,3.737,99.986,0,0,5.54,0,1630,-0.07,18.13
3.76,3.757,99.986,0,0,5.54,0,1599,-0.08,18.41
3.78,3.777,99.986,0,0,5.36,0,1565,-0.07,18.13
3.8,3.797,99.986,0,0,5.22,0,1533,-0.07,18.13
3.82,3.817,99.986,0,0,4.99,0,1496,-0.06,18.48
3.84,3.837,99.986,0,0,4.78,0,1463,-0.05,18.34
3.86,3.857,99.986,0,0,4.46,0,1429,-0.04,18.38
3.88,3.877,99.986,0,0,4.28,0,1399,-0.03,18.07
3.9,3.897,1.176,0,0,4.2,0,1355,-0.03,18.07
3.92,3.917,94.888,0,0,4.12,0,1311,-0.04,18.09
3.94,3.937,33.721,0,0,3.96,0,1286,-0.06,18.36
3.96,3.957,0,0,0,3.69,0,1240,-0.07,18.18
3.98,3.977,99.986,0,0,3.53,0,1216,-0.08,18.29
4,3.997,99.986,0,0,3.36,0,1166,-0.07,18.29
4.02,4.017,99.986,0,0,3.29,0,1141,-0.06,18.15
4.04,4.037,99.986,0.8,0.8,3.27,0,1087,-0.06,18.02
4.06,4.057,99.986,1.2,1.2,3.17,0,1058,-0.05,18.09
4.08,4.077,99.986,2,2,3.18,3.12,1001,-0.04,17.95
4.1,4.097,99.986,2.8,2.8,3.31,5.85,973,-0.03,17.95
4.12,4.117,99.986,4.4,4.4,3.33,9.36,954,-0.03,17.63
4.14,4.137,99.986,5.6,5.6,3.38,13.26,953,-0.04,17.56
4.16,4.157,99.986,6.8,6.8,3.43,14.04,985,-0.06,17.79
4.18,4.177,99.986,7.2,7.2,3.25,13.65,1010,-0.06,17.27
4.2,4.197,99.986,9.6,9.6,2.87,13.65,1021,-0.03,17.21
4.22,4.217,14.9,11.6,11.6,2.71,16.38,1035,0,17.21
4.24,4.237,94.888,12.4,12.4,2.78,17.94,1038,0.01,17.65
4.26,4.257,33.721,12.4,12.4,2.86,18.72,1055,0.02,17.44
4.28,4.277,0,13.6,13.6,2.9,18.33,1070,0,17.51
4.3,4.297,99.986,14.8,14.8,3.16,19.5,1102,-0.03,17.83
4.32,4.316,99.986,14.8,14.8,3.43,19.11,1114,-0.08,17.83
4.34,4.336,99.986,14.8,14.8,3.21,19.11,1137,-0.11,17.66
4.36,4.356,99.986,14.8,14.8,2.86,18.33,1143,-0.11,17.41
4.38,4.376,99.986,14.8,14.8,2.53,18.33,1157,-0.09,17.63
4.4,4.396,99.986,14.8,14.8,2.36,17.94,1160,-0.09,17.63
4.42,4.416,99.986,14.8,14.8,2.35,17.94,1151,-0.08,18.04
4.44,4.436,99.986,14.8,14.8,2.34,18.33,1138,-0.06,17.93
4.46,4.457,99.986,14.8,14.8,2.27,18.72,1096,-0.04,17.76
4.48,4.477,99.986,14.8,14.8,2.19,19.89,1074,-0.04,17.88
4.5,4.496,99.986,14.8,14.8,2.22,20.28,1055,-0.05,17.88
4.52,4.516,99.986,14.8,14.8,2.11,21.06,1036,-0.06,17.65
4.54,4.536,50.189,14.8,14.8,2.02,21.84,1038,-0.07,17.58
4.56,4.556,94.888,14.8,14.8,2.01,21.45,1052,-0.06,17.87
4.58,4.576,33.721,14.8,14.8,2.04,21.06,1058,-0.04,17.69
4.6,4.596,0,14.8,14.8,2.14,21.06,1066,-0.02,17.87
4.62,4.616,99.986,14.8,14.8,2.24,20.67,1067,0,17.87
4.64,4.636,99.986,14.8,14.8,2.37,20.67,1067,0,17.95
4.66,4.656,99.986,14.8,14.8,2.45,20.67,1068,0,17.84
4.68,4.676,99.986,14.8,14.8,2.59,20.67,1071,0,18.02
4.7,4.696,99.986,14.8,14.8,2.68,20.28,1077,0,18
4.72,4.716,99.986,14.8,14.8,2.69,20.28,1079,0.01,18
4.74,4.736,99.986,14.8,14.8,2.61,20.28,1083,0.01,17.91
4.76,4.756,99.986,14.8,14.8,2.44,19.89,1085,0.01,18.18
4.78,4.776,99.986,14.8,14.8,2.1,19.89,1087,0,18
4.8,4.796,99.986,14.8,14.8,1.77,19.89,1089,-0.03,18.01
4.82,4.816,99.986,14.8,14.8,1.54,19.89,1088,-0.05,18.01
4.84,4.836,99.986,14.8,14.8,1.13,20.28,1081,-0.06,17.95
4.86,4.856,49.405,14.8,14.8,1.07,20.28,1077,-0.06,17.88
4.88,4.876,94.888,14.8,14.8,1.04,20.28,1073,-0.05,17.8
4.9,4.896,33.721,14.8,14.8,1.19,20.67,1073,-0.05,17.97
4.92,4.916,0,15.2,15.2,1.33,20.67,1073,-0.06,17.97
4.94,4.936,99.986,15.2,15.2,1.48,20.67,1074,-0.07,17.98
4.96,4.956,99.986,16,16,1.59,21.06,1076,-0.07,18.13
4.98,4.976,99.986,16,16.4,1.65,21.45,1081,-0.07,18.09
5,4.996,99.986,16.4,16.8,1.58,21.45,1084,-0.06,18.09
5.02,5.016,99.986,16.8,17.6,1.62,21.84,1091,-0.06,18.02
5.04,5.036,99.986,17.2,17.6,1.56,21.84,1095,-0.06,18.08
5.06,5.056,99.986,17.6,18.4,1.65,22.23,1095,-0.05,18.2
5.08,5.076,99.986,18,18.4,1.56,22.62,1097,-0.04,18.11
5.1,5.096,99.986,18,18.8,1.61,23.01,1096,-0.02,18.21
5.12,5.116,99.986,18.4,19.2,1.7,23.4,1096,-0.01,18.21
5.14,5.136,99.986,18.8,19.2,1.69,23.79,1096,-0.01,18.27
5.16,5.156,99.986,18.8,19.2,1.7,23.79,1096,-0.01,18.27
5.18,5.176,53.718,18.8,19.2,1.63,24.18,1096,-0.02,18.29
5.2,5.196,94.888,19.2,19.2,1.56,24.18,1096,-0.02,18.41
5.22,5.216,33.721,19.2,19.2,1.62,24.18,1097,-0.01,18.41
5.24,5.236,0,19.2,19.2,1.62,24.18,1102,-0.01,18.27
5.26,5.256,99.986,19.2,19.2,1.57,24.18,1104,-0.01,18.45
5.28,5.276,99.986,19.2,19.2,1.66,24.18,1104,-0.02,18.55
5.3,5.296,99.986,19.2,19.2,1.81,24.18,1106,-0.03,18.43
5.32,5.316,99.986,19.2,19.2,1.83,24.18,1112,-0.04,18.43
5.34,5.336,99.986,19.2,19.2,1.87,23.79,1113,-0.04,18.45
5.36,5.356,99.986,19.2,19.2,1.99,24.18,1115,-0.04,18.55
5.38,5.376,99.986,19.2,19.2,2.13,23.79,1113,-0.05,18.48
5.4,5.396,99.986,19.2,19.2,2.18,23.79,1110,-0.05,18.5
5.42,5.416,99.986,19.2,19.2,2.19,23.79,1111,-0.06,18.5
5.44,5.436,99.986,19.2,19.2,2.31,24.18,1114,-0.05,18.64
5.46,5.456,99.986,19.2,19.2,2.27,23.79,1116,-0.05,18.62
5.48,5.476,99.986,19.2,19.2,2.34,23.79,1119,-0.05,18.71
5.5,5.496,54.894,19.2,19.2,2.35,23.79,1119,-0.05,18.77
5.52,5.516,94.888,19.2,19.2,2.35,23.79,1121,-0.05,18.77
5.54,5.536,33.721,19.2,19.2,2.35,23.79,1123,-0.05,18.73
5.56,5.556,0,19.2,19.2,2.31,23.79,1128,-0.06,18.87
5.58,5.576,99.986,19.2,19.2,2.26,23.4,1131,-0.06,19.01
5.6,5.596,99.986,19.2,19.2,2.23,23.4,1131,-0.06,18.89
5.62,5.616,99.986,19.2,19.2,2.31,23.4,1132,-0.05,18.89
5.64,5.636,99.986,19.2,19.2,2.35,23.4,1133,-0.04,18.82
5.66,5.656,99.986,19.2,19.2,2.37,23.4,1133,-0.03,19.02
5.68,5.676,99.986,19.2,19.2,2.43,23.79,1140,-0.03,18.94
5.7,5.696,99.986,19.2,19.2,2.5,23.4,1140,-0.04,18.92
5.72,5.716,99.986,19.2,19.2,2.45,23.4,1144,-0.04,18.92
5.74,5.736,99.986,19.2,19.2,2.48,23.4,1147,-0.03,19.01
5.76,5.756,99.986,19.2,19.2,2.52,23.4,1148,-0.03,19.16
5.78,5.776,99.986,19.2,19.2,2.52,23.4,1148,-0.03,19.03
5.8,5.796,99.986,19.2,19.2,2.57,23.4,1145,-0.03,19.1
5.82,5.815,54.894,19.2,19.2,2.62,23.4,1142,-0.03,19.1
5.84,5.835,94.888,19.2,19.2,2.68,23.4,1145,-0.04,19.27
5.86,5.855,33.721,19.2,19.2,2.66,23.4,1148,-0.04,19.26
5.88,5.875,0,19.2,19.2,2.68,23.4,1154,-0.05,19.2
5.9,5.895,99.986,19.2,19.2,2.69,23.01,1157,-0.06,19.36
5.92,5.915,99.986,19.2,19.2,2.69,23.01,1161,-0.06,19.36
5.94,5.935,99.986,19.2,19.2,2.69,23.01,1167,-0.05,19.43
5.96,5.955,99.986,19.2,19.2,2.79,23.01,1168,-0.05,19.48
5.98,5.975,99.986,19.2,19.2,2.86,23.01,1167,-0.04,19.44
6,5.995,99.986,19.2,19.2,2.88,23.01,1167,-0.03,19.44
6.02,6.015,99.986,19.2,19.6,2.87,23.01,1163,-0.04,19.41
6.04,6.035,99.986,19.6,19.6,2.92,23.01,1165,-0.05,19.47
6.06,6.055,99.986,19.6,19.6,3.02,23.01,1169,-0.07,19.47
6.08,6.075,99.986,19.6,19.6,3.04,23.01,1170,-0.08,19.61
6.1,6.095,99.986,19.6,19.6,3.06,23.01,1171,-0.08,19.55
6.12,6.115,99.986,19.6,19.6,3.27,23.01,1168,-0.08,19.55
6.14,6.135,51.757,19.6,19.6,3.52,23.01,1169,-0.07,19.57
6.16,6.155,94.888,19.6,19.6,3.75,23.01,1172,-0.07,19.61
6.18,6.175,33.721,19.6,19.6,4.03,23.01,1173,-0.07,19.77
6.2,6.195,0,19.6,19.6,4.39,23.01,1174,-0.08,19.71
6.22,6.215,99.986,20,20.4,4.71,23.01,1175,-0.08,19.71
6.24,6.235,99.986,20,20.4,5,23.4,1182,-0.09,19.68
6.26,6.255,99.986,20,20.4,5.36,23.01,1189,-0.1,19.82
6.28,6.275,99.986,20,20.4,5.71,23.01,1190,-0.12,19.95
6.3,6.295,99.986,20.4,20.4,6.05,23.4,1191,-0.13,19.84
6.32,6.315,99.986,20.4,20.4,6.44,23.4,1191,-0.12,19.84
6.34,6.335,99.986,20.4,20.8,6.83,23.4,1193,-0.12,19.84
6.36,6.355,99.986,20.4,20.8,7.25,23.4,1196,-0.12,19.95
6.38,6.375,99.986,20.8,20.8,7.59,23.4,1198,-0.11,20.05
6.4,6.395,99.986,20.8,20.8,8.13,23.4,1198,-0.12,20.05
6.42,6.415,99.986,20.8,21.2,8.39,23.79,1197,-0.13,20.02
6.44,6.435,99.986,20.8,21.2,8.68,23.79,1201,-0.14,19.91
6.46,6.455,49.797,20.8,21.2,8.93,23.79,1205,-0.14,20.14
6.48,6.475,94.888,21.2,21.2,9.35,23.79,1210,-0.14,20.19
6.5,6.495,33.721,21.2,21.2,9.62,23.79,1209,-0.14,20.19
6.52,6.515,0,21.2,21.2,9.94,23.79,1207,-0.14,20.16
6.54,6.535,99.986,21.2,21.2,10.28,23.79,1208,-0.15,20.19
6.56,6.555,99.986,21.2,21.2,10.58,23.79,1215,-0.17,20.3
6.58,6.575,99.986,21.2,21.2,10.8,23.79,1218,-0.18,20.41
6.6,6.595,99.986,21.2,21.2,11.06,23.4,1221,-0.18,20.41
6.62,6.615,99.986,21.2,21.2,11.24,23.4,1221,-0.19,20.3
6.64,6.635,99.986,21.2,21.2,11.47,23.4,1221,-0.18,20.44
6.66,6.655,99.986,21.2,21.2,11.75,23.4,1225,-0.17,20.37
6.68,6.675,99.986,21.2,21.2,12.04,23.4,1225,-0.16,20.39
6.7,6.695,99.986,21.2,21.2,12.38,23.4,1225,-0.15,20.39
6.72,6.715,99.986,21.2,21.6,12.73,23.4,1221,-0.16,20.44
6.74,6.735,99.986,21.2,21.6,13.02,23.79,1222,-0.17,20.44
6.76,6.755,99.986,21.2,21.6,13.27,23.79,1223,-0.18,20.45
6.78,6.775,50.973,21.2,21.6,13.46,23.79,1224,-0.19,20.44
6.8,6.795,94.888,21.6,21.6,13.84,23.79,1224,-0.18,20.44
6.82,6.815,33.721,21.6,21.6,14.24,23.79,1224,-0.19,20.48
6.84,6.835,0,21.6,21.6,14.66,23.79,1227,-0.2,20.49
6.86,6.855,99.986,21.6,21.6,15.16,23.79,1232,-0.2,20.49
6.88,6.875,99.986,21.6,21.6,15.67,23.79,1231,-0.21,20.52
6.9,6.895,99.986,21.6,21.6,16.05,23.79,1230,-0.22,20.52
6.92,6.915,99.986,21.6,21.6,16.56,23.79,1231,-0.23,20.62
6.94,6.935,99.986,22,22.4,17.14,23.79,1235,-0.24,20.62
6.96,6.955,99.986,22,22.4,17.69,24.18,1236,-0.24,20.65
6.98,6.975,99.986,22.4,22.8,18.21,24.18,1235,-0.25,20.69
7,6.995,99.986,22.4,22.8,18.77,24.57,1232,-0.27,20.69
7.02,7.015,99.986,22.8,23.2,19.29,24.57,1232,-0.28,20.83
7.04,7.035,99.986,22.8,23.2,19.97,24.96,1239,-0.3,20.72
7.06,7.055,99.986,22.8,23.2,20.51,24.96,1242,-0.31,20.81
7.08,7.075,99.986,23.2,23.2,21.06,24.96,1247,-0.32,20.88
7.1,7.095,49.013,23.2,23.6,21.53,24.96,1251,-0.32,20.88
7.12,7.115,94.888,23.6,24,22.06,24.96,1253,-0.32,20.88
7.14,7.135,33.721,23.6,24,22.57,25.35,1262,-0.32,20.97
7.16,7.155,0,24,24.4,23.09,25.35,1265,-0.31,21.09
