ref_time,time,AccPed2D,AccPedal,AccSignl,DegOfDev,DeTorque,RevoPMin,SideAccl,SpeedCom
327.54,327.323,99.986,27.2,27.2,1.34,21.45,1692,-0.02,78.18
327.56,327.343,99.986,27.2,27.2,1.24,21.45,1688,-0.02,78.21
327.58,327.363,99.986,27.2,27.2,1.06,21.45,1689,-0.02,78.27
327.6,327.383,99.986,27.2,27.2,0.93,21.45,1686,-0.02,78.27
327.62,327.403,99.986,27.2,27.2,0.78,21.45,1684,-0.02,78.3
327.64,327.423,99.986,27.2,27.2,0.67,21.45,1686,-0.01,78.09
327.66,327.443,99.986,27.2,27.2,0.62,21.45,1688,-0.01,78.09
327.68,327.463,99.986,27.2,27.2,0.51,21.45,1686,-0.02,78.05
327.7,327.483,99.986,27.2,27.2,0.42,21.45,1683,-0.02,78.05
327.72,327.503,99.986,27.2,27.2,0.28,21.84,1691,-0.02,78.18
327.74,327.522,36.465,27.2,27.2,0.09,21.45,1687,-0.01,78.14
327.76,327.542,94.888,27.2,27.2,0.01,21.84,1685,-0.02,78.23
327.78,327.562,41.563,27.2,27.2,0.14,21.45,1682,-0.03,78.13
327.8,327.582,0,27.2,27.2,0.16,21.84,1689,-0.02,78.05
327.82,327.602,99.986,27.2,27.2,0.16,21.45,1690,0,78.05
327.84,327.622,99.986,27.2,27.2,0.08,21.45,1684,0,78.2
327.86,327.642,99.986,27.2,27.2,0,21.45,1680,0,78.16
327.88,327.662,99.986,27.2,27.2,0.11,21.84,1685,-0.01,78.27
327.9,327.682,99.986,27.2,27.2,0.11,21.45,1689,-0.01,78.27
327.92,327.702,99.986,27.2,27.2,0.22,21.45,1684,0,78.23
327.94,327.722,99.986,27.2,27.2,0.37,21.45,1683,0,78.23
327.96,327.742,99.986,27.2,27.2,0.49,21.45,1681,0,78.16
327.98,327.762,99.986,27.2,27.2,0.58,21.84,1684,0,78.03
328,327.782,99.986,27.2,27.2,0.67,21.45,1686,-0.01,78.03
328.02,327.802,99.986,27.2,27.2,0.82,21.45,1686,0,78.11
328.04,327.822,99.986,27.2,27.2,0.9,21.45,1685,0,77.89
328.06,327.842,36.857,27.2,27.2,0.99,21.45,1683,0,78.09
328.08,327.862,94.888,27.2,27.2,1.02,21.84,1688,-0.02,78.05
328.1,327.882,41.563,27.2,27.2,1.01,21.45,1687,-0.02,78.05
328.12,327.902,0,27.2,27.2,1.01,21.45,1684,-0.02,78.05
328.14,327.922,99.986,27.2,27.2,0.96,21.45,1683,-0.02,78.07
328.16,327.942,99.986,27.2,27.2,0.91,21.84,1688,-0.01,78.13
328.18,327.962,99.986,27.2,27.2,1.03,21.45,1690,0,78.23
328.2,327.982,99.986,27.2,27.2,1.05,21.45,1679,0,78.23
328.22,328.002,99.986,27.2,27.2,1.01,21.84,1680,0,78.16
328.24,328.022,99.986,27.2,27.2,1.06,21.84,1682,-0.01,77.98
328.26,328.042,99.986,27.2,27.2,1.11,21.84,1684,-0.01,77.54
328.28,328.062,99.986,27.2,27.2,1.15,21.45,1680,-0.03,77.82
328.3,328.082,99.986,27.2,27.2,0.98,21.84,1681,-0.04,77.93
328.32,328.102,99.986,27.2,27.2,0.7,21.84,1683,-0.04,77.93
328.34,328.122,99.986,27.2,27.2,0.72,21.45,1681,-0.03,77.9
328.36,328.142,99.986,27.2,27.2,0.69,21.84,1687,-0.02,78.05
328.38,328.162,36.857,27.2,27.2,0.67,21.45,1685,-0.02,78.09
328.4,328.182,94.888,27.2,27.2,0.8,21.45,1685,-0.04,78.11
328.42,328.202,41.955,27.2,27.2,0.83,21.45,1683,-0.04,78.11
328.44,328.222,0,27.2,27.2,0.9,21.84,1685,-0.02,77.84
328.46,328.242,99.986,27.2,27.2,1.11,21.45,1682,-0.02,78.09
328.48,328.262,99.986,27.2,27.2,1.16,21.84,1676,-0.03,77.84
328.5,328.282,99.986,27.2,27.2,1.21,21.84,1679,-0.03,77.84
328.52,328.302,99.986,27.2,27.2,1.46,21.84,1685,-0.05,78.48
328.54,328.322,99.986,27.2,27.2,1.4,21.45,1683,-0.04,77.96
328.56,328.342,99.986,27.2,27.2,1.36,21.45,1675,0,78.21
328.58,328.362,99.986,26.8,26.4,1.61,21.84,1681,0,77.68
328.6,328.382,99.986,26.8,26.4,1.89,21.45,1680,-0.03,77.68
328.62,328.402,99.986,26.4,26.4,1.67,21.06,1684,-0.03,77.68
328.64,328.422,99.986,26.4,26.4,1.83,21.06,1685,-0.02,77.86
328.66,328.442,99.986,26.4,26,1.93,20.67,1681,-0.05,77.73
328.68,328.462,99.986,26.4,26,1.76,20.67,1680,-0.02,77.79
328.7,328.482,35.681,26.4,26,2.05,20.67,1682,-0.01,77.79
328.72,328.502,94.888,26.4,26,2.25,20.67,1687,-0.04,77.52
328.74,328.522,41.955,26,26,2.13,20.67,1682,-0.04,78.03
328.76,328.542,0,26,26,2.01,20.67,1671,-0.05,77.65
328.78,328.562,99.986,26,26,1.93,20.67,1680,-0.07,77.89
328.8,328.582,99.986,26,25.6,1.81,20.67,1688,-0.08,77.7
328.82,328.602,99.986,25.6,24.8,1.57,20.28,1680,-0.08,77.7
328.84,328.622,99.986,25.6,24.8,1.48,20.28,1673,-0.06,77.75
328.86,328.642,99.986,25.2,24.8,1.41,19.89,1679,-0.05,77.7
328.88,328.662,99.986,25.2,24.8,1.35,19.89,1678,-0.05,77.7
328.9,328.682,99.986,24.8,24.4,1.34,19.89,1675,-0.05,77.7
328.92,328.702,99.986,24.8,24.4,1.34,19.5,1669,-0.05,77.77
328.94,328.722,99.986,24.4,24.4,1.21,19.5,1680,-0.05,77.52
328.96,328.742,99.986,24.4,24.4,1.3,19.11,1684,-0.04,77.83
328.98,328.762,99.986,24.4,24.4,1.34,18.72,1677,-0.04,77.72
329,328.782,99.986,24.4,24,1.27,18.72,1672,-0.03,77.72
329.02,328.802,32.936,24,24,1.33,18.72,1674,-0.04,77.75
329.04,328.822,94.888,24,24,1.21,18.72,1680,-0.05,77.96
329.06,328.842,41.955,24,24,1.07,18.72,1678,-0.04,77.76
329.08,328.862,0,24,24,1.13,18.33,1676,-0.03,77.97
329.1,328.882,99.986,24,24,1.22,18.33,1672,-0.03,77.97
329.12,328.902,99.986,24,24,1.07,18.72,1673,-0.03,78.27
329.14,328.922,99.986,24,24,1.01,18.72,1677,-0.03,77.51
329.16,328.942,99.986,24,24,1.16,18.33,1678,-0.03,77.61
329.18,328.962,99.986,24,24,1.08,18.33,1674,-0.03,77.75
329.2,328.982,99.986,24,24,1.01,18.33,1670,-0.02,77.75
329.22,329.002,99.986,24,24,1,18.72,1678,-0.03,77.68
329.24,329.021,99.986,24,24,1.07,18.33,1679,-0.03,77.48
329.26,329.041,99.986,24,24,1.04,18.33,1681,-0.02,77.61
329.28,329.061,99.986,24,24,1.01,18.33,1676,-0.03,77.69
329.3,329.081,99.986,24,24,0.89,18.33,1674,-0.05,77.69
329.32,329.101,99.986,24,24.4,0.89,18.33,1678,-0.04,77.55
329.34,329.121,32.544,24,24.4,0.98,18.72,1679,-0.02,77.54
329.36,329.141,94.888,24.4,24.4,0.96,18.72,1677,0,77.7
329.38,329.161,41.955,24.4,24.4,1.13,18.72,1671,0,77.72
329.4,329.181,0,24.4,24.4,1.31,19.11,1674,0,77.72
329.42,329.202,99.986,24.4,24.4,1.4,18.72,1674,-0.01,77.7
329.44,329.221,99.986,24.4,24.4,1.46,19.11,1677,0,77.54
329.46,329.241,99.986,24.4,24.4,1.57,19.11,1671,0,77.54
329.48,329.261,99.986,24.4,24.4,1.65,19.11,1669,0,77.3
329.5,329.281,99.986,24.4,24.4,1.64,19.11,1673,0,77.3
329.52,329.301,99.986,24.4,24.4,1.68,19.11,1677,0,77.33
329.54,329.321,99.986,24.4,24.4,1.7,19.11,1674,0,77.33
329.56,329.341,99.986,24.4,24.4,1.7,19.11,1672,-0.02,77.33
329.58,329.361,99.986,24.4,24.4,1.54,19.11,1677,-0.03,77.38
329.6,329.381,99.986,24.4,24.4,1.4,19.11,1677,-0.04,77.38
329.62,329.401,99.986,24.4,24.4,1.34,19.11,1677,-0.03,77.41
329.64,329.421,99.986,24.4,24.4,1.28,19.11,1672,-0.02,77.31
329.66,329.441,34.113,24.4,24.4,1.13,19.11,1671,-0.01,77.33
329.68,329.461,94.888,24.4,24.4,1.17,19.11,1671,-0.02,77.47
329.7,329.481,41.955,24.4,24.4,1.14,19.11,1669,-0.04,77.47
329.72,329.501,0,24.4,24.4,1.12,19.11,1668,-0.03,77.34
329.74,329.521,99.986,24.4,24.4,1.13,19.11,1665,-0.02,77.56
329.76,329.541,99.986,24.4,24.4,1.02,19.11,1665,-0.02,77.62
329.78,329.561,99.986,24.4,24.4,1.11,19.11,1665,-0.01,77.48
329.8,329.581,99.986,24.4,24.4,1.23,19.11,1672,-0.01,77.48
329.82,329.601,99.986,24.4,24.4,1.34,19.11,1668,-0.01,77.35
329.84,329.621,99.986,24.4,24.4,1.34,19.11,1664,0,77.2
329.86,329.641,99.986,24.4,24.4,1.34,19.11,1665,-0.01,77.33
329.88,329.661,99.986,24.4,24.4,1.41,19.11,1670,-0.01,77.28
329.9,329.681,99.986,24.4,24.4,1.35,19.11,1672,-0.01,77.28
329.92,329.701,99.986,24.4,24.4,1.36,19.11,1669,-0.01,77.17
329.94,329.721,99.986,24.4,24.4,1.34,19.11,1672,-0.03,77.26
329.96,329.741,99.986,24.4,24.4,1.26,19.11,1670,-0.04,77.13
329.98,329.761,34.113,24.4,24.4,1.18,19.11,1669,-0.03,77.12
330,329.781,94.888,24.4,24.4,1.17,19.11,1671,-0.03,77.12
330.02,329.801,41.955,24.4,24.4,1.24,19.11,1670,-0.01,77.19
330.04,329.821,0,24.4,24.4,1.31,19.11,1668,0,77.47
330.06,329.841,99.986,24.4,24.4,1.43,19.11,1666,-0.01,77.35
330.08,329.861,99.986,24.4,24.4,1.51,19.11,1670,-0.02,77.54
330.1,329.881,99.986,24.4,24.4,1.51,19.11,1666,-0.01,77.54
330.12,329.901,99.986,24.4,24.4,1.51,19.11,1667,-0.01,77.59
330.14,329.921,99.986,24.4,24.4,1.55,19.11,1660,-0.01,77.49
330.16,329.941,99.986,24.4,24.4,1.54,19.5,1665,-0.01,77.33
330.18,329.961,99.986,24.4,24.4,1.62,19.11,1666,-0.01,77.19
330.2,329.981,99.986,24.4,24.4,1.68,19.11,1662,-0.02,77.19
330.22,330.001,99.986,24.8,25.2,1.68,19.5,1664,-0.03,77.2
330.24,330.021,99.986,25.2,26,1.7,19.5,1668,-0.02,77.16
330.26,330.041,99.986,26,27.2,1.72,19.89,1669,-0.03,77.24
330.28,330.061,99.986,26.4,27.2,1.73,20.67,1665,-0.04,77.17
330.3,330.081,36.857,26.8,28,1.67,21.06,1671,-0.03,77.17
330.32,330.101,94.888,27.2,28.4,1.65,21.45,1673,-0.04,77.12
330.34,330.121,41.955,28,29.2,1.76,21.84,1673,-0.04,77.12
330.36,330.141,0,28.4,29.2,1.79,22.62,1670,-0.04,77.06
330.38,330.161,99.986,28.8,30,1.82,23.01,1668,-0.03,77.01
330.4,330.181,99.986,29.2,30,1.96,23.4,1669,-0.05,77.01
330.42,330.201,99.986,29.2,30,1.92,23.79,1669,-0.05,77.2
330.44,330.221,99.986,29.6,30,1.99,24.18,1669,-0.04,77.24
330.46,330.241,99.986,29.6,30,2.02,24.18,1662,-0.03,77.33
330.48,330.261,99.986,30,30,2.02,24.57,1664,-0.04,77.24
330.5,330.281,99.986,30,30,1.96,24.57,1664,-0.04,77.24
330.52,330.301,99.986,30,30,1.98,24.57,1665,-0.05,77.33
330.54,330.321,99.986,30,30,2.02,24.57,1664,-0.05,77.14
330.56,330.341,99.986,30,30,1.94,24.57,1663,-0.05,77.19
330.58,330.361,99.986,30,30,1.98,24.96,1663,-0.05,77.17
330.6,330.381,99.986,30,30,1.94,24.96,1664,-0.05,77.17
330.62,330.401,43.131,30,30,1.94,24.96,1666,-0.04,77.05
330.64,330.421,94.888,30,30,2.01,24.57,1663,-0.05,77.2
330.66,330.441,41.955,30,30,1.91,24.57,1665,-0.05,77.16
330.68,330.461,0,30,30,1.93,24.57,1665,-0.07,77.23
330.7,330.481,99.986,30,30,1.96,24.57,1668,-0.06,77.23
330.72,330.501,99.986,30,30,1.87,24.57,1665,-0.04,77.05
330.74,330.52,99.986,30,30,2.01,24.57,1663,-0.01,77.38
330.76,330.54,99.986,30,30,2.31,24.96,1663,-0.03,77.54
330.78,330.56,99.986,30,30,2.33,24.96,1666,-0.05,77.16
330.8,330.581,99.986,30,30,2.32,24.96,1669,-0.04,77.16
330.82,330.6,99.986,30,30,2.5,24.96,1662,-0.04,77.33
330.84,330.62,99.986,30,30,2.46,24.96,1661,-0.02,77.28
330.86,330.64,99.986,30.4,30.4,2.39,24.96,1661,-0.01,77.35
330.88,330.66,99.986,30.4,30.4,2.58,24.96,1667,-0.02,77.16
330.9,330.68,99.986,30.4,30.4,2.57,24.96,1663,-0.04,77.16
330.92,330.7,99.986,30.4,30.4,2.52,24.96,1663,-0.03,77.2
330.94,330.72,42.739,30.4,30.4,2.46,24.96,1663,-0.04,77.14
330.96,330.74,94.888,30.4,30.4,2.38,24.96,1665,-0.04,77.16
330.98,330.76,41.955,30.4,30.8,2.26,24.96,1671,-0.04,77.24
331,330.78,0,30.8,30.8,2.19,25.35,1665,-0.04,77.24
331.02,330.8,99.986,30.8,30.8,2.18,25.35,1665,-0.05,77.24
331.04,330.82,99.986,30.8,30.8,2.03,25.35,1667,-0.05,77.26
331.06,330.84,99.986,30.8,30.8,2,25.35,1671,-0.05,77.13
331.08,330.86,99.986,30.8,30.8,1.87,25.35,1665,-0.06,77.06
331.1,330.88,99.986,30.8,31.2,1.81,25.74,1664,-0.05,77.06
331.12,330.9,99.986,30.8,31.2,1.73,25.74,1667,-0.06,77.16
331.14,330.92,99.986,30.8,31.2,1.69,25.74,1666,-0.06,77.1
331.16,330.94,99.986,30.8,31.2,1.68,25.74,1666,-0.05,77.07
331.18,330.96,99.986,31.2,31.2,1.68,25.74,1664,-0.04,77.17
331.2,330.98,99.986,31.2,31.2,1.68,25.74,1666,-0.04,77.17
331.22,331,99.986,31.2,31.2,1.71,25.74,1663,-0.05,77.26
331.24,331.02,99.986,31.2,31.2,1.7,25.74,1665,-0.05,77.14
331.26,331.04,42.739,31.2,31.2,1.78,25.74,1665,-0.04,77.17
331.28,331.06,94.888,31.2,31.2,1.84,25.74,1664,-0.03,77.23
331.3,331.08,41.955,31.2,31.2,1.96,25.74,1664,-0.02,77.23
331.32,331.1,0,31.2,31.2,2.14,25.74,1665,-0.01,77.13
331.34,331.12,99.986,31.2,31.2,2.29,25.74,1667,-0.02,77.12
331.36,331.14,99.986,31.2,31.2,2.35,25.74,1664,-0.02,77.31
331.38,331.16,99.986,31.2,31.2,2.35,25.74,1662,-0.02,77.13
331.4,331.18,99.986,31.2,31.2,2.43,25.74,1658,-0.03,77.13
331.42,331.2,99.986,31.2,31.2,2.38,25.74,1663,-0.02,77.28
331.44,331.22,99.986,31.2,31.2,2.4,25.74,1666,-0.01,77.14
331.46,331.24,99.986,31.2,31.2,2.45,25.74,1667,-0.01,77.2
331.48,331.26,99.986,31.2,31.2,2.43,25.74,1664,-0.02,77.13
331.5,331.28,99.986,31.2,31.2,2.41,25.74,1663,-0.04,77.13
331.52,331.3,99.986,31.2,31.2,2.24,25.74,1667,-0.04,77.26
331.54,331.32,99.986,31.2,31.2,2.17,25.74,1663,-0.05,77.27
331.56,331.34,99.986,31.2,31.2,2.03,25.74,1660,-0.03,77.26
331.58,331.36,41.955,31.2,31.2,2.02,25.74,1663,-0.01,77.35
331.6,331.38,94.888,31.2,31.2,2.02,25.74,1671,-0.02,77.27
331.62,331.4,41.955,31.2,31.2,1.94,25.74,1665,-0.02,77.27
331.64,331.42,0,31.2,31.2,1.97,25.74,1660,-0.03,77.19
331.66,331.44,99.986,31.2,31.2,2,25.74,1659,-0.03,77.19
331.68,331.46,99.986,31.2,31.2,1.84,25.74,1664,-0.03,77.24
331.7,331.48,99.986,31.2,31.2,1.81,25.74,1672,-0.02,77.24
331.72,331.5,99.986,31.2,31.2,1.81,25.74,1664,-0.03,77.13
331.74,331.52,99.986,31.2,31.2,1.83,25.74,1663,-0.04,77.28
331.76,331.54,99.986,31.2,31.2,1.75,25.74,1661,-0.04,77.38
331.78,331.56,99.986,31.2,31.2,1.84,25.74,1668,-0.04,77.24
331.8,331.58,99.986,31.2,31.2,1.86,25.74,1667,-0.03,77.24
331.82,331.6,99.986,31.2,31.2,1.87,25.74,1667,-0.02,77.33
331.84,331.62,99.986,31.2,31.2,1.99,25.74,1666,-0.03,77.21
331.86,331.64,99.986,31.2,31.2,2.14,25.74,1664,-0.04,77.3
331.88,331.66,99.986,31.2,31.2,2.25,25.74,1667,-0.04,77.34
331.9,331.68,41.563,31.2,31.2,2.34,25.74,1665,-0.03,77.34
331.92,331.7,94.888,31.2,31.2,2.4,25.74,1663,-0.03,77.33
331.94,331.72,41.955,31.2,31.2,2.52,25.74,1660,-0.03,77.26
331.96,331.74,0,31.2,31.2,2.62,25.74,1669,-0.02,77.2
331.98,331.76,99.986,31.2,31.2,2.77,25.74,1668,-0.02,77.33
332,331.78,99.986,31.2,31.2,2.85,25.74,1666,-0.02,77.33
332.02,331.8,99.986,31.2,31.2,2.74,25.74,1664,-0.03,77.2
332.04,331.82,99.986,31.2,31.2,2.69,25.74,1664,-0.04,77.41
332.06,331.84,99.986,31.2,31.2,2.68,25.74,1668,-0.06,77.42
332.08,331.86,99.986,31.2,31.2,2.57,25.74,1667,-0.05,77.56
332.1,331.88,99.986,31.2,31.2,2.52,25.74,1669,-0.04,77.56
332.12,331.9,99.986,31.2,31.2,2.52,25.74,1666,-0.05,77.52
332.14,331.92,99.986,31.2,31.2,2.52,25.74,1668,-0.04,77.49
332.16,331.94,99.986,31.2,31.2,2.52,25.74,1666,-0.04,77.52
332.18,331.96,99.986,31.2,31.2,2.52,25.74,1665,-0.04,77.4
332.2,331.98,99.986,31.2,31.2,2.51,25.74,1664,-0.03,77.4
332.22,332,41.171,31.2,31.2,2.52,25.74,1664,-0.03,77.33
332.24,332.019,94.888,31.2,31.2,2.52,25.74,1667,-0.03,77.42
332.26,332.039,41.955,31.2,31.2,2.55,25.74,1671,-0.04,77.37
332.28,332.059,0,31.2,31.2,2.55,25.74,1667,-0.05,77.52
332.3,332.079,99.986,31.2,31.2,2.5,25.74,1662,-0.05,77.52
332.32,332.099,99.986,31.2,31.2,2.49,25.74,1671,-0.04,77.56
332.34,332.119,99.986,31.2,31.2,2.53,25.74,1676,-0.03,77.45
332.36,332.139,99.986,31.2,31.2,2.52,25.74,1671,-0.04,77.49
332.38,332.159,99.986,31.2,31.2,2.52,25.74,1665,-0.05,77.4
332.4,332.179,99.986,31.2,31.2,2.52,25.74,1668,-0.07,77.58
332.42,332.199,99.986,31.2,31.2,2.52,25.74,1673,-0.06,77.58
332.44,332.219,99.986,31.2,31.2,2.56,25.74,1669,-0.04,77.47
332.46,332.239,99.986,31.2,31.2,2.76,25.74,1670,-0.03,77.54
332.48,332.259,99.986,31.2,31.2,2.91,25.74,1667,-0.02,77.26
332.5,332.279,99.986,31.2,31.2,2.87,25.74,1672,-0.03,77.26
332.52,332.299,99.986,31.2,31.2,3.11,25.74,1671,-0.03,77.23
332.54,332.319,41.171,31.2,31.2,3.19,25.74,1668,-0.05,77.51
332.56,332.339,94.888,31.2,31.2,3.14,25.74,1667,-0.06,77.51
332.58,332.359,41.955,31.2,31.2,3.13,25.74,1667,-0.05,77.3
332.6,332.379,0,31.2,31.2,3.17,25.74,1673,-0.04,77.3
332.62,332.399,99.986,31.2,31.2,3.27,25.74,1671,-0.03,77.4
332.64,332.419,99.986,31.2,31.2,3.36,25.74,1671,-0.04,77.52
332.66,332.439,99.986,31.2,31.2,3.43,25.74,1670,-0.04,77.42
332.68,332.459,99.986,31.2,31.2,3.47,25.74,1672,-0.04,77.52
332.7,332.479,99.986,31.2,31.2,3.4,25.74,1670,-0.04,77.52
332.72,332.499,99.986,31.2,31.2,3.37,25.74,1663,-0.04,77.35
332.74,332.519,99.986,31.2,31.2,3.31,25.74,1662,-0.06,77.35
332.76,332.539,99.986,31.2,31.2,3.17,25.74,1667,-0.07,77.48
332.78,332.559,99.986,31.2,31.2,3.18,25.74,1674,-0.08,77.45
332.8,332.579,99.986,31.2,31.2,3.01,25.74,1666,-0.07,77.42
332.82,332.599,99.986,31.2,31.2,2.87,25.74,1664,-0.06,77.42
332.84,332.619,99.986,31.2,31.2,3,25.74,1668,-0.05,77.58
332.86,332.639,39.994,31.2,31.2,3.03,25.74,1678,-0.07,77.52
332.88,332.659,94.888,31.2,31.2,3,25.74,1675,-0.07,77.47
332.9,332.679,41.955,31.2,31.2,3.02,25.74,1671,-0.09,77.47
332.92,332.699,0,31.2,31.6,3,25.74,1669,-0.1,77.35
332.94,332.719,99.986,31.2,31.6,2.88,25.74,1668,-0.08,77.49
332.96,332.739,99.986,31.6,31.6,2.89,26.13,1673,-0.07,77.45
332.98,332.759,99.986,31.6,31.6,3.01,26.13,1671,-0.04,77.49
333,332.779,99.986,31.6,31.6,3.15,26.13,1669,-0.03,77.49
333.02,332.799,99.986,31.6,31.6,3.41,26.13,1665,-0.05,77.38
333.04,332.819,99.986,31.6,31.6,3.38,26.52,1672,-0.07,77.48
333.06,332.839,99.986,31.6,31.6,3.38,26.13,1675,-0.07,77.33
333.08,332.859,99.986,32,32.4,3.47,26.13,1672,-0.06,77.4
333.1,332.879,99.986,32,32.4,3.51,26.52,1668,-0.05,77.49
333.12,332.899,99.986,32.4,32.4,3.53,26.91,1669,-0.05,77.49
333.14,332.919,99.986,32.4,32.8,3.55,26.91,1675,-0.06,77.55
333.16,332.939,99.986,32.4,33.2,3.53,26.91,1671,-0.06,77.63
333.18,332.959,43.523,33.2,34,3.52,27.3,1669,-0.05,77.62
333.2,332.979,94.888,33.2,34,3.53,27.69,1667,-0.06,77.62
333.22,332.999,41.955,33.6,34,3.47,28.08,1672,-0.08,77.7
333.24,333.019,0,33.6,34,3.3,28.08,1672,-0.08,77.44
333.26,333.039,99.986,33.6,34,3.2,28.47,1672,-0.08,77.55
333.28,333.059,99.986,33.6,34,3.17,28.47,1669,-0.07,77.58
333.3,333.079,99.986,33.6,34,3.15,28.47,1668,-0.07,77.62
333.32,333.099,99.986,33.6,34,3.25,28.47,1675,-0.06,77.62
333.34,333.119,99.986,33.6,34,3.33,28.47,1674,-0.06,77.75
333.36,333.139,99.986,34,34,3.37,28.47,1673,-0.06,77.68
333.38,333.159,99.986,34,34,3.37,28.47,1668,-0.06,77.59
333.4,333.179,99.986,34,34.4,3.37,28.47,1672,-0.07,77.58
333.42,333.199,99.986,34,34.4,3.37,28.86,1677,-0.06,77.58
333.44,333.219,99.986,34.4,34.4,3.37,28.86,1675,-0.05,77.51
333.46,333.239,99.986,34.4,34.4,3.41,28.86,1671,-0.04,77.54
333.48,333.259,99.986,34.4,34.8,3.59,28.86,1671,-0.05,77.65
333.5,333.279,45.092,34.4,34.8,3.69,29.25,1675,-0.06,77.65
333.52,333.299,94.888,34.8,34.8,3.68,29.25,1672,-0.07,77.62
333.54,333.319,41.955,34.8,34.8,3.7,29.25,1673,-0.07,77.56
333.56,333.339,0,34.8,34.8,3.63,29.25,1672,-0.06,77.59
333.58,333.359,99.986,34.8,34.8,3.67,29.64,1675,-0.05,77.61
333.6,333.379,99.986,34.8,34.8,3.7,29.25,1677,-0.06,77.61
333.62,333.399,99.986,34.8,34.8,3.7,29.25,1675,-0.07,77.7
333.64,333.419,99.986,34.8,34.8,3.53,29.64,1674,-0.08,77.75
333.66,333.439,99.986,34.8,34.8,3.38,29.64,1671,-0.08,77.79
333.68,333.459,99.986,34.8,34.8,3.36,29.64,1673,-0.08,77.77
333.7,333.479,99.986,34.8,34.8,3.35,29.64,1672,-0.07,77.77
333.72,333.499,99.986,34.8,34.8,3.37,29.64,1675,-0.05,77.7
333.74,333.519,99.986,34.8,34.8,3.41,29.64,1673,-0.06,77.7
333.76,333.539,99.986,34.8,34.8,3.49,29.64,1673,-0.08,77.7
333.78,333.559,99.986,34.8,34.8,3.39,29.64,1675,-0.09,77.59
333.8,333.579,99.986,34.8,34.8,3.52,29.64,1674,-0.08,77.72
333.82,333.599,44.699,34.8,34.8,3.66,29.64,1672,-0.07,77.72
333.84,333.618,94.888,34.8,34.8,3.7,29.64,1674,-0.05,77.73
333.86,333.638,41.955,34.8,34.8,3.69,29.64,1681,-0.04,77.4
333.88,333.658,0,34.8,34.8,3.82,29.25,1680,-0.04,77.63
333.9,333.678,99.986,34.8,34.8,4.01,29.64,1677,-0.05,77.83
333.92,333.698,99.986,34.8,34.8,4.17,29.25,1673,-0.08,77.83
333.94,333.718,99.986,34.8,34.8,4.06,29.64,1674,-0.09,77.63
333.96,333.738,99.986,34.8,34.8,3.94,29.64,1677,-0.08,77.45
333.98,333.758,99.986,34.8,34.8,4.03,29.25,1677,-0.06,77.66
334,333.778,99.986,34.8,34.8,3.92,29.25,1676,-0.06,77.66
334.02,333.798,99.986,34.8,34.8,3.88,29.64,1674,-0.04,77.82
334.04,333.818,99.986,34.8,34,3.91,29.64,1678,-0.07,77.63
334.06,333.838,99.986,34.4,34,3.81,29.25,1679,-0.09,77.77
334.08,333.858,99.986,34.4,34,3.67,28.86,1680,-0.08,77.75
334.1,333.878,99.986,34.4,34,3.55,28.86,1673,-0.08,77.75
334.12,333.898,99.986,34,34,3.47,28.86,1674,-0.1,77.62
334.14,333.918,42.347,34,34,3.33,28.86,1679,-0.1,77.86
334.16,333.938,94.888,34,34,3.21,28.86,1678,-0.1,77.95
334.18,333.958,41.955,34,34,3.2,28.47,1673,-0.1,77.91
334.2,333.978,0,34,34,3.21,28.86,1670,-0.09,77.68
334.22,333.998,99.986,34,34,3.27,28.86,1677,-0.07,77.68
334.24,334.018,99.986,34,34,3.48,28.47,1679,-0.07,77.75
334.26,334.038,99.986,34,34,3.53,28.47,1676,-0.07,77.65
334.28,334.058,99.986,34,34,3.59,28.47,1673,-0.07,77.61
334.3,334.078,99.986,34,34,3.82,28.86,1675,-0.07,77.7
334.32,334.098,99.986,34,34,3.75,28.47,1676,-0.07,77.7
334.34,334.118,99.986,34,34,3.83,28.47,1676,-0.05,77.7
334.36,334.138,99.986,34,34,4.02,28.47,1679,-0.05,77.75
334.38,334.158,99.986,34,34.4,4.04,28.47,1675,-0.06,77.86
334.4,334.178,99.986,34.4,34.4,4.03,28.86,1679,-0.08,77.86
334.42,334.198,99.986,34.4,34.4,3.96,28.86,1682,-0.09,77.82
334.44,334.218,99.986,34.4,34.4,3.76,28.86,1679,-0.08,77.8
334.46,334.238,42.347,34.4,34.4,3.68,28.86,1675,-0.07,77.95
334.48,334.258,94.888,34.4,34.4,3.7,28.86,1673,-0.08,77.91
334.5,334.278,41.955,34.4,34.4,3.51,28.86,1676,-0.09,77.91
334.52,334.298,0,34.4,34.4,3.58,28.86,1676,-0.1,77.84
334.54,334.318,99.986,34.4,34.4,3.59,28.86,1675,-0.1,77.86
334.56,334.338,99.986,34.4,34.4,3.41,28.86,1671,-0.09,77.75
334.58,334.358,99.986,34.4,34.4,3.37,29.25,1675,-0.08,77.59
334.6,334.378,99.986,34.4,34.4,3.37,28.86,1680,-0.08,77.63
334.62,334.398,99.986,34.4,34.4,3.45,28.86,1679,-0.07,77.63
334.64,334.418,99.986,34.4,34.4,3.6,28.86,1679,-0.07,77.79
334.66,334.438,99.986,34.4,34.4,3.69,28.86,1678,-0.09,77.76
334.68,334.458,99.986,34.4,34.4,3.56,28.86,1682,-0.1,77.84
334.7,334.478,99.986,34.4,34.4,3.55,28.86,1679,-0.1,77.95
