"time,RevoPMin"
"309.8336,1644"
"309.8546,1643"
"309.8747,1638"
"309.8936,1642"
"309.9137,1643"
"309.9337,1641"
"309.9536,1641"
"309.9737,1638"
"309.9937,1641"
"310.0136,1641"
"310.0337,1645"
"310.0536,1642"
"310.0737,1640"
"310.0937,1644"
"310.1136,1647"
"310.1337,1645"
"310.1537,1639"
"310.1736,1641"
"310.1937,1648"
"310.2137,1646"
"310.2336,1641"
"310.2537,1645"
"310.2737,1648"
"310.2937,1645"
"310.3137,1643"
"310.3336,1647"
"310.3537,1651"
"310.3737,1648"
"310.3936,1645"
"310.4137,1646"
"310.4337,1649"
"310.4536,1646"
"310.4737,1651"
"310.4937,1645"
"310.5136,1644"
"310.5337,1647"
"310.5536,1651"
"310.5737,1651"
"310.5937,1643"
"310.6136,1648"
"310.6337,1652"
"310.6537,1653"
"310.6736,1648"
"310.6937,1647"
"310.7137,1649"
"310.7336,1648"
"310.7537,1648"
"310.7737,1650"
"310.7937,1649"
"310.8137,1648"
"310.8336,1652"
"310.8537,1651"
"310.8737,1647"
"310.8936,1649"
"310.9137,1656"
"310.9337,1654"
"310.9536,1647"
"310.9737,1644"
"310.9937,1654"
"311.0136,1656"
"311.0337,1649"
"311.0536,1648"
"311.0727,1651"
"311.0927,1654"
"311.1127,1655"
"311.1337,1654"
"311.1526,1651"
"311.1727,1650"
"311.1927,1650"
"311.2137,1650"
"311.2336,1648"
"311.2537,1648"
"311.2737,1655"
"311.2937,1651"
"311.3127,1649"
"311.3326,1650"
"311.3527,1651"
"311.3727,1654"
"311.3936,1651"
"311.4127,1652"
"311.4326,1652"
"311.4527,1653"
"311.4727,1652"
"311.4926,1655"
"311.5127,1656"
"311.5327,1654"
"311.5526,1654"
"311.5727,1653"
"311.5927,1655"
"311.6127,1653"
"311.6327,1655"
"311.6526,1655"
"311.6727,1655"
"311.6927,1654"
"311.7126,1660"
"311.7327,1660"
"311.7527,1656"
"311.7726,1656"
"311.7927,1654"
"311.8127,1658"
"311.8326,1654"
"311.8527,1654"
"311.8727,1653"
"311.8927,1653"
"311.9127,1654"
"311.9326,1657"
"311.9527,1660"
"311.9727,1656"
"311.9926,1660"
"312.0127,1660"
"312.0327,1658"
"312.0526,1655"
"312.0727,1657"
"312.0927,1659"
"312.1127,1658"
"312.1327,1655"
"312.1526,1654"
"312.1727,1657"
"312.1927,1656"
"312.2126,1659"
"312.2327,1656"
"312.2527,1655"
"312.2726,1656"
"312.2927,1659"
"312.3127,1659"
"312.3326,1652"
"312.3527,1653"
"312.3727,1660"
"312.3927,1663"
"312.4127,1656"
"312.4326,1658"
"312.4527,1660"
"312.4727,1662"
"312.4926,1661"
"312.5127,1657"
"312.5327,1657"
"312.5526,1660"
"312.5717,1665"
"312.5916,1662"
"312.6117,1660"
"312.6317,1653"
"312.6516,1663"
"312.6717,1664"
"312.6917,1656"
"312.7117,1656"
"312.7317,1660"
"312.7516,1663"
"312.7717,1660"
"312.7917,1660"
"312.8116,1659"
"312.8317,1662"
"312.8517,1658"
"312.8716,1658"
"312.8917,1658"
"312.9117,1657"
"312.9317,1662"
"312.9517,1660"
"312.9716,1658"
"312.9917,1655"
"313.0117,1661"
"313.0316,1660"
"313.0517,1657"
"313.0717,1658"
"313.0916,1660"
"313.1117,1662"
"313.1317,1659"
"313.1516,1660"
"313.1717,1659"
"313.1917,1662"
"313.2117,1662"
"313.2317,1660"
"313.2516,1658"
"313.2717,1660"
"313.2917,1662"
"313.3116,1660"
"313.3317,1661"
"313.3517,1660"
"313.3716,1663"
"313.3917,1664"
"313.4117,1663"
"313.4317,1662"
"313.4517,1663"
"313.4716,1664"
"313.4917,1663"
"313.5117,1664"
"313.5316,1663"
"313.5517,1666"
"313.5717,1664"
"313.5916,1663"
"313.6117,1661"
"313.6317,1661"
"313.6516,1666"
"313.6717,1662"
"313.6917,1664"
"313.7117,1663"
"313.7317,1667"
"313.7516,1666"
"313.7717,1663"
"313.7917,1661"
"313.8116,1661"
"313.8317,1663"
"313.8517,1664"
"313.8716,1661"
"313.8917,1657"
"313.9117,1664"
"313.9317,1665"
"313.9517,1663"
"313.9716,1657"
"313.9917,1658"
"314.0117,1664"
"314.0316,1663"
"314.0517,1659"
"314.0706,1658"
"314.0907,1665"
"314.1107,1664"
"314.1306,1662"
"314.1507,1662"
"314.1707,1664"
"314.1906,1666"
"314.2107,1666"
"314.2307,1663"
"314.2507,1662"
"314.2707,1664"
"314.2906,1663"
"314.3107,1664"
"314.3307,1665"
"314.3506,1666"
"314.3707,1667"
"314.3907,1667"
"314.4106,1664"
"314.4307,1661"
"314.4507,1663"
"314.4706,1661"
"314.4907,1663"
"314.5107,1662"
"314.5307,1658"
"314.5507,1659"
"314.5706,1661"
"314.5907,1661"
"314.6107,1657"
"314.6306,1660"
"314.6507,1661"
"314.6707,1662"
"314.6906,1662"
"314.7107,1663"
"314.7307,1663"
"314.7507,1662"
"314.7707,1661"
"314.7906,1658"
"314.8107,1656"
"314.8307,1654"
"314.8506,1661"
"314.8707,1657"
"314.8907,1653"
"314.9106,1656"
"314.9307,1656"
"314.9507,1650"
"314.9706,1649"
"314.9907,1656"
"315.0107,1653"
"315.0307,1652"
"315.0507,1649"
"315.0706,1648"
"315.0907,1644"
"315.1107,1641"
"315.1306,1640"
"315.1507,1635"
"315.1707,1631"
"315.1906,1628"
"315.2107,1630"
"315.2307,1633"
"315.2507,1639"
"315.2707,1637"
"315.2906,1641"
"315.3107,1655"
"315.3307,1658"
"315.3506,1654"
"315.3707,1649"
"315.3907,1651"
"315.4106,1658"
"315.4307,1655"
"315.4507,1653"
"315.4706,1652"
"315.4907,1653"
"315.5107,1653"
"315.5307,1656"
"315.5507,1663"
"315.5696,1670"
"315.5907,1668"
"315.6096,1668"
"315.6297,1671"
"315.6497,1676"
"315.6696,1656"
"315.6897,1640"
"315.7097,1640"
"315.7296,1641"
"315.7497,1648"
"315.7697,1648"
"315.7896,1648"
"315.8097,1642"
"315.8297,1641"
"315.8497,1641"
"315.8697,1648"
"315.8896,1646"
"315.9097,1642"
"315.9297,1643"
"315.9496,1644"
"315.9697,1642"
"315.9897,1641"
"316.0096,1648"
"316.0297,1643"
"316.0497,1639"
"316.0696,1636"
"316.0897,1647"
"316.1096,1646"
"316.1297,1639"
"316.1497,1641"
"316.1696,1642"
"316.1897,1643"
"316.2097,1637"
"316.2296,1642"
"316.2497,1640"
"316.2697,1639"
"316.2896,1638"
"316.3097,1642"
"316.3297,1640"
"316.3497,1634"
"316.3697,1635"
"316.3896,1642"
"316.4097,1643"
"316.4297,1630"
"316.4496,1633"
"316.4697,1637"
"316.4897,1639"
"316.5096,1635"
"316.5297,1636"
"316.5497,1634"
"316.5696,1634"
"316.5897,1636"
"316.6096,1635"
"316.6297,1636"
"316.6497,1633"
"316.6696,1640"
"316.6897,1637"
"316.7097,1634"
"316.7296,1634"
"316.7497,1641"
"316.7697,1640"
"316.7896,1635"
"316.8097,1632"
"316.8297,1637"
"316.8497,1645"
"316.8697,1632"
"316.8896,1632"
"316.9097,1634"
"316.9297,1640"
"316.9496,1641"
"316.9697,1641"
"316.9897,1635"
"317.0096,1633"
"317.0297,1636"
"317.0486,1641"
"317.0687,1638"
"317.0897,1630"
"317.1086,1636"
"317.1287,1636"
"317.1487,1637"
"317.1687,1633"
"317.1887,1634"
"317.2086,1638"
"317.2287,1637"
"317.2487,1635"
"317.2686,1636"
"317.2887,1640"
"317.3087,1641"
"317.3286,1642"
"317.3487,1638"
"317.3687,1638"
"317.3886,1635"
"317.4087,1635"
"317.4286,1636"
"317.4487,1636"
"317.4687,1633"
"317.4886,1632"
"317.5087,1638"
"317.5287,1636"
"317.5486,1635"
"317.5687,1632"
"317.5887,1636"
"317.6086,1633"
"317.6287,1633"
"317.6487,1638"
"317.6687,1637"
"317.6887,1634"
"317.7086,1632"
"317.7287,1636"
"317.7487,1641"
"317.7686,1643"
"317.7887,1634"
"317.8087,1637"
"317.8286,1636"
"317.8487,1633"
"317.8687,1635"
"317.8886,1635"
"317.9087,1630"
"317.9286,1623"
"317.9487,1623"
"317.9687,1629"
"317.9886,1633"
"318.0087,1629"
"318.0287,1632"
"318.0486,1629"
"318.0687,1629"
"318.0887,1630"
"318.1086,1630"
"318.1287,1631"
"318.1487,1632"
"318.1687,1632"
"318.1887,1631"
"318.2086,1632"
"318.2287,1634"
"318.2487,1639"
"318.2686,1637"
"318.2887,1636"
"318.3087,1636"
"318.3286,1637"
"318.3487,1635"
"318.3687,1633"
"318.3886,1631"
"318.4087,1629"
"318.4286,1634"
"318.4487,1633"
"318.4687,1633"
"318.4886,1631"
"318.5087,1634"
"318.5287,1637"
"318.5477,1636"
"318.5677,1633"
"318.5876,1632"
"318.6077,1637"
"318.6277,1639"
"318.6476,1637"
"318.6677,1634"
"318.6877,1638"
"318.7076,1640"
"318.7277,1640"
"318.7477,1634"
"318.7677,1634"
"318.7877,1635"
"318.8076,1634"
"318.8277,1636"
"318.8477,1638"
"318.8676,1637"
"318.8877,1635"
"318.9077,1637"
"318.9276,1637"
"318.9477,1638"
"318.9677,1636"
"318.9877,1635"
"319.0077,1631"
"319.0276,1628"
"319.0477,1632"
"319.0677,1635"
"319.0876,1635"
"319.1077,1629"
"319.1277,1630"
"319.1476,1630"
"319.1677,1632"
"319.1877,1630"
"319.2076,1631"
"319.2277,1630"
"319.2477,1632"
"319.2677,1636"
"319.2877,1638"
"319.3076,1636"
"319.3277,1636"
"319.3477,1641"
"319.3676,1638"
"319.3877,1638"
"319.4077,1636"
"319.4276,1638"
"319.4477,1638"
"319.4677,1635"
"319.4877,1635"
"319.5077,1637"
"319.5276,1637"
"319.5477,1631"
"319.5677,1630"
"319.5876,1631"
"319.6077,1637"
"319.6277,1639"
"319.6476,1637"
"319.6677,1635"
"319.6877,1634"
"319.7076,1635"
"319.7277,1637"
"319.7477,1637"
"319.7677,1634"
"319.7877,1632"
"319.8076,1632"
"319.8277,1639"
"319.8477,1637"
"319.8676,1631"
"319.8877,1634"
"319.9077,1638"
"319.9276,1640"
"319.9477,1641"
"319.9677,1640"
"319.9877,1638"
"320.0077,1643"
"320.0276,1640"
"320.0467,1639"
"320.0667,1637"
"320.0867,1638"
"320.1067,1639"
"320.1266,1638"
"320.1467,1636"
"320.1667,1637"
"320.1866,1638"
"320.2067,1639"
"320.2267,1638"
"320.2466,1637"
"320.2667,1643"
"320.2867,1643"
"320.3067,1641"
"320.3267,1640"
"320.3466,1641"
"320.3667,1644"
"320.3867,1646"
"320.4066,1639"
"320.4267,1636"
"320.4467,1643"
"320.4666,1646"
"320.4867,1643"
"320.5067,1638"
"320.5266,1641"
"320.5467,1644"
"320.5667,1643"
"320.5867,1640"
"320.6067,1642"
"320.6266,1646"
"320.6467,1644"
"320.6667,1645"
"320.6866,1643"
"320.7067,1643"
"320.7267,1647"
"320.7466,1647"
"320.7667,1646"
"320.7867,1645"
"320.8067,1645"
"320.8267,1649"
"320.8466,1648"
"320.8667,1643"
"320.8867,1647"
"320.9066,1653"
"320.9267,1648"
"320.9467,1647"
"320.9666,1648"
"320.9867,1649"
"321.0067,1650"
"321.0266,1650"
"321.0467,1645"
"321.0667,1646"
"321.0867,1651"
"321.1067,1654"
"321.1266,1649"
"321.1467,1647"
"321.1667,1648"
"321.1866,1651"
"321.2067,1652"
"321.2267,1647"
"321.2466,1648"
"321.2667,1651"
"321.2867,1653"
"321.3067,1648"
"321.3267,1649"
"321.3466,1650"
"321.3667,1650"
"321.3867,1653"
"321.4066,1652"
"321.4267,1653"
"321.4467,1649"
"321.4666,1651"
"321.4867,1651"
"321.5067,1655"
"321.5257,1654"
"321.5457,1656"
"321.5656,1658"
"321.5857,1655"
"321.6057,1655"
"321.6257,1656"
"321.6457,1659"
"321.6656,1655"
"321.6857,1656"
"321.7057,1657"
"321.7256,1658"
"321.7457,1658"
"321.7657,1660"
"321.7856,1661"
"321.8057,1658"
"321.8257,1663"
"321.8456,1661"
"321.8657,1658"
"321.8857,1654"
"321.9057,1660"
"321.9257,1664"
"321.9456,1659"
"321.9657,1657"
"321.9857,1659"
"322.0056,1664"
"322.0257,1660"
"322.0457,1662"
"322.0656,1662"
"322.0857,1662"
"322.1057,1662"
"322.1257,1664"
"322.1457,1663"
"322.1656,1657"
"322.1857,1660"
"322.2057,1665"
"322.2256,1668"
"322.2457,1661"
"322.2657,1662"
"322.2856,1667"
"322.3057,1664"
"322.3257,1661"
"322.3456,1660"
"322.3657,1663"
"322.3857,1660"
"322.4057,1662"
"322.4257,1664"
"322.4456,1668"
"322.4657,1667"
"322.4857,1668"
"322.5056,1665"
"322.5257,1663"
"322.5457,1667"
"322.5656,1668"
"322.5857,1667"
"322.6057,1665"
"322.6257,1667"
"322.6457,1669"
"322.6656,1669"
"322.6857,1667"
"322.7057,1667"
"322.7256,1668"
"322.7457,1667"
"322.7657,1667"
"322.7856,1664"
"322.8057,1667"
"322.8257,1670"
"322.8456,1668"
"322.8657,1668"
"322.8857,1671"
"322.9057,1673"
"322.9257,1672"
"322.9456,1675"
"322.9657,1675"
"322.9857,1675"
"323.0056,1670"
"323.0247,1667"
"323.0446,1671"
"323.0647,1673"
"323.0847,1674"
"323.1046,1669"
"323.1247,1672"
"323.1447,1672"
"323.1646,1674"
"323.1847,1678"
"323.2047,1677"
"323.2247,1672"
"323.2447,1669"
"323.2646,1675"
"323.2847,1677"
"323.3047,1675"
"323.3246,1664"
"323.3447,1667"
"323.3647,1674"
"323.3846,1674"
"323.4047,1672"
"323.4247,1671"
"323.4446,1668"
"323.4647,1667"
"323.4846,1672"
"323.5047,1674"
"323.5247,1676"
"323.5446,1672"
"323.5647,1672"
"323.5847,1672"
"323.6046,1672"
"323.6247,1673"
"323.6447,1675"
"323.6646,1675"
"323.6847,1673"
"323.7047,1674"
"323.7247,1675"
"323.7447,1678"
"323.7646,1679"
"323.7847,1673"
"323.8047,1675"
"323.8246,1675"
"323.8447,1678"
"323.8647,1675"
"323.8846,1674"
"323.9047,1678"
"323.9247,1677"
"323.9446,1675"
"323.9647,1675"
"323.9846,1678"
"324.0047,1678"
"324.0247,1680"
"324.0446,1676"
"324.0647,1677"
"324.0847,1682"
"324.1046,1682"
"324.1247,1679"
"324.1447,1676"
"324.1646,1680"
"324.1847,1683"
"324.2047,1681"
"324.2247,1676"
"324.2447,1680"
"324.2646,1684"
"324.2847,1684"
"324.3047,1683"
"324.3246,1679"
"324.3447,1685"
"324.3647,1685"
"324.3846,1685"
"324.4047,1685"
"324.4247,1683"
"324.4446,1683"
"324.4647,1684"
"324.4846,1684"
"324.5037,1679"
"324.5237,1682"
"324.5437,1685"
"324.5637,1683"
"324.5836,1679"
"324.6037,1681"
"324.6237,1687"
"324.6436,1686"
"324.6637,1687"
"324.6837,1682"
"324.7036,1685"
"324.7237,1688"
"324.7437,1686"
"324.7636,1684"
"324.7837,1680"
"324.8036,1685"
"324.8237,1689"
"324.8437,1690"
"324.8636,1682"
"324.8837,1683"
"324.9037,1689"
"324.9236,1688"
"324.9437,1688"
"324.9637,1686"
"324.9836,1688"
"325.0037,1683"
"325.0237,1685"
"325.0437,1688"
"325.0637,1688"
"325.0836,1685"
"325.1037,1684"
"325.1237,1686"
"325.1436,1685"
"325.1637,1690"
"325.1837,1685"
"325.2036,1684"
"325.2237,1687"
"325.2437,1689"
"325.2636,1688"
"325.2837,1684"
"325.3036,1689"
"325.3237,1689"
"325.3437,1693"
"325.3636,1690"
"325.3837,1684"
"325.4037,1686"
"325.4236,1685"
"325.4437,1692"
"325.4637,1691"
"325.4836,1688"
"325.5037,1687"
"325.5237,1689"
"325.5437,1693"
"325.5637,1689"
"325.5836,1686"
"325.6037,1688"
"325.6237,1693"
"325.6436,1688"
"325.6637,1687"
"325.6837,1690"
"325.7036,1690"
"325.7237,1689"
"325.7437,1684"
"325.7636,1686"
"325.7837,1686"
"325.8036,1694"
"325.8237,1693"
"325.8437,1689"
"325.8636,1686"
"325.8837,1692"
"325.9037,1700"
"325.9236,1696"
"325.9437,1692"
"325.9637,1690"
"325.9836,1699"
"326.0027,1697"
"326.0226,1689"
"326.0427,1689"
"326.0627,1693"
"326.0826,1698"
"326.1027,1691"
"326.1227,1688"
"326.1427,1689"
"326.1627,1692"
"326.1826,1690"
"326.2027,1688"
"326.2227,1686"
"326.2426,1689"
"326.2627,1694"
"326.2827,1687"
"326.3026,1688"
"326.3227,1694"
"326.3427,1694"
"326.3627,1691"
"326.3827,1687"
"326.4026,1692"
"326.4227,1692"
"326.4427,1691"
"326.4626,1688"
"326.4827,1688"
"326.5027,1689"
"326.5226,1693"
"326.5427,1691"
"326.5627,1687"
"326.5826,1693"
"326.6027,1692"
"326.6227,1690"
"326.6427,1688"
"326.6627,1689"
"326.6826,1693"
"326.7027,1689"
"326.7227,1690"
"326.7426,1688"
"326.7627,1690"
"326.7827,1691"
"326.8026,1692"
"326.8227,1690"
"326.8427,1687"
"326.8627,1694"
"326.8827,1692"
"326.9026,1690"
"326.9227,1686"
"326.9427,1690"
"326.9626,1693"
"326.9827,1688"
"327.0027,1688"
"327.0226,1688"
"327.0427,1690"
"327.0627,1687"
"327.0826,1685"
"327.1027,1684"
"327.1227,1686"
"327.1427,1688"
"327.1627,1688"
"327.1826,1686"
"327.2027,1685"
"327.2227,1690"
"327.2426,1690"
"327.2627,1687"
"327.2827,1686"
"327.3026,1688"
"327.3227,1692"
"327.3427,1688"
"327.3627,1689"
"327.3827,1686"
"327.4026,1684"
"327.4227,1686"
"327.4427,1688"
"327.4626,1686"
"327.4827,1683"
"327.5027,1691"
"327.5226,1687"
"327.5427,1685"
"327.5627,1682"
"327.5826,1689"
"327.6027,1690"
"327.6227,1684"
"327.6427,1680"
"327.6627,1685"
"327.6826,1689"
"327.7027,1684"
"327.7227,1683"
"327.7426,1681"
"327.7627,1684"
"327.7816,1686"
"327.8017,1686"
"327.8217,1685"
"327.8416,1683"
"327.8617,1688"
"327.8817,1687"
"327.9016,1684"
"327.9217,1683"
"327.9417,1688"
"327.9617,1690"
"327.9817,1679"
"328.0016,1680"
"328.0217,1682"
"328.0417,1684"
"328.0616,1680"
"328.0817,1681"
"328.1017,1683"
"328.1216,1681"
"328.1417,1687"
"328.1617,1685"
"328.1817,1685"
"328.2017,1683"
"328.2216,1685"
"328.2417,1682"
"328.2617,1676"
"328.2816,1679"
"328.3017,1685"
"328.3217,1683"
"328.3416,1675"
"328.3617,1681"
"328.3817,1680"
"328.4016,1684"
"328.4217,1685"
"328.4417,1681"
"328.4617,1680"
"328.4817,1682"
"328.5016,1687"
"328.5217,1682"
"328.5417,1671"
"328.5616,1680"
"328.5817,1688"
"328.6017,1680"
"328.6216,1673"
"328.6417,1679"
"328.6617,1678"
"328.6817,1675"
"328.7017,1669"
"328.7216,1680"
"328.7417,1684"
"328.7617,1677"
"328.7816,1672"
"328.8017,1674"
"328.8217,1680"
"328.8416,1678"
"328.8617,1676"
"328.8817,1672"
"328.9016,1673"
"328.9217,1677"
"328.9417,1678"
"328.9617,1674"
"328.9817,1670"
"329.0007,1678"
"329.0207,1679"
"329.0406,1681"
"329.0607,1676"
"329.0807,1674"
"329.1006,1678"
"329.1207,1679"
"329.1407,1677"
"329.1606,1671"
"329.1807,1674"
"329.2007,1674"
"329.2206,1677"
"329.2407,1671"
"329.2607,1669"
"329.2807,1673"
"329.3007,1677"
"329.3206,1674"
"329.3407,1672"
"329.3607,1677"
"329.3806,1677"
"329.4007,1677"
"329.4207,1672"
"329.4406,1671"
"329.4607,1671"
"329.4807,1669"
"329.5007,1668"
"329.5207,1665"
"329.5406,1665"
"329.5607,1665"
"329.5807,1672"
"329.6006,1668"
"329.6207,1664"
"329.6407,1665"
"329.6606,1670"
"329.6807,1672"
"329.7007,1669"
"329.7206,1672"
"329.7407,1670"
"329.7607,1669"
"329.7807,1671"
"329.8007,1670"
"329.8206,1668"
"329.8407,1666"
"329.8607,1670"
"329.8806,1666"
"329.9007,1667"
"329.9207,1660"
"329.9406,1665"
"329.9607,1666"
"329.9807,1662"
"330.0007,1664"
"330.0207,1668"
"330.0406,1669"
"330.0607,1665"
"330.0807,1671"
"330.1006,1673"
"330.1207,1673"
"330.1407,1670"
"330.1606,1668"
"330.1807,1669"
"330.2007,1669"
"330.2206,1669"
"330.2407,1662"
"330.2607,1664"
"330.2807,1664"
"330.3007,1665"
"330.3206,1664"
"330.3407,1663"
"330.3607,1663"
"330.3806,1664"
"330.4007,1666"
"330.4207,1663"
"330.4406,1665"
"330.4607,1665"
"330.4796,1668"
"330.4997,1665"
"330.5197,1663"
"330.5396,1663"
"330.5597,1666"
"330.5797,1669"
"330.5997,1662"
"330.6197,1661"
"330.6396,1661"
"330.6597,1667"
"330.6797,1663"
"330.6996,1663"
"330.7197,1663"
"330.7397,1665"
"330.7596,1671"
"330.7797,1665"
"330.7997,1665"
"330.8196,1667"
"330.8397,1671"
"330.8596,1665"
"330.8797,1664"
"330.8997,1667"
"330.9196,1666"
"330.9397,1666"
"330.9597,1664"
"330.9796,1666"
"330.9997,1663"
"331.0197,1665"
"331.0396,1665"
"331.0597,1664"
"331.0797,1664"
"331.0997,1665"
"331.1197,1667"
"331.1396,1664"
"331.1597,1662"
"331.1797,1658"
"331.1996,1663"
"331.2197,1666"
"331.2397,1667"
"331.2596,1664"
"331.2797,1663"
"331.2997,1667"
"331.3196,1663"
"331.3397,1660"
"331.3596,1663"
"331.3797,1671"
"331.3997,1665"
"331.4196,1660"
"331.4397,1659"
"331.4597,1664"
"331.4796,1672"
"331.4997,1664"
"331.5197,1663"
"331.5396,1661"
"331.5597,1668"
"331.5797,1667"
"331.5997,1667"
"331.6197,1666"
"331.6396,1664"
"331.6597,1667"
"331.6797,1665"
"331.6996,1663"
"331.7197,1660"
"331.7397,1669"
"331.7596,1668"
"331.7797,1666"
"331.7997,1664"
"331.8196,1664"
"331.8397,1668"
"331.8596,1667"
"331.8797,1669"
"331.8997,1666"
"331.9196,1668"
"331.9397,1666"
"331.9597,1665"
"331.9787,1664"
"331.9987,1664"
"332.0186,1667"
"332.0387,1671"
"332.0587,1667"
"332.0786,1662"
"332.0987,1671"
"332.1187,1676"
"332.1386,1671"
"332.1587,1665"
"332.1786,1668"
"332.1987,1673"
"332.2187,1669"
"332.2386,1670"
"332.2587,1667"
"332.2787,1672"
"332.2986,1671"
"332.3187,1668"
"332.3387,1667"
"332.3586,1667"
"332.3787,1673"
"332.3987,1671"
"332.4187,1671"
"332.4387,1670"
"332.4586,1672"
"332.4787,1670"
"332.4987,1663"
"332.5186,1662"
"332.5387,1667"
"332.5587,1674"
"332.5786,1666"
"332.5987,1664"
"332.6187,1668"
"332.6386,1678"
"332.6587,1675"
"332.6786,1671"
"332.6987,1669"
"332.7187,1668"
"332.7386,1673"
"332.7587,1671"
"332.7787,1669"
"332.7986,1665"
"332.8187,1672"
"332.8387,1675"
"332.8586,1672"
"332.8787,1668"
"332.8987,1669"
"332.9187,1675"
"332.9387,1671"
"332.9586,1669"
"332.9787,1667"
"332.9987,1672"
"333.0186,1672"
"333.0387,1672"
"333.0587,1669"
"333.0786,1668"
"333.0987,1675"
"333.1187,1674"
"333.1386,1673"
"333.1587,1668"
"333.1786,1672"
"333.1987,1677"
"333.2187,1675"
"333.2386,1671"
"333.2587,1671"
"333.2787,1675"
"333.2986,1672"
"333.3187,1673"
"333.3387,1672"
"333.3586,1675"
"333.3787,1677"
"333.3987,1675"
"333.4187,1674"
"333.4387,1671"
"333.4586,1673"
"333.4787,1672"
"333.4987,1675"
"333.5186,1673"
"333.5387,1673"
"333.5587,1675"
"333.5786,1674"
"333.5987,1672"
"333.6187,1674"
"333.6386,1681"
"333.6587,1680"
"333.6786,1677"
"333.6987,1673"
"333.7177,1674"
"333.7377,1677"
"333.7577,1677"
"333.7776,1676"
"333.7977,1674"
"333.8177,1678"
"333.8376,1679"
"333.8577,1680"
"333.8777,1673"
"333.8976,1674"
"333.9177,1679"
"333.9377,1678"
"333.9576,1673"
"333.9777,1670"
"333.9977,1677"
"334.0177,1679"
"334.0377,1676"
"334.0576,1673"
"334.0777,1675"
"334.0977,1676"
"334.1176,1676"
"334.1377,1679"
"334.1577,1675"
"334.1776,1679"
"334.1977,1682"
"334.2177,1679"
"334.2377,1675"
"334.2577,1673"
"334.2776,1676"
"334.2977,1676"
"334.3177,1675"
"334.3376,1671"
"334.3577,1675"
"334.3777,1680"
"334.3976,1679"
"334.4177,1679"
"334.4377,1678"
"334.4576,1682"
"334.4777,1679"
"334.4977,1677"
"334.5177,1674"
"334.5377,1679"
"334.5576,1681"
"334.5777,1675"
"334.5977,1673"
"334.6176,1672"
"334.6377,1677"
"334.6577,1675"
"334.6776,1677"
"334.6977,1676"
"334.7177,1679"
"334.7377,1679"
"334.7577,1679"
"334.7776,1680"
"334.7977,1680"
"334.8177,1683"
"334.8376,1677"
"334.8577,1676"
"334.8777,1674"
"334.8976,1678"
"334.9177,1678"
"334.9377,1674"
"334.9567,1676"
"334.9767,1683"
"334.9966,1680"
"335.0167,1678"
"335.0367,1682"
"335.0576,1680"
"335.0767,1680"
"335.0966,1679"
"335.1167,1677"
"335.1367,1685"
"335.1566,1683"
"335.1767,1682"
"335.1967,1677"
"335.2166,1680"
"335.2367,1681"
"335.2567,1682"
"335.2766,1683"
"335.2967,1679"
"335.3167,1685"
"335.3367,1685"
"335.3567,1687"
"335.3766,1686"
"335.3967,1684"
"335.4167,1683"
"335.4366,1684"
"335.4567,1683"
"335.4767,1680"
"335.4966,1681"
"335.5167,1675"
"335.5367,1678"
"335.5567,1680"
"335.5767,1678"
"335.5966,1680"
"335.6167,1678"
"335.6367,1675"
"335.6566,1676"
"335.6767,1681"
"335.6967,1676"
"335.7166,1674"
"335.7367,1676"
"335.7567,1680"
"335.7766,1682"
"335.7967,1682"
"335.8167,1684"
"335.8367,1679"
"335.8567,1681"
"335.8766,1683"
"335.8967,1688"
"335.9167,1685"
"335.9366,1684"
"335.9567,1683"
"335.9767,1686"
"335.9966,1688"
"336.0167,1682"
"336.0367,1680"
"336.0567,1680"
"336.0767,1683"
"336.0966,1682"
"336.1167,1679"
"336.1367,1683"
"336.1566,1682"
"336.1767,1684"
"336.1967,1677"
"336.2166,1681"
"336.2367,1684"
"336.2567,1686"
"336.2766,1683"
"336.2967,1672"
"336.3167,1677"
"336.3367,1682"
"336.3567,1684"
"336.3766,1678"
"336.3967,1676"
"336.4167,1678"
"336.4366,1677"
"336.4557,1678"
"336.4756,1676"
"336.4957,1674"
"336.5157,1676"
"336.5356,1683"
"336.5557,1681"
"336.5757,1678"
"336.5956,1680"
"336.6157,1683"
"336.6357,1680"
"336.6557,1679"
"336.6757,1682"
"336.6956,1681"
"336.7157,1683"
"336.7357,1681"
"336.7556,1678"
"336.7757,1680"
"336.7957,1680"
"336.8156,1677"
"336.8357,1675"
"336.8557,1679"
"336.8757,1677"
"336.8957,1682"
"336.9156,1685"
"336.9357,1681"
"336.9557,1679"
"336.9756,1679"
"336.9957,1678"
"337.0157,1678"
"337.0356,1686"
"337.0557,1687"
"337.0757,1680"
"337.0956,1677"
"337.1157,1684"
"337.1357,1687"
"337.1557,1681"
"337.1757,1680"
"337.1956,1677"
"337.2157,1680"
"337.2357,1679"
"337.2556,1679"
"337.2757,1682"
"337.2957,1679"
"337.3156,1676"
"337.3357,1679"
"337.3557,1688"
"337.3757,1684"
"337.3957,1674"
"337.4156,1681"
"337.4357,1687"
"337.4557,1684"
"337.4756,1675"
"337.4957,1678"
"337.5157,1680"
"337.5356,1683"
"337.5557,1679"
"337.5757,1680"
"337.5956,1680"
"337.6157,1677"
"337.6357,1676"
"337.6557,1681"
"337.6757,1687"
"337.6956,1684"
"337.7157,1680"
"337.7357,1679"
"337.7556,1679"
