"time,FuelCons"
"354.7898,7290"
"354.8098,7304"
"354.8297,7318"
"354.8498,7332"
"354.8698,7346"
"354.8897,7360"
"354.9098,7374"
"354.9297,7402"
"354.9497,7402"
"354.9698,7416"
"354.9897,7430"
"355.0097,7443"
"355.0298,7457"
"355.0497,7471"
"355.0698,7485"
"355.0898,7499"
"355.1097,7513"
"355.1298,7527"
"355.1497,7555"
"355.1697,7555"
"355.1898,7569"
"355.2097,7583"
"355.2297,7597"
"355.2498,7611"
"355.2697,7625"
"355.2898,7640"
"355.3098,7654"
"355.3297,7668"
"355.3498,7682"
"355.3698,7710"
"355.3897,7710"
"355.4098,7724"
"355.4297,7738"
"355.4497,7752"
"355.4698,7766"
"355.4897,7794"
"355.5097,7794"
"355.5298,7808"
"355.5497,7823"
"355.5698,7837"
"355.5898,7852"
"355.6097,7866"
"355.6298,7881"
"355.6497,7896"
"355.6697,7911"
"355.6898,7925"
"355.7097,7940"
"355.7297,7955"
"355.7498,7970"
"355.7697,7985"
"355.7898,8000"
"355.8098,8015"
"355.8297,8046"
"355.8498,8046"
"355.8698,8062"
"355.8897,8077"
"355.9098,8092"
"355.9297,8108"
"355.9497,8123"
"355.9698,8139"
"355.9897,8154"
"356.0097,8170"
"356.0298,8185"
"356.0487,8201"
"356.0688,8216"
"356.0887,8232"
"356.1088,8247"
"356.1288,8263"
"356.1487,8278"
"356.1688,8294"
"356.1888,8309"
"356.2087,8324"
"356.2297,8340"
"356.2498,8355"
"356.2697,8370"
"356.2898,8400"
"356.3098,8400"
"356.3287,8416"
"356.3488,8431"
"356.3687,8446"
"356.3888,8461"
"356.4088,8476"
"356.4287,8491"
"356.4488,8506"
"356.4688,8521"
"356.4887,8536"
"356.5088,8551"
"356.5287,8565"
"356.5487,8580"
"356.5688,8594"
"356.5887,8609"
"356.6088,8623"
"356.6288,8638"
"356.6487,8652"
"356.6688,8666"
"356.6888,8681"
"356.7087,8695"
"356.7288,8709"
"356.7487,8738"
"356.7687,8738"
"356.7888,8752"
"356.8087,8767"
"356.8287,8781"
"356.8488,8795"
"356.8687,8810"
"356.8888,8824"
"356.9088,8838"
"356.9287,8853"
"356.9488,8867"
"356.9688,8881"
"356.9887,8896"
"357.0088,8910"
"357.0287,8924"
"357.0487,8938"
"357.0688,8953"
"357.0887,8982"
"357.1088,8982"
"357.1288,8996"
"357.1487,9010"
"357.1688,9025"
"357.1888,9039"
"357.2087,9067"
"357.2288,9067"
"357.2487,9082"
"357.2687,9096"
"357.2888,9110"
"357.3087,9125"
"357.3287,9139"
"357.3488,9153"
"357.3687,9168"
"357.3888,9182"
"357.4077,9196"
"357.4287,9225"
"357.4488,9225"
"357.4677,9240"
"357.4878,9254"
"357.5078,9268"
"357.5277,9283"
"357.5478,9297"
"357.5677,9311"
"357.5877,9325"
"357.6078,9339"
"357.6277,9353"
"357.6477,9366"
"357.6678,9393"
"357.6877,9393"
"357.7078,9406"
"357.7278,9419"
"357.7477,9432"
"357.7678,9445"
"357.7878,9469"
"357.8077,9469"
"357.8278,9481"
"357.8477,9493"
"357.8677,9505"
"357.8878,9517"
"357.9077,9540"
"357.9278,9540"
"357.9478,9551"
"357.9677,9562"
"357.9878,9573"
"358.0078,9584"
"358.0277,9606"
"358.0478,9606"
"358.0677,9617"
"358.0877,9628"
"358.1078,9638"
"358.1277,9649"
"358.1477,9670"
"358.1678,9670"
"358.1877,9680"
"358.2078,9691"
"358.2278,9701"
"358.2477,9711"
"358.2678,9722"
"358.2878,9732"
"358.3077,9742"
"358.3278,9753"
"358.3477,9763"
"358.3677,9773"
"358.3878,9794"
"358.4077,9794"
"358.4278,9804"
"358.4478,9814"
"358.4677,9824"
"358.4878,9833"
"358.5078,9843"
"358.5277,9852"
"358.5478,9861"
"358.5677,9870"
"358.5877,9879"
"358.6078,9888"
"358.6277,9896"
"358.6477,9905"
"358.6678,9913"
"358.6877,9921"
"358.7078,9929"
"358.7278,9937"
"358.7477,9944"
"358.7678,9952"
"358.7878,9959"
"358.8077,9967"
"358.8268,9974"
"358.8467,9980"
"358.8668,9987"
"358.8867,9993"
"358.9067,9999"
"358.9268,10011"
"358.9467,10011"
"358.9667,10017"
"358.9868,10023"
"359.0067,10029"
"359.0268,10034"
"359.0468,10039"
"359.0667,10045"
"359.0868,10055"
"359.1068,10055"
"359.1267,10060"
"359.1468,10065"
"359.1667,10071"
"359.1867,10078"
"359.2068,10084"
"359.2267,10098"
"359.2468,10098"
"359.2668,10105"
"359.2867,10112"
"359.3068,10120"
"359.3268,10128"
"359.3467,10144"
"359.3668,10144"
"359.3867,10153"
"359.4067,10162"
"359.4268,10171"
"359.4467,10181"
"359.4667,10203"
"359.4868,10203"
"359.5067,10214"
"359.5268,10224"
"359.5468,10235"
"359.5667,10246"
"359.5868,10256"
"359.6068,10267"
"359.6267,10289"
"359.6468,10289"
"359.6667,10300"
"359.6867,10312"
"359.7068,10323"
"359.7267,10334"
"359.7468,10346"
"359.7668,10369"
"359.7867,10369"
"359.8068,10381"
"359.8268,10394"
"359.8467,10406"
"359.8668,10418"
"359.8867,10431"
"359.9067,10444"
"359.9268,10470"
"359.9467,10470"
"359.9667,10484"
"359.9868,10497"
"360.0067,10510"
"360.0268,10524"
"360.0468,10538"
"360.0667,10564"
"360.0868,10564"
"360.1068,10577"
"360.1267,10589"
"360.1468,10601"
"360.1667,10612"
"360.1867,10623"
"360.2068,10633"
"360.2267,10642"
"360.2468,10651"
"360.2668,10659"
"360.2867,10668"
"360.3068,10676"
"360.3257,10684"
"360.3458,10692"
"360.3658,10699"
"360.3857,10706"
"360.4058,10721"
"360.4258,10721"
"360.4457,10728"
"360.4658,10735"
"360.4857,10741"
"360.5057,10748"
"360.5258,10755"
"360.5457,10762"
"360.5657,10769"
"360.5858,10784"
"360.6057,10784"
"360.6258,10791"
"360.6458,10798"
"360.6657,10805"
"360.6858,10812"
"360.7057,10820"
"360.7257,10828"
"360.7458,10843"
"360.7657,10843"
"360.7857,10851"
"360.8058,10859"
"360.8257,10867"
"360.8458,10875"
"360.8658,10883"
"360.8857,10891"
"360.9058,10900"
"360.9258,10917"
"360.9457,10917"
"360.9658,10926"
"360.9857,10935"
"361.0057,10944"
"361.0258,10953"
"361.0457,10962"
"361.0657,10971"
"361.0858,10979"
"361.1057,10997"
"361.1258,10997"
"361.1458,11006"
"361.1657,11014"
"361.1858,11023"
"361.2057,11032"
"361.2257,11041"
"361.2458,11050"
"361.2657,11059"
"361.2857,11068"
"361.3058,11084"
"361.3257,11084"
"361.3458,11092"
"361.3658,11100"
"361.3857,11108"
"361.4058,11116"
"361.4258,11123"
"361.4457,11131"
"361.4658,11138"
"361.4857,11146"
"361.5057,11161"
"361.5258,11161"
"361.5457,11169"
"361.5657,11176"
"361.5858,11183"
"361.6057,11190"
"361.6258,11197"
"361.6458,11204"
"361.6657,11210"
"361.6858,11217"
"361.7057,11223"
"361.7257,11234"
"361.7458,11239"
"361.7657,11239"
"361.7857,11244"
"361.8058,11248"
"361.8247,11252"
"361.8448,11255"
"361.8647,11257"
"361.8847,11257"
"361.9048,11258"
"361.9247,11259"
"361.9448,11259"
"361.9648,11260"
"361.9847,11260"
"362.0048,11260"
"362.0247,11260"
"362.0447,11260"
"362.0648,11261"
"362.0847,11261"
"362.1047,11261"
"362.1248,11261"
"362.1447,11261"
"362.1648,11261"
"362.1848,11261"
"362.2047,11261"
"362.2248,11261"
"362.2448,11261"
"362.2647,11261"
"362.2848,11261"
"362.3047,11261"
"362.3247,11261"
"362.3448,11261"
"362.3647,11261"
"362.3847,11261"
"362.4048,11261"
"362.4247,11261"
"362.4448,11261"
"362.4648,11261"
"362.4847,11261"
"362.5048,11261"
"362.5247,11261"
"362.5447,11261"
"362.5648,11261"
"362.5847,11261"
"362.6047,11261"
"362.6248,11261"
"362.6447,11261"
"362.6648,11261"
"362.6848,11261"
"362.7047,11261"
"362.7248,11261"
"362.7448,11261"
"362.7647,11261"
"362.7848,11261"
"362.8047,11261"
"362.8247,11261"
"362.8448,11261"
"362.8647,11261"
"362.8847,11261"
"362.9048,11261"
"362.9247,11261"
"362.9448,11261"
"362.9648,11261"
"362.9847,11261"
"363.0048,11261"
"363.0247,11261"
"363.0447,11261"
"363.0648,11261"
"363.0847,11261"
"363.1047,11261"
"363.1248,11261"
"363.1447,11261"
"363.1648,11261"
"363.1848,11261"
"363.2047,11261"
"363.2248,11261"
"363.2448,11261"
"363.2647,11261"
"363.2848,11261"
"363.3037,11261"
"363.3238,11261"
"363.3438,11261"
"363.3637,11261"
"363.3838,11261"
"363.4037,11261"
"363.4237,11261"
"363.4438,11261"
"363.4637,11261"
"363.4838,11261"
"363.5038,11261"
"363.5237,11261"
"363.5438,11261"
"363.5638,11261"
"363.5837,11261"
"363.6038,11261"
"363.6237,11261"
"363.6437,11261"
"363.6638,11261"
"363.6837,11261"
"363.7037,11261"
"363.7238,11261"
"363.7437,11261"
"363.7638,11261"
"363.7838,11261"
"363.8037,11261"
"363.8238,11261"
"363.8438,11261"
"363.8637,11261"
"363.8838,11261"
"363.9037,11261"
"363.9237,11261"
"363.9438,11261"
"363.9637,11261"
"363.9838,11261"
"364.0038,11261"
"364.0237,11261"
"364.0438,11261"
"364.0638,11261"
"364.0837,11261"
"364.1038,11261"
"364.1237,11261"
"364.1437,11261"
"364.1638,11261"
"364.1837,11261"
"364.2037,11261"
"364.2238,11261"
"364.2437,11261"
"364.2638,11261"
"364.2838,11261"
"364.3037,11261"
"364.3238,11261"
"364.3438,11261"
"364.3637,11261"
"364.3838,11261"
"364.4037,11261"
"364.4237,11261"
"364.4438,11261"
"364.4637,11261"
"364.4838,11261"
"364.5038,11261"
"364.5237,11261"
"364.5438,11261"
"364.5638,11261"
"364.5837,11261"
"364.6038,11261"
"364.6237,11261"
"364.6437,11261"
"364.6638,11261"
"364.6837,11261"
"364.7037,11261"
"364.7238,11261"
"364.7437,11261"
"364.7638,11261"
"364.7838,11261"
"364.8028,11261"
"364.8228,11261"
"364.8427,11261"
"364.8628,11261"
"364.8828,11261"
"364.9027,11261"
"364.9228,11261"
"364.9427,11261"
"364.9627,11261"
"364.9828,11261"
"365.0027,11261"
"365.0227,11261"
"365.0428,11261"
"365.0627,11261"
"365.0828,11261"
"365.1028,11261"
"365.1227,11261"
"365.1428,11261"
"365.1628,11261"
"365.1827,11261"
"365.2028,11261"
"365.2227,11261"
"365.2427,11261"
"365.2628,11261"
"365.2827,11261"
"365.3028,11261"
"365.3228,11261"
"365.3427,11261"
"365.3628,11261"
"365.3828,11261"
"365.4027,11261"
"365.4228,11261"
"365.4427,11261"
"365.4627,11261"
"365.4828,11261"
"365.5027,11261"
"365.5227,11261"
"365.5428,11261"
"365.5627,11261"
"365.5828,11261"
"365.6028,11261"
"365.6227,11261"
"365.6428,11261"
"365.6628,11261"
"365.6827,11261"
"365.7028,11261"
"365.7227,11261"
"365.7427,11261"
"365.7628,11261"
"365.7827,11261"
"365.8028,11261"
"365.8228,11261"
"365.8427,11261"
"365.8628,11261"
"365.8828,11261"
"365.9027,11261"
"365.9228,11261"
"365.9427,11261"
"365.9627,11261"
"365.9828,11261"
"366.0027,11261"
"366.0227,11261"
"366.0428,11261"
"366.0627,11261"
"366.0828,11261"
"366.1028,11261"
"366.1227,11261"
"366.1428,11261"
"366.1628,11261"
"366.1827,11261"
"366.2028,11261"
"366.2227,11261"
"366.2427,11261"
"366.2628,11261"
"366.2827,11261"
"366.3018,11261"
"366.3228,11261"
"366.3417,11261"
"366.3618,11261"
"366.3817,11261"
"366.4018,11261"
"366.4218,11261"
"366.4417,11261"
"366.4618,11261"
"366.4828,11261"
"366.5017,11261"
"366.5218,11261"
"366.5417,11261"
"366.5617,11261"
"366.5818,11261"
"366.6017,11261"
"366.6218,11261"
"366.6418,11261"
"366.6617,11261"
"366.6818,11261"
"366.7018,11261"
"366.7217,11261"
"366.7418,11261"
"366.7617,11261"
"366.7817,11261"
"366.8018,11261"
"366.8217,11261"
"366.8417,11261"
"366.8618,11261"
"366.8817,11261"
"366.9018,11261"
"366.9218,11261"
"366.9417,11261"
"366.9618,11261"
"366.9818,11261"
"367.0017,11261"
"367.0218,11261"
"367.0417,11261"
"367.0617,11261"
"367.0818,11261"
"367.1017,11261"
"367.1218,11261"
"367.1418,11261"
"367.1617,11261"
"367.1818,11261"
"367.2018,11261"
"367.2217,11261"
"367.2418,11261"
"367.2617,11261"
"367.2817,11261"
"367.3018,11261"
"367.3217,11261"
"367.3417,11262"
"367.3618,11262"
"367.3817,11263"
"367.4018,11263"
"367.4218,11263"
"367.4417,11264"
"367.4618,11264"
"367.4818,11264"
"367.5017,11265"
"367.5218,11265"
"367.5417,11265"
"367.5617,11265"
"367.5818,11266"
"367.6017,11267"
"367.6218,11267"
"367.6418,11269"
"367.6617,11269"
"367.6818,11271"
"367.7018,11275"
"367.7217,11275"
"367.7418,11278"
"367.7617,11285"
"367.7817,11285"
"367.8018,11288"
"367.8217,11296"
"367.8408,11300"
"367.8607,11300"
"367.8807,11303"
"367.9008,11310"
"367.9207,11310"
"367.9407,11313"
"367.9608,11320"
"367.9807,11323"
"368.0008,11323"
"368.0208,11326"
"368.0407,11333"
"368.0608,11336"
"368.0807,11336"
"368.1007,11339"
"368.1208,11342"
"368.1407,11349"
"368.1607,11352"
"368.1808,11352"
"368.2007,11355"
"368.2208,11362"
"368.2408,11365"
"368.2607,11368"
"368.2808,11368"
"368.3008,11372"
"368.3207,11378"
"368.3408,11382"
"368.3607,11385"
"368.3807,11385"
"368.4008,11389"
"368.4207,11392"
"368.4407,11399"
"368.4608,11402"
"368.4807,11402"
"368.5008,11406"
"368.5208,11409"
"368.5407,11417"
"368.5608,11420"
"368.5807,11420"
"368.6007,11423"
"368.6208,11427"
"368.6407,11433"
"368.6607,11437"
"368.6808,11437"
"368.7007,11440"
"368.7208,11444"
"368.7408,11451"
"368.7607,11454"
"368.7808,11454"
"368.8008,11457"
"368.8207,11461"
"368.8408,11467"
"368.8607,11471"
"368.8807,11471"
"368.9008,11474"
"368.9207,11478"
"368.9407,11485"
"368.9608,11488"
"368.9807,11488"
"369.0008,11491"
"369.0208,11495"
"369.0407,11501"
"369.0608,11505"
"369.0807,11505"
"369.1007,11508"
"369.1208,11511"
"369.1407,11518"
"369.1607,11522"
"369.1808,11525"
"369.2007,11525"
"369.2208,11529"
"369.2408,11536"
"369.2607,11539"
"369.2808,11543"
"369.2997,11543"
"369.3198,11546"
"369.3398,11553"
"369.3597,11556"
"369.3807,11560"
"369.3997,11560"
"369.4197,11563"
"369.4398,11570"
"369.4597,11573"
"369.4807,11577"
"369.4998,11577"
"369.5197,11580"
"369.5398,11587"
"369.5598,11591"
"369.5797,11594"
"369.5998,11594"
"369.6198,11598"
"369.6397,11601"
"369.6598,11608"
"369.6797,11612"
"369.6997,11612"
"369.7198,11615"
"369.7397,11618"
"369.7597,11625"
"369.7798,11628"
"369.7997,11628"
"369.8198,11632"
"369.8398,11635"
"369.8597,11642"
"369.8798,11645"
"369.8997,11645"
"369.9197,11649"
"369.9398,11652"
"369.9597,11659"
"369.9797,11662"
"369.9998,11662"
"370.0197,11665"
"370.0398,11669"
"370.0598,11675"
"370.0797,11679"
"370.0998,11679"
"370.1198,11682"
"370.1397,11686"
"370.1598,11692"
"370.1797,11696"
"370.1997,11696"
"370.2198,11699"
"370.2397,11703"
"370.2597,11709"
"370.2798,11713"
"370.2997,11713"
"370.3198,11716"
"370.3398,11720"
"370.3597,11727"
"370.3798,11731"
"370.3997,11731"
"370.4197,11734"
"370.4398,11737"
"370.4597,11744"
"370.4797,11748"
"370.4998,11748"
"370.5197,11751"
"370.5398,11755"
"370.5598,11762"
"370.5797,11765"
"370.5998,11769"
"370.6198,11769"
"370.6397,11772"
"370.6598,11779"
"370.6797,11782"
"370.6997,11786"
"370.7198,11786"
"370.7397,11789"
"370.7597,11796"
"370.7798,11799"
"370.7987,11803"
"370.8188,11803"
"370.8387,11806"
"370.8588,11813"
"370.8788,11816"
"370.8987,11819"
"370.9188,11819"
"370.9388,11823"
"370.9587,11830"
"370.9788,11833"
"370.9987,11836"
"371.0187,11836"
"371.0388,11840"
"371.0587,11844"
"371.0787,11851"
"371.0988,11854"
"371.1187,11854"
"371.1388,11858"
"371.1588,11862"
"371.1787,11868"
"371.1988,11871"
"371.2188,11871"
"371.2387,11875"
"371.2588,11878"
"371.2787,11885"
"371.2987,11888"
"371.3188,11888"
"371.3387,11892"
"371.3588,11896"
"371.3788,11902"
"371.3987,11906"
"371.4188,11906"
"371.4388,11909"
"371.4587,11913"
"371.4788,11919"
"371.4987,11923"
"371.5187,11923"
"371.5388,11926"
"371.5587,11929"
"371.5787,11936"
"371.5988,11939"
"371.6187,11939"
"371.6388,11943"
"371.6588,11946"
"371.6787,11953"
"371.6988,11956"
"371.7188,11956"
"371.7387,11959"
"371.7588,11963"
"371.7787,11969"
"371.7987,11973"
"371.8188,11973"
"371.8387,11976"
"371.8588,11980"
"371.8788,11987"
"371.8987,11991"
"371.9188,11994"
"371.9388,11994"
"371.9587,11998"
"371.9788,12005"
"371.9987,12008"
"372.0187,12011"
"372.0388,12011"
"372.0587,12015"
"372.0787,12022"
"372.0988,12025"
"372.1187,12029"
"372.1388,12029"
"372.1588,12032"
"372.1787,12039"
"372.1988,12043"
"372.2188,12046"
"372.2387,12046"
"372.2588,12049"
"372.2787,12056"
"372.2978,12059"
"372.3177,12062"
"372.3377,12062"
"372.3578,12065"
"372.3777,12072"
"372.3977,12075"
"372.4178,12079"
"372.4377,12079"
"372.4578,12082"
"372.4778,12089"
"372.4977,12093"
"372.5178,12096"
"372.5378,12096"
"372.5577,12099"
"372.5778,12106"
"372.5977,12110"
"372.6177,12113"
"372.6378,12113"
"372.6577,12117"
"372.6778,12124"
"372.6978,12127"
"372.7177,12130"
"372.7378,12130"
"372.7578,12134"
"372.7777,12140"
"372.7978,12144"
"372.8177,12147"
"372.8377,12147"
"372.8578,12151"
"372.8777,12154"
"372.8977,12161"
"372.9178,12165"
"372.9377,12165"
"372.9578,12169"
"372.9778,12172"
"372.9977,12179"
"373.0178,12182"
"373.0378,12182"
"373.0577,12185"
"373.0778,12188"
"373.0977,12195"
"373.1177,12199"
"373.1378,12199"
"373.1577,12202"
"373.1778,12206"
"373.1978,12213"
"373.2177,12216"
"373.2378,12219"
"373.2578,12219"
"373.2777,12223"
"373.2978,12230"
"373.3177,12233"
"373.3377,12236"
"373.3578,12236"
"373.3777,12240"
"373.3977,12246"
"373.4178,12250"
"373.4377,12253"
"373.4578,12253"
"373.4778,12257"
"373.4977,12264"
"373.5178,12267"
"373.5378,12271"
"373.5577,12271"
"373.5778,12274"
"373.5977,12281"
"373.6177,12285"
"373.6378,12289"
"373.6577,12289"
"373.6778,12292"
"373.6978,12296"
"373.7177,12302"
"373.7378,12306"
"373.7578,12306"
"373.7777,12309"
"373.7978,12316"
"373.8177,12319"
"373.8368,12323"
"373.8568,12323"
"373.8777,12326"
"373.8977,12329"
"373.9178,12336"
"373.9377,12339"
"373.9568,12339"
"373.9778,12343"
"373.9977,12346"
"374.0178,12353"
"374.0378,12357"
"374.0568,12357"
"374.0768,12360"
"374.0967,12363"
"374.1168,12370"
"374.1367,12373"
"374.1567,12373"
"374.1768,12377"
"374.1967,12380"
"374.2167,12387"
"374.2368,12390"
"374.2567,12390"
"374.2768,12394"
"374.2968,12397"
"374.3167,12404"
"374.3368,12408"
"374.3568,12408"
"374.3767,12411"
"374.3968,12415"
"374.4167,12422"
"374.4367,12425"
"374.4568,12429"
"374.4767,12429"
"374.4968,12432"
"374.5168,12439"
"374.5367,12442"
"374.5568,12446"
"374.5768,12446"
"374.5967,12449"
"374.6168,12456"
"374.6367,12459"
"374.6567,12463"
"374.6768,12463"
"374.6967,12466"
"374.7167,12473"
"374.7368,12476"
"374.7567,12480"
"374.7768,12480"
"374.7968,12483"
"374.8167,12490"
"374.8368,12493"
"374.8568,12496"
"374.8767,12496"
"374.8968,12500"
"374.9167,12506"
"374.9367,12510"
"374.9568,12513"
"374.9767,12513"
"374.9968,12517"
"375.0168,12524"
"375.0367,12527"
"375.0568,12531"
"375.0768,12531"
"375.0967,12534"
"375.1168,12538"
"375.1367,12545"
"375.1567,12548"
"375.1768,12548"
"375.1967,12552"
"375.2167,12555"
"375.2368,12562"
"375.2567,12565"
"375.2768,12565"
"375.2968,12569"
"375.3167,12572"
"375.3368,12579"
"375.3568,12582"
"375.3758,12582"
"375.3958,12585"
"375.4157,12588"
"375.4358,12595"
"375.4557,12599"
"375.4757,12602"
"375.4958,12602"
"375.5157,12606"
"375.5357,12613"
"375.5558,12616"
"375.5757,12619"
"375.5958,12619"
"375.6158,12623"
"375.6357,12629"
"375.6558,12633"
"375.6758,12636"
"375.6957,12636"
"375.7158,12639"
"375.7357,12646"
"375.7557,12649"
"375.7758,12653"
"375.7957,12653"
"375.8157,12656"
"375.8358,12663"
"375.8557,12667"
"375.8758,12670"
"375.8958,12670"
"375.9157,12674"
"375.9358,12681"
"375.9557,12685"
"375.9757,12688"
"375.9958,12688"
"376.0157,12691"
"376.0357,12698"
"376.0558,12702"
"376.0757,12705"
"376.0958,12705"
"376.1158,12709"
"376.1357,12712"
"376.1558,12720"
"376.1758,12723"
"376.1957,12723"
"376.2158,12727"
"376.2357,12730"
"376.2557,12737"
"376.2758,12740"
"376.2957,12740"
"376.3157,12744"
"376.3358,12747"
"376.3557,12753"
"376.3758,12757"
"376.3958,12757"
"376.4157,12760"
"376.4358,12763"
"376.4557,12770"
"376.4757,12773"
"376.4958,12773"
"376.5157,12777"
"376.5357,12780"
"376.5558,12787"
"376.5757,12791"
"376.5958,12791"
"376.6158,12794"
"376.6357,12798"
"376.6558,12804"
"376.6758,12808"
"376.6957,12811"
"376.7158,12811"
"376.7357,12815"
"376.7557,12822"
"376.7747,12825"
"376.7957,12829"
"376.8148,12829"
"376.8347,12832"
"376.8547,12839"
"376.8748,12842"
"376.8947,12846"
"376.9148,12846"
"376.9348,12849"
"376.9547,12856"
"376.9748,12860"
"376.9948,12864"
"377.0147,12864"
"377.0348,12867"
"377.0547,12870"
"377.0747,12877"
"377.0948,12880"
"377.1147,12880"
"377.1347,12884"
"377.1548,12887"
"377.1747,12894"
"377.1948,12897"
"377.2148,12897"
"377.2347,12901"
"377.2548,12904"
"377.2747,12911"
"377.2947,12914"
"377.3148,12914"
"377.3347,12918"
"377.3547,12921"
"377.3748,12928"
"377.3947,12931"
"377.4148,12931"
"377.4348,12934"
"377.4547,12938"
"377.4748,12944"
"377.4948,12948"
"377.5147,12948"
"377.5348,12951"
"377.5547,12954"
"377.5747,12961"
"377.5948,12965"
"377.6147,12965"
"377.6347,12969"
"377.6548,12972"
"377.6747,12979"
"377.6948,12982"
"377.7148,12986"
"377.7347,12986"
"377.7548,12989"
"377.7747,12996"
"377.7947,12999"
"377.8148,13002"
"377.8347,13002"
"377.8547,13006"
"377.8748,13012"
"377.8947,13015"
"377.9148,13018"
"377.9348,13018"
"377.9547,13022"
"377.9748,13025"
"377.9948,13032"
"378.0147,13035"
"378.0348,13038"
"378.0547,13038"
"378.0747,13042"
"378.0948,13045"
"378.1147,13052"
"378.1347,13055"
"378.1548,13058"
"378.1747,13058"
"378.1948,13061"
"378.2148,13065"
"378.2338,13068"
"378.2538,13075"
"378.2747,13078"
"378.2938,13081"
"378.3138,13085"
"378.3337,13085"
"378.3538,13088"
"378.3737,13091"
"378.3937,13095"
"378.4138,13101"
"378.4337,13105"
"378.4537,13108"
"378.4738,13111"
"378.4937,13114"
"378.5138,13114"
"378.5338,13117"
"378.5537,13121"
"378.5738,13124"
"378.5938,13130"
"378.6137,13133"
"378.6338,13137"
"378.6537,13140"
"378.6737,13143"
"378.6938,13147"
"378.7137,13147"
"378.7338,13150"
"378.7538,13153"
"378.7737,13156"
"378.7938,13163"
"378.8138,13166"
"378.8337,13169"
"378.8538,13172"
"378.8737,13176"
"378.8937,13179"
"378.9138,13179"
"378.9337,13182"
"378.9537,13185"
"378.9738,13189"
"378.9937,13195"
"379.0138,13199"
"379.0338,13202"
"379.0537,13205"
"379.0738,13208"
"379.0938,13212"
"379.1137,13212"
"379.1338,13215"
"379.1537,13218"
"379.1737,13222"
"379.1938,13228"
"379.2137,13232"
"379.2338,13235"
"379.2538,13238"
"379.2737,13242"
"379.2938,13242"
"379.3138,13245"
"379.3337,13248"
"379.3538,13251"
"379.3737,13255"
"379.3937,13261"
"379.4138,13265"
"379.4337,13268"
"379.4537,13271"
"379.4738,13275"
"379.4937,13278"
"379.5138,13278"
"379.5338,13281"
"379.5537,13284"
"379.5738,13288"
"379.5938,13294"
"379.6137,13297"
"379.6338,13301"
"379.6537,13304"
"379.6737,13307"
"379.6938,13307"
"379.7137,13310"
"379.7328,13314"
"379.7527,13317"
"379.7727,13323"
"379.7928,13327"
"379.8127,13330"
"379.8328,13333"
"379.8528,13336"
"379.8727,13336"
"379.8928,13340"
"379.9128,13343"
"379.9327,13346"
"379.9528,13350"
"379.9727,13356"
"379.9927,13360"
"380.0128,13363"
"380.0327,13366"
"380.0528,13370"
"380.0728,13370"
"380.0927,13373"
"380.1128,13376"
"380.1328,13379"
"380.1527,13386"
"380.1728,13389"
"380.1927,13393"
"380.2127,13396"
"380.2328,13399"
"380.2527,13403"
"380.2727,13403"
"380.2928,13406"
"380.3127,13409"
"380.3328,13413"
"380.3528,13419"
"380.3727,13422"
"380.3928,13426"
"380.4128,13429"
"380.4327,13432"
"380.4528,13432"
"380.4727,13435"
"380.4927,13439"
"380.5128,13442"
"380.5327,13448"
"380.5528,13452"
"380.5728,13455"
"380.5927,13458"
"380.6128,13461"
"380.6328,13461"
"380.6527,13465"
"380.6728,13468"
"380.6927,13471"
"380.7127,13478"
"380.7328,13481"
"380.7527,13484"
"380.7727,13488"
"380.7928,13491"
"380.8127,13491"
"380.8328,13494"
"380.8528,13498"
"380.8727,13501"
"380.8928,13504"
"380.9128,13511"
"380.9327,13514"
"380.9528,13517"
"380.9727,13520"
"380.9927,13524"
"381.0128,13524"
"381.0327,13527"
"381.0528,13530"
"381.0728,13534"
"381.0927,13540"
"381.1128,13544"
"381.1328,13547"
"381.1527,13550"
"381.1728,13553"
"381.1927,13557"
"381.2118,13557"
"381.2318,13560"
"381.2517,13563"
"381.2718,13566"
"381.2917,13573"
"381.3117,13576"
"381.3318,13579"
"381.3517,13583"
"381.3718,13586"
"381.3918,13586"
"381.4117,13589"
"381.4318,13592"
"381.4518,13595"
"381.4717,13602"
"381.4918,13605"
"381.5117,13609"
"381.5317,13612"
"381.5518,13615"
"381.5717,13615"
"381.5917,13619"
"381.6118,13622"
"381.6317,13625"
"381.6518,13632"
"381.6718,13635"
"381.6917,13638"
"381.7118,13642"
"381.7318,13645"
"381.7517,13645"
"381.7718,13648"
"381.7917,13651"
"381.8117,13655"
"381.8318,13658"
"381.8517,13665"
"381.8718,13668"
"381.8918,13671"
"381.9117,13675"
"381.9318,13678"
"381.9518,13678"
"381.9717,13681"
"381.9918,13685"
"382.0117,13688"
"382.0317,13694"
"382.0518,13697"
"382.0717,13701"
"382.0917,13704"
"382.1118,13707"
"382.1317,13710"
"382.1518,13710"
"382.1718,13714"
"382.1917,13717"
"382.2118,13720"
"382.2318,13727"
"382.2517,13730"
"382.2718,13734"
"382.2917,13737"
"382.3117,13740"
"382.3318,13740"
"382.3517,13743"
"382.3718,13747"
"382.3918,13750"
"382.4117,13757"
"382.4318,13760"
"382.4518,13763"
"382.4717,13766"
"382.4918,13770"
"382.5117,13770"
"382.5317,13773"
"382.5518,13776"
"382.5717,13779"
"382.5917,13783"
"382.6118,13789"
"382.6317,13793"
"382.6518,13796"
"382.6718,13799"
"382.6917,13802"
"382.7108,13802"
"382.7307,13806"
