time,OperTime
0.00021875,125916
0.2002188,125916
0.4002188,125916
0.6002188,125916
0.8002188,125916
1.000219,125916
1.200219,125916
1.400219,125916
1.600219,125916
1.800219,125916
2.000219,125916
2.200219,125916
2.400219,125916
2.600219,125916
2.800219,125916
3.000219,125916
3.199219,125916
3.400219,125916
3.600219,125916
3.799219,125916
3.999219,125916
4.199219,125916
4.399219,125916
4.599219,125916
4.799219,125916
4.999219,125916
5.199219,125916
5.399219,125916
5.599219,125916
5.799219,125916
5.999219,125916
6.199219,125916
6.399219,125916
6.599219,125916
6.799219,125916
6.999219,125916
7.199219,125916
7.399219,125916
7.599219,125916
7.799219,125916
7.999219,125916
8.199219,125916
8.399219,125916
8.599218,125916
8.799219,125916
8.999219,125916
9.199219,125916
9.399219,125916
9.599218,125916
9.799219,125916
9.999219,125916
10.19922,125916
10.39922,125916
10.59922,125916
10.79922,125916
10.99922,125916
11.19922,125916
11.39922,125916
11.59922,125916
11.79922,125916
11.99922,125916
12.19922,125916
12.39922,125916
12.59922,125916
12.79922,125916
12.99922,125916
13.19922,125916
13.39922,125916
13.59922,125916
13.79922,125916
13.99922,125916
14.19922,125916
14.39922,125916
14.59922,125916
14.79922,125916
14.99922,125916
15.20022,125916
15.39922,125916
15.59922,125916
15.79922,125916
15.99922,125916
16.19922,125916
16.39922,125916
16.59922,125916
16.79922,125916
16.99922,125916
17.19922,125916
17.39922,125916
17.59922,125916
17.79922,125916
17.99922,125916
18.19922,125916
18.39922,125916
18.59922,125916
18.79922,125916
18.99922,125916
19.19922,125916
19.39922,125916
19.59922,125916
19.79922,125916
19.99922,125916
20.19922,125916
20.39922,125916
20.59922,125916
20.79922,125916
20.99922,125916
21.19922,125916
21.39922,125916
21.59922,125916
21.79922,125916
21.99922,125916
22.19922,125916
22.39922,125916
22.59922,125916
22.79922,125916
22.99922,125916
23.19922,125916
23.39922,125916
23.59922,125916
23.79922,125916
23.99922,125916
24.19922,125916
24.39922,125916
24.59922,125916
24.79922,125916
24.99922,125916
25.19922,125916
25.39922,125916
25.59922,125916
25.79922,125916
25.99922,125916
26.19922,125916
26.39922,125916
26.59922,125916
26.79922,125916
26.99922,125916
27.19922,125916
27.39922,125916
27.59922,125916
27.79922,125916
27.99922,125916
28.19922,125916
28.39922,125916
28.59922,125916
28.79922,125916
28.99922,125916
29.19922,125916
29.39922,125916
29.59922,125916
29.79922,125916
29.99922,125916
30.19922,125916
30.39922,125916
30.59922,125916
30.79922,125916
30.99922,125916
