"time,AccPedal"
"87.98266,68.4"
"88.00266,68.4"
"88.02266,68.4"
"88.04266,68.8"
"88.06265,69.2"
"88.08266,70"
"88.10265,70.8"
"88.12266,71.2"
"88.14265,72.4"
"88.16266,73.2"
"88.18266,74"
"88.20266,74.4"
"88.22266,75.2"
"88.24265,76"
"88.26266,76.4"
"88.28165,77.2"
"88.30166,77.6"
"88.32166,78"
"88.34166,78.4"
"88.36166,78.8"
"88.38165,79.2"
"88.40166,79.6"
"88.42165,79.6"
"88.44166,80"
"88.46165,80"
"88.48166,80"
"88.50166,80"
"88.52166,80"
"88.54166,80"
"88.56165,78.4"
"88.58166,75.2"
"88.60165,69.6"
"88.62166,62.4"
"88.64165,54"
"88.66166,44.4"
"88.68166,34.4"
"88.70165,24.4"
"88.72166,16.4"
"88.74165,10.8"
"88.76166,7.2"
"88.78165,4.8"
"88.80166,0"
"88.82166,0"
"88.84166,0"
"88.86166,0"
"88.88165,0"
"88.90166,0"
"88.92165,0"
"88.94166,0"
"88.96165,0"
"88.98166,0"
"89.00166,0"
"89.02166,0"
"89.04166,0"
"89.06165,0"
"89.08166,0"
"89.10165,0"
"89.12166,0"
"89.14165,3.2"
"89.16166,8"
"89.18166,10.8"
"89.20165,12"
"89.22166,13.6"
"89.24165,14.8"
"89.26166,16"
"89.28165,17.2"
"89.30166,18.8"
"89.32166,20.4"
"89.34166,22.8"
"89.36166,24.4"
"89.38165,26.4"
"89.40166,26.4"
"89.42165,29.6"
"89.44166,29.6"
"89.46165,30"
"89.48166,30.8"
"89.50166,31.6"
"89.52166,31.6"
"89.54166,31.6"
"89.56165,33.2"
"89.58166,34.8"
"89.60165,34.8"
"89.62166,36.4"
"89.64165,38"
"89.66166,38.8"
"89.68166,40"
"89.70165,40.4"
"89.72166,41.6"
"89.74165,42.8"
"89.76166,43.6"
"89.78165,44.8"
"89.80166,45.6"
"89.82166,46.4"
"89.84166,46.8"
"89.86166,47.2"
"89.88165,47.6"
"89.90166,47.6"
"89.92065,47.6"
"89.94166,48"
"89.96066,48"
"89.98066,48"
"90.00166,48"
"90.02065,48"
"90.04066,48"
"90.06065,48"
"90.08066,48"
"90.10065,48"
"90.12066,48"
"90.14066,48"
"90.16066,48"
"90.18066,47.6"
"90.20065,47.6"
"90.22066,47.2"
"90.24065,46.8"
"90.26066,46.4"
"90.28065,45.6"
"90.30066,45.2"
"90.32066,44.8"
"90.34065,44"
"90.36066,43.6"
"90.38065,43.6"
"90.40066,43.2"
"90.42065,43.2"
"90.44066,43.2"
"90.46066,43.2"
"90.48066,43.2"
"90.50066,43.2"
"90.52065,43.2"
"90.54066,43.2"
"90.56065,43.2"
"90.58066,43.2"
"90.60065,43.2"
"90.62066,43.2"
"90.64066,43.2"
"90.66066,43.2"
"90.68066,43.2"
"90.70065,43.2"
"90.72066,43.2"
"90.74065,43.2"
"90.76066,43.2"
"90.78065,43.2"
"90.80066,43.2"
"90.82066,43.2"
"90.84065,43.2"
"90.86066,43.2"
"90.88065,43.2"
"90.90066,43.2"
"90.92065,43.6"
"90.94066,43.6"
"90.96066,44"
"90.98066,44"
"91.00066,44"
"91.02065,44"
"91.04066,44.4"
"91.06065,44.4"
"91.08066,44.4"
"91.10065,44.4"
"91.12066,44.4"
"91.14066,44.4"
"91.16066,44.4"
"91.18066,44.4"
"91.20065,44.4"
"91.22066,44.4"
"91.24065,44.4"
"91.26066,44.4"
"91.28065,44.4"
"91.30066,44.4"
"91.31966,44.4"
"91.33965,44.4"
"91.36066,44.4"
"91.37965,44.4"
"91.40066,44.4"
"91.42065,44.4"
"91.44066,44.4"
"91.46066,44.4"
"91.47966,44.4"
"91.50066,44.4"
"91.52065,44.4"
"91.54066,44.4"
"91.56065,44.4"
"91.57966,44.4"
"91.59966,44.4"
"91.61966,44.4"
"91.63966,44.4"
"91.65965,44.4"
"91.67966,44.4"
"91.69965,44.4"
"91.71966,44.4"
"91.73965,44.4"
"91.75966,44.4"
"91.77966,44.4"
"91.79966,44.4"
"91.81966,44.4"
"91.83965,44.4"
"91.85966,44.4"
"91.87965,44.4"
"91.89966,44.4"
"91.91965,44.4"
"91.93966,44.4"
"91.95966,44.4"
"91.97966,44.4"
"91.99966,44.4"
"92.01965,44.4"
"92.03966,44.4"
"92.05965,44.4"
"92.07966,44.4"
"92.09966,44.4"
"92.11966,44.4"
"92.13966,44.4"
"92.15965,44.4"
"92.17966,44.4"
"92.19965,44.4"
"92.21966,44.4"
"92.23965,44.4"
"92.25966,44.4"
"92.27966,44.4"
"92.29966,44.4"
"92.31966,44.4"
"92.33965,44.4"
"92.35966,44.4"
"92.37965,44.4"
"92.39966,44.4"
"92.41965,44.4"
"92.43966,44.4"
"92.45966,44.4"
"92.47966,44.4"
"92.49966,44.4"
"92.51965,44.4"
"92.53966,44.8"
"92.55965,44.8"
"92.57966,45.2"
"92.59966,45.2"
"92.61966,45.2"
"92.63966,45.6"
"92.65965,46"
"92.67966,46.8"
"92.69965,47.2"
"92.71966,48"
"92.73965,48.8"
"92.75966,49.2"
"92.77966,50"
"92.79966,50.4"
"92.81966,50.8"
"92.83965,51.2"
"92.85866,51.6"
"92.87865,52"
"92.89866,52.4"
"92.91866,52.8"
"92.93866,53.6"
"92.95866,54"
"92.97865,54"
"92.99866,54.4"
"93.01865,54.8"
"93.03866,55.2"
"93.05865,55.2"
"93.07866,55.6"
"93.09866,55.6"
"93.11866,56"
"93.13866,56"
"93.15865,56.4"
"93.17866,56.4"
"93.19865,56.8"
"93.21866,56.8"
"93.23866,56.8"
"93.25866,57.2"
"93.27866,57.2"
"93.29865,57.6"
"93.31866,57.6"
"93.33865,57.6"
"93.35866,57.6"
"93.37865,58"
"93.39866,58"
"93.41866,58"
"93.43866,58"
"93.45866,58"
"93.47865,58"
"93.49866,58"
"93.51865,58"
"93.53866,58"
"93.55865,58"
"93.57866,58"
"93.59866,58"
"93.61866,58"
"93.63866,58"
"93.65865,58"
"93.67866,58"
"93.69865,58"
"93.71866,58"
"93.73866,58"
"93.75866,58"
"93.77866,58"
"93.79865,58"
"93.81866,58"
"93.83865,58"
"93.85866,57.6"
"93.87865,57.6"
"93.89866,57.6"
"93.91866,56.8"
"93.93866,56.4"
"93.95866,55.6"
"93.97865,54.8"
"93.99866,54"
"94.01865,53.6"
"94.03866,53.2"
"94.05865,52.8"
"94.07866,52.4"
"94.09866,52"
"94.11866,51.6"
"94.13866,51.6"
"94.15865,51.2"
"94.17866,51.2"
"94.19865,51.2"
"94.21866,51.2"
"94.23866,51.2"
"94.25866,50.8"
"94.27766,50.8"
"94.29765,50.8"
"94.31766,50.8"
"94.33765,50.8"
"94.35766,50.8"
"94.37766,50.8"
"94.39766,50.8"
"94.41766,50.8"
"94.43765,50.8"
"94.45766,51.2"
"94.47765,51.2"
"94.49766,51.2"
"94.51765,51.6"
"94.53766,52"
"94.55766,52"
"94.57766,52.4"
"94.59766,52.8"
"94.61765,53.2"
"94.63766,53.2"
"94.65765,53.6"
"94.67766,53.6"
"94.69765,53.6"
"94.71766,53.6"
"94.73766,53.6"
"94.75766,54"
"94.77766,54"
"94.79765,54"
"94.81766,54"
"94.83765,54"
"94.85766,54.4"
"94.87766,54.4"
"94.89766,54.4"
"94.91766,54.4"
"94.93765,54.4"
"94.95766,54.4"
"94.97765,54.4"
"94.99766,54.4"
"95.01765,54.4"
"95.03766,54.4"
"95.05766,54.4"
"95.07766,54.4"
"95.09766,54.4"
"95.11765,54.8"
"95.13766,54.8"
"95.15765,55.2"
"95.17766,55.6"
"95.19765,55.6"
"95.21766,56"
"95.23766,56.8"
"95.25766,57.2"
"95.27766,57.6"
"95.29765,57.6"
"95.31766,58"
"95.33765,58.4"
"95.35766,58.8"
"95.37766,59.2"
"95.39766,59.6"
"95.41766,60"
"95.43765,60"
"95.45766,60.4"
"95.47765,60.8"
"95.49766,60.8"
"95.51765,61.2"
"95.53766,61.6"
"95.55766,61.6"
"95.57766,61.6"
"95.59766,62"
"95.61765,62"
"95.63766,62"
"95.65765,62"
"95.67766,62"
"95.69765,62"
"95.71766,62"
"95.73766,62"
"95.75766,62"
"95.77666,62"
"95.79665,62"
"95.81666,62"
"95.83765,62"
"95.85666,62"
"95.87666,62"
"95.89666,62.4"
"95.91666,62.8"
"95.93665,62.8"
"95.95666,63.6"
"95.97665,64"
"95.99766,64.4"
"96.01765,65.2"
"96.03766,66"
"96.05666,66.8"
"96.07665,67.6"
"96.09666,68.4"
"96.11665,69.2"
"96.13666,70"
"96.15665,70.8"
"96.17666,71.6"
"96.19666,72"
"96.21666,72.4"
"96.23666,72.8"
"96.25665,73.2"
"96.27666,73.6"
"96.29665,73.6"
"96.31666,73.6"
"96.33665,74"
"96.35666,74"
"96.37666,73.6"
"96.39666,71.2"
"96.41666,66.8"
"96.43665,60"
"96.45666,51.6"
"96.47665,42.4"
"96.49666,33.2"
"96.51665,24"
"96.53666,16.4"
"96.55666,10.8"
"96.57665,7.2"
"96.59666,0"
"96.61665,0"
"96.63666,0"
"96.65665,0"
"96.67666,0"
"96.69666,0"
"96.71666,0"
"96.73666,0"
"96.75665,0"
"96.77666,0"
"96.79665,0"
"96.81666,0"
"96.83665,0"
"96.85666,0"
"96.87666,0"
"96.89666,0"
"96.91666,0"
"96.93665,0"
"96.95666,0"
"96.97665,0"
"96.99666,0"
"97.01665,0"
"97.03666,0"
"97.05666,0"
"97.07665,0"
"97.09666,0"
"97.11665,0"
"97.13666,0"
"97.15665,0"
"97.17666,0"
"97.19666,0"
"97.21666,0"
"97.23666,1.2"
"97.25665,2.4"
"97.27566,4"
"97.29565,4.4"
"97.31566,4.8"
"97.33566,5.6"
"97.35566,6.4"
"97.37566,7.2"
"97.39565,8"
"97.41566,9.2"
"97.43565,10.4"
"97.45566,10.8"
"97.47565,11.2"
"97.49566,11.2"
"97.51566,13.2"
"97.53566,14"
"97.55566,14.8"
"97.57565,14.8"
"97.59566,15.6"
"97.61565,16.4"
"97.63566,16.4"
"97.65565,16.8"
"97.67566,16.8"
"97.69566,17.2"
"97.71565,17.2"
"97.73566,17.2"
"97.75565,17.6"
"97.77566,17.6"
"97.79565,17.6"
"97.81566,18"
"97.83566,18"
"97.85566,18.8"
"97.87566,18.8"
"97.89565,18.8"
"97.91566,19.6"
"97.93565,20"
"97.95566,20.8"
"97.97565,21.6"
"97.99566,22"
"98.01566,22.4"
"98.03566,22.8"
"98.05566,23.2"
"98.07565,23.6"
"98.09566,24"
"98.11565,24"
"98.13566,24"
"98.15565,24"
"98.17566,24.4"
"98.19566,24.4"
"98.21565,24.4"
"98.23566,24.4"
"98.25565,24.4"
"98.27566,24.4"
"98.29565,24.4"
"98.31566,24.4"
"98.33566,24.4"
"98.35566,24.4"
"98.37566,24.4"
"98.39565,24.4"
"98.41566,24.4"
"98.43565,24.4"
"98.45566,24.4"
"98.47565,24.4"
"98.49566,24.4"
"98.51566,24.4"
"98.53566,24.4"
"98.55566,24.4"
"98.57565,24.4"
"98.59566,24.4"
"98.61565,24.4"
"98.63566,24.4"
"98.65565,24"
"98.67566,23.6"
"98.69566,23.6"
"98.71565,22.8"
"98.73566,22.8"
"98.75565,22.4"
"98.77466,22"
"98.79465,21.6"
"98.81466,21.2"
"98.83466,20.8"
"98.85466,20.4"
"98.87466,20.4"
"98.89465,19.6"
"98.91466,19.6"
"98.93465,19.2"
"98.95466,19.2"
"98.97466,19.2"
"98.99466,18.8"
"99.01466,18.8"
"99.03465,18.8"
"99.05466,18.8"
"99.07465,18.8"
"99.09466,18.8"
"99.11465,18.8"
"99.13466,18.8"
"99.15466,18.8"
"99.17466,18.8"
"99.19466,18.8"
"99.21465,18.8"
"99.23466,18.8"
"99.25465,18.8"
"99.27466,18.8"
"99.29465,18.8"
"99.31466,18.8"
"99.33466,18.8"
"99.35466,18.8"
"99.37466,18.8"
"99.39465,18.8"
"99.41466,18.8"
"99.43465,18.4"
"99.45466,18"
"99.47466,17.6"
"99.49466,17.2"
"99.51466,16.8"
"99.53465,16.8"
"99.55466,16.8"
"99.57465,16.8"
"99.59466,16.8"
"99.61465,16.8"
"99.63466,16.4"
"99.65466,16.4"
"99.67466,16.4"
"99.69466,16.4"
"99.71465,16.4"
"99.73466,16.8"
"99.75465,16.8"
"99.77466,16.8"
"99.79465,16.8"
"99.81466,17.2"
"99.83466,17.2"
"99.85466,17.2"
"99.87466,17.2"
"99.89465,17.2"
"99.91466,17.2"
"99.93465,17.2"
"99.95466,17.2"
"99.97466,17.6"
"99.99466,17.6"
"100.0147,17.6"
"100.0347,17.6"
"100.0547,17.6"
"100.0747,17.6"
"100.0947,17.6"
"100.1147,17.6"
"100.1347,17.6"
"100.1547,17.2"
"100.1747,17.2"
"100.1947,16.8"
"100.2147,16.4"
"100.2347,16"
"100.2537,15.6"
"100.2737,15.2"
"100.2937,15.2"
"100.3137,15.2"
"100.3337,14.8"
"100.3537,14.4"
"100.3737,14.4"
"100.3937,14.4"
"100.4137,14.4"
"100.4337,14"
"100.4537,14"
"100.4737,13.6"
"100.4937,13.6"
"100.5137,13.2"
"100.5337,13.2"
"100.5537,12.8"
"100.5737,12.8"
"100.5937,12.8"
"100.6137,12.4"
"100.6337,12.4"
"100.6537,11.6"
"100.6737,11.6"
"100.6937,11.2"
"100.7137,10.8"
"100.7337,10.8"
"100.7537,10.4"
"100.7737,10"
"100.7937,9.6"
"100.8137,8.8"
"100.8337,8.4"
"100.8537,8"
"100.8737,7.6"
"100.8937,7.2"
"100.9137,6.8"
"100.9337,6.8"
"100.9537,6.4"
"100.9737,6.4"
"100.9937,6.4"
"101.0137,6.4"
"101.0337,6"
"101.0537,6"
"101.0737,6"
"101.0937,5.6"
"101.1137,5.6"
"101.1337,5.2"
"101.1537,5.2"
"101.1737,4.8"
"101.1937,4.4"
"101.2137,4.4"
"101.2337,4.4"
"101.2537,4"
"101.2737,4"
"101.2937,4"
"101.3137,4"
"101.3337,4"
"101.3537,4"
"101.3737,4.4"
"101.3937,4.8"
"101.4137,5.6"
"101.4337,6.8"
"101.4537,8"
"101.4737,8.8"
"101.4937,10"
"101.5137,10.8"
"101.5337,12"
"101.5537,12.8"
"101.5737,13.6"
"101.5937,14"
"101.6137,14.4"
"101.6337,14.4"
"101.6537,14.8"
"101.6737,14.8"
"101.6937,15.2"
"101.7137,15.2"
"101.7337,15.2"
"101.7527,15.2"
"101.7727,15.2"
"101.7927,15.2"
"101.8127,15.2"
"101.8327,15.2"
"101.8527,15.2"
"101.8727,15.2"
"101.8927,15.2"
"101.9127,15.2"
"101.9327,14.8"
"101.9527,14.4"
"101.9727,14"
"101.9927,14"
"102.0127,12.8"
"102.0327,12"
"102.0527,11.2"
"102.0727,10.4"
"102.0927,10.4"
"102.1127,10"
"102.1327,10"
"102.1527,9.6"
"102.1727,9.6"
"102.1927,10"
"102.2127,10"
"102.2327,10"
"102.2527,10"
"102.2727,10"
"102.2927,10"
"102.3127,10.4"
"102.3327,10.4"
"102.3527,10.4"
"102.3727,10.4"
"102.3927,10.4"
"102.4127,10.4"
"102.4327,10.4"
"102.4527,10.8"
"102.4727,11.2"
"102.4927,12"
"102.5127,12.4"
"102.5327,13.6"
"102.5527,14.8"
"102.5727,16.4"
"102.5927,17.6"
"102.6127,18.4"
"102.6327,19.2"
"102.6527,20"
"102.6727,20.8"
"102.6927,22"
"102.7127,22.8"
"102.7327,23.6"
"102.7527,24.4"
"102.7727,25.2"
"102.7927,26.4"
"102.8127,27.6"
"102.8327,28.8"
"102.8527,29.6"
"102.8727,30.4"
"102.8927,30.8"
"102.9127,31.6"
"102.9327,32.8"
"102.9527,33.2"
"102.9727,33.6"
"102.9927,34"
"103.0127,34.8"
"103.0327,35.6"
"103.0527,36.4"
"103.0727,36.8"
"103.0927,37.2"
"103.1127,37.6"
"103.1327,38"
"103.1527,38"
"103.1727,38.4"
"103.1927,38.4"
"103.2127,38.4"
"103.2327,38.8"
"103.2517,38.8"
"103.2717,38.8"
"103.2917,38.8"
"103.3117,38.8"
"103.3317,38.8"
"103.3517,38.8"
"103.3717,38.8"
"103.3917,38.8"
"103.4117,38.8"
"103.4317,38.8"
"103.4517,38.8"
"103.4717,38.4"
"103.4917,38.4"
"103.5117,36.8"
"103.5317,35.2"
"103.5517,33.6"
"103.5717,32.4"
"103.5917,31.2"
"103.6117,30"
"103.6317,28.8"
"103.6517,27.6"
"103.6717,26"
"103.6917,24.4"
"103.7117,23.6"
"103.7317,22.4"
"103.7517,21.6"
"103.7717,20.8"
"103.7917,20.4"
"103.8117,19.6"
"103.8317,19.6"
"103.8517,19.2"
"103.8717,18.8"
"103.8917,18.8"
"103.9117,18.8"
"103.9317,18.8"
"103.9517,18.8"
"103.9717,18.8"
"103.9917,18.8"
"104.0117,18.8"
"104.0317,18.8"
"104.0517,18.8"
"104.0717,19.2"
"104.0917,19.2"
"104.1117,19.6"
"104.1317,19.6"
"104.1517,19.6"
"104.1717,20"
"104.1917,20"
"104.2117,20.4"
"104.2317,20.8"
"104.2517,20.8"
"104.2717,21.2"
"104.2917,21.2"
"104.3117,21.6"
"104.3317,21.6"
"104.3517,21.6"
"104.3717,21.6"
"104.3917,21.6"
"104.4117,21.6"
"104.4317,21.6"
"104.4517,21.6"
"104.4717,21.6"
"104.4917,21.6"
"104.5117,21.6"
"104.5317,21.6"
"104.5517,21.6"
"104.5717,21.2"
"104.5917,20.8"
"104.6117,20.4"
"104.6317,20.4"
"104.6517,20"
"104.6717,19.6"
"104.6917,19.2"
"104.7117,18.8"
"104.7317,18.4"
"104.7517,18.4"
"104.7707,18"
"104.7907,18"
"104.8107,17.6"
"104.8307,17.2"
"104.8507,17.2"
"104.8707,16.8"
"104.8907,16.8"
"104.9107,16.4"
"104.9307,16.4"
"104.9507,16.4"
"104.9707,16"
"104.9907,16"
"105.0107,15.6"
"105.0307,15.6"
"105.0507,15.6"
"105.0707,15.2"
"105.0907,15.2"
"105.1107,14.8"
"105.1307,14.4"
"105.1507,14"
"105.1707,14"
"105.1907,13.6"
"105.2107,13.6"
"105.2307,13.6"
"105.2507,13.6"
"105.2707,13.6"
"105.2907,13.6"
"105.3107,13.6"
"105.3307,13.6"
"105.3507,13.6"
"105.3707,13.6"
"105.3907,13.6"
"105.4107,13.6"
"105.4307,13.6"
"105.4507,13.2"
"105.4707,13.2"
"105.4907,13.2"
"105.5107,12.8"
"105.5307,12.8"
"105.5507,12.8"
"105.5707,12.4"
"105.5907,12.4"
"105.6107,12.4"
"105.6307,12"
"105.6507,11.6"
"105.6707,11.2"
"105.6907,10.4"
"105.7107,9.2"
"105.7307,8"
"105.7507,7.2"
"105.7707,6"
"105.7907,5.2"
"105.8107,4"
"105.8307,2.8"
"105.8507,1.6"
"105.8707,1.2"
"105.8907,0.8"
"105.9107,0.4"
"105.9307,0"
"105.9507,0"
"105.9707,0"
"105.9907,0"
"106.0107,0"
"106.0307,0"
"106.0507,0"
"106.0707,0"
"106.0907,0"
"106.1107,0"
"106.1307,0"
"106.1507,0"
"106.1707,0"
"106.1907,0"
"106.2107,0"
"106.2307,0"
"106.2507,0"
"106.2697,0"
"106.2897,0"
"106.3097,0"
"106.3297,0"
"106.3497,0.4"
"106.3697,0.8"
"106.3897,1.2"
"106.4097,1.6"
"106.4297,1.6"
"106.4497,1.6"
"106.4697,1.6"
"106.4897,1.6"
"106.5097,2"
"106.5297,2"
"106.5497,2"
"106.5697,2"
"106.5897,2"
"106.6097,2"
"106.6297,2.4"
"106.6497,2.4"
"106.6697,2.8"
"106.6897,3.2"
"106.7097,3.6"
"106.7297,4.4"
"106.7497,4.8"
"106.7697,5.6"
"106.7897,5.6"
"106.8097,6.4"
"106.8297,7.2"
"106.8497,8.4"
"106.8697,9.2"
"106.8897,10"
"106.9097,10.8"
"106.9297,10.8"
"106.9497,11.2"
"106.9697,11.6"
"106.9897,11.6"
"107.0097,12"
"107.0297,12"
"107.0497,12"
"107.0697,12"
"107.0897,12.4"
"107.1097,12.4"
"107.1297,12.4"
"107.1497,12.4"
"107.1697,12.4"
"107.1897,12.4"
"107.2097,12.4"
"107.2297,12.4"
"107.2497,12.4"
"107.2697,12.4"
"107.2897,12.4"
"107.3097,12.4"
"107.3297,12.4"
"107.3497,12.4"
"107.3697,12.4"
"107.3897,12.4"
"107.4097,12.4"
"107.4297,12"
"107.4497,12"
"107.4697,11.6"
"107.4897,11.2"
"107.5097,10.8"
"107.5297,10.4"
"107.5497,10.4"
"107.5697,10"
"107.5897,10"
"107.6097,10"
"107.6297,10"
"107.6497,10"
"107.6697,10"
"107.6897,10"
"107.7097,10"
"107.7297,10"
"107.7497,10"
"107.7697,10"
"107.7897,10"
"107.8097,10"
"107.8287,10"
"107.8487,10"
"107.8687,10"
"107.8897,10"
"107.9087,10"
"107.9287,10"
"107.9487,10"
"107.9687,10"
"107.9887,10"
"108.0097,10"
"108.0287,10"
"108.0487,10"
"108.0687,10"
"108.0887,10"
"108.1087,10"
"108.1287,10"
"108.1487,10"
"108.1687,9.6"
"108.1887,9.2"
"108.2087,8.8"
"108.2287,7.6"
"108.2487,6.4"
"108.2687,5.6"
"108.2887,4.8"
"108.3087,4.4"
"108.3287,4"
"108.3487,4"
"108.3687,3.6"
"108.3897,3.6"
"108.4087,3.6"
"108.4287,3.6"
"108.4487,3.6"
"108.4687,3.6"
"108.4887,3.6"
"108.5087,3.6"
"108.5287,3.6"
"108.5487,3.6"
"108.5687,3.6"
"108.5887,4"
"108.6087,4.4"
"108.6287,5.2"
"108.6487,6"
"108.6687,6.4"
"108.6887,6.8"
"108.7087,7.6"
"108.7287,8"
"108.7487,8.4"
"108.7687,9.2"
"108.7887,9.6"
"108.8087,10"
"108.8287,10"
"108.8487,10"
"108.8687,10.4"
"108.8887,10.4"
"108.9087,10.4"
"108.9287,10.4"
"108.9487,10.4"
"108.9687,10.4"
"108.9887,10.4"
"109.0087,10.4"
"109.0287,10.4"
"109.0487,10.4"
"109.0687,10.4"
"109.0887,10.4"
"109.1087,10.4"
"109.1287,10.4"
"109.1487,10.4"
"109.1687,10.4"
"109.1887,10.4"
"109.2087,10.4"
"109.2287,10.4"
"109.2477,10.4"
"109.2677,10.4"
"109.2887,10.4"
"109.3077,10.4"
"109.3277,10.4"
"109.3477,10.4"
"109.3677,10.4"
"109.3877,10.4"
"109.4077,10.4"
"109.4277,10.4"
"109.4477,10.4"
"109.4677,10.8"
"109.4877,10.8"
"109.5077,10.8"
"109.5277,10.8"
"109.5477,10.8"
"109.5677,10.8"
"109.5877,10.8"
"109.6077,10.8"
"109.6277,10.8"
"109.6477,10.8"
"109.6677,10.8"
"109.6877,10.8"
"109.7077,10.8"
"109.7277,10.8"
"109.7477,10.8"
"109.7677,10.8"
"109.7877,10.8"
"109.8077,10.8"
"109.8277,10.8"
"109.8477,10.8"
"109.8677,10.8"
"109.8877,10.8"
"109.9077,10.8"
"109.9277,10.8"
"109.9477,10.8"
"109.9677,10.8"
"109.9877,10.8"
"110.0077,10.8"
"110.0277,10.8"
"110.0477,10.8"
"110.0677,10.8"
"110.0877,10.8"
"110.1077,10.8"
"110.1277,10.8"
"110.1477,10.8"
"110.1677,10.8"
"110.1877,10.8"
"110.2077,10.4"
"110.2277,10.4"
"110.2477,10"
"110.2677,9.6"
"110.2877,9.2"
"110.3077,9.2"
"110.3277,8.8"
"110.3477,8.8"
"110.3677,8.8"
"110.3877,8.8"
"110.4077,8.8"
"110.4277,8.8"
"110.4477,8.8"
"110.4677,8.8"
"110.4877,8.8"
"110.5077,8.8"
"110.5277,8.8"
"110.5477,8.8"
"110.5677,8.8"
"110.5877,8.8"
"110.6077,8.8"
"110.6277,8.8"
"110.6477,8.8"
"110.6677,8.8"
"110.6877,8.8"
"110.7077,8.8"
"110.7277,8.8"
"110.7477,8.8"
"110.7667,8.8"
"110.7867,8.8"
"110.8067,9.2"
"110.8267,9.2"
"110.8477,9.2"
"110.8667,9.6"
"110.8877,9.6"
"110.9067,10"
"110.9267,10"
"110.9467,10"
"110.9667,10"
"110.9877,10"
"111.0067,10"
"111.0267,10"
"111.0467,10"
"111.0667,10"
"111.0877,10"
"111.1067,10"
"111.1267,10"
"111.1467,10"
"111.1667,10"
"111.1877,10"
"111.2067,10.4"
"111.2267,10.4"
"111.2467,10.4"
"111.2667,10.4"
"111.2877,10.4"
"111.3067,10.8"
"111.3267,11.2"
"111.3467,11.2"
"111.3667,12"
"111.3867,12"
"111.4067,12.4"
"111.4267,12.8"
"111.4467,13.2"
"111.4667,13.2"
"111.4867,13.6"
"111.5067,13.6"
"111.5267,13.6"
"111.5467,13.6"
"111.5667,13.6"
"111.5867,13.6"
"111.6067,13.6"
"111.6267,13.6"
"111.6467,13.6"
"111.6667,13.6"
"111.6867,13.6"
"111.7067,13.6"
"111.7267,13.6"
"111.7467,13.6"
"111.7667,13.6"
"111.7867,13.6"
"111.8067,13.6"
"111.8267,14"
"111.8467,14"
"111.8667,14"
"111.8867,14.4"
"111.9067,14.4"
"111.9267,14.8"
"111.9467,14.8"
"111.9667,15.2"
"111.9867,15.2"
"112.0067,15.2"
"112.0267,15.6"
"112.0467,15.6"
"112.0667,15.6"
"112.0867,15.6"
"112.1067,15.6"
"112.1267,15.6"
"112.1467,16"
"112.1667,16"
"112.1867,16"
"112.2067,16"
"112.2267,16"
"112.2457,16"
"112.2657,16"
"112.2857,16"
"112.3057,16"
"112.3257,16"
"112.3457,16"
"112.3657,16"
"112.3857,16"
"112.4057,16"
"112.4257,15.6"
"112.4457,15.6"
"112.4657,15.2"
"112.4857,15.2"
"112.5057,15.2"
"112.5257,14.8"
"112.5457,14.8"
"112.5657,14.8"
"112.5857,14.8"
"112.6057,14.8"
"112.6257,14.8"
"112.6457,14.8"
"112.6657,14.4"
"112.6857,14.4"
"112.7057,14"
"112.7257,14"
"112.7457,14"
"112.7657,13.6"
"112.7857,13.6"
"112.8057,13.6"
"112.8257,13.6"
"112.8457,13.6"
"112.8657,13.6"
"112.8857,13.6"
"112.9057,13.6"
"112.9257,13.6"
"112.9457,13.6"
"112.9657,13.6"
"112.9857,13.6"
"113.0057,13.6"
"113.0257,13.6"
"113.0457,13.6"
"113.0657,13.6"
"113.0857,13.6"
"113.1057,13.6"
"113.1257,13.6"
"113.1457,13.6"
"113.1657,13.6"
"113.1857,13.6"
"113.2057,13.6"
"113.2257,13.6"
"113.2457,13.6"
"113.2657,13.6"
"113.2857,13.6"
"113.3057,13.6"
"113.3257,13.6"
"113.3457,13.6"
"113.3657,13.6"
"113.3857,13.6"
"113.4057,13.6"
"113.4257,13.6"
"113.4457,13.6"
"113.4657,13.6"
"113.4857,13.6"
"113.5057,13.6"
"113.5257,13.6"
"113.5457,13.6"
"113.5657,13.6"
"113.5857,13.6"
"113.6057,13.6"
"113.6257,13.6"
"113.6457,13.6"
"113.6657,13.6"
"113.6857,13.6"
"113.7057,13.6"
"113.7257,13.6"
"113.7447,13.6"
"113.7647,13.6"
"113.7847,13.6"
"113.8047,13.6"
"113.8247,13.6"
"113.8447,13.6"
"113.8647,13.6"
"113.8847,13.6"
"113.9047,13.6"
"113.9247,13.6"
"113.9457,13.6"
"113.9647,13.6"
"113.9847,13.6"
"114.0047,13.6"
"114.0247,13.6"
"114.0447,13.6"
"114.0647,13.6"
"114.0847,13.6"
"114.1047,13.6"
"114.1247,13.6"
"114.1447,13.6"
"114.1647,13.6"
"114.1847,13.6"
"114.2047,13.6"
"114.2247,13.6"
"114.2447,13.6"
"114.2647,13.6"
"114.2847,13.6"
"114.3047,13.6"
"114.3247,13.6"
"114.3447,13.6"
"114.3647,13.6"
"114.3847,13.6"
"114.4047,13.6"
"114.4247,13.6"
"114.4447,13.6"
"114.4647,13.6"
"114.4847,13.6"
"114.5047,13.6"
"114.5247,13.6"
"114.5447,13.6"
