"time,WheelSpd"
"465.3927,0"
"465.4026,0"
"465.4127,0"
"465.4227,0"
"465.4326,0"
"465.4427,0"
"465.4527,0"
"465.4626,0"
"465.4727,0"
"465.4827,-14.875"
"465.4926,-14.875"
"465.5027,-14.875"
"465.5127,-14.875"
"465.5226,-14.875"
"465.5337,-14.875"
"465.5437,-14.875"
"465.5536,-14.875"
"465.5637,-14.875"
"465.5737,-14.875"
"465.5836,0"
"465.5937,0"
"465.6037,-14.875"
"465.6136,-14.875"
"465.6237,-14.875"
"465.6337,-14.875"
"465.6436,-14.875"
"465.6537,-14.875"
"465.6637,-14.875"
"465.6736,-14.875"
"465.6837,-29.925"
"465.6937,-29.925"
"465.7036,-14.875"
"465.7137,-14.875"
"465.7237,-14.875"
"465.7336,-29.925"
"465.7437,-29.925"
"465.7537,-29.925"
"465.7636,-29.925"
"465.7737,-44.975"
"465.7837,-29.925"
"465.7937,-44.975"
"465.8036,-44.975"
"465.8137,-44.975"
"465.8237,-44.975"
"465.8336,-29.925"
"465.8437,-44.975"
"465.8537,-44.975"
"465.8636,-44.975"
"465.8737,-29.925"
"465.8837,-29.925"
"465.8936,-14.875"
"465.9037,-14.875"
"465.9137,-14.875"
"465.9247,-29.925"
"465.9347,-29.925"
"465.9446,-14.875"
"465.9547,-14.875"
"465.9647,-14.875"
"465.9747,-14.875"
"465.9846,-14.875"
"465.9947,-14.875"
"466.0047,-14.875"
"466.0146,-14.875"
"466.0247,0"
"466.0347,0"
"466.0446,0"
"466.0547,0"
"466.0647,0"
"466.0746,0"
"466.0847,0"
"466.0947,0"
"466.1046,0"
"466.1147,0"
"466.1247,0"
"466.1346,0"
"466.1447,0"
"466.1547,0"
"466.1646,0"
"466.1747,0"
"466.1847,0"
"466.1946,0"
"466.2047,0"
"466.2147,0"
"466.2247,0"
"466.2346,0"
"466.2447,0"
"466.2547,0"
"466.2646,0"
"466.2757,0"
"466.2847,0"
"466.2957,0"
"466.3047,0"
"466.3156,-14.875"
"466.3257,-14.875"
"466.3357,-14.875"
"466.3456,-14.875"
"466.3557,-14.875"
"466.3657,-14.875"
"466.3757,-14.875"
"466.3857,-14.875"
"466.3957,-14.875"
"466.4057,-14.875"
"466.4156,0"
"466.4257,0"
"466.4357,0"
"466.4456,0"
"466.4557,0"
"466.4657,0"
"466.4756,0"
"466.4857,0"
"466.4957,0"
"466.5056,0"
"466.5157,0"
"466.5257,0"
"466.5356,0"
"466.5457,0"
"466.5557,0"
"466.5656,0"
"466.5757,0"
"466.5857,0"
"466.5956,0"
"466.6057,0"
"466.6157,0"
"466.6257,0"
"466.6357,0"
"466.6457,0"
"466.6566,0"
"466.6656,0"
"466.6767,0"
"466.6857,0"
"466.6967,0"
"466.7067,0"
"466.7166,0"
"466.7267,0"
"466.7367,0"
"466.7466,0"
"466.7567,0"
"466.7667,0"
"466.7766,0"
"466.7867,0"
"466.7967,0"
"466.8067,0"
"466.8167,0"
"466.8267,0"
"466.8367,0"
"466.8466,0"
"466.8567,0"
"466.8667,0"
"466.8766,0"
"466.8867,-14.875"
"466.8967,-14.875"
"466.9066,-14.875"
"466.9167,-14.875"
"466.9267,-14.875"
"466.9366,-14.875"
"466.9467,-14.875"
"466.9567,-14.875"
"466.9666,-14.875"
"466.9767,-14.875"
"466.9867,0"
"466.9966,0"
"467.0067,0"
"467.0167,0"
"467.0266,0"
"467.0367,0"
"467.0467,0"
"467.0567,0"
"467.0667,0"
"467.0777,0"
"467.0867,-14.875"
"467.0977,-14.875"
"467.1077,-14.875"
"467.1176,-14.875"
"467.1277,-14.875"
"467.1377,-14.875"
"467.1476,-14.875"
"467.1577,-14.875"
"467.1677,-14.875"
"467.1776,-14.875"
"467.1877,0"
"467.1977,0"
"467.2076,0"
"467.2177,0"
"467.2277,0"
"467.2377,0"
"467.2477,0"
"467.2577,0"
"467.2677,0"
"467.2776,0"
"467.2877,0"
"467.2977,0"
"467.3076,0"
"467.3177,0"
"467.3277,0"
"467.3376,0"
"467.3477,0"
"467.3577,0"
"467.3676,0"
"467.3777,0"
"467.3877,0"
"467.3976,0"
"467.4087,0"
"467.4177,0"
"467.4286,0"
"467.4387,0"
"467.4487,0"
"467.4586,0"
"467.4687,0"
"467.4787,0"
"467.4886,14.875"
"467.4987,14.875"
"467.5087,14.875"
"467.5186,14.875"
"467.5287,14.875"
"467.5387,14.875"
"467.5486,14.875"
"467.5587,14.875"
"467.5687,14.875"
"467.5786,14.875"
"467.5887,0"
"467.5987,0"
"467.6086,0"
"467.6187,0"
"467.6287,0"
"467.6386,0"
"467.6487,0"
"467.6587,0"
"467.6687,0"
"467.6786,14.875"
"467.6887,14.875"
"467.6987,14.875"
"467.7086,14.875"
"467.7187,14.875"
"467.7287,14.875"
"467.7386,14.875"
"467.7487,29.925"
"467.7587,29.925"
"467.7686,29.925"
"467.7787,14.875"
"467.7887,14.875"
"467.7986,14.875"
"467.8087,29.925"
"467.8187,29.925"
"467.8286,29.925"
"467.8397,29.925"
"467.8497,14.875"
"467.8596,29.925"
"467.8697,29.925"
"467.8797,29.925"
"467.8896,29.925"
"467.8997,29.925"
"467.9097,14.875"
"467.9196,14.875"
"467.9297,14.875"
"467.9397,14.875"
"467.9496,14.875"
"467.9597,0"
"467.9697,0"
"467.9796,0"
"467.9897,0"
"467.9997,0"
"468.0096,0"
"468.0197,0"
"468.0297,0"
"468.0396,0"
"468.0497,0"
"468.0597,0"
"468.0696,0"
"468.0797,0"
"468.0897,0"
"468.0997,0"
"468.1096,0"
"468.1197,0"
"468.1297,14.875"
"468.1396,14.875"
"468.1497,14.875"
"468.1597,14.875"
"468.1696,14.875"
"468.1797,14.875"
"468.1897,14.875"
"468.1996,14.875"
"468.2097,14.875"
"468.2197,14.875"
"468.2296,0"
"468.2397,0"
"468.2497,0"
"468.2596,0"
"468.2707,0"
"468.2807,0"
"468.2906,0"
"468.3007,14.875"
"468.3107,14.875"
"468.3206,14.875"
"468.3307,14.875"
"468.3407,14.875"
"468.3506,14.875"
"468.3607,14.875"
"468.3707,14.875"
"468.3806,14.875"
"468.3907,29.925"
"468.4007,14.875"
"468.4106,14.875"
"468.4207,14.875"
"468.4307,14.875"
"468.4406,14.875"
"468.4507,14.875"
"468.4607,14.875"
"468.4706,14.875"
"468.4807,14.875"
"468.4907,0"
"468.5007,0"
"468.5107,0"
"468.5207,0"
"468.5307,0"
"468.5406,0"
"468.5507,0"
"468.5607,0"
"468.5706,0"
"468.5807,0"
"468.5907,0"
"468.6006,0"
"468.6117,0"
"468.6207,0"
"468.6317,0"
"468.6417,0"
"468.6516,0"
"468.6617,0"
"468.6717,0"
"468.6817,0"
"468.6917,0"
"468.7017,0"
"468.7117,0"
"468.7216,0"
"468.7317,0"
"468.7417,0"
"468.7516,0"
"468.7617,0"
"468.7717,14.875"
"468.7816,14.875"
"468.7917,14.875"
"468.8017,14.875"
"468.8116,14.875"
"468.8217,14.875"
"468.8317,14.875"
"468.8416,14.875"
"468.8517,14.875"
"468.8617,14.875"
"468.8716,0"
"468.8817,0"
"468.8917,0"
"468.9016,0"
"468.9117,0"
"468.9217,0"
"468.9317,0"
"468.9417,0"
"468.9517,0"
"468.9617,0"
"468.9716,0"
"468.9827,0"
"468.9917,0"
"469.0016,0"
"469.0117,0"
"469.0217,0"
"469.0316,0"
"469.0427,0"
"469.0526,0"
"469.0627,0"
"469.0727,0"
"469.0826,0"
"469.0927,0"
"469.1027,0"
"469.1127,0"
"469.1227,14.875"
"469.1327,14.875"
"469.1427,14.875"
"469.1526,14.875"
"469.1627,14.875"
"469.1727,14.875"
"469.1826,14.875"
"469.1927,14.875"
"469.2027,29.925"
"469.2126,29.925"
"469.2227,14.875"
"469.2327,14.875"
"469.2426,14.875"
"469.2527,14.875"
"469.2627,14.875"
"469.2726,14.875"
"469.2827,14.875"
"469.2927,14.875"
"469.3026,0"
"469.3127,0"
"469.3227,0"
"469.3326,0"
"469.3427,0"
"469.3527,0"
"469.3627,0"
"469.3737,0"
"469.3827,0"
"469.3936,0"
"469.4026,0"
"469.4137,0"
"469.4227,0"
"469.4337,0"
"469.4437,0"
"469.4536,0"
"469.4637,0"
"469.4737,0"
"469.4836,0"
"469.4937,-14.875"
"469.5037,-14.875"
"469.5136,-14.875"
"469.5237,-14.875"
"469.5337,-14.875"
"469.5437,-14.875"
"469.5536,-14.875"
"469.5637,-14.875"
"469.5737,-14.875"
"469.5836,-14.875"
"469.5937,0"
"469.6037,0"
"469.6136,0"
"469.6237,0"
"469.6337,0"
"469.6436,0"
"469.6537,0"
"469.6637,0"
"469.6736,0"
"469.6837,0"
"469.6937,0"
"469.7036,0"
"469.7137,0"
"469.7237,0"
"469.7336,0"
"469.7437,0"
"469.7537,0"
"469.7636,0"
"469.7737,0"
"469.7837,0"
"469.7937,0"
"469.8036,0"
"469.8137,0"
"469.8246,0"
"469.8347,0"
"469.8447,0"
"469.8546,0"
"469.8647,0"
"469.8747,0"
"469.8846,0"
"469.8947,-14.875"
"469.9047,-14.875"
"469.9146,-14.875"
"469.9247,-14.875"
"469.9347,-14.875"
"469.9446,-14.875"
"469.9547,-14.875"
"469.9647,-14.875"
"469.9747,-14.875"
"469.9846,-14.875"
"469.9947,0"
"470.0047,0"
"470.0146,0"
"470.0247,0"
"470.0347,0"
"470.0446,0"
"470.0547,0"
"470.0647,0"
"470.0746,0"
"470.0847,0"
"470.0947,0"
"470.1046,0"
"470.1147,0"
"470.1247,0"
"470.1346,0"
"470.1447,0"
"470.1547,0"
"470.1646,0"
"470.1747,0"
"470.1847,0"
"470.1946,0"
"470.2047,0"
"470.2157,0"
"470.2256,0"
"470.2357,0"
"470.2457,0"
"470.2556,0"
"470.2657,0"
"470.2757,0"
"470.2856,0"
"470.2957,0"
"470.3057,0"
"470.3156,0"
"470.3257,0"
"470.3357,0"
"470.3456,0"
"470.3557,0"
"470.3657,0"
"470.3757,0"
"470.3857,0"
"470.3957,0"
"470.4057,0"
"470.4156,0"
"470.4257,0"
"470.4357,0"
"470.4456,0"
"470.4557,0"
"470.4657,0"
"470.4756,0"
"470.4857,0"
"470.4957,0"
"470.5056,0"
"470.5157,0"
"470.5257,0"
"470.5356,0"
"470.5457,0"
"470.5557,0"
"470.5656,0"
"470.5757,0"
"470.5857,0"
"470.5966,0"
"470.6067,0"
"470.6167,0"
"470.6266,0"
"470.6367,0"
"470.6467,0"
"470.6566,0"
"470.6667,0"
"470.6767,0"
"470.6866,-14.875"
"470.6967,-14.875"
"470.7067,-14.875"
"470.7166,-14.875"
"470.7267,-14.875"
"470.7367,-14.875"
"470.7466,-14.875"
"470.7567,-14.875"
"470.7667,-14.875"
"470.7766,-14.875"
"470.7867,0"
"470.7967,0"
"470.8067,0"
"470.8167,0"
"470.8267,0"
"470.8367,0"
"470.8466,0"
"470.8567,0"
"470.8667,0"
"470.8766,0"
"470.8867,0"
"470.8967,0"
"470.9066,0"
"470.9167,0"
"470.9267,0"
"470.9366,0"
"470.9467,0"
"470.9567,0"
"470.9677,0"
"470.9767,0"
"470.9877,0"
"470.9977,0"
"471.0077,0"
"471.0177,0"
"471.0276,0"
"471.0377,0"
"471.0477,0"
"471.0576,0"
"471.0677,0"
"471.0777,0"
"471.0876,0"
"471.0977,0"
"471.1077,0"
"471.1176,0"
"471.1277,0"
"471.1377,0"
"471.1476,0"
"471.1577,0"
"471.1677,0"
"471.1776,0"
"471.1877,0"
"471.1977,0"
"471.2076,0"
"471.2177,0"
"471.2277,0"
"471.2377,0"
"471.2477,0"
"471.2577,0"
"471.2677,0"
"471.2776,0"
"471.2877,0"
"471.2977,0"
"471.3076,-14.875"
"471.3177,-14.875"
"471.3277,-14.875"
"471.3376,-14.875"
"471.3487,-14.875"
"471.3577,-14.875"
"471.3687,-14.875"
"471.3787,-14.875"
"471.3886,-14.875"
"471.3987,-14.875"
"471.4087,0"
"471.4187,0"
"471.4286,0"
"471.4387,0"
"471.4487,0"
"471.4586,0"
"471.4687,0"
"471.4787,0"
"471.4886,0"
"471.4987,0"
"471.5087,0"
"471.5186,0"
"471.5287,0"
"471.5387,0"
"471.5486,0"
"471.5587,0"
"471.5687,0"
"471.5786,0"
"471.5887,0"
"471.5987,0"
"471.6086,0"
"471.6187,0"
"471.6287,0"
"471.6386,0"
"471.6487,0"
"471.6587,0"
"471.6687,0"
"471.6786,0"
"471.6887,0"
"471.6987,0"
"471.7086,0"
"471.7187,0"
"471.7287,0"
"471.7386,0"
"471.7497,0"
"471.7587,0"
"471.7697,0"
"471.7797,0"
"471.7896,0"
"471.7997,0"
"471.8097,0"
"471.8196,0"
"471.8297,0"
"471.8397,0"
"471.8497,0"
"471.8596,0"
"471.8697,0"
"471.8797,0"
"471.8896,0"
"471.8997,0"
"471.9097,0"
"471.9196,0"
"471.9297,0"
"471.9397,0"
"471.9496,0"
"471.9597,0"
"471.9697,0"
"471.9796,0"
"471.9897,0"
"471.9997,0"
"472.0096,0"
"472.0197,0"
"472.0297,0"
"472.0396,0"
"472.0497,0"
"472.0597,0"
"472.0696,0"
"472.0797,0"
"472.0897,0"
"472.0997,0"
"472.1096,0"
"472.1197,0"
"472.1297,0"
"472.1396,0"
"472.1497,0"
"472.1597,0"
"472.1707,0"
"472.1807,0"
"472.1906,0"
"472.2007,0"
"472.2107,0"
"472.2206,0"
"472.2307,0"
"472.2407,0"
"472.2507,0"
"472.2607,0"
"472.2707,0"
"472.2807,0"
"472.2906,0"
"472.3007,0"
"472.3107,0"
"472.3206,0"
"472.3307,0"
"472.3407,0"
"472.3506,0"
"472.3607,0"
"472.3707,0"
"472.3806,0"
"472.3907,0"
"472.4007,0"
"472.4106,0"
"472.4207,0"
"472.4307,0"
"472.4406,0"
"472.4507,0"
"472.4607,0"
"472.4706,0"
"472.4807,0"
"472.4907,0"
"472.5007,0"
"472.5107,0"
"472.5207,0"
"472.5316,0"
"472.5417,0"
"472.5517,0"
"472.5616,0"
"472.5717,0"
"472.5817,0"
"472.5916,0"
"472.6017,0"
"472.6117,0"
"472.6216,0"
"472.6317,0"
"472.6417,0"
"472.6516,0"
"472.6617,0"
"472.6717,0"
"472.6817,0"
"472.6917,0"
"472.7017,0"
"472.7117,0"
"472.7216,0"
"472.7317,0"
"472.7417,0"
"472.7516,0"
"472.7617,0"
"472.7717,0"
"472.7816,0"
"472.7917,0"
"472.8017,0"
"472.8116,0"
"472.8217,0"
"472.8317,0"
"472.8416,0"
"472.8517,14.875"
"472.8617,14.875"
"472.8716,14.875"
"472.8827,14.875"
"472.8917,14.875"
"472.9016,14.875"
"472.9117,0"
"472.9217,0"
"472.9317,0"
"472.9417,0"
"472.9527,0"
"472.9626,0"
"472.9727,0"
"472.9827,14.875"
"472.9926,14.875"
"473.0027,14.875"
"473.0127,14.875"
"473.0226,14.875"
"473.0327,14.875"
"473.0427,14.875"
"473.0526,14.875"
"473.0627,14.875"
"473.0727,14.875"
"473.0826,0"
"473.0927,0"
"473.1027,0"
"473.1127,0"
"473.1227,0"
"473.1327,0"
"473.1427,0"
"473.1526,0"
"473.1627,0"
"473.1727,0"
"473.1826,0"
"473.1927,0"
"473.2027,0"
"473.2126,0"
"473.2227,0"
"473.2327,0"
"473.2426,0"
"473.2527,0"
"473.2627,0"
"473.2726,14.875"
"473.2827,14.875"
"473.2927,14.875"
"473.3026,14.875"
"473.3127,14.875"
"473.3227,14.875"
"473.3326,0"
"473.3437,0"
"473.3537,0"
"473.3636,0"
"473.3737,0"
"473.3837,0"
"473.3936,0"
"473.4037,14.875"
"473.4137,14.875"
"473.4236,14.875"
"473.4337,14.875"
"473.4437,14.875"
"473.4536,14.875"
"473.4637,14.875"
"473.4737,14.875"
"473.4836,14.875"
"473.4937,14.875"
"473.5037,0"
"473.5136,0"
"473.5237,0"
"473.5337,0"
"473.5437,0"
"473.5536,0"
"473.5637,0"
"473.5737,0"
"473.5836,0"
"473.5937,0"
"473.6037,0"
"473.6136,0"
"473.6237,0"
"473.6337,0"
"473.6436,0"
"473.6537,0"
"473.6637,0"
"473.6736,0"
"473.6847,0"
"473.6946,0"
"473.7047,0"
"473.7147,0"
"473.7247,0"
"473.7346,0"
"473.7447,0"
"473.7547,0"
"473.7646,0"
"473.7747,0"
"473.7847,0"
"473.7946,0"
"473.8047,0"
"473.8147,0"
"473.8246,0"
"473.8347,0"
"473.8447,0"
"473.8546,0"
"473.8647,0"
"473.8747,0"
"473.8846,0"
"473.8947,14.875"
"473.9047,14.875"
"473.9146,14.875"
"473.9247,14.875"
"473.9347,14.875"
"473.9446,14.875"
"473.9547,14.875"
"473.9647,14.875"
"473.9747,14.875"
"473.9846,14.875"
"473.9947,0"
"474.0047,0"
"474.0146,0"
"474.0247,0"
"474.0347,0"
"474.0446,0"
"474.0547,0"
"474.0647,0"
"474.0746,0"
"474.0847,0"
"474.0947,0"
"474.1046,0"
"474.1157,0"
"474.1257,0"
"474.1357,0"
"474.1457,0"
"474.1557,0"
"474.1656,0"
"474.1757,14.875"
"474.1857,14.875"
"474.1956,14.875"
"474.2057,14.875"
"474.2157,14.875"
"474.2256,14.875"
"474.2357,14.875"
"474.2457,14.875"
"474.2556,14.875"
"474.2657,14.875"
"474.2757,0"
"474.2856,0"
"474.2957,0"
"474.3057,0"
"474.3156,0"
"474.3257,0"
"474.3357,0"
"474.3456,0"
"474.3557,0"
"474.3657,0"
"474.3757,0"
"474.3857,0"
"474.3957,0"
"474.4057,0"
"474.4156,0"
"474.4257,0"
"474.4357,0"
"474.4456,0"
"474.4557,0"
"474.4657,0"
"474.4756,14.875"
"474.4857,14.875"
"474.4957,14.875"
"474.5067,14.875"
"474.5167,14.875"
"474.5266,14.875"
"474.5367,14.875"
"474.5467,14.875"
"474.5567,14.875"
"474.5667,14.875"
"474.5767,0"
"474.5867,0"
"474.5966,0"
"474.6067,0"
"474.6167,0"
"474.6266,0"
"474.6367,0"
"474.6467,0"
"474.6566,0"
"474.6667,0"
"474.6767,0"
"474.6866,0"
"474.6967,0"
"474.7067,0"
"474.7166,0"
"474.7267,0"
"474.7367,0"
"474.7466,0"
"474.7567,0"
"474.7667,0"
"474.7766,0"
"474.7867,0"
"474.7967,0"
"474.8067,0"
"474.8167,0"
"474.8267,14.875"
"474.8367,14.875"
"474.8466,14.875"
"474.8577,14.875"
"474.8667,14.875"
"474.8777,14.875"
"474.8877,14.875"
"474.8976,14.875"
"474.9077,14.875"
"474.9177,14.875"
"474.9276,0"
"474.9377,0"
"474.9477,0"
"474.9576,0"
"474.9677,14.875"
"474.9777,14.875"
"474.9877,14.875"
"474.9977,14.875"
"475.0077,14.875"
"475.0177,14.875"
"475.0276,14.875"
"475.0377,14.875"
"475.0477,14.875"
"475.0576,14.875"
"475.0677,0"
"475.0777,0"
"475.0876,0"
"475.0977,14.875"
"475.1077,14.875"
"475.1176,14.875"
"475.1277,14.875"
"475.1377,14.875"
"475.1476,14.875"
"475.1577,14.875"
"475.1677,14.875"
"475.1776,14.875"
"475.1877,14.875"
"475.1977,0"
"475.2086,0"
"475.2177,0"
"475.2277,0"
"475.2386,0"
"475.2487,0"
"475.2587,0"
"475.2686,0"
"475.2787,0"
"475.2887,0"
"475.2986,0"
"475.3087,0"
"475.3187,0"
"475.3286,0"
"475.3387,0"
"475.3487,0"
"475.3586,14.875"
"475.3687,14.875"
"475.3787,14.875"
"475.3886,14.875"
"475.3987,14.875"
"475.4087,14.875"
"475.4187,14.875"
"475.4286,14.875"
"475.4387,14.875"
"475.4487,14.875"
"475.4586,14.875"
"475.4687,14.875"
"475.4787,14.875"
"475.4886,14.875"
"475.4987,14.875"
"475.5087,14.875"
"475.5186,14.875"
"475.5287,14.875"
"475.5387,29.925"
"475.5486,29.925"
"475.5587,14.875"
"475.5687,14.875"
"475.5786,29.925"
"475.5887,29.925"
"475.5987,29.925"
"475.6096,29.925"
"475.6187,29.925"
"475.6297,29.925"
"475.6386,14.875"
"475.6497,14.875"
"475.6587,14.875"
"475.6696,14.875"
"475.6797,0"
"475.6897,0"
"475.6996,0"
"475.7097,0"
"475.7197,0"
"475.7296,0"
"475.7397,0"
"475.7497,0"
"475.7596,0"
"475.7697,0"
"475.7797,0"
"475.7896,0"
"475.7997,0"
"475.8097,0"
"475.8196,0"
"475.8297,0"
"475.8397,14.875"
"475.8497,14.875"
"475.8596,14.875"
"475.8697,14.875"
"475.8797,14.875"
"475.8896,14.875"
"475.8997,14.875"
"475.9097,14.875"
"475.9196,14.875"
"475.9297,14.875"
"475.9397,0"
"475.9496,0"
"475.9597,0"
"475.9697,14.875"
"475.9796,14.875"
"475.9897,14.875"
"475.9997,14.875"
"476.0096,14.875"
"476.0197,14.875"
"476.0297,14.875"
"476.0396,14.875"
"476.0497,14.875"
"476.0597,14.875"
"476.0706,0"
"476.0807,0"
"476.0907,0"
"476.1006,0"
"476.1107,0"
"476.1207,0"
"476.1306,0"
"476.1407,0"
"476.1507,0"
"476.1606,0"
"476.1707,0"
"476.1807,0"
"476.1906,0"
"476.2007,0"
"476.2107,0"
"476.2206,0"
"476.2307,0"
"476.2407,0"
"476.2507,0"
"476.2607,0"
"476.2707,0"
"476.2807,0"
"476.2906,0"
"476.3007,0"
"476.3107,0"
"476.3206,0"
"476.3307,0"
"476.3407,0"
"476.3506,0"
"476.3607,0"
"476.3716,0"
"476.3817,0"
"476.3917,0"
"476.4007,0"
"476.4117,0"
"476.4207,0"
"476.4317,0"
"476.4417,0"
"476.4517,0"
"476.4617,0"
"476.4716,0"
"476.4817,0"
"476.4917,0"
"476.5016,0"
"476.5117,0"
"476.5217,0"
"476.5316,0"
"476.5417,0"
"476.5517,0"
"476.5616,0"
"476.5717,0"
"476.5817,0"
"476.5916,0"
"476.6017,0"
"476.6117,0"
"476.6216,0"
"476.6317,0"
"476.6417,0"
"476.6516,0"
"476.6617,0"
"476.6717,0"
"476.6817,0"
"476.6917,0"
"476.7017,0"
"476.7117,0"
"476.7216,0"
"476.7317,0"
"476.7417,0"
"476.7516,0"
"476.7617,0"
"476.7717,0"
"476.7827,0"
"476.7927,0"
"476.8026,0"
"476.8127,0"
"476.8227,0"
"476.8326,0"
"476.8427,0"
"476.8527,0"
"476.8627,0"
"476.8727,0"
"476.8827,0"
"476.8927,0"
"476.9026,0"
"476.9127,0"
"476.9227,0"
"476.9326,0"
"476.9427,-14.875"
"476.9527,-14.875"
"476.9626,-14.875"
"476.9727,-14.875"
"476.9827,-14.875"
"476.9926,-14.875"
"477.0027,-14.875"
"477.0127,-14.875"
"477.0226,-14.875"
"477.0327,-29.925"
"477.0427,-14.875"
"477.0526,-14.875"
"477.0627,-14.875"
"477.0727,-14.875"
"477.0826,-14.875"
"477.0927,-14.875"
"477.1027,-29.925"
"477.1127,-29.925"
"477.1227,-29.925"
"477.1327,-14.875"
"477.1427,-14.875"
"477.1526,-14.875"
"477.1627,-14.875"
"477.1727,-14.875"
"477.1826,-14.875"
"477.1927,-14.875"
"477.2027,0"
"477.2126,0"
"477.2227,0"
"477.2336,0"
"477.2437,0"
"477.2537,0"
"477.2636,-14.875"
"477.2737,-14.875"
"477.2837,-14.875"
"477.2937,-14.875"
"477.3036,-14.875"
"477.3137,-14.875"
"477.3237,-29.925"
"477.3336,-29.925"
"477.3437,-29.925"
"477.3537,-29.925"
"477.3636,-14.875"
"477.3737,-14.875"
"477.3837,-14.875"
"477.3936,-29.925"
"477.4037,-29.925"
"477.4137,-29.925"
"477.4236,-14.875"
"477.4337,-14.875"
"477.4437,-14.875"
"477.4536,-14.875"
"477.4637,-14.875"
"477.4737,-14.875"
"477.4836,-14.875"
"477.4937,0"
"477.5037,0"
"477.5136,0"
"477.5237,0"
"477.5337,0"
"477.5437,0"
"477.5536,0"
"477.5637,0"
"477.5737,-14.875"
"477.5836,-14.875"
"477.5937,-14.875"
"477.6037,-14.875"
"477.6136,-14.875"
"477.6247,-14.875"
"477.6346,-14.875"
"477.6447,-14.875"
"477.6547,-29.925"
"477.6646,-29.925"
"477.6747,-14.875"
"477.6847,-14.875"
"477.6946,-14.875"
"477.7047,-14.875"
"477.7147,-14.875"
"477.7247,-14.875"
"477.7346,-14.875"
"477.7447,-14.875"
"477.7547,0"
"477.7646,0"
"477.7747,0"
"477.7847,0"
"477.7946,0"
"477.8047,0"
"477.8147,0"
"477.8246,0"
"477.8347,0"
"477.8447,0"
"477.8546,0"
"477.8647,0"
"477.8747,0"
"477.8846,0"
"477.8947,0"
"477.9047,0"
"477.9146,0"
"477.9247,0"
"477.9347,0"
"477.9446,0"
"477.9547,0"
"477.9647,0"
"477.9747,0"
"477.9846,0"
"477.9947,0"
"478.0047,0"
"478.0157,0"
"478.0257,-14.875"
"478.0356,-14.875"
"478.0457,-14.875"
"478.0557,-14.875"
"478.0656,-14.875"
"478.0757,-14.875"
"478.0857,-14.875"
"478.0956,-14.875"
"478.1057,-14.875"
"478.1157,-14.875"
"478.1257,0"
"478.1357,0"
"478.1457,0"
"478.1557,0"
"478.1656,0"
"478.1757,0"
"478.1857,0"
"478.1956,0"
"478.2057,0"
"478.2157,0"
"478.2256,0"
"478.2357,0"
"478.2457,0"
"478.2556,0"
"478.2657,0"
"478.2757,0"
"478.2856,0"
"478.2957,0"
"478.3057,0"
"478.3156,0"
"478.3257,0"
"478.3357,0"
"478.3456,0"
"478.3557,0"
"478.3657,0"
"478.3757,0"
"478.3857,0"
"478.3957,0"
"478.4057,0"
"478.4167,0"
"478.4267,0"
"478.4366,0"
"478.4467,0"
"478.4567,0"
"478.4666,0"
"478.4767,0"
"478.4867,0"
"478.4966,0"
"478.5067,0"
"478.5167,0"
"478.5266,0"
"478.5367,0"
"478.5467,0"
"478.5567,0"
"478.5667,0"
"478.5767,0"
"478.5867,0"
"478.5966,0"
"478.6067,0"
"478.6167,0"
"478.6266,0"
"478.6367,0"
"478.6467,0"
"478.6566,0"
"478.6667,0"
"478.6767,0"
"478.6866,0"
"478.6967,0"
"478.7067,0"
"478.7166,0"
"478.7267,0"
"478.7367,0"
"478.7466,0"
"478.7577,0"
"478.7667,-14.875"
"478.7766,-14.875"
"478.7877,-14.875"
"478.7977,-14.875"
"478.8076,-14.875"
"478.8177,-14.875"
"478.8277,-14.875"
"478.8376,-14.875"
"478.8477,-29.925"
"478.8577,-29.925"
"478.8676,-14.875"
"478.8777,-29.925"
"478.8877,-29.925"
"478.8976,-29.925"
"478.9077,-29.925"
"478.9177,-29.925"
"478.9276,-29.925"
"478.9377,-29.925"
"478.9477,-14.875"
"478.9576,-14.875"
"478.9677,-14.875"
"478.9777,0"
"478.9877,0"
"478.9977,0"
"479.0077,0"
"479.0177,0"
"479.0276,0"
"479.0377,0"
"479.0477,0"
"479.0576,0"
"479.0677,0"
"479.0777,0"
"479.0876,0"
"479.0977,0"
"479.1077,0"
"479.1176,0"
"479.1277,0"
"479.1377,0"
"479.1476,0"
"479.1587,0"
"479.1687,0"
"479.1786,0"
"479.1887,0"
"479.1987,0"
"479.2086,0"
"479.2187,0"
"479.2287,0"
"479.2386,0"
"479.2487,0"
"479.2587,-14.875"
"479.2686,-14.875"
"479.2787,-14.875"
"479.2887,-14.875"
"479.2986,-14.875"
"479.3087,-14.875"
"479.3187,-14.875"
"479.3286,-14.875"
"479.3387,-14.875"
"479.3487,-14.875"
"479.3586,0"
"479.3687,0"
"479.3787,-14.875"
"479.3886,-14.875"
"479.3987,-14.875"
"479.4087,-14.875"
"479.4187,-14.875"
"479.4286,-14.875"
"479.4387,-14.875"
"479.4487,-14.875"
"479.4586,-14.875"
"479.4687,-14.875"
"479.4787,0"
"479.4886,0"
"479.4987,0"
"479.5087,0"
"479.5186,0"
"479.5297,0"
"479.5387,0"
"479.5486,0"
"479.5587,0"
"479.5687,0"
"479.5797,0"
"479.5897,0"
"479.5997,0"
"479.6096,0"
"479.6197,0"
