"time,FuelTank"
"21.24166,52"
"21.26066,52"
"21.28066,52"
"21.30166,52"
"21.32166,52"
"21.34166,52"
"21.36066,52"
"21.38066,52"
"21.40166,52"
"21.42066,52"
"21.44166,52"
"21.46166,52"
"21.48166,52"
"21.50166,52"
"21.52166,52"
"21.54166,52"
"21.56066,52"
"21.58166,52"
"21.60166,52"
"21.62066,52"
"21.64166,52"
"21.66066,52"
"21.68066,52"
"21.70066,52"
"21.72066,52"
"21.74166,52"
"21.76066,52"
"21.78066,52"
"21.80166,52"
"21.82066,52"
"21.84166,52"
"21.86066,52"
"21.88066,52"
"21.90066,52"
"21.92066,52"
"21.94166,52"
"21.96066,52"
"21.98166,52"
"22.00166,52"
"22.02066,52"
"22.04166,52"
"22.06066,52"
"22.08166,52"
"22.10166,52"
"22.12066,52"
"22.14166,52"
"22.16166,52"
"22.18066,52"
"22.20166,52"
"22.22166,52"
"22.24166,52"
"22.26166,52"
"22.28166,52"
"22.30166,52"
"22.32166,52"
"22.34166,52"
"22.36066,52"
"22.38166,52"
"22.40166,52"
"22.42066,52"
"22.44166,52"
"22.46066,52"
"22.48066,52"
"22.50166,52"
"22.52066,52"
"22.54166,52"
"22.56066,52"
"22.58066,52"
"22.60166,52"
"22.62066,52"
"22.64166,52"
"22.66066,52"
"22.68166,52"
"22.70166,52"
"22.72066,52"
"22.74166,52"
"22.76066,52"
"22.78066,52"
"22.80066,52"
"22.82066,52"
"22.84166,52"
"22.86066,52"
"22.88166,52"
"22.90166,52"
"22.92066,52"
"22.94166,52"
"22.96166,52"
"22.98166,52"
"23.00166,52"
"23.02166,52"
"23.04166,52"
"23.06166,52"
"23.08166,52"
"23.10166,52"
"23.12066,52"
"23.14166,52"
"23.16066,52"
"23.18166,52"
"23.20166,52"
"23.22066,52"
"23.24166,52"
"23.26066,52"
"23.28066,52"
"23.30166,52"
"23.32066,52"
"23.34166,52"
"23.36166,52"
"23.38166,52"
"23.40266,52"
"23.42066,52"
"23.44166,52"
"23.46066,52"
"23.48066,52"
"23.50166,52"
"23.52066,52"
"23.54166,52"
"23.56066,52"
"23.58166,52"
"23.60166,52"
"23.62066,52"
"23.64166,52"
"23.66166,52"
"23.68166,52"
"23.70166,52"
"23.72166,52"
"23.74166,52"
"23.76166,52"
"23.78166,52"
"23.80166,52"
"23.82166,52"
"23.84166,52"
"23.86066,52"
"23.88166,52"
"23.90166,52"
"23.92066,52"
"23.94166,52"
"23.96066,52"
"23.98066,52"
"24.00166,52"
"24.02066,52"
"24.04066,52"
"24.06066,52"
"24.08066,52"
"24.10166,52"
"24.12066,52"
"24.14166,52"
"24.16066,52"
"24.18066,52"
"24.20166,52"
"24.22166,52"
"24.24166,52"
"24.26166,52"
"24.28166,52"
"24.30166,52"
"24.32166,52"
"24.34166,52"
"24.36166,52"
"24.38166,52"
"24.40166,52"
"24.42166,52"
"24.44166,52"
"24.46166,52"
"24.48066,52"
"24.50166,52"
"24.52166,52"
"24.54166,52"
"24.56166,52"
"24.58166,52"
"24.60166,52"
"24.62066,52"
"24.64166,52"
"24.66066,52"
"24.68166,52"
"24.70166,52"
"24.72066,52"
"24.74166,52"
"24.76066,52"
"24.78166,52"
"24.80166,52"
"24.82066,52"
"24.84166,52"
"24.86166,52"
"24.88166,52"
"24.90166,52"
"24.92066,52"
"24.94166,52"
"24.96166,52"
"24.98166,52"
"25.00166,52"
"25.02066,52"
"25.04166,52"
"25.06066,52"
"25.08166,52"
"25.10166,52"
"25.12066,52"
"25.14166,52"
"25.16066,52"
"25.18066,52"
"25.20166,52"
"25.22066,52"
"25.24166,52"
"25.26166,52"
"25.28166,52"
"25.30166,52"
"25.32066,52"
"25.34166,52"
"25.36066,52"
"25.38066,52"
"25.40166,52"
"25.42066,52"
"25.44166,52"
"25.46066,52"
"25.48066,52"
"25.50166,52"
"25.52066,52"
"25.54066,52"
"25.56066,52"
"25.58066,52"
"25.60166,52"
"25.62066,52"
"25.64166,52"
"25.66066,52"
"25.68066,52"
"25.70166,52"
"25.72066,52"
"25.74166,52"
"25.76066,52"
"25.78066,52"
"25.80066,52"
"25.82066,52"
"25.84166,52"
"25.86066,52"
"25.88166,52"
"25.90166,52"
"25.92066,52"
"25.94166,52"
"25.96066,52"
"25.98066,52"
"26.00166,52"
"26.02066,52"
"26.04166,52"
"26.06166,51"
"26.08166,51"
"26.10166,51"
"26.12166,51"
"26.14166,51"
"26.16166,51"
"26.18166,51"
"26.20166,51"
"26.22166,51"
"26.24166,51"
"26.26066,51"
"26.28166,51"
"26.30166,51"
"26.32066,51"
"26.34166,51"
"26.36066,51"
"26.38066,51"
"26.40166,51"
"26.42066,51"
"26.44066,51"
"26.46066,51"
"26.48066,51"
"26.50166,51"
"26.52066,51"
"26.54166,51"
"26.56066,51"
"26.58066,51"
"26.60166,51"
"26.62066,51"
"26.64166,51"
"26.66166,51"
"26.68166,51"
"26.70066,51"
"26.72166,51"
"26.74166,51"
"26.76066,51"
"26.78166,51"
"26.80166,51"
"26.82066,51"
"26.84166,51"
"26.86066,51"
"26.88066,51"
"26.90166,51"
"26.92066,51"
"26.94166,51"
"26.96166,51"
"26.98166,51"
"27.00166,51"
"27.02066,51"
"27.04166,51"
"27.06066,51"
"27.08166,51"
"27.10166,51"
"27.12066,51"
"27.14166,51"
"27.16166,51"
"27.18166,51"
"27.20166,51"
"27.22066,51"
"27.24166,51"
"27.26166,51"
"27.28166,51"
"27.30166,51"
"27.32166,51"
"27.34166,51"
"27.36166,51"
"27.38166,51"
"27.40166,51"
"27.42166,51"
"27.44166,51"
"27.46066,51"
"27.48166,51"
"27.50166,51"
"27.52166,51"
"27.54166,51"
"27.56166,51"
"27.58066,51"
"27.60166,51"
"27.62166,51"
"27.64166,51"
"27.66066,51"
"27.68166,51"
"27.70166,51"
"27.72166,51"
"27.74166,51"
"27.76166,51"
"27.78166,51"
"27.80166,51"
"27.82166,51"
"27.84166,51"
"27.86166,51"
"27.88166,51"
"27.90166,51"
"27.92066,51"
"27.94166,51"
"27.96066,51"
"27.98166,51"
"28.00166,51"
"28.02066,51"
"28.04166,51"
"28.06166,51"
"28.08166,51"
"28.10166,51"
"28.12166,51"
"28.14166,51"
"28.16166,51"
"28.18166,51"
"28.20166,51"
"28.22166,51"
"28.24166,51"
"28.26166,51"
"28.28166,51"
"28.30166,51"
"28.32166,51"
"28.34166,51"
"28.36166,51"
"28.38166,51"
"28.40166,51"
"28.42166,51"
"28.44166,51"
"28.46166,51"
"28.48166,51"
"28.50166,51"
"28.52166,51"
"28.54166,51"
"28.56166,51"
"28.58166,51"
"28.60166,51"
"28.62166,51"
"28.64166,51"
"28.66066,51"
"28.68066,51"
"28.70166,51"
"28.72066,51"
"28.74166,51"
"28.76066,51"
"28.78166,51"
"28.80166,51"
"28.82166,51"
"28.84166,51"
"28.86066,51"
"28.88166,51"
"28.90266,51"
"28.92066,51"
"28.94166,51"
"28.96166,51"
"28.98166,51"
"29.00166,51"
"29.02066,51"
"29.04166,51"
"29.06066,51"
"29.08066,51"
"29.10166,51"
"29.12066,51"
"29.14166,51"
"29.16066,51"
"29.18166,51"
"29.20166,51"
"29.22066,51"
"29.24166,51"
"29.26066,51"
"29.28166,51"
"29.30166,51"
"29.32166,51"
"29.34166,51"
"29.36066,51"
"29.38166,51"
"29.40166,51"
"29.42066,51"
"29.44166,51"
"29.46066,51"
"29.48166,51"
"29.50166,51"
"29.52066,51"
"29.54166,51"
"29.56066,51"
"29.58066,51"
"29.60166,51"
"29.62066,51"
"29.64166,51"
"29.66166,51"
"29.68066,51"
"29.70066,51"
"29.72166,51"
"29.74166,51"
"29.76066,51"
"29.78166,51"
"29.80166,51"
"29.82066,51"
"29.84166,51"
"29.86166,51"
"29.88166,51"
"29.90166,51"
"29.92166,51"
"29.94166,51"
"29.96166,51"
"29.98066,51"
"30.00166,51"
"30.02166,51"
"30.04166,51"
"30.06166,52"
"30.08166,52"
"30.10166,52"
"30.12166,52"
"30.14166,52"
"30.16166,52"
"30.18166,52"
"30.20166,52"
"30.22166,52"
"30.24166,52"
"30.26166,52"
"30.28166,52"
"30.30166,52"
"30.32166,52"
"30.34166,52"
"30.36166,52"
"30.38166,52"
"30.40166,52"
"30.42166,52"
"30.44166,52"
"30.46166,52"
"30.48166,52"
"30.50266,52"
"30.52166,52"
"30.54166,52"
"30.56066,52"
"30.58066,52"
"30.60166,52"
"30.62066,52"
"30.64166,52"
"30.66066,52"
"30.68066,52"
"30.70166,52"
"30.72066,52"
"30.74166,52"
"30.76166,52"
"30.78166,52"
"30.80166,52"
"30.82166,52"
"30.84166,52"
"30.86166,52"
"30.88166,52"
"30.90166,52"
"30.92166,52"
