"time,SpeedCom"
"100.5207,75.11"
"100.5407,75.21"
"100.5607,75.16"
"100.5807,75.14"
"100.6017,75.14"
"100.6207,75.25"
"100.6407,75.32"
"100.6607,74.98"
"100.6807,75.25"
"100.7007,75.25"
"100.7207,74.96"
"100.7407,75.16"
"100.7607,75.03"
"100.7807,75.16"
"100.8007,75.16"
"100.8207,75.03"
"100.8407,75"
"100.8607,74.98"
"100.8807,74.98"
"100.9017,74.98"
"100.9207,74.98"
"100.9407,74.88"
"100.9607,74.88"
"100.9807,74.95"
"101.0007,74.95"
"101.0207,74.88"
"101.0407,74.82"
"101.0607,74.69"
"101.0807,74.68"
"101.1017,74.68"
"101.1207,74.95"
"101.1407,74.7"
"101.1607,74.68"
"101.1807,74.68"
"101.2007,74.68"
"101.2207,74.75"
"101.2407,74.56"
"101.2607,74.63"
"101.2807,74.69"
"101.3007,74.69"
"101.3207,74.63"
"101.3407,74.65"
"101.3607,74.56"
"101.3807,74.66"
"101.4007,74.66"
"101.4207,74.54"
"101.4407,74.49"
"101.4607,74.48"
"101.4807,74.56"
"101.5017,74.56"
"101.5207,74.34"
"101.5407,74.45"
"101.5607,74.49"
"101.5807,74.49"
"101.6017,74.31"
"101.6207,74.31"
"101.6407,74.37"
"101.6607,74.38"
"101.6807,74.34"
"101.7017,74.34"
"101.7207,74.28"
"101.7407,74.13"
"101.7607,74.49"
"101.7807,74.01"
"101.8007,74.01"
"101.8207,74.01"
"101.8407,74.33"
"101.8607,74.24"
"101.8807,73.91"
"101.9007,73.91"
"101.9207,74.21"
"101.9407,74.26"
"101.9607,74.41"
"101.9807,74.26"
"102.0017,74.26"
"102.0207,74.19"
"102.0417,74.27"
"102.0607,74.19"
"102.0807,74.14"
"102.1017,74.14"
"102.1207,74.26"
"102.1417,74.19"
"102.1607,74.05"
"102.1807,74.34"
"102.2017,74.34"
"102.2207,74.14"
"102.2417,74.07"
"102.2607,73.98"
"102.2807,73.87"
"102.3007,73.87"
"102.3207,74.07"
"102.3407,74.28"
"102.3607,73.94"
"102.3807,73.98"
"102.4017,73.98"
"102.4207,73.89"
"102.4407,73.89"
"102.4607,74.01"
"102.4807,74.01"
"102.5007,74.01"
"102.5207,73.77"
"102.5407,73.77"
"102.5607,73.84"
"102.5807,73.84"
"102.6017,73.84"
"102.6207,73.91"
"102.6407,73.77"
"102.6607,73.77"
"102.6807,73.73"
"102.7007,73.73"
"102.7207,73.94"
"102.7407,73.77"
"102.7607,74.12"
"102.7807,73.89"
"102.8007,73.89"
"102.8207,74.06"
"102.8407,73.98"
"102.8607,74.01"
"102.8807,74.07"
"102.9017,74.19"
"102.9207,74.19"
"102.9407,73.92"
"102.9607,73.99"
"102.9807,74.12"
"103.0017,74.12"
"103.0207,74.05"
"103.0407,74.21"
"103.0607,74.14"
"103.0807,74.48"
"103.1017,74.34"
"103.1207,74.34"
"103.1407,74.42"
"103.1607,74.55"
"103.1807,74.34"
"103.2007,74.34"
"103.2207,74.12"
"103.2407,74.3"
"103.2607,74.26"
"103.2807,74.35"
"103.3007,74.35"
"103.3207,74.27"
"103.3407,74.33"
"103.3607,74.61"
"103.3807,74.56"
"103.4007,74.56"
"103.4207,74.61"
"103.4407,74.63"
"103.4607,74.83"
"103.4807,74.56"
"103.5007,74.56"
"103.5207,74.61"
"103.5407,74.72"
"103.5607,74.69"
"103.5807,74.69"
"103.6007,74.69"
"103.6207,74.73"
"103.6407,74.97"
"103.6607,74.9"
"103.6807,74.91"
"103.7017,74.91"
"103.7207,74.91"
"103.7407,75.09"
"103.7607,74.9"
"103.7807,74.9"
"103.8007,74.9"
"103.8207,74.93"
"103.8407,75.05"
"103.8607,74.91"
"103.8807,74.98"
"103.9007,74.98"
"103.9207,75.03"
"103.9407,75.14"
"103.9607,74.95"
"103.9807,74.82"
"104.0007,74.82"
"104.0207,74.89"
"104.0407,74.84"
"104.0607,74.91"
"104.0807,74.97"
"104.1007,74.97"
"104.1207,74.95"
"104.1407,74.95"
"104.1607,74.98"
"104.1807,75.09"
"104.2007,75.09"
"104.2207,75.2"
"104.2407,75.11"
"104.2607,75.16"
"104.2807,75.03"
"104.3007,75.03"
"104.3207,75.3"
"104.3407,75.13"
"104.3607,75.18"
"104.3807,75.03"
"104.4007,75.03"
"104.4207,75.18"
"104.4407,75.2"
"104.4607,75.23"
"104.4807,75.3"
"104.5007,75.3"
"104.5207,75.16"
"104.5407,75.2"
"104.5607,75.05"
"104.5807,75.28"
"104.6017,75.13"
"104.6207,75.13"
"104.6407,75.13"
"104.6607,75.42"
"104.6807,75.27"
"104.7007,75.27"
"104.7207,75.25"
"104.7407,75.16"
"104.7607,75.32"
"104.7807,75.09"
"104.8007,75.09"
"104.8207,75.02"
"104.8407,75.11"
"104.8607,75.27"
"104.8807,75.11"
"104.9007,75.2"
"104.9207,75.2"
"104.9407,75.34"
"104.9607,75.32"
"104.9807,75.16"
"105.0007,75.16"
"105.0207,75.13"
"105.0407,75.3"
"105.0607,75.25"
"105.0807,75.2"
"105.1007,75.2"
"105.1207,75.16"
"105.1407,75.27"
"105.1607,75.09"
"105.1807,75.18"
"105.2017,75.16"
"105.2207,75.16"
"105.2407,75.21"
"105.2607,75.02"
"105.2807,75.16"
"105.3007,75.16"
"105.3207,75.14"
"105.3407,75.23"
"105.3607,75.05"
"105.3807,75.02"
"105.4007,75.02"
"105.4207,74.98"
"105.4407,75.25"
"105.4607,75.05"
"105.4807,75.21"
"105.5007,75.21"
"105.5207,75.3"
"105.5407,75.18"
"105.5607,75.09"
"105.5807,74.96"
"105.6007,74.96"
"105.6207,75.21"
"105.6407,75.09"
"105.6607,75.18"
"105.6807,75.03"
"105.7007,75.03"
"105.7207,74.98"
"105.7407,75.11"
"105.7607,75.05"
"105.7807,74.91"
"105.8007,74.91"
"105.8207,75.09"
"105.8407,74.86"
"105.8607,74.88"
"105.8807,74.98"
"105.9007,74.98"
"105.9207,74.88"
"105.9407,74.84"
"105.9607,74.75"
"105.9807,74.95"
"106.0007,74.95"
"106.0207,74.75"
"106.0407,74.65"
"106.0607,74.65"
"106.0807,74.79"
"106.1017,74.79"
"106.1207,74.56"
"106.1407,74.63"
"106.1607,74.63"
"106.1807,74.34"
"106.2007,74.34"
"106.2207,74.41"
"106.2407,74.42"
"106.2607,74.69"
"106.2807,74.55"
"106.3017,74.55"
"106.3207,74.51"
"106.3407,74.52"
"106.3607,74.54"
"106.3807,74.4"
"106.4017,74.4"
"106.4207,74.37"
"106.4407,74.52"
"106.4607,74.34"
"106.4807,74.33"
"106.5007,74.33"
"106.5207,74.35"
"106.5407,74.44"
"106.5607,74.27"
"106.5807,74.21"
"106.6007,74.21"
"106.6207,74.31"
"106.6407,74.49"
"106.6607,74.21"
"106.6807,74.19"
"106.7007,74.19"
"106.7207,74.19"
"106.7407,74.4"
"106.7607,74.14"
"106.7807,74.13"
"106.8017,74.13"
"106.8207,73.98"
"106.8407,74.13"
"106.8607,74.05"
"106.8807,73.98"
"106.9017,73.98"
"106.9207,74.05"
"106.9407,73.94"
"106.9607,74.01"
"106.9807,73.98"
"107.0007,73.98"
"107.0207,73.94"
"107.0407,73.77"
"107.0607,73.84"
"107.0807,73.95"
"107.1017,73.95"
"107.1207,74.01"
"107.1407,73.94"
"107.1607,73.92"
"107.1807,73.96"
"107.2007,73.96"
"107.2207,74.07"
"107.2407,73.98"
"107.2607,73.75"
"107.2807,73.88"
"107.3017,73.88"
"107.3207,74.12"
"107.3407,73.95"
"107.3607,74.05"
"107.3807,73.92"
"107.4007,73.92"
"107.4207,74.09"
"107.4407,73.84"
"107.4607,73.96"
"107.4807,73.98"
"107.5007,73.98"
"107.5207,74.02"
"107.5407,73.84"
"107.5607,73.85"
"107.5807,73.94"
"107.6007,73.94"
"107.6207,73.82"
"107.6407,73.8"
"107.6607,73.85"
"107.6807,74.09"
"107.7007,74.09"
"107.7207,73.8"
"107.7407,73.84"
"107.7607,73.84"
"107.7807,74.03"
"107.8007,74.03"
"107.8207,73.78"
"107.8407,73.85"
"107.8607,73.87"
"107.8807,73.73"
"107.9007,73.73"
"107.9207,73.89"
"107.9407,73.66"
"107.9607,74.01"
"107.9807,73.84"
"108.0007,73.84"
"108.0207,73.66"
"108.0407,74.05"
"108.0607,74.05"
"108.0807,73.73"
"108.1007,73.73"
"108.1207,73.59"
"108.1407,73.8"
"108.1607,73.68"
"108.1807,73.59"
"108.2017,73.59"
"108.2207,73.66"
"108.2407,73.66"
"108.2607,73.66"
"108.2807,73.7"
"108.3007,73.7"
"108.3207,73.64"
"108.3407,73.85"
"108.3607,73.77"
"108.3807,73.73"
"108.4007,73.73"
"108.4207,73.8"
"108.4407,73.88"
"108.4607,73.61"
"108.4807,73.59"
"108.5017,73.59"
"108.5207,73.77"
"108.5407,73.82"
"108.5607,73.57"
"108.5807,73.55"
"108.6007,73.55"
"108.6207,73.63"
"108.6407,73.66"
"108.6607,73.68"
"108.6807,73.63"
"108.7017,73.63"
"108.7207,73.63"
"108.7407,73.66"
"108.7607,73.71"
"108.7807,73.63"
"108.8007,73.63"
"108.8207,73.63"
"108.8407,73.52"
"108.8607,73.55"
"108.8807,73.63"
"108.9007,73.63"
"108.9207,73.64"
"108.9407,73.52"
"108.9607,73.38"
"108.9807,73.39"
"109.0007,73.39"
"109.0207,73.55"
"109.0407,73.52"
"109.0607,73.47"
"109.0807,73.43"
"109.1007,73.43"
"109.1207,73.54"
"109.1407,73.55"
"109.1607,73.52"
"109.1807,73.52"
"109.2007,73.52"
"109.2207,73.61"
"109.2407,73.36"
"109.2607,73.34"
"109.2807,73.52"
"109.3007,73.52"
"109.3207,73.55"
"109.3407,73.52"
"109.3607,73.73"
"109.3807,73.41"
"109.4017,73.34"
"109.4207,73.34"
"109.4407,73.55"
"109.4607,73.29"
"109.4807,73.63"
"109.5017,73.63"
"109.5207,73.46"
"109.5407,73.3"
"109.5607,73.43"
"109.5807,73.59"
"109.6007,73.59"
"109.6207,73.54"
"109.6407,73.34"
"109.6607,73.52"
"109.6807,73.45"
"109.7007,73.45"
"109.7207,73.34"
"109.7407,73.38"
"109.7607,73.47"
"109.7807,73.63"
"109.8017,73.63"
"109.8207,73.52"
"109.8407,73.47"
"109.8607,73.52"
"109.8807,73.43"
"109.9017,73.41"
"109.9207,73.41"
"109.9407,73.23"
"109.9607,73.41"
"109.9807,73.29"
"110.0017,73.29"
"110.0207,73.36"
"110.0407,73.46"
"110.0607,73.64"
"110.0807,73.39"
"110.1007,73.39"
"110.1207,73.48"
"110.1407,73.5"
"110.1607,73.52"
"110.1807,73.38"
"110.2007,73.38"
"110.2207,73.38"
"110.2407,73.33"
"110.2607,73.3"
"110.2807,73.22"
"110.3007,73.22"
"110.3207,73.2"
"110.3407,73.34"
"110.3607,73.26"
"110.3807,73.34"
"110.4007,73.34"
"110.4207,73.39"
"110.4407,73.52"
"110.4607,73.34"
"110.4807,73.48"
"110.5007,73.48"
"110.5207,73.46"
"110.5407,73.47"
"110.5607,73.3"
"110.5807,73.2"
"110.6007,73.2"
"110.6207,73.25"
"110.6407,73.27"
"110.6607,73.18"
"110.6807,73.16"
"110.7007,73.16"
"110.7207,73.16"
"110.7407,73.41"
"110.7607,73.3"
"110.7807,73.32"
"110.8017,73.38"
"110.8207,73.38"
"110.8407,73.41"
"110.8607,73.45"
"110.8807,73.38"
"110.9017,73.43"
"110.9207,73.43"
"110.9407,73.25"
"110.9607,73.26"
"110.9807,73.16"
"111.0017,73.16"
"111.0207,73.27"
"111.0407,73.16"
"111.0607,73.16"
"111.0807,73.16"
"111.1017,73.34"
"111.1207,73.34"
"111.1407,73.27"
"111.1607,73.29"
"111.1807,73.41"
"111.2007,73.41"
"111.2207,73.41"
"111.2407,73.41"
"111.2607,73.34"
"111.2807,73.33"
"111.3007,73.33"
"111.3207,73.4"
"111.3407,73.3"
"111.3607,73.29"
"111.3807,73.33"
"111.4007,73.33"
"111.4207,73.41"
"111.4407,73.27"
"111.4607,73.2"
"111.4807,73.41"
"111.5017,73.41"
"111.5207,73.38"
"111.5407,73.13"
"111.5607,73.16"
"111.5807,73.3"
"111.6017,73.3"
"111.6207,73.22"
"111.6407,73.27"
"111.6607,73.34"
"111.6807,73.47"
"111.7017,73.47"
"111.7207,73.33"
"111.7407,73.4"
"111.7607,73.43"
"111.7807,73.52"
"111.8007,73.52"
"111.8207,73.3"
"111.8407,73.38"
"111.8607,73.46"
"111.8807,73.47"
"111.9007,73.47"
"111.9207,73.25"
"111.9407,73.38"
"111.9607,73.52"
"111.9807,73.5"
"112.0017,73.5"
"112.0207,73.4"
"112.0407,73.47"
"112.0607,73.71"
"112.0807,73.47"
"112.1007,73.47"
"112.1207,73.45"
"112.1407,73.52"
"112.1607,73.73"
"112.1807,73.52"
"112.2007,73.52"
"112.2207,73.55"
"112.2407,73.63"
"112.2607,73.63"
"112.2807,73.41"
"112.3007,73.41"
"112.3207,73.43"
"112.3407,73.59"
"112.3607,73.54"
"112.3807,73.43"
"112.4007,73.43"
"112.4207,73.45"
"112.4407,73.59"
"112.4607,73.59"
"112.4807,73.68"
"112.5007,73.68"
"112.5207,73.61"
"112.5407,73.8"
"112.5607,73.59"
"112.5807,73.73"
"112.6007,73.73"
"112.6207,73.73"
"112.6407,73.84"
"112.6607,73.59"
"112.6807,73.66"
"112.7007,73.66"
"112.7207,73.73"
"112.7407,73.89"
"112.7607,73.64"
"112.7807,73.66"
"112.8007,73.66"
"112.8207,73.73"
"112.8407,73.8"
"112.8607,73.84"
"112.8807,73.7"
"112.9007,73.7"
"112.9207,73.8"
"112.9407,73.68"
"112.9607,73.88"
"112.9807,73.95"
"113.0017,73.95"
"113.0207,73.84"
"113.0407,73.75"
"113.0607,73.8"
"113.0807,73.8"
"113.1007,73.8"
"113.1207,73.94"
"113.1407,73.73"
"113.1607,73.73"
"113.1807,73.77"
"113.2007,73.77"
"113.2207,73.87"
"113.2407,73.84"
"113.2607,73.7"
"113.2807,73.77"
"113.3017,73.98"
"113.3207,73.98"
"113.3407,73.88"
"113.3607,73.89"
"113.3807,73.96"
"113.4007,73.96"
"113.4207,74.06"
"113.4407,73.89"
"113.4607,73.94"
"113.4807,74.01"
"113.5007,74.01"
"113.5207,74.02"
"113.5407,73.8"
"113.5607,73.92"
"113.5807,74.07"
"113.6007,74.07"
"113.6207,74.05"
"113.6407,73.94"
"113.6607,74.05"
"113.6807,74.19"
"113.7007,74.19"
"113.7207,73.89"
"113.7407,74.01"
"113.7607,74.05"
"113.7807,74.16"
"113.8007,74.16"
"113.8207,73.89"
"113.8407,73.94"
"113.8607,73.98"
"113.8807,74.12"
"113.9007,74.12"
"113.9207,74.05"
"113.9407,73.98"
"113.9607,74.02"
"113.9807,73.91"
"114.0007,73.91"
"114.0207,74.05"
"114.0407,73.8"
"114.0607,74.19"
"114.0807,73.82"
"114.1007,73.82"
"114.1207,73.73"
"114.1407,74.09"
"114.1607,73.73"
"114.1807,73.8"
"114.2007,73.8"
"114.2207,73.87"
"114.2407,74.21"
"114.2607,73.88"
"114.2807,73.82"
"114.3007,73.82"
"114.3207,74.19"
"114.3407,74.33"
"114.3607,74.16"
"114.3807,74.07"
"114.4017,74.07"
"114.4207,74.16"
"114.4407,74.19"
"114.4607,73.95"
"114.4807,73.98"
"114.5007,73.98"
"114.5207,74.05"
"114.5407,74.09"
"114.5607,73.98"
"114.5807,74.19"
"114.6017,74.19"
"114.6207,74.23"
"114.6407,74.12"
"114.6607,74.27"
"114.6807,73.95"
"114.7017,73.95"
"114.7207,74.01"
"114.7407,73.98"
"114.7607,74.19"
"114.7807,74.07"
"114.8017,74.07"
"114.8207,74.07"
"114.8407,73.99"
"114.8607,74.03"
"114.8807,74.01"
"114.9007,74.05"
"114.9207,74.05"
"114.9407,73.94"
"114.9607,73.95"
"114.9807,74.01"
"115.0007,74.01"
"115.0207,74.12"
"115.0407,73.96"
"115.0607,74.01"
"115.0807,74.06"
"115.1007,74.06"
"115.1207,74.14"
"115.1407,73.94"
"115.1607,73.98"
"115.1807,73.92"
"115.2007,74.06"
"115.2207,74.06"
"115.2407,73.94"
"115.2607,74.07"
"115.2807,74.07"
"115.3007,74.07"
"115.3207,74.01"
"115.3407,73.89"
"115.3607,73.94"
"115.3807,74.05"
"115.4007,74.05"
"115.4207,73.89"
"115.4407,73.85"
"115.4607,73.92"
"115.4807,74.05"
"115.5007,74.05"
"115.5207,73.84"
"115.5407,73.85"
"115.5607,73.91"
"115.5807,73.96"
"115.6017,73.96"
"115.6207,73.73"
"115.6407,73.8"
"115.6607,73.89"
"115.6807,73.94"
"115.7007,73.94"
"115.7207,73.82"
"115.7407,73.8"
"115.7607,73.94"
"115.7807,73.88"
"115.8007,73.88"
"115.8207,73.84"
"115.8407,73.85"
"115.8607,73.98"
"115.8807,73.71"
"115.9007,73.73"
"115.9207,73.73"
"115.9407,73.8"
"115.9607,73.88"
"115.9807,73.59"
"116.0007,73.59"
"116.0207,73.64"
"116.0407,73.73"
"116.0607,73.63"
"116.0807,73.63"
"116.1007,73.63"
"116.1207,73.59"
"116.1407,73.87"
"116.1607,73.71"
"116.1807,73.73"
"116.2007,73.73"
"116.2207,73.66"
"116.2407,73.88"
"116.2607,73.57"
"116.2807,73.47"
"116.3007,73.3"
"116.3207,73.3"
"116.3407,73.8"
"116.3607,73.5"
"116.3807,73.12"
"116.4007,73.12"
"116.4207,73.34"
"116.4407,73.34"
"116.4607,73.48"
"116.4807,73.27"
"116.5007,73.27"
"116.5207,73.15"
"116.5407,73.47"
"116.5607,73.34"
"116.5807,73.29"
"116.6007,73.29"
"116.6207,73.22"
"116.6407,73.36"
"116.6607,73.39"
"116.6807,73.38"
"116.7007,73.38"
"116.7207,73.23"
"116.7407,73.23"
"116.7607,73.22"
"116.7807,73.19"
"116.8007,73.19"
"116.8207,73.29"
"116.8407,73.02"
"116.8607,72.98"
"116.8807,73.02"
"116.9017,73.09"
"116.9207,73.09"
"116.9407,72.92"
"116.9607,72.97"
"116.9807,72.95"
"117.0017,72.95"
"117.0207,73.09"
"117.0407,72.9"
"117.0607,72.9"
"117.0807,72.94"
"117.1017,73.01"
"117.1207,73.01"
"117.1407,72.76"
"117.1607,72.69"
"117.1807,72.71"
"117.2007,72.76"
"117.2207,72.76"
"117.2407,72.48"
"117.2607,72.53"
"117.2807,72.64"
"117.3007,72.64"
"117.3207,72.57"
"117.3407,72.35"
"117.3607,72.41"
"117.3807,72.52"
"117.4007,72.52"
"117.4207,72.5"
"117.4407,72.2"
"117.4607,72.38"
"117.4807,72.46"
"117.5017,72.46"
"117.5207,72.23"
"117.5407,72.16"
"117.5607,72.27"
"117.5807,72.3"
"117.6007,72.3"
"117.6207,72.18"
"117.6407,72.3"
"117.6607,72.23"
"117.6807,72.3"
"117.7007,72.3"
"117.7207,72.11"
"117.7407,72.11"
"117.7607,72.16"
"117.7807,72.2"
"117.8007,72.2"
"117.8207,71.95"
"117.8407,71.97"
"117.8607,72.09"
"117.8807,72.35"
"117.9007,72.35"
"117.9207,71.98"
"117.9407,72.04"
"117.9607,72.09"
"117.9807,72.09"
"118.0017,72.09"
"118.0207,71.84"
"118.0407,71.89"
"118.0607,71.91"
"118.0807,71.91"
"118.1007,71.75"
"118.1207,71.75"
"118.1407,71.69"
"118.1607,71.76"
"118.1807,71.75"
"118.2007,71.75"
"118.2207,71.66"
"118.2407,71.59"
"118.2607,71.8"
"118.2807,71.76"
"118.3007,71.76"
"118.3207,71.63"
"118.3407,71.66"
"118.3607,71.69"
"118.3807,71.54"
"118.4017,71.54"
"118.4207,71.52"
"118.4407,71.4"
"118.4607,71.48"
"118.4807,71.33"
"118.5017,71.33"
"118.5207,71.26"
"118.5407,71.4"
"118.5607,71.3"
"118.5807,71.21"
"118.6007,71.21"
"118.6207,71.17"
"118.6407,70.98"
"118.6607,71.12"
"118.6807,70.91"
"118.7007,70.91"
"118.7207,70.82"
"118.7407,70.84"
"118.7607,70.78"
"118.7807,70.7"
"118.8007,70.7"
"118.8207,70.73"
"118.8407,70.8"
"118.8607,70.8"
"118.8807,70.7"
"118.9007,70.7"
"118.9207,70.73"
"118.9407,70.82"
"118.9607,70.98"
"118.9807,70.73"
"119.0007,70.73"
"119.0207,70.84"
"119.0407,71.31"
"119.0607,70.75"
"119.0807,70.48"
"119.1007,70.66"
"119.1207,70.66"
"119.1407,70.73"
"119.1607,70.7"
"119.1807,70.39"
"119.2017,70.41"
"119.2207,70.41"
"119.2407,70.52"
"119.2607,70.52"
"119.2807,70.48"
"119.3007,70.48"
"119.3207,70.45"
"119.3407,70.61"
"119.3607,70.7"
"119.3807,70.57"
"119.4007,70.57"
"119.4207,70.54"
"119.4407,70.68"
"119.4607,70.59"
"119.4807,70.52"
"119.5007,70.52"
"119.5207,70.38"
"119.5407,70.54"
"119.5607,70.45"
"119.5807,70.25"
"119.6007,70.25"
"119.6207,70.34"
"119.6407,70.32"
"119.6607,70.34"
"119.6807,70.25"
"119.7007,70.25"
"119.7207,70.13"
"119.7407,70.27"
"119.7607,70.23"
"119.7807,70.15"
"119.8007,70.15"
"119.8207,70.11"
"119.8407,70.3"
"119.8607,70.29"
"119.8807,70.11"
"119.9017,70.09"
"119.9207,70.09"
"119.9407,70.2"
"119.9607,70.09"
"119.9807,70.05"
"120.0007,70.05"
"120.0207,70.09"
"120.0407,70.18"
"120.0607,70.11"
"120.0807,70.04"
"120.1007,70.04"
"120.1207,70.08"
"120.1407,70.08"
"120.1607,70.2"
"120.1807,69.99"
"120.2007,69.92"
"120.2207,69.92"
"120.2407,69.99"
"120.2607,69.95"
"120.2807,69.88"
"120.3007,69.9"
"120.3207,69.9"
"120.3407,70.06"
"120.3607,69.9"
"120.3807,69.9"
"120.4007,69.9"
"120.4207,69.99"
"120.4407,70.08"
"120.4607,70.02"
"120.4807,69.95"
"120.5017,69.95"
"120.5207,69.91"
"120.5407,70.08"
"120.5607,69.95"
"120.5807,69.78"
"120.6007,69.78"
"120.6207,69.78"
"120.6407,69.99"
"120.6607,69.87"
"120.6807,69.78"
"120.7007,69.78"
"120.7207,69.74"
"120.7407,69.85"
"120.7607,69.83"
"120.7807,69.76"
"120.8007,69.76"
"120.8207,69.74"
"120.8407,69.85"
"120.8607,69.83"
"120.8807,69.64"
"120.9007,69.64"
"120.9207,69.69"
"120.9407,69.73"
"120.9607,69.76"
"120.9807,69.57"
"121.0007,69.57"
"121.0207,69.49"
"121.0407,69.66"
"121.0607,69.57"
"121.0807,69.37"
"121.1007,69.37"
"121.1207,69.52"
"121.1407,69.55"
"121.1607,69.55"
"121.1807,69.37"
"121.2007,69.45"
"121.2207,69.45"
"121.2407,69.44"
"121.2607,69.46"
"121.2807,69.37"
"121.3007,69.27"
"121.3207,69.27"
"121.3407,69.48"
"121.3607,69.45"
"121.3807,69.3"
"121.4007,69.32"
"121.4207,69.32"
"121.4407,69.44"
"121.4607,69.44"
"121.4807,69.23"
"121.5007,69.23"
"121.5207,69.28"
"121.5407,69.32"
"121.5607,69.34"
"121.5807,69.27"
"121.6007,69.23"
"121.6207,69.23"
"121.6407,69.35"
"121.6607,69.28"
"121.6807,69.23"
"121.7007,69.23"
"121.7207,69.23"
"121.7407,69.34"
"121.7607,69.38"
"121.7807,69.2"
"121.8007,69.2"
"121.8207,69.23"
"121.8407,69.23"
"121.8607,69.3"
"121.8807,69.23"
"121.9007,69.23"
"121.9207,69.2"
"121.9407,69.2"
"121.9607,69.2"
"121.9807,69.09"
"122.0007,69.09"
"122.0207,69.23"
"122.0407,69.09"
"122.0607,69.16"
"122.0807,69.11"
"122.1007,69.11"
"122.1207,69.11"
"122.1407,69.02"
"122.1607,69.23"
"122.1807,69.14"
"122.2007,69.14"
"122.2207,69.05"
"122.2407,69.04"
"122.2607,69.2"
"122.2807,69.07"
"122.3007,69.07"
"122.3207,69.09"
"122.3407,69.05"
"122.3607,69.23"
"122.3807,69.05"
"122.4007,69.05"
"122.4207,69.02"
"122.4407,68.95"
"122.4607,69.09"
"122.4807,69.09"
"122.5017,69.09"
"122.5207,68.95"
"122.5407,69.02"
"122.5607,69.13"
"122.5807,69.04"
"122.6007,69.04"
"122.6207,68.98"
"122.6407,69.04"
"122.6607,69.16"
"122.6807,69.02"
"122.7007,69.02"
"122.7207,68.95"
"122.7407,69.02"
"122.7607,69.13"
"122.7807,69.09"
"122.8007,69.05"
"122.8207,69.05"
"122.8407,68.97"
"122.8607,69.09"
"122.8807,69.13"
"122.9007,69.13"
"122.9207,68.98"
"122.9407,68.9"
"122.9607,69.16"
"122.9807,69.11"
"123.0007,69.11"
"123.0207,68.98"
"123.0407,69.23"
"123.0607,69.34"
"123.0807,69.49"
"123.1017,69.35"
"123.1207,69.35"
"123.1407,69.34"
"123.1607,69.32"
"123.1807,69.23"
"123.2007,69.23"
"123.2207,69.23"
"123.2407,69.09"
"123.2607,69.23"
"123.2807,69.35"
"123.3007,69.23"
"123.3207,69.23"
"123.3407,69.2"
"123.3607,69.32"
"123.3807,69.44"
"123.4007,69.44"
"123.4207,69.38"
"123.4407,69.44"
"123.4607,69.41"
"123.4807,69.76"
"123.5017,69.76"
"123.5207,69.62"
"123.5407,69.76"
"123.5607,69.77"
"123.5807,69.95"
"123.6007,69.95"
"123.6207,69.76"
"123.6407,69.84"
"123.6607,69.87"
"123.6807,70.08"
"123.7007,69.95"
"123.7207,69.95"
"123.7407,69.95"
"123.7607,70.11"
"123.7807,70.2"
"123.8007,70.2"
"123.8207,70.08"
"123.8407,70.06"
"123.8607,70.09"
"123.8807,70.25"
"123.9007,70.25"
"123.9207,70.08"
"123.9407,70.08"
"123.9607,70.11"
"123.9807,70.25"
"124.0017,70.25"
"124.0207,70.2"
"124.0407,70.02"
"124.0607,70.34"
"124.0807,70.52"
"124.1007,70.52"
"124.1207,70.3"
"124.1407,70.33"
"124.1607,70.43"
"124.1807,70.71"
"124.2007,70.71"
"124.2207,70.55"
"124.2407,70.61"
"124.2607,70.66"
"124.2807,70.73"
"124.3007,70.73"
"124.3207,70.66"
"124.3407,70.71"
"124.3607,70.8"
"124.3807,70.98"
"124.4007,70.98"
"124.4207,70.87"
"124.4407,70.98"
"124.4607,71.06"
"124.4807,71.21"
"124.5007,71.21"
"124.5207,71.2"
"124.5407,71.31"
"124.5607,71.45"
"124.5807,71.61"
"124.6007,71.61"
"124.6207,71.45"
"124.6407,71.66"
"124.6607,71.88"
"124.6807,71.89"
"124.7007,71.89"
"124.7207,71.89"
"124.7407,72.07"
"124.7607,72.2"
"124.7807,72.3"
"124.8007,72.3"
"124.8207,72.32"
"124.8407,72.41"
"124.8607,72.57"
"124.8807,72.62"
"124.9007,72.62"
"124.9207,72.48"
"124.9407,72.49"
"124.9607,72.76"
"124.9807,72.6"
"125.0007,72.6"
"125.0207,72.62"
"125.0407,72.85"
"125.0607,72.99"
"125.0807,72.94"
"125.1007,72.94"
"125.1207,73.04"
"125.1407,73.33"
"125.1607,73.54"
"125.1807,73.52"
"125.2007,73.52"
"125.2207,73.43"
"125.2407,73.7"
"125.2607,73.63"
"125.2807,73.52"
"125.3007,73.52"
"125.3207,73.39"
"125.3407,73.63"
"125.3607,73.61"
"125.3807,73.63"
"125.4007,73.63"
"125.4207,73.7"
"125.4407,74.01"
"125.4607,74.01"
"125.4807,73.98"
"125.5017,73.98"
"125.5207,74.06"
"125.5407,74.26"
"125.5607,74.23"
"125.5807,74.19"
"125.6007,74.19"
"125.6207,74.19"
"125.6407,74.3"
"125.6607,74.26"
"125.6807,74.28"
"125.7007,74.28"
"125.7207,74.27"
"125.7407,74.42"
"125.7607,74.41"
"125.7807,74.44"
"125.8007,74.44"
"125.8207,74.52"
"125.8407,74.56"
"125.8607,74.49"
"125.8807,74.58"
"125.9007,74.58"
"125.9207,74.73"
