"time,DegOfDev"
"25.37875,10.32"
"25.39875,10.12"
"25.41875,9.86"
"25.43875,9.61"
"25.45875,9.47"
"25.47875,9.41"
"25.49875,9.45"
"25.51875,9.57"
"25.53875,9.59"
"25.55875,9.58"
"25.57875,9.52"
"25.59875,9.41"
"25.61875,9.14"
"25.63875,9.08"
"25.65875,8.96"
"25.67875,8.68"
"25.69875,8.41"
"25.71875,8.19"
"25.73875,8.08"
"25.75875,7.96"
"25.77875,7.93"
"25.79875,7.88"
"25.81875,7.86"
"25.83875,7.85"
"25.85875,7.68"
"25.87875,7.7"
"25.89875,7.61"
"25.91875,7.57"
"25.93875,7.55"
"25.95875,7.43"
"25.97875,7.3"
"25.99875,7.14"
"26.01875,6.91"
"26.03875,6.74"
"26.05875,6.68"
"26.07875,6.45"
"26.09875,6.29"
"26.11875,6.22"
"26.13875,6.07"
"26.15875,5.72"
"26.17875,5.46"
"26.19875,5.35"
"26.21875,5.2"
"26.23875,5.03"
"26.25875,4.9"
"26.27875,4.79"
"26.29875,4.68"
"26.31875,4.69"
"26.33875,4.56"
"26.35875,4.35"
"26.37875,4.17"
"26.39875,4.08"
"26.41875,3.64"
"26.43875,3.53"
"26.45875,3.31"
"26.47875,3.2"
"26.49875,3.06"
"26.51875,2.91"
"26.53875,2.81"
"26.55875,2.71"
"26.57875,2.65"
"26.59875,2.54"
"26.61875,2.42"
"26.63875,2.52"
"26.65875,2.55"
"26.67875,2.6"
"26.69875,2.43"
"26.71875,2.35"
"26.73875,2.25"
"26.75875,2.17"
"26.77875,1.92"
"26.79875,1.56"
"26.81875,1.37"
"26.83875,1.19"
"26.85875,1.15"
"26.87875,1.05"
"26.89875,1"
"26.91875,1.11"
"26.93875,1.17"
"26.95875,1.17"
"26.97875,1.17"
"26.99875,1.19"
"27.01875,1.3"
"27.03875,1.21"
"27.05875,1.26"
"27.07875,1.19"
"27.09875,1.09"
"27.11875,1.05"
"27.13875,1.07"
"27.15875,1.08"
"27.17875,0.97"
"27.19875,0.89"
"27.21875,0.84"
"27.23875,0.7"
"27.25875,0.62"
"27.27875,0.56"
"27.29875,0.5"
"27.31875,0.5"
"27.33875,0.37"
"27.35875,0.41"
"27.37875,0.22"
"27.39875,0.23"
"27.41875,0.19"
"27.43875,0.1"
"27.45875,0.02"
"27.47875,0.06"
"27.49875,0.22"
"27.51875,0.24"
"27.53875,0.29"
"27.55875,0.32"
"27.57875,0.42"
"27.59875,0.5"
"27.61875,0.5"
"27.63875,0.61"
"27.65875,0.77"
"27.67875,0.93"
"27.69875,1.14"
"27.71875,1.35"
"27.73875,1.62"
"27.75875,1.87"
"27.77875,2.12"
"27.79875,2.32"
"27.81875,2.74"
"27.83875,2.8"
"27.85875,3.05"
"27.87875,3.31"
"27.89875,3.5"
"27.91875,3.74"
"27.93875,3.95"
"27.95875,4.03"
"27.97875,4.12"
"27.99875,4.21"
"28.01875,4.34"
"28.03875,4.49"
"28.05875,4.55"
"28.07875,4.76"
"28.09875,4.88"
"28.11875,5.2"
"28.13875,5.35"
"28.15875,5.57"
"28.17875,5.7"
"28.19875,5.77"
"28.21875,5.9"
"28.23875,6.07"
"28.25875,6.22"
"28.27875,6.46"
"28.29875,6.63"
"28.31875,6.74"
"28.33875,7.02"
"28.35875,7.16"
"28.37875,7.21"
"28.39875,7.23"
"28.41875,7.23"
"28.43875,7.23"
"28.45875,7.23"
"28.47875,7.23"
"28.49875,7.36"
"28.51875,7.49"
"28.53875,7.57"
"28.55875,7.63"
"28.57875,7.85"
"28.59875,7.95"
"28.61875,8.23"
"28.63875,8.48"
"28.65875,8.71"
"28.67875,8.9"
"28.69875,9.15"
"28.71875,9.29"
"28.73875,9.54"
"28.75875,9.64"
"28.77875,9.72"
"28.79875,9.66"
"28.81875,9.71"
"28.83875,9.62"
"28.85875,9.75"
"28.87875,9.75"
"28.89875,9.85"
"28.91875,9.96"
"28.93875,9.97"
"28.95875,9.94"
"28.97875,10.02"
"28.99875,10.08"
"29.01875,9.88"
"29.03875,9.73"
"29.05875,9.87"
"29.07875,10.02"
"29.09875,10.17"
"29.11875,10.34"
"29.13875,10.51"
"29.15875,10.6"
"29.17875,10.69"
"29.19875,10.77"
"29.21875,10.63"
"29.23875,10.41"
"29.25875,10.22"
"29.27875,10.09"
"29.29875,9.89"
"29.31875,9.76"
"29.33875,9.62"
"29.35875,9.59"
"29.37875,9.59"
"29.39875,9.69"
"29.41875,9.75"
"29.43875,9.73"
"29.45875,9.63"
"29.47875,9.59"
"29.49875,9.45"
"29.51875,9.29"
"29.53875,9.24"
"29.55875,9.15"
"29.57875,8.96"
"29.59875,8.85"
"29.61875,8.73"
"29.63875,8.54"
"29.65875,8.33"
"29.67875,8.23"
"29.69875,8.13"
"29.71875,8"
"29.73875,7.72"
"29.75875,7.46"
"29.77875,7.22"
"29.79875,6.81"
"29.81875,6.4"
"29.83875,6.01"
"29.85875,5.6"
"29.87875,5.39"
"29.89875,5.19"
"29.91875,4.95"
"29.93875,4.73"
"29.95875,4.71"
"29.97875,4.58"
"29.99875,4.53"
"30.01875,4.41"
"30.03875,4.18"
"30.05875,3.89"
"30.07875,3.75"
"30.09875,3.59"
"30.11875,3.49"
"30.13875,3.3"
"30.15875,3.07"
"30.17875,3"
"30.19875,2.89"
"30.21875,2.74"
"30.23875,2.49"
"30.25875,2.23"
"30.27875,2.09"
"30.29875,1.96"
"30.31875,2.01"
"30.33875,2.06"
"30.35875,2.1"
"30.37875,2.11"
"30.39875,2.05"
"30.41875,2.02"
"30.43875,2.07"
"30.45875,1.99"
"30.47875,1.79"
"30.49875,1.56"
"30.51875,1.48"
"30.53875,1.49"
"30.55875,1.62"
"30.57875,1.67"
"30.59875,1.67"
"30.61875,1.55"
"30.63875,1.37"
"30.65875,1.06"
"30.67875,0.77"
"30.69875,0.56"
"30.71875,0.34"
"30.73875,0.27"
"30.75875,0.22"
"30.77875,0.23"
"30.79875,0.25"
"30.81875,0.25"
"30.83875,0.04"
"30.85875,0.07"
"30.87875,0.19"
"30.89875,0.36"
"30.91875,0.6"
"30.93875,0.93"
"30.95875,1.41"
"30.97875,1.86"
"30.99875,2.37"
"31.01875,2.99"
"31.03775,3.49"
"31.05775,3.86"
"31.07775,4.15"
"31.09875,4.46"
"31.11775,4.66"
"31.13875,4.71"
"31.15775,4.71"
"31.17775,4.56"
"31.19775,4.24"
"31.21775,3.95"
"31.23775,3.77"
"31.25775,3.67"
"31.27775,3.63"
"31.29775,3.69"
"31.31775,3.72"
"31.33775,3.84"
"31.35775,4.01"
"31.37875,4.18"
"31.39875,4.33"
"31.41875,4.33"
"31.43775,4.43"
"31.45775,4.63"
"31.47875,4.73"
"31.49875,4.84"
"31.51875,4.88"
"31.53875,4.97"
"31.55875,4.89"
"31.57875,4.85"
"31.59875,4.73"
"31.61875,4.62"
"31.63875,4.54"
"31.65875,4.53"
"31.67875,4.54"
"31.69875,4.67"
"31.71875,4.81"
"31.73875,4.89"
"31.75875,5.02"
"31.77875,5.13"
"31.79875,5.12"
"31.81875,4.99"
"31.83875,4.89"
"31.85875,4.77"
"31.87875,4.57"
"31.89875,4.47"
"31.91875,4.55"
"31.93875,4.63"
"31.95875,4.77"
"31.97875,4.87"
"31.99875,4.87"
"32.01875,4.87"
"32.03875,4.79"
"32.05875,4.71"
"32.07875,4.78"
"32.09875,4.8"
"32.11875,4.77"
"32.13875,4.86"
"32.15875,4.75"
"32.17875,4.6"
"32.19875,4.54"
"32.21875,4.4"
"32.23875,4.24"
"32.25875,4.3"
"32.27875,4.1"
"32.29875,4.05"
"32.31875,4.03"
"32.33875,3.9"
"32.35875,3.91"
"32.37875,3.79"
"32.39875,3.69"
"32.41875,3.5"
"32.43875,3.42"
"32.45875,3.36"
"32.47875,3.27"
"32.49875,3.2"
"32.51875,3.06"
"32.53875,2.97"
"32.55875,2.93"
"32.57875,2.86"
"32.59875,2.89"
"32.61875,2.71"
"32.63875,2.67"
"32.65875,2.51"
"32.67875,2.37"
"32.69875,2.36"
"32.71875,2.38"
"32.73875,2.5"
"32.75875,2.6"
"32.77875,2.64"
"32.79875,2.73"
"32.81875,2.74"
"32.83875,2.69"
"32.85875,2.78"
"32.87875,2.74"
"32.89875,2.64"
"32.91875,2.52"
"32.93875,2.28"
"32.95875,2.13"
"32.97875,1.87"
"32.99875,1.85"
"33.01875,1.79"
"33.03875,1.55"
"33.05875,1.37"
"33.07875,1.21"
"33.09875,1.17"
"33.11875,1.17"
"33.13875,1.3"
"33.15875,1.45"
"33.17875,1.49"
"33.19875,1.5"
"33.21875,1.45"
"33.23875,1.38"
"33.25875,1.21"
"33.27875,1.14"
"33.29875,1.02"
"33.31875,1.12"
"33.33875,0.94"
"33.35875,0.97"
"33.37875,0.88"
"33.39875,0.81"
"33.41775,0.73"
"33.43875,0.6"
"33.45775,0.51"
"33.47775,0.45"
"33.49875,0.46"
"33.51875,0.34"
"33.53875,0.27"
"33.55875,0.29"
"33.57775,0.32"
"33.59775,0.23"
"33.61775,0.15"
"33.63875,0.09"
"33.65875,0.26"
"33.67875,0.44"
"33.69775,0.38"
"33.71875,0.23"
"33.73775,0.12"
"33.75775,0"
"33.77775,0.08"
"33.79875,0.02"
"33.81875,0"
"33.83875,0.07"
"33.85775,0.13"
"33.87775,0.29"
"33.89775,0.51"
"33.91775,0.75"
"33.93775,0.97"
"33.95775,1.16"
"33.97775,1.25"
"33.99775,1.39"
"34.01775,1.51"
"34.03875,1.65"
"34.05775,1.71"
"34.07775,1.83"
"34.09775,1.88"
"34.11775,1.89"
"34.13775,1.84"
"34.15775,2.03"
"34.17775,2.01"
"34.19775,1.88"
"34.21775,2.03"
"34.23775,2.17"
"34.25775,2.34"
"34.27775,2.54"
"34.29775,2.83"
"34.31775,3.15"
"34.33775,3.46"
"34.35775,3.86"
"34.37775,4.02"
"34.39775,4.14"
"34.41775,4.32"
"34.43775,4.49"
"34.45775,4.73"
"34.47775,4.94"
"34.49775,5.18"
"34.51775,5.42"
"34.53775,5.71"
"34.55775,6.1"
"34.57775,6.35"
"34.59775,6.65"
"34.61775,6.97"
"34.63775,7.37"
"34.65775,7.71"
"34.67775,8.07"
"34.69775,8.4"
"34.71775,8.7"
"34.73775,9.15"
"34.75775,9.51"
"34.77775,9.72"
"34.79775,9.96"
"34.81775,10.26"
"34.83775,10.42"
"34.85775,10.61"
"34.87775,10.9"
"34.89775,11.1"
"34.91775,11.56"
"34.93875,11.83"
"34.95775,12.15"
"34.97775,12.44"
"34.99775,12.85"
"35.01775,13.1"
"35.03775,13.45"
"35.05775,13.79"
"35.07875,14.07"
"35.09875,14.29"
"35.11875,14.69"
"35.13775,14.95"
"35.15875,15.23"
"35.17875,15.54"
"35.19875,15.9"
"35.21775,16.18"
"35.23875,16.51"
"35.25775,17.01"
"35.27775,17.39"
"35.29875,17.73"
"35.31875,18.09"
"35.33875,18.32"
"35.35875,18.74"
"35.37875,19.07"
"35.39875,19.41"
"35.41875,19.91"
"35.43875,20.21"
"35.45875,20.53"
"35.47875,20.88"
"35.49875,21.37"
"35.51875,21.69"
"35.53875,22.11"
"35.55875,22.51"
"35.57875,22.85"
"35.59875,23.07"
"35.61875,23.36"
"35.63875,23.52"
"35.65875,23.74"
"35.67875,23.87"
"35.69875,23.96"
"35.71875,24.16"
"35.73875,24.33"
"35.75875,24.57"
"35.77875,24.71"
"35.79875,24.85"
"35.81875,25.05"
"35.83875,25.05"
"35.85875,25.16"
"35.87875,25.31"
"35.89875,25.42"
"35.91875,25.56"
"35.93875,25.64"
"35.95875,25.75"
"35.97875,25.75"
"35.99875,25.84"
"36.01875,25.91"
"36.03875,25.85"
"36.05875,26"
"36.07875,25.9"
"36.09875,25.91"
"36.11875,26.05"
"36.13875,26.18"
"36.15875,26.42"
"36.17875,26.51"
"36.19875,26.56"
"36.21875,26.62"
"36.23875,26.56"
"36.25875,26.4"
"36.27875,26.13"
"36.29875,25.88"
"36.31875,25.28"
"36.33875,24.64"
"36.35875,24.36"
"36.37875,24.03"
"36.39875,23.75"
"36.41875,23.55"
"36.43875,23.43"
"36.45875,23.21"
"36.47875,22.99"
"36.49875,22.85"
"36.51875,22.82"
"36.53875,22.74"
"36.55875,22.67"
"36.57875,22.54"
"36.59875,22.46"
"36.61875,22.27"
"36.63875,22.04"
"36.65875,21.79"
"36.67875,21.49"
"36.69875,21.26"
"36.71875,21.17"
"36.73875,21.06"
"36.75875,20.94"
"36.77875,20.78"
"36.79875,20.7"
"36.81875,20.73"
"36.83875,20.98"
"36.85875,21.2"
"36.87875,21.29"
"36.89875,21.36"
"36.91875,21.49"
"36.93775,21.67"
"36.95775,21.64"
"36.97775,21.52"
"36.99775,21.48"
"37.01775,21.31"
"37.03775,21.1"
"37.05775,20.89"
"37.07775,20.82"
"37.09775,20.71"
"37.11775,20.59"
"37.13775,20.53"
"37.15775,20.41"
"37.17775,20.29"
"37.19775,20.25"
"37.21775,20.19"
"37.23875,20.06"
"37.25875,20.01"
"37.27875,19.93"
"37.29875,20.01"
"37.31775,19.84"
"37.33775,19.86"
"37.35775,19.75"
"37.37775,19.65"
"37.39875,19.48"
"37.41875,19.28"
"37.43875,19.12"
"37.45875,18.84"
"37.47875,18.6"
"37.49875,18.23"
"37.51875,17.99"
"37.53875,17.72"
"37.55875,17.42"
"37.57875,17.18"
"37.59875,17.02"
"37.61875,16.79"
"37.63875,16.56"
"37.65875,16.34"
"37.67875,16.1"
"37.69875,15.93"
"37.71875,15.71"
"37.73875,15.54"
"37.75875,15.31"
"37.77875,15"
"37.79875,14.66"
"37.81875,14.38"
"37.83875,14.01"
"37.85875,13.62"
"37.87875,13.36"
"37.89875,13.05"
"37.91875,12.73"
"37.93875,12.3"
"37.95875,11.96"
"37.97875,11.56"
"37.99875,11.22"
"38.01875,10.86"
"38.03875,10.47"
"38.05875,10.1"
"38.07875,9.66"
"38.09875,9.32"
"38.11875,8.98"
"38.13875,8.67"
"38.15875,8.45"
"38.17875,8.09"
"38.19875,7.79"
"38.21875,7.46"
"38.23875,7.13"
"38.25875,6.72"
"38.27875,6.36"
"38.29875,6.05"
"38.31875,5.68"
"38.33875,5.23"
"38.35875,5"
"38.37875,4.72"
"38.39875,4.38"
"38.41875,4.1"
"38.43875,3.9"
"38.45875,3.57"
"38.47875,3.27"
"38.49875,3.05"
"38.51875,2.78"
"38.53875,2.49"
"38.55875,2.21"
"38.57875,2.03"
"38.59875,1.87"
"38.61875,1.57"
"38.63875,1.4"
"38.65875,1.21"
"38.67875,0.97"
"38.69875,0.81"
"38.71875,0.73"
"38.73875,0.61"
"38.75875,0.43"
"38.77875,0.34"
"38.79875,0.33"
"38.81875,0.21"
"38.83875,0.18"
"38.85875,0.16"
"38.87875,0.12"
"38.89875,0.01"
"38.91875,0.09"
"38.93875,0.12"
"38.95875,0.02"
"38.97875,0"
"38.99875,0"
"39.01875,0.03"
"39.03875,0.02"
"39.05875,0.09"
"39.07875,0.13"
"39.09875,0.08"
"39.11875,0.02"
"39.13875,0.06"
"39.15875,0"
"39.17875,0.05"
"39.19875,0.09"
"39.21875,0.12"
"39.23875,0.01"
"39.25875,0"
"39.27875,0.07"
"39.29875,0.04"
"39.31875,0.04"
"39.33875,0.12"
"39.35875,0.16"
"39.37875,0.16"
"39.39875,0.16"
"39.41875,0.15"
"39.43875,0.06"
"39.45875,0.03"
"39.47875,0.06"
"39.49875,0.16"
"39.51875,0.18"
"39.53875,0.18"
"39.55875,0.16"
"39.57875,0.14"
"39.59875,0.14"
"39.61875,0.09"
"39.63875,0.01"
"39.65875,0.05"
"39.67875,0.21"
"39.69875,0.32"
"39.71875,0.31"
"39.73875,0.31"
"39.75875,0.21"
"39.77875,0.16"
"39.79875,0.16"
"39.81875,0.16"
"39.83875,0.16"
"39.85875,0.18"
"39.87875,0.28"
"39.89875,0.31"
"39.91875,0.33"
"39.93875,0.33"
"39.95875,0.3"
"39.97875,0.3"
"39.99875,0.27"
"40.01875,0.27"
"40.03875,0.3"
"40.05875,0.31"
"40.07875,0.29"
"40.09875,0.29"
"40.11875,0.31"
"40.13875,0.35"
"40.15875,0.32"
"40.17875,0.29"
"40.19875,0.27"
"40.21875,0.21"
"40.23875,0.3"
"40.25875,0.19"
"40.27875,0.19"
"40.29775,0.13"
"40.31775,0.12"
"40.33775,0.19"
"40.35775,0.18"
"40.37775,0.16"
"40.39775,0.25"
"40.41775,0.3"
"40.43775,0.33"
"40.45875,0.33"
"40.47875,0.24"
"40.49875,0.3"
"40.51875,0.24"
"40.53775,0.27"
"40.55875,0.21"
"40.57875,0.3"
"40.59775,0.31"
"40.61875,0.38"
"40.63875,0.37"
"40.65875,0.36"
"40.67875,0.37"
"40.69875,0.48"
"40.71875,0.5"
"40.73875,0.59"
"40.75875,0.6"
"40.77875,0.65"
"40.79875,0.67"
"40.81875,0.6"
"40.83875,0.63"
"40.85875,0.54"
"40.87875,0.46"
"40.89875,0.52"
"40.91875,0.5"
"40.93875,0.5"
"40.95875,0.52"
"40.97875,0.62"
"40.99875,0.67"
"41.01875,0.67"
"41.03875,0.64"
"41.05875,0.65"
"41.07875,0.66"
"41.09875,0.59"
"41.11875,0.65"
"41.13875,0.66"
"41.15875,0.62"
"41.17875,0.66"
"41.19875,0.62"
"41.21875,0.65"
"41.23875,0.61"
"41.25875,0.66"
"41.27875,0.67"
"41.29875,0.52"
"41.31875,0.53"
"41.33875,0.53"
"41.35875,0.5"
"41.37875,0.5"
"41.39875,0.59"
"41.41875,0.66"
"41.43875,0.64"
"41.45875,0.65"
"41.47875,0.75"
"41.49875,0.71"
"41.51875,0.71"
"41.53875,0.83"
"41.55875,0.88"
"41.57875,0.99"
"41.59875,1.15"
"41.61875,1.17"
"41.63875,1.17"
"41.65875,1.17"
"41.67875,1.13"
"41.69875,1.17"
"41.71875,1.17"
"41.73875,1.17"
"41.75875,1.18"
"41.77875,1.07"
"41.79875,1.05"
"41.81875,1.06"
"41.83875,1"
"41.85875,1.07"
"41.87875,1.08"
"41.89875,1.13"
"41.91875,1.07"
"41.93875,1.16"
"41.95875,1.15"
"41.97875,1.14"
"41.99875,1.16"
"42.01875,1.17"
"42.03875,1.17"
"42.05875,1.17"
"42.07875,1.16"
"42.09875,1.03"
"42.11875,1.05"
"42.13875,1.08"
"42.15875,1.07"
"42.17875,1.05"
"42.19875,1.09"
"42.21875,0.94"
"42.23875,0.84"
"42.25875,0.83"
"42.27875,0.83"
"42.29875,0.83"
"42.31875,0.85"
"42.33875,0.98"
"42.35875,0.9"
"42.37875,0.97"
"42.39875,0.91"
"42.41875,0.97"
"42.43875,0.91"
"42.45875,0.89"
"42.47875,0.86"
"42.49875,0.86"
"42.51875,0.87"
"42.53875,0.8"
"42.55875,0.82"
"42.57875,0.85"
"42.59875,0.83"
"42.61875,0.85"
"42.63875,0.86"
"42.65875,0.83"
"42.67775,0.82"
"42.69875,0.83"
"42.71875,0.83"
"42.73875,0.83"
"42.75875,0.83"
"42.77875,0.83"
"42.79875,0.83"
"42.81875,0.83"
"42.83875,0.83"
"42.85875,0.93"
"42.87875,1"
"42.89875,0.88"
"42.91775,0.83"
"42.93875,0.81"
"42.95775,0.75"
"42.97775,0.76"
"42.99775,0.68"
"43.01775,0.78"
"43.03775,0.76"
"43.05775,0.83"
"43.07775,0.74"
"43.09775,0.77"
"43.11775,0.83"
"43.13775,0.83"
"43.15775,0.88"
"43.17775,0.97"
"43.19775,0.78"
"43.21775,0.73"
"43.23775,0.69"
"43.25775,0.81"
"43.27775,1.06"
"43.29775,1.18"
"43.31775,0.72"
"43.33775,0.61"
"43.35775,0.61"
"43.37775,0.75"
"43.39775,0.84"
"43.41775,0.83"
"43.43775,0.88"
"43.45775,1.05"
"43.47775,0.89"
"43.49775,0.68"
"43.51775,0.71"
"43.53775,0.66"
"43.55775,0.65"
"43.57875,0.64"
"43.59775,0.66"
"43.61775,0.77"
"43.63775,0.84"
"43.65875,0.83"
"43.67875,0.81"
"43.69875,0.74"
"43.71875,0.75"
"43.73875,0.7"
"43.75775,0.67"
"43.77875,0.67"
"43.79775,0.77"
"43.81875,0.83"
"43.83775,0.83"
"43.85775,0.76"
"43.87875,0.69"
"43.89875,0.7"
"43.91875,0.67"
"43.93875,0.65"
"43.95875,0.65"
"43.97875,0.55"
"43.99775,0.5"
"44.01775,0.5"
"44.03775,0.5"
"44.05775,0.5"
"44.07775,0.5"
"44.09775,0.5"
"44.11775,0.5"
"44.13875,0.52"
"44.15775,0.54"
"44.17775,0.63"
"44.19775,0.67"
"44.21775,0.67"
"44.23775,0.67"
"44.25775,0.67"
"44.27775,0.78"
"44.29775,0.79"
"44.31775,0.83"
"44.33775,0.79"
"44.35775,0.79"
"44.37775,0.77"
"44.39775,0.73"
"44.41775,0.81"
"44.43775,0.81"
"44.45775,0.78"
"44.47775,0.69"
"44.49775,0.7"
"44.51775,0.77"
"44.53775,0.77"
"44.55775,0.83"
"44.57775,0.83"
"44.59775,0.89"
"44.61775,1"
"44.63775,1"
"44.65775,1.04"
"44.67775,1.15"
"44.69775,1.17"
"44.71775,1.31"
"44.73775,1.34"
"44.75775,1.36"
"44.77775,1.48"
"44.79775,1.54"
"44.81775,1.52"
"44.83775,1.51"
"44.85775,1.52"
"44.87775,1.53"
"44.89775,1.51"
"44.91775,1.51"
"44.93775,1.42"
"44.95775,1.35"
"44.97775,1.32"
"44.99775,1.28"
"45.01775,1.33"
"45.03775,1.36"
"45.05775,1.34"
"45.07775,1.34"
"45.09775,1.23"
"45.11775,1.17"
"45.13775,1.17"
"45.15775,1.28"
"45.17775,1.34"
"45.19775,1.34"
"45.21775,1.34"
"45.23775,1.41"
"45.25775,1.4"
"45.27775,1.46"
"45.29775,1.49"
"45.31775,1.48"
"45.33775,1.4"
"45.35775,1.38"
"45.37775,1.34"
"45.39775,1.34"
"45.41775,1.41"
"45.43775,1.36"
"45.45775,1.27"
"45.47775,1.21"
"45.49775,1.11"
"45.51775,1.07"
"45.53775,1.01"
"45.55775,1"
"45.57775,0.93"
"45.59775,0.92"
"45.61775,0.85"
"45.63775,0.92"
"45.65775,0.84"
"45.67775,0.8"
"45.69775,0.59"
"45.71775,0.65"
"45.73775,0.67"
"45.75775,0.65"
"45.77775,0.67"
"45.79775,0.67"
"45.81775,0.52"
"45.83775,0.5"
"45.85775,0.5"
"45.87775,0.37"
"45.89775,0.33"
"45.91775,0.33"
"45.93775,0.2"
"45.95775,0.28"
"45.97775,0.28"
"45.99775,0.3"
"46.01775,0.32"
"46.03775,0.31"
"46.05775,0.24"
"46.07775,0.3"
"46.09775,0.38"
"46.11775,0.35"
"46.13775,0.33"
"46.15775,0.33"
"46.17775,0.27"
"46.19775,0.3"
"46.21775,0.33"
"46.23775,0.33"
"46.25775,0.34"
"46.27775,0.45"
"46.29775,0.42"
"46.31775,0.34"
"46.33775,0.33"
"46.35775,0.33"
"46.37775,0.33"
"46.39775,0.38"
"46.41775,0.34"
"46.43775,0.33"
"46.45775,0.38"
"46.47775,0.39"
"46.49775,0.38"
"46.51775,0.33"
"46.53775,0.32"
"46.55775,0.35"
"46.57775,0.39"
"46.59775,0.38"
"46.61775,0.48"
"46.63775,0.5"
"46.65775,0.52"
"46.67775,0.53"
"46.69775,0.53"
"46.71775,0.61"
"46.73775,0.68"
"46.75775,0.66"
"46.77775,0.66"
"46.79775,0.6"
"46.81775,0.65"
"46.83775,0.57"
"46.85775,0.65"
"46.87775,0.67"
"46.89775,0.66"
"46.91775,0.67"
"46.93775,0.69"
"46.95775,0.73"
"46.97775,0.8"
"46.99775,0.88"
"47.01775,0.88"
"47.03775,0.72"
"47.05775,0.68"
"47.07775,0.7"
"47.09775,0.81"
"47.11775,0.84"
"47.13775,0.75"
"47.15775,0.75"
"47.17775,0.77"
"47.19775,0.69"
"47.21775,0.69"
"47.23775,0.8"
"47.25775,0.75"
"47.27775,0.75"
"47.29775,0.83"
"47.31775,0.72"
"47.33775,0.84"
"47.35775,0.92"
"47.37775,0.86"
"47.39775,0.83"
"47.41775,0.83"
"47.43775,0.82"
"47.45875,0.73"
"47.47775,0.78"
"47.49875,0.83"
"47.51775,0.78"
"47.53775,0.83"
"47.55775,0.83"
"47.57775,0.83"
"47.59775,0.87"
"47.61775,0.85"
"47.63775,0.83"
"47.65875,0.89"
"47.67875,0.96"
"47.69875,1"
"47.71875,1.09"
"47.73875,1.09"
"47.75775,1.11"
"47.77875,1.02"
"47.79875,0.97"
"47.81875,1"
"47.83875,1.01"
"47.85875,1.06"
"47.87875,1"
"47.89875,0.89"
"47.91875,0.83"
"47.93875,0.83"
"47.95875,0.83"
"47.97875,0.83"
"47.99875,0.72"
"48.01775,0.79"
"48.03775,0.78"
"48.05775,0.67"
"48.07775,0.78"
"48.09775,0.86"
"48.11775,0.74"
"48.13775,0.67"
"48.15775,0.71"
"48.17775,0.79"
"48.19775,0.69"
"48.21775,0.75"
"48.23775,0.76"
"48.25775,0.75"
"48.27775,0.82"
"48.29775,0.83"
"48.31775,0.83"
"48.33775,0.83"
"48.35775,0.78"
"48.37775,0.83"
"48.39775,0.83"
"48.41775,0.85"
"48.43775,0.89"
"48.45775,0.86"
"48.47775,0.97"
"48.49775,0.86"
"48.51775,0.83"
"48.53775,0.77"
"48.55775,0.71"
"48.57775,0.67"
"48.59775,0.81"
"48.61775,0.81"
"48.63775,0.68"
"48.65775,0.7"
"48.67775,0.68"
"48.69775,0.73"
"48.71775,0.75"
"48.73775,0.79"
"48.75775,0.71"
"48.77775,0.79"
"48.79775,0.68"
"48.81775,0.7"
"48.83775,0.67"
"48.85775,0.78"
"48.87775,0.82"
"48.89775,0.83"
"48.91775,0.83"
"48.93775,0.82"
"48.95775,0.83"
"48.97775,0.83"
"48.99775,0.8"
"49.01775,0.78"
"49.03775,0.76"
"49.05775,0.83"
"49.07775,0.83"
"49.09775,0.83"
"49.11775,0.83"
"49.13775,0.82"
"49.15775,0.81"
"49.17775,0.81"
"49.19775,0.76"
"49.21775,0.83"
"49.23775,0.97"
"49.25775,0.89"
"49.27775,0.91"
"49.29775,0.93"
"49.31775,1"
"49.33775,0.93"
"49.35775,0.91"
"49.37775,0.89"
"49.39775,0.79"
"49.41775,0.79"
"49.43775,0.73"
"49.45775,0.67"
"49.47775,0.69"
"49.49775,0.82"
"49.51775,0.78"
"49.53775,0.7"
"49.55775,0.67"
"49.57775,0.61"
"49.59775,0.66"
"49.61775,0.81"
"49.63775,0.88"
"49.65775,0.83"
"49.67775,0.83"
"49.69775,0.83"
"49.71775,0.83"
"49.73775,0.85"
"49.75775,0.93"
"49.77775,0.85"
"49.79775,0.94"
"49.81775,0.98"
"49.83775,0.97"
"49.85775,0.93"
"49.87775,0.98"
"49.89775,0.87"
"49.91775,0.79"
"49.93775,0.91"
"49.95775,0.99"
"49.97775,1"
"49.99775,0.97"
"50.01775,1"
"50.03775,0.91"
"50.05775,0.83"
"50.07775,0.83"
"50.09775,0.81"
"50.11775,0.83"
"50.13775,0.95"
"50.15775,0.93"
"50.17775,0.96"
"50.19775,0.81"
"50.21775,0.82"
"50.23775,0.7"
"50.25875,0.72"
"50.27775,0.82"
"50.29875,0.83"
"50.31775,0.91"
"50.33775,0.93"
"50.35775,0.89"
"50.37775,0.83"
"50.39775,0.85"
"50.41875,0.8"
"50.43775,0.75"
"50.45775,0.83"
"50.47875,0.83"
"50.49775,0.93"
"50.51775,1"
"50.53775,0.99"
"50.55775,0.95"
"50.57775,0.95"
"50.59775,0.88"
"50.61775,0.84"
"50.63775,0.84"
"50.65775,0.95"
"50.67775,1"
"50.69775,1"
"50.71775,0.88"
"50.73775,0.85"
"50.75775,0.83"
"50.77775,0.83"
"50.79775,0.83"
"50.81775,0.83"
"50.83775,0.83"
"50.85775,0.83"
"50.87775,0.83"
