time,WheelSpd
3.178437,224.875
3.188437,239.925
3.198437,224.875
3.208437,239.925
3.218437,239.925
3.228437,239.925
3.238437,224.875
3.248437,239.925
3.258437,224.875
3.268437,239.925
3.278438,224.875
3.288438,210
3.299438,224.875
3.309438,210
3.319438,210
3.329437,210
3.339437,210
3.349437,179.9
3.359437,179.9
3.369437,164.85
3.379437,179.9
3.389437,164.85
3.399437,149.975
3.409437,149.975
3.419437,149.975
3.429437,134.925
3.439437,134.925
3.449438,149.975
3.459438,134.925
3.469438,134.925
3.479438,119.875
3.489438,134.925
3.499438,134.925
3.509438,119.875
3.519438,119.875
3.529438,105
3.539438,119.875
3.549438,105
3.559438,119.875
3.569438,105
3.579437,119.875
3.589437,105
3.599437,105
3.609437,119.875
3.619437,105
3.629437,119.875
3.639437,105
3.649437,119.875
3.659437,119.875
3.669437,134.925
3.679437,119.875
3.689437,134.925
3.700438,134.925
3.710438,134.925
3.720438,149.975
3.730438,149.975
3.740438,149.975
3.750437,149.975
3.760437,149.975
3.770437,149.975
3.780437,149.975
3.790437,149.975
3.800437,149.975
3.810437,134.925
3.820437,134.925
3.830437,134.925
3.840437,134.925
3.850437,134.925
3.860437,119.875
3.870437,119.875
3.880438,119.875
3.890438,119.875
3.900438,105
3.910438,119.875
3.920438,105
3.930438,89.95
3.940438,89.95
3.950438,74.9
3.960438,89.95
3.970438,74.9
3.980438,59.85
3.990438,59.85
4.000438,59.85
4.010437,59.85
4.020438,59.85
4.030437,59.85
4.040438,59.85
4.051437,59.85
4.061438,44.975
4.070437,44.975
4.080438,44.975
4.091437,44.975
4.101438,44.975
4.111437,29.925
4.121438,29.925
4.131437,29.925
4.141438,14.875
4.151437,14.875
4.161438,14.875
4.171437,14.875
4.181437,14.875
4.191438,0
4.201437,0
4.211438,0
4.221437,0
4.231438,0
4.241437,0
4.251438,0
4.261437,0
4.271438,0
4.281437,0
4.291438,0
4.301437,0
4.311438,0
4.321437,14.875
4.331438,14.875
4.341437,14.875
4.351438,14.875
4.361437,14.875
4.371438,14.875
4.381437,29.925
4.391438,29.925
4.401437,29.925
4.411438,29.925
4.421437,14.875
4.431437,14.875
4.441438,14.875
4.451437,14.875
4.461438,14.875
4.472437,14.875
4.482438,0
4.492437,0
4.502438,0
4.512437,0
4.522438,0
4.532437,0
4.542438,0
4.552437,0
4.562438,0
4.572437,0
4.582438,0
4.592437,0
4.602437,0
4.612438,0
4.622437,0
4.632438,0
4.642437,0
4.652438,0
4.662437,0
4.672438,0
4.682437,0
4.692438,0
4.702437,0
4.712438,0
4.722437,0
4.732438,0
4.742437,0
4.752438,0
4.762437,0
4.772438,0
4.782437,0
4.792438,0
4.802437,0
4.812438,0
4.823438,0
4.832438,0
4.842437,0
4.852437,0
4.863438,0
4.873437,0
4.883438,0
4.893437,0
4.903438,14.875
4.913437,14.875
4.923438,14.875
4.933437,14.875
4.943438,14.875
4.953437,14.875
4.963438,14.875
4.973437,14.875
4.983438,14.875
4.993437,14.875
5.003438,0
5.013437,0
5.023438,0
5.033438,0
5.043437,0
5.053438,0
5.063437,0
5.073438,0
5.083437,0
5.093438,0
5.103437,0
5.113438,0
5.123437,0
5.133438,0
5.143437,0
5.153438,0
5.164437,0
5.173438,0
5.184437,0
5.193438,0
5.204438,0
5.214437,0
5.224438,0
5.234437,0
5.244438,0
5.254437,0
5.264438,0
5.274437,0
5.284438,0
5.294437,0
5.304438,0
5.314437,0
5.324438,0
5.334437,0
5.344438,0
5.354437,0
5.364438,0
5.374437,0
5.384438,0
5.394437,0
5.404438,0
5.414437,0
5.424438,0
5.434437,0
5.444438,0
5.454438,0
5.464437,0
5.474438,0
5.484437,0
5.494438,0
5.504437,0
5.514438,0
5.524437,0
5.534438,0
5.544437,0
5.554438,0
5.564437,0
5.575438,0
5.584437,0
5.595438,0
5.604437,0
5.614438,0
5.624437,0
5.635437,0
5.645438,0
5.655437,0
5.665438,0
5.675437,0
5.685438,0
5.695437,0
5.705438,0
5.715437,0
5.725438,0
5.735437,0
5.745438,0
5.755437,0
5.765438,0
5.775437,0
5.785438,0
5.795437,0
5.805438,0
5.815437,0
5.825438,0
5.835437,0
5.845438,0
5.855437,0
5.865438,0
5.875438,0
5.885437,0
5.895438,0
5.905437,0
5.915438,0
5.925437,0
5.935438,0
5.945437,0
5.955438,0
5.965437,0
5.975438,0
5.985437,0
5.995438,0
6.005437,0
6.015438,0
6.026437,0
6.036438,0
6.046437,0
6.056437,0
6.066438,0
6.076437,0
6.086438,0
6.096437,0
6.106438,0
6.116437,0
6.126438,0
6.136437,0
6.146438,0
6.156437,0
6.166438,0
6.176437,0
6.186438,0
6.196437,14.875
6.206438,14.875
6.216437,14.875
6.226438,14.875
6.236437,14.875
6.246438,14.875
6.256437,14.875
6.266438,14.875
6.276437,14.875
6.286438,14.875
6.296437,0
6.306437,0
6.316438,0
6.326437,0
6.336438,14.875
6.346437,14.875
6.356438,14.875
6.366437,14.875
6.377438,14.875
6.386437,14.875
6.397438,14.875
6.406437,14.875
6.417438,14.875
6.427437,14.875
6.437438,0
6.447437,0
6.457438,0
6.467437,14.875
6.477437,14.875
6.487438,14.875
6.497437,14.875
6.507438,14.875
6.517437,14.875
6.527438,14.875
6.537437,29.925
6.547438,29.925
6.557437,29.925
6.567438,14.875
6.577437,14.875
6.587438,14.875
6.597437,14.875
6.607438,14.875
6.617437,14.875
6.627438,14.875
6.637437,0
6.647438,0
6.657437,0
6.667438,0
6.677437,0
6.687438,0
6.697437,0
6.707438,0
6.717437,0
6.727437,0
6.737438,0
6.747437,0
6.757438,0
6.767437,0
6.777438,0
6.787437,14.875
6.797438,14.875
6.808437,14.875
6.818438,14.875
6.828437,14.875
6.838438,14.875
6.848437,14.875
6.858438,14.875
6.868437,14.875
6.878438,14.875
6.888437,0
6.898438,14.875
6.908438,14.875
6.918437,14.875
6.928438,14.875
6.938437,14.875
6.948438,14.875
6.958437,14.875
6.968438,14.875
6.978437,29.925
6.988438,29.925
6.998437,14.875
7.008438,14.875
7.018437,14.875
7.028438,14.875
7.038437,29.925
7.048438,29.925
7.058437,44.975
7.068438,44.975
7.078437,29.925
7.088438,44.975
7.098437,44.975
7.108438,59.85
7.118437,74.9
7.128438,74.9
7.138437,74.9
7.148438,74.9
7.158438,74.9
7.168437,74.9
7.178438,89.95
7.188437,89.95
7.199438,105
7.209437,105
7.219438,105
7.229437,105
7.239438,119.875
7.249437,134.925
7.259438,134.925
7.269437,134.925
7.279438,134.925
7.289437,149.975
7.299438,149.975
7.309437,149.975
7.319438,164.85
7.329438,179.9
7.339437,164.85
7.349438,164.85
7.359437,179.9
7.369438,194.95
7.379437,210
7.389438,210
7.399437,210
7.409438,224.875
7.419437,224.875
7.429438,224.875
7.439437,239.925
7.449438,254.975
7.459437,254.975
7.469438,269.85
7.479437,254.975
7.489438,254.975
7.499437,269.85
7.509438,269.85
7.519437,254.975
7.529438,269.85
7.539437,269.85
7.549438,269.85
7.559437,269.85
7.569438,254.975
7.579438,269.85
7.590437,254.975
7.600438,254.975
7.610437,254.975
7.620438,254.975
7.630437,239.925
7.640438,239.925
7.650437,224.875
7.660438,210
7.670437,224.875
7.680438,210
7.690437,210
7.700438,210
7.710437,194.95
7.720438,194.95
7.730437,194.95
7.740438,179.9
7.750438,194.95
7.760437,179.9
7.770438,164.85
7.780437,164.85
7.790438,179.9
7.800437,164.85
7.810438,164.85
7.820437,149.975
7.830438,149.975
7.840437,164.85
7.850438,149.975
7.860437,164.85
7.870438,164.85
7.880437,179.9
7.890438,164.85
7.900437,164.85
7.910438,179.9
7.921437,194.95
7.930438,210
7.940437,194.95
7.950438,194.95
7.961438,210
7.971437,224.875
7.981438,210
7.991437,224.875
8.001437,239.925
8.011437,224.875
8.021438,239.925
8.031438,224.875
8.041437,239.925
8.051437,239.925
8.061438,239.925
8.071438,224.875
8.081437,239.925
8.091437,224.875
8.101438,224.875
8.111438,224.875
8.121437,224.875
8.131437,239.925
8.141438,224.875
8.151438,224.875
8.161437,224.875
8.171437,239.925
8.181437,239.925
8.191438,239.925
8.201438,239.925
8.211437,239.925
8.221437,239.925
8.231438,224.875
8.241438,239.925
8.251437,239.925
8.261437,224.875
8.271438,210
8.281438,210
8.291437,210
8.301437,194.95
8.311438,194.95
8.321438,179.9
8.331437,179.9
8.341437,164.85
8.351438,164.85
8.361438,164.85
8.372437,164.85
8.382438,134.925
8.392438,134.925
8.402437,134.925
8.412437,119.875
8.422438,119.875
8.432438,119.875
8.442437,105
8.452437,89.95
8.462438,89.95
8.472438,74.9
8.482437,74.9
8.492437,59.85
8.502438,59.85
8.512438,59.85
8.522437,44.975
8.532437,29.925
8.542438,29.925
8.552438,29.925
8.562437,14.875
8.572437,29.925
8.582438,29.925
8.592438,29.925
8.602438,14.875
8.612437,14.875
8.622437,29.925
8.632438,29.925
8.642438,44.975
8.652437,44.975
8.662437,44.975
8.672438,29.925
8.682438,44.975
8.692437,44.975
8.702437,44.975
8.712438,59.85
8.722438,44.975
8.732437,44.975
8.742437,44.975
8.753437,44.975
8.763437,59.85
8.773438,59.85
8.783438,44.975
8.793438,44.975
8.803437,59.85
8.813437,44.975
8.823438,44.975
8.833438,44.975
8.843437,29.925
8.853437,29.925
8.863438,29.925
8.873438,29.925
8.883437,29.925
8.893437,29.925
8.903438,14.875
8.913438,14.875
8.923437,14.875
8.933437,14.875
8.943438,14.875
8.953438,14.875
8.963437,0
8.973437,0
8.983438,0
8.993438,0
9.003437,0
9.013437,0
9.023438,0
9.033438,0
9.043438,0
9.053437,0
9.063437,0
9.073438,0
9.084437,0
9.094438,0
9.103437,0
9.114437,0
9.124437,0
9.134438,0
9.144438,0
9.154437,0
9.164437,0
9.174438,0
9.184438,0
9.194437,0
9.204437,0
9.214437,0
9.224438,0
9.234438,0
9.244437,0
9.254437,0
9.264438,0
9.274438,0
9.284437,0
9.294437,0
9.304438,0
9.314438,0
9.324437,0
9.334437,0
9.344438,0
9.354438,-14.875
9.364437,-14.875
9.374437,-14.875
9.384438,-14.875
9.394438,-29.925
9.404437,-29.925
9.414437,-29.925
9.424438,-44.975
9.434438,-44.975
9.444437,-44.975
9.454437,-44.975
9.464437,-44.975
9.475437,-44.975
9.484438,-44.975
9.495438,-44.975
9.504437,-44.975
9.515437,-59.85
9.524438,-44.975
9.535438,-59.85
9.545438,-59.85
9.555437,-59.85
9.565437,-74.9
9.575438,-74.9
9.585438,-89.95
9.595437,-89.95
9.605437,-105
9.615438,-105
9.625438,-119.875
9.635438,-119.875
9.645437,-134.925
9.655437,-134.925
9.665438,-134.925
9.675438,-149.975
9.685437,-164.85
9.695437,-164.85
9.705438,-164.85
9.715438,-179.9
9.725437,-179.9
9.735437,-179.9
9.745438,-194.95
9.755438,-194.95
9.765437,-210
9.775437,-224.875
9.785438,-210
9.795438,-224.875
9.805437,-239.925
9.815437,-224.875
9.825438,-239.925
9.835438,-254.975
9.845437,-254.975
9.855437,-269.85
9.865438,-254.975
9.875438,-254.975
9.885438,-269.85
9.895437,-269.85
9.905437,-254.975
9.915438,-269.85
9.926437,-269.85
9.936438,-269.85
9.946438,-269.85
9.956437,-254.975
9.966437,-269.85
9.976438,-269.85
9.986438,-254.975
9.996437,-254.975
10.00644,-269.85
10.01644,-269.85
10.02644,-269.85
10.03644,-254.975
10.04644,-254.975
10.05644,-269.85
10.06644,-269.85
10.07644,-269.85
10.08644,-284.9
10.09644,-284.9
10.10644,-269.85
10.11644,-269.85
10.12644,-269.85
10.13644,-284.9
10.14644,-284.9
10.15644,-284.9
10.16644,-284.9
10.17644,-269.85
10.18644,-284.9
10.19644,-269.85
10.20644,-284.9
10.21644,-284.9
10.22644,-284.9
10.23644,-284.9
10.24644,-269.85
10.25644,-269.85
10.26644,-269.85
10.27644,-269.85
10.28644,-254.975
10.29644,-269.85
10.30744,-254.975
10.31744,-254.975
10.32744,-254.975
10.33744,-239.925
10.34744,-254.975
10.35744,-239.925
10.36744,-239.925
10.37744,-239.925
10.38744,-224.875
10.39744,-224.875
10.40744,-224.875
10.41744,-210
10.42744,-194.95
10.43744,-210
10.44744,-194.95
10.45744,-194.95
10.46744,-179.9
10.47744,-179.9
10.48744,-179.9
10.49744,-164.85
10.50744,-149.975
10.51744,-149.975
10.52744,-164.85
10.53744,-134.925
10.54744,-134.925
10.55744,-134.925
10.56744,-119.875
10.57744,-119.875
10.58744,-119.875
10.59744,-119.875
10.60744,-119.875
10.61744,-119.875
10.62744,-89.95
10.63744,-105
10.64744,-89.95
10.65744,-105
10.66744,-105
10.67744,-105
10.68744,-89.95
10.69844,-74.9
10.70844,-89.95
10.71844,-74.9
10.72844,-89.95
10.73844,-89.95
10.74844,-89.95
10.75844,-59.85
10.76844,-74.9
10.77844,-59.85
10.78844,-59.85
10.79844,-74.9
10.80844,-59.85
10.81844,-59.85
10.82844,-59.85
10.83844,-44.975
10.84844,-44.975
10.85844,-44.975
10.86844,-44.975
10.87844,-59.85
10.88844,-59.85
10.89844,-44.975
10.90844,-59.85
10.91844,-59.85
10.92844,-44.975
10.93844,-59.85
10.94844,-59.85
10.95844,-59.85
10.96844,-44.975
10.97844,-44.975
10.98844,-44.975
10.99844,-44.975
11.00844,-29.925
11.01844,-44.975
11.02844,-44.975
11.03844,-29.925
11.04844,-29.925
11.05844,-29.925
11.06844,-29.925
11.07844,-14.875
11.08944,-14.875
11.09944,-14.875
11.10944,-14.875
11.11944,0
11.12944,0
11.13944,0
11.14944,0
11.15944,0
11.16944,0
11.17944,0
11.18944,0
11.19944,0
11.20944,0
11.21944,0
11.22944,0
11.23944,-14.875
11.24944,-14.875
11.25944,-14.875
11.26944,-14.875
11.27944,-14.875
11.28944,-14.875
11.29944,-14.875
11.30944,-14.875
11.31944,-29.925
11.32944,-29.925
11.33944,-14.875
11.34944,-14.875
11.35944,-14.875
11.36944,-14.875
11.37944,-14.875
11.38944,-29.925
11.39944,-29.925
11.40944,-29.925
11.41944,-14.875
11.43044,-14.875
11.44044,-14.875
11.45044,-14.875
11.46044,-29.925
11.46944,-29.925
11.48044,-29.925
11.49044,-14.875
11.50044,-14.875
11.51044,-14.875
11.52044,-14.875
11.53044,-14.875
11.54044,-14.875
11.55044,-14.875
11.56044,0
11.57044,0
11.58044,0
11.59044,0
11.60044,0
11.61044,0
11.62044,0
11.63044,0
11.64044,0
11.65044,0
11.66044,0
11.67044,0
11.68044,0
11.69044,0
11.70044,0
11.71044,0
11.72044,0
11.73044,0
11.74044,0
11.75044,0
11.76044,0
11.77044,-14.875
11.78044,-14.875
11.79044,-14.875
11.80044,-14.875
11.81044,-14.875
11.82044,-14.875
11.83044,-14.875
11.84044,-14.875
11.85044,-14.875
11.86044,-14.875
11.87144,0
11.88144,0
11.89144,0
11.90144,0
11.91144,0
11.92144,0
11.93144,-14.875
11.94144,-14.875
11.95144,-14.875
11.96144,-14.875
11.97144,-14.875
11.98144,-14.875
11.99144,-14.875
12.00144,-14.875
12.01144,-14.875
12.02144,-29.925
12.03144,-14.875
12.04144,-14.875
12.05144,-14.875
12.06144,-14.875
12.07144,-14.875
12.08144,-14.875
12.09144,-29.925
12.10144,-29.925
12.11144,-29.925
12.12144,-14.875
12.13144,-14.875
12.14144,-14.875
12.15144,-14.875
12.16144,-14.875
12.17144,-14.875
12.18144,-14.875
12.19144,0
12.20144,0
12.21144,0
12.22144,0
12.23144,0
12.24144,0
12.25144,0
12.26244,0
12.27244,0
12.28244,0
12.29244,0
12.30244,0
12.31244,0
12.32244,0
12.33244,0
12.34244,0
12.35244,0
12.36244,0
12.37244,0
12.38244,0
12.39244,0
12.40244,0
12.41244,0
12.42244,0
12.43244,0
12.44244,0
12.45244,0
12.46244,0
12.47244,0
12.48244,0
12.49244,0
12.50244,0
12.51244,0
12.52244,0
12.53244,0
12.54244,0
12.55344,0
12.56344,0
12.57344,0
12.58344,0
12.59244,0
12.60344,0
12.61244,0
12.62244,0
12.63244,0
12.64344,0
12.65344,0
12.66344,0
12.67344,0
12.68344,0
12.69344,0
12.70344,0
12.71344,0
12.72344,0
12.73344,0
12.74344,0
12.75344,0
12.76344,0
12.77344,0
12.78344,0
12.79344,0
12.80344,0
12.81344,0
12.82344,0
12.83344,0
12.84344,0
12.85344,0
12.86344,0
12.87344,0
12.88344,0
12.89344,0
12.90344,0
12.91344,0
12.92344,0
12.93344,0
12.94344,0
12.95344,14.875
12.96344,14.875
12.97344,14.875
12.98344,29.925
12.99344,29.925
13.00444,29.925
13.01344,29.925
13.02444,44.975
13.03444,44.975
13.04444,44.975
13.05444,44.975
13.06444,44.975
13.07444,44.975
13.08444,29.925
13.09444,29.925
13.10444,29.925
13.11444,29.925
13.12444,14.875
13.13444,14.875
13.14444,14.875
13.15444,0
13.16444,0
13.17444,0
13.18444,0
13.19444,0
13.20444,0
13.21444,0
13.22444,0
13.23444,0
13.24444,0
13.25444,0
13.26444,0
13.27444,0
13.28444,0
13.29444,0
13.30444,0
13.31444,0
13.32444,0
13.33444,0
13.34444,0
13.35444,0
13.36544,0
13.37544,0
13.38444,0
13.39544,0
13.40444,0
13.41544,0
13.42544,0
13.43544,0
13.44544,0
13.45544,0
13.46544,0
13.47544,0
13.48544,0
13.49544,0
13.50544,0
13.51544,0
13.52544,0
13.53544,14.875
13.54544,14.875
13.55544,14.875
13.56544,14.875
13.57544,14.875
13.58544,14.875
13.59544,14.875
13.60544,14.875
13.61544,14.875
13.62544,14.875
13.63544,0
13.64544,0
13.65544,0
13.66544,0
13.67544,0
13.68544,0
13.69544,0
13.70544,0
13.71544,0
13.72544,0
13.73544,0
13.74544,0
13.75544,0
13.76544,0
13.77544,0
13.78544,0
13.79544,-14.875
13.80644,-14.875
13.81644,-14.875
13.82644,-29.925
13.83644,-29.925
13.84644,-29.925
13.85644,-29.925
13.86644,-44.975
13.87644,-44.975
13.88644,-44.975
13.89644,-29.925
13.90644,-29.925
13.91644,-44.975
13.92644,-29.925
13.93644,-29.925
13.94644,-44.975
13.95644,-44.975
13.96644,-29.925
13.97644,-29.925
13.98644,-29.925
13.99644,-29.925
14.00644,-44.975
14.01644,-29.925
14.02644,-29.925
14.03644,-29.925
14.04644,-14.875
14.05644,-14.875
14.06644,-14.875
14.07644,-14.875
14.08644,-14.875
14.09644,-14.875
14.10644,0
14.11644,0
14.12644,0
14.13644,0
14.14644,0
14.15644,0
14.16644,-14.875
14.17644,-14.875
14.18644,-14.875
14.19644,-14.875
14.20744,-14.875
14.21744,-14.875
14.22744,-14.875
14.23744,-14.875
14.24744,-14.875
14.25744,-14.875
14.26744,0
14.27744,0
14.28744,0
14.29744,0
14.30744,0
14.31744,0
14.32744,-14.875
14.33744,-14.875
14.34744,-14.875
14.35744,-14.875
14.36744,-14.875
14.37744,-29.925
14.38744,-29.925
14.39744,-29.925
14.40744,-44.975
14.41744,-44.975
14.42744,-29.925
14.43744,-29.925
14.44744,-44.975
14.45744,-44.975
14.46744,-44.975
14.47744,-29.925
14.48744,-44.975
14.49744,-44.975
14.50744,-29.925
14.51744,-29.925
14.52744,-44.975
14.53744,-59.85
14.54744,-44.975
14.55744,-44.975
14.56744,-44.975
14.57744,-59.85
14.58844,-44.975
14.59844,-44.975
14.60844,-59.85
14.61844,-59.85
14.62844,-44.975
14.63844,-29.925
14.64844,-44.975
14.65844,-44.975
14.66844,-59.85
14.67844,-44.975
14.68844,-44.975
14.69844,-44.975
14.70844,-29.925
14.71844,-44.975
14.72844,-44.975
14.73844,-44.975
14.74844,-29.925
14.75844,-29.925
14.76844,-29.925
14.77844,-29.925
14.78844,-29.925
14.79844,-44.975
14.80844,-44.975
14.81844,-29.925
14.82844,-44.975
14.83844,-59.85
14.84844,-59.85
14.85844,-74.9
14.86844,-59.85
14.87844,-74.9
14.88844,-74.9
14.89844,-74.9
14.90844,-89.95
14.91844,-89.95
14.92844,-89.95
14.93844,-74.9
14.94844,-89.95
14.95844,-74.9
14.96844,-89.95
14.97944,-74.9
14.98944,-89.95
14.99944,-74.9
15.00944,-74.9
15.01944,-74.9
15.02944,-59.85
15.03944,-74.9
15.04944,-59.85
15.05944,-59.85
15.06944,-44.975
15.07944,-59.85
15.08944,-44.975
15.09944,-44.975
15.10944,-44.975
15.11944,-44.975
15.12944,-59.85
15.13944,-44.975
15.14944,-44.975
15.15944,-59.85
15.16944,-59.85
15.17944,-44.975
15.18944,-44.975
15.19944,-59.85
15.20944,-44.975
15.21944,-59.85
15.22944,-44.975
15.23944,-44.975
15.24944,-44.975
15.25944,-44.975
15.26944,-59.85
15.27944,-59.85
15.28944,-59.85
15.29944,-59.85
15.30944,-59.85
15.31944,-44.975
15.32944,-59.85
15.33944,-59.85
15.35044,-74.9
15.36044,-74.9
15.37044,-59.85
15.38044,-59.85
15.39044,-74.9
15.40044,-59.85
15.41044,-74.9
15.42044,-74.9
15.43044,-59.85
15.44044,-74.9
15.45044,-59.85
15.46044,-59.85
15.47044,-59.85
15.48044,-74.9
15.49044,-59.85
15.50044,-74.9
15.51044,-59.85
15.52044,-59.85
15.53044,-74.9
15.54044,-74.9
15.55044,-74.9
15.56044,-59.85
15.57044,-74.9
15.58044,-59.85
15.59044,-59.85
15.60044,-59.85
15.61044,-59.85
15.62044,-59.85
15.63044,-44.975
15.64044,-29.925
15.65044,-44.975
15.66044,-44.975
15.67044,-29.925
15.68044,-29.925
15.69044,-29.925
15.70044,-14.875
15.71044,-14.875
15.72044,-14.875
15.73044,-14.875
15.74044,-14.875
15.75144,0
15.76144,0
15.77144,0
15.78144,0
15.79144,0
15.80144,0
15.81144,0
15.82144,0
15.83144,-14.875
15.84144,-14.875
15.85144,-14.875
15.86144,-14.875
15.87144,-14.875
15.88144,-14.875
15.89144,-14.875
15.90144,-14.875
15.91144,-14.875
