time,AccPed2D
9.135813,99.9855
9.155812,99.9855
9.175813,99.9855
9.195812,99.9855
9.214812,99.9855
9.234813,99.9855
9.254812,64.3044
9.274813,94.8882
9.294812,26.6628
9.314813,0
9.334812,99.9855
9.354813,99.9855
9.374812,99.9855
9.394813,99.9855
9.414812,99.9855
9.434813,99.9855
9.454812,99.9855
9.474813,99.9855
9.494813,99.9855
9.514812,99.9855
9.534813,99.9855
9.554812,99.9855
9.574813,88.2225
9.594812,94.8882
9.614813,26.6628
9.634812,0
9.654813,99.9855
9.674812,99.9855
9.694813,99.9855
9.714812,99.9855
9.734813,99.9855
9.754812,99.9855
9.774813,99.9855
9.794812,99.9855
9.814813,99.9855
9.834812,99.9855
9.854813,99.9855
9.874812,99.9855
9.894813,89.0067
9.914812,94.8882
9.934813,26.6628
9.954812,0
9.974813,99.9855
9.994813,99.9855
10.01481,99.9855
10.03481,99.9855
10.05481,99.9855
10.07481,99.9855
10.09481,99.9855
10.11481,99.9855
10.13481,99.9855
10.15481,99.9855
10.17481,99.9855
10.19481,99.9855
10.21481,83.5173
10.23481,94.8882
10.25481,26.6628
10.27481,0
10.29481,99.9855
10.31481,99.9855
10.33481,99.9855
10.35481,99.9855
10.37481,99.9855
10.39481,99.9855
10.41481,99.9855
10.43481,99.9855
10.45481,99.9855
10.47481,99.9855
10.49481,99.9855
10.51481,99.9855
10.53481,75.2832
10.55481,94.8882
10.57481,26.6628
10.59481,0
10.61481,99.9855
10.63481,99.9855
10.65481,99.9855
10.67481,99.9855
10.69481,99.9855
10.71481,99.9855
10.73481,99.9855
10.75481,99.9855
10.77481,99.9855
10.79481,99.9855
10.81481,99.9855
10.83481,99.9855
10.85381,67.4412
10.87381,94.8882
10.89481,26.6628
10.91381,0
10.93381,99.9855
10.95381,99.9855
10.97381,99.9855
10.99381,99.9855
11.01381,99.9855
11.03381,99.9855
11.05381,99.9855
11.07381,99.9855
11.09381,99.9855
11.11381,99.9855
11.13381,99.9855
11.15381,99.9855
11.17381,63.1281
11.19381,94.8882
11.21381,26.6628
11.23381,0
11.25381,99.9855
11.27381,99.9855
11.29381,99.9855
11.31381,99.9855
11.33381,99.9855
11.35381,99.9855
11.37381,99.9855
11.39381,99.9855
11.41381,99.9855
11.43381,99.9855
11.45381,99.9855
11.47381,99.9855
11.49381,59.9913
11.51381,94.8882
11.53381,26.6628
11.55381,0
11.57381,99.9855
11.59381,99.9855
11.61381,99.9855
11.63381,99.9855
11.65381,99.9855
11.67381,99.9855
11.69381,99.9855
11.71381,99.9855
11.73381,99.9855
11.75381,99.9855
11.77381,99.9855
11.79381,99.9855
11.81381,56.4624
11.83381,94.8882
11.85381,26.6628
11.87381,0
11.89381,99.9855
11.91381,99.9855
11.93381,99.9855
11.95381,99.9855
11.97381,99.9855
11.99381,99.9855
12.01381,99.9855
12.03381,99.9855
12.05381,99.9855
12.07381,99.9855
12.09381,99.9855
12.11381,99.9855
12.13381,55.2861
12.15381,94.8882
12.17381,26.6628
12.19381,0
12.21281,99.9855
12.23281,99.9855
12.25281,99.9855
12.27281,99.9855
12.29281,99.9855
12.31281,99.9855
12.33281,99.9855
12.35281,99.9855
12.37281,99.9855
12.39281,99.9855
12.41281,99.9855
12.43281,99.9855
12.45281,53.7177
12.47281,94.8882
12.49281,26.6628
12.51281,0
12.53281,99.9855
12.55281,99.9855
12.57281,99.9855
12.59281,99.9855
12.61281,99.9855
12.63281,99.9855
12.65281,99.9855
12.67281,99.9855
12.69281,99.9855
12.71281,99.9855
12.73281,99.9855
12.75281,99.9855
12.77281,52.9335
12.79281,94.8882
12.81281,26.6628
12.83281,0
12.85281,99.9855
12.87281,99.9855
12.89281,99.9855
12.91281,99.9855
12.93281,99.9855
12.95281,99.9855
12.97281,99.9855
12.99281,99.9855
13.01281,99.9855
13.03281,99.9855
13.05281,99.9855
13.07281,99.9855
13.09281,51.7572
13.11281,94.8882
13.13281,26.6628
13.15281,0
13.17281,99.9855
13.19281,99.9855
13.21281,99.9855
13.23281,99.9855
13.25281,99.9855
13.27281,99.9855
13.29281,99.9855
13.31281,99.9855
13.33281,99.9855
13.35281,99.9855
13.37281,99.9855
13.39281,99.9855
13.41281,49.0125
13.43281,94.8882
13.45281,26.6628
13.47281,0
13.49281,99.9855
13.51281,99.9855
13.53281,99.9855
13.55281,99.9855
13.57281,99.9855
13.59281,99.9855
13.61281,99.9855
13.63281,99.9855
13.65281,99.9855
13.67281,99.9855
13.69181,99.9855
13.71181,99.9855
13.73181,48.6204
13.75181,94.8882
13.77181,26.6628
13.79181,0
13.81181,99.9855
13.83181,99.9855
13.85181,99.9855
13.87181,99.9855
13.89181,99.9855
13.91181,99.9855
13.93181,99.9855
13.95181,99.9855
13.97181,99.9855
13.99181,99.9855
14.01181,99.9855
14.03181,99.9855
14.05181,45.8757
14.07181,94.8882
14.09181,26.6628
14.11181,0
14.13181,99.9855
14.15181,99.9855
14.17181,99.9855
14.19181,99.9855
14.21181,99.9855
14.23181,99.9855
14.25181,99.9855
14.27181,99.9855
14.29181,99.9855
14.31181,99.9855
14.33181,99.9855
14.35181,99.9855
14.37181,43.9152
14.39181,94.8882
14.41181,26.6628
14.43181,0
14.45181,99.9855
14.47181,99.9855
14.49181,99.9855
14.51181,99.9855
14.53181,99.9855
14.55181,99.9855
14.57181,99.9855
14.59181,99.9855
14.61181,99.9855
14.63181,99.9855
14.65181,99.9855
14.67181,99.9855
14.69181,43.131
14.71181,94.8882
14.73181,26.6628
14.75181,0
14.77181,99.9855
14.79181,99.9855
14.81181,99.9855
14.83181,99.9855
14.85181,99.9855
14.87181,99.9855
14.89181,99.9855
14.91181,99.9855
14.93181,99.9855
14.95181,99.9855
14.97181,99.9855
14.99181,99.9855
15.01181,44.3073
15.03181,94.8882
15.05181,27.0549
15.07181,0
15.09181,99.9855
15.11181,99.9855
15.13181,99.9855
15.15181,99.9855
15.17181,99.9855
15.19081,99.9855
15.21081,99.9855
15.23081,99.9855
15.25081,99.9855
15.27081,99.9855
15.29081,99.9855
15.31081,99.9855
15.33081,44.6994
15.35081,94.8882
15.37081,27.0549
15.39081,0
15.41081,99.9855
15.43081,99.9855
15.45081,99.9855
15.47081,99.9855
15.49081,99.9855
15.51081,99.9855
15.53081,99.9855
15.55081,99.9855
15.57081,99.9855
15.59081,99.9855
15.61081,99.9855
15.63081,99.9855
15.65081,45.0915
15.67081,94.8882
15.69081,27.0549
15.71081,0
15.73081,99.9855
15.75081,99.9855
15.77081,99.9855
15.79081,99.9855
15.81081,99.9855
15.83081,99.9855
15.85081,99.9855
15.87081,99.9855
15.89081,99.9855
15.91081,99.9855
15.93081,99.9855
15.95081,99.9855
15.97081,32.1522
15.99081,94.8882
16.01081,27.0549
16.03081,0
16.05081,99.9855
16.07081,99.9855
16.09081,99.9855
16.11081,99.9855
16.13081,99.9855
16.15081,99.9855
16.17081,99.9855
16.19081,99.9855
16.21081,99.9855
16.23081,99.9855
16.25081,99.9855
16.27081,99.9855
16.29081,12.5472
16.31081,94.8882
16.33081,27.0549
16.35081,0
16.37081,99.9855
16.39081,99.9855
16.41081,99.9855
16.43081,99.9855
16.45081,99.9855
16.47081,99.9855
16.49081,99.9855
16.51081,99.9855
16.53081,99.9855
16.55081,99.9855
16.57081,99.9855
16.59081,99.9855
16.61081,6.6657
16.63081,94.8882
16.65081,27.0549
16.67081,0
16.69081,99.9855
16.70981,99.9855
16.72981,99.9855
16.74981,99.9855
16.76981,99.9855
16.78981,99.9855
16.81081,99.9855
16.82981,99.9855
16.84981,99.9855
16.86981,99.9855
16.88981,99.9855
16.90981,99.9855
16.92981,11.3709
16.94981,94.8882
16.96981,27.0549
16.98981,0
17.00981,99.9855
17.02981,99.9855
17.04981,99.9855
17.06981,99.9855
17.08981,99.9855
17.10981,99.9855
17.12981,99.9855
17.14981,99.9855
17.16981,99.9855
17.18981,99.9855
17.20981,99.9855
17.22981,99.9855
17.24981,19.605
17.26981,94.8882
17.28981,27.0549
17.30981,0
17.32981,99.9855
17.34981,99.9855
17.36981,99.9855
17.38981,99.9855
17.40981,99.9855
17.42981,99.9855
17.44981,99.9855
17.46981,99.9855
17.48981,99.9855
17.50981,99.9855
17.52981,99.9855
17.54981,99.9855
17.56981,27.447
17.58981,94.8882
17.60981,27.0549
17.62981,0
17.64981,99.9855
17.66981,99.9855
17.68981,99.9855
17.70981,99.9855
17.72981,99.9855
17.74981,99.9855
17.76981,99.9855
17.78981,99.9855
17.80981,99.9855
17.82981,99.9855
17.84981,99.9855
17.86981,99.9855
17.88981,36.4653
17.90981,94.8882
17.92981,27.0549
17.94981,0
17.96981,99.9855
17.98981,99.9855
18.00981,99.9855
18.02981,99.9855
18.04981,99.9855
18.06981,99.9855
18.08981,99.9855
18.10981,99.9855
18.12981,99.9855
18.14981,99.9855
18.16981,99.9855
18.18881,99.9855
18.20981,43.5231
18.22881,94.8882
18.24981,27.0549
18.26881,0
18.28881,99.9855
18.30881,99.9855
18.32881,99.9855
18.34881,99.9855
18.36881,99.9855
18.38881,99.9855
18.40881,99.9855
18.42881,99.9855
18.44881,99.9855
18.46881,99.9855
18.48881,99.9855
18.50881,99.9855
18.52881,7.842
18.54881,94.8882
18.56881,27.0549
18.58881,0
18.60881,99.9855
18.62881,99.9855
18.64881,99.9855
18.66881,99.9855
18.68881,99.9855
18.70881,99.9855
18.72881,99.9855
18.74881,99.9855
18.76881,99.9855
18.78881,99.9855
18.80881,99.9855
18.82881,99.9855
18.84881,18.8208
18.86881,94.8882
18.88881,27.0549
18.90881,0
18.92881,99.9855
18.94881,99.9855
18.96881,99.9855
18.98881,99.9855
19.00881,99.9855
19.02881,99.9855
19.04881,99.9855
19.06881,99.9855
19.08881,99.9855
19.10881,99.9855
19.12881,99.9855
19.14881,99.9855
19.16881,20.7813
19.18881,94.8882
19.20881,27.0549
19.22881,0
19.24881,99.9855
19.26881,99.9855
19.28881,99.9855
19.30881,99.9855
19.32881,99.9855
19.34881,99.9855
19.36881,99.9855
19.38881,99.9855
19.40881,99.9855
19.42881,99.9855
19.44881,99.9855
19.46881,99.9855
19.48881,20.7813
19.50881,94.8882
19.52881,27.0549
19.54881,0
19.56881,99.9855
19.58881,99.9855
19.60881,99.9855
19.62881,99.9855
19.64881,99.9855
19.66881,99.9855
19.68881,99.9855
19.70781,99.9855
19.72781,99.9855
19.74881,99.9855
19.76781,99.9855
19.78781,99.9855
19.80781,21.1734
19.82781,94.8882
19.84781,27.0549
19.86781,0
19.88781,99.9855
19.90781,99.9855
19.92781,99.9855
19.94781,99.9855
19.96781,99.9855
19.98781,99.9855
20.00781,99.9855
20.02781,99.9855
20.04781,99.9855
20.06781,99.9855
20.08781,99.9855
20.10781,99.9855
20.12781,21.1734
20.14781,94.8882
20.16781,27.0549
20.18781,0
20.20781,99.9855
20.22781,99.9855
20.24781,99.9855
20.26781,99.9855
20.28781,99.9855
20.30781,99.9855
20.32781,99.9855
20.34781,99.9855
20.36781,99.9855
20.38781,99.9855
20.40781,99.9855
20.42781,99.9855
20.44781,20.7813
20.46781,94.8882
20.48781,27.0549
20.50781,0
20.52781,99.9855
20.54781,99.9855
20.56781,99.9855
20.58781,99.9855
20.60781,99.9855
20.62781,99.9855
20.64781,99.9855
20.66781,99.9855
20.68781,99.9855
20.70781,99.9855
20.72781,99.9855
20.74781,99.9855
20.76781,21.1734
20.78781,94.8882
20.80781,27.0549
20.82781,0
20.84781,99.9855
20.86781,99.9855
20.88781,99.9855
20.90781,99.9855
20.92781,99.9855
20.94781,99.9855
20.96781,99.9855
20.98781,99.9855
21.00781,99.9855
21.02781,99.9855
21.04781,99.9855
21.06781,99.9855
21.08781,20.7813
21.10781,94.8882
21.12781,27.0549
21.14781,0
21.16781,99.9855
21.18781,99.9855
21.20781,99.9855
21.22781,99.9855
21.24781,99.9855
21.26781,99.9855
21.28781,99.9855
21.30781,99.9855
21.32781,99.9855
21.34781,99.9855
21.36781,99.9855
21.38781,99.9855
21.40781,21.1734
21.42781,94.8882
21.44781,27.447
21.46681,0
21.48681,99.9855
21.50681,99.9855
21.52681,99.9855
21.54781,99.9855
21.56681,99.9855
21.58681,99.9855
21.60681,99.9855
21.62681,99.9855
21.64681,99.9855
21.66681,99.9855
21.68681,99.9855
21.70681,99.9855
21.72681,20.7813
21.74681,94.8882
21.76681,27.447
21.78681,0
21.80681,99.9855
21.82681,99.9855
21.84681,99.9855
21.86681,99.9855
21.88681,99.9855
21.90681,99.9855
21.92681,99.9855
21.94681,99.9855
21.96681,99.9855
21.98681,99.9855
22.00681,99.9855
22.02681,99.9855
22.04681,21.5655
22.06681,94.8882
22.08681,27.447
22.10681,0
22.12681,99.9855
22.14681,99.9855
22.16681,99.9855
22.18681,99.9855
22.20681,99.9855
22.22681,99.9855
22.24681,99.9855
22.26681,99.9855
22.28681,99.9855
22.30681,99.9855
22.32681,99.9855
22.34681,99.9855
22.36681,21.1734
22.38681,94.8882
22.40681,27.447
22.42681,0
22.44681,99.9855
22.46681,99.9855
22.48681,99.9855
22.50681,99.9855
22.52681,99.9855
22.54681,99.9855
22.56681,99.9855
22.58681,99.9855
22.60681,99.9855
22.62681,99.9855
22.64681,99.9855
22.66681,99.9855
22.68581,49.4046
22.70681,94.8882
22.72581,27.447
22.74581,0
22.76581,99.9855
22.78581,99.9855
22.80581,99.9855
22.82581,99.9855
22.84581,99.9855
22.86581,99.9855
22.88581,99.9855
22.90581,99.9855
22.92581,99.9855
22.94581,99.9855
22.96581,99.9855
22.98581,99.9855
23.00581,45.4836
23.02581,94.8882
23.04581,27.447
23.06581,0
23.08581,99.9855
23.10581,99.9855
23.12581,99.9855
23.14581,99.9855
23.16581,99.9855
23.18581,99.9855
23.20581,99.9855
23.22581,99.9855
23.24581,99.9855
23.26581,99.9855
23.28581,99.9855
23.30581,99.9855
23.32581,56.8545
23.34581,94.8882
23.36581,27.447
23.38581,0
23.40581,99.9855
23.42581,99.9855
23.44581,99.9855
23.46581,99.9855
23.48581,99.9855
23.50581,99.9855
23.52581,99.9855
23.54581,99.9855
23.56581,99.9855
23.58581,99.9855
23.60581,99.9855
23.62581,99.9855
23.64581,62.3439
23.66581,94.8882
23.68581,27.447
23.70581,0
23.72581,99.9855
23.74581,99.9855
23.76581,99.9855
23.78581,99.9855
23.80581,99.9855
23.82581,99.9855
23.84581,99.9855
23.86581,99.9855
23.88581,99.9855
23.90581,99.9855
23.92581,99.9855
23.94581,99.9855
23.96581,68.2254
23.98581,94.8882
24.00581,27.447
24.02581,0
24.04581,99.9855
24.06581,99.9855
24.08581,99.9855
24.10581,99.9855
24.12581,99.9855
24.14581,99.9855
24.16481,99.9855
24.18481,99.9855
24.20481,99.9855
24.22481,99.9855
24.24481,99.9855
24.26481,99.9855
24.28481,70.9701
24.30481,94.8882
24.32481,27.447
24.34481,0
24.36481,99.9855
24.38481,99.9855
24.40481,99.9855
24.42481,99.9855
24.44481,99.9855
24.46481,99.9855
24.48481,99.9855
24.50481,99.9855
24.52481,99.9855
24.54481,99.9855
24.56481,99.9855
24.58481,99.9855
24.60481,75.2832
24.62481,94.8882
24.64481,27.447
24.66481,0
24.68481,99.9855
24.70481,99.9855
24.72481,99.9855
24.74481,99.9855
24.76481,99.9855
24.78481,99.9855
24.80481,99.9855
24.82481,99.9855
24.84481,99.9855
24.86481,99.9855
24.88481,99.9855
24.90481,99.9855
24.92481,79.9884
24.94481,94.8882
24.96481,27.447
24.98481,0
25.00481,99.9855
25.02481,99.9855
25.04481,99.9855
25.06481,99.9855
25.08481,99.9855
25.10481,99.9855
25.12481,99.9855
25.14481,99.9855
25.16481,99.9855
25.18481,99.9855
25.20481,99.9855
25.22481,99.9855
25.24481,61.5597
25.26481,94.8882
25.28481,27.447
25.30481,0
25.32481,99.9855
25.34481,99.9855
25.36481,99.9855
25.38481,99.9855
25.40481,99.9855
25.42481,99.9855
25.44481,99.9855
25.46481,99.9855
25.48481,99.9855
25.50481,99.9855
25.52481,99.9855
25.54481,99.9855
25.56481,61.1676
25.58481,94.8882
25.60481,27.447
25.62481,0
25.64481,99.9855
25.66381,99.9855
25.68381,99.9855
25.70381,99.9855
25.72381,99.9855
25.74381,99.9855
25.76381,99.9855
25.78381,99.9855
25.80381,99.9855
25.82381,99.9855
25.84381,99.9855
25.86381,99.9855
25.88381,47.052
25.90381,94.8882
25.92381,27.447
25.94381,0
25.96381,99.9855
25.98381,99.9855
26.00381,99.9855
26.02381,99.9855
26.04381,99.9855
26.06381,99.9855
26.08381,99.9855
26.10381,99.9855
26.12381,99.9855
26.14381,99.9855
26.16381,99.9855
26.18381,99.9855
26.20381,7.4499
26.22381,94.8882
26.24381,27.447
26.26381,0
26.28381,99.9855
26.30381,99.9855
26.32381,99.9855
26.34381,99.9855
26.36381,99.9855
26.38381,99.9855
26.40381,99.9855
26.42381,99.9855
26.44381,99.9855
26.46381,99.9855
26.48381,99.9855
26.50381,99.9855
26.52381,0.7842
26.54381,94.8882
26.56381,27.447
26.58381,0
26.60381,99.9855
26.62381,99.9855
26.64381,99.9855
26.66381,99.9855
26.68381,99.9855
26.70381,99.9855
26.72381,99.9855
26.74381,99.9855
26.76381,99.9855
26.78381,99.9855
26.80381,99.9855
26.82381,99.9855
26.84381,18.4287
26.86381,94.8882
26.88381,27.447
26.90381,0
26.92381,99.9855
26.94381,99.9855
26.96381,99.9855
26.98381,99.9855
27.00381,99.9855
27.02381,99.9855
27.04381,99.9855
27.06381,99.9855
27.08381,99.9855
27.10381,99.9855
27.12381,99.9855
27.14381,99.9855
27.16381,19.605
27.18381,94.8882
27.20281,27.447
27.22281,0
27.24281,99.9855
27.26281,99.9855
27.28381,99.9855
27.30281,99.9855
27.32281,99.9855
27.34281,99.9855
27.36281,99.9855
27.38281,99.9855
27.40281,99.9855
27.42281,99.9855
27.44281,99.9855
27.46281,99.9855
27.48381,19.605
27.50281,94.8882
27.52281,27.447
27.54281,0
27.56281,99.9855
27.58381,99.9855
27.60281,99.9855
27.62281,99.9855
27.64281,99.9855
27.66281,99.9855
27.68281,99.9855
27.70281,99.9855
27.72281,99.9855
27.74281,99.9855
27.76281,99.9855
27.78281,99.9855
27.80281,19.9971
27.82281,94.8882
27.84281,27.8391
27.86281,0
27.88381,99.9855
27.90281,99.9855
27.92281,99.9855
27.94281,99.9855
27.96281,99.9855
27.98281,99.9855
28.00281,99.9855
28.02281,99.9855
28.04281,99.9855
28.06281,99.9855
28.08281,99.9855
28.10281,99.9855
28.12281,20.3892
28.14281,94.8882
28.16281,27.8391
28.18281,0
28.20281,99.9855
28.22281,99.9855
28.24281,99.9855
28.26281,99.9855
28.28281,99.9855
28.30281,99.9855
28.32281,99.9855
28.34281,99.9855
28.36281,99.9855
28.38281,99.9855
28.40281,99.9855
