time,DeTorque
-0.00190625,2.73
0.01809375,2.73
0.03809375,3.12
0.07809375,3.12
0.09809375,3.51
0.1180938,3.51
0.1380938,3.51
0.1580938,3.51
0.1770937,3.51
0.1970938,3.51
0.2180938,3.51
0.2370937,3.51
0.2570938,3.9
0.2780938,3.9
0.2970937,3.9
0.3170938,3.9
0.3370937,3.9
0.3570938,3.9
0.3770938,3.9
0.3970937,3.9
0.4170938,3.9
0.4370938,3.9
0.4570937,3.9
0.4770938,3.9
0.4970937,3.9
0.5170938,3.9
0.5370938,3.9
0.5570937,4.29
0.5770937,4.29
0.5970938,4.29
0.6170937,4.29
0.6370937,4.68
0.6570938,4.68
0.6770937,4.68
0.6970937,4.68
0.7170938,4.68
0.7370937,4.68
0.7570937,4.68
0.7770938,4.68
0.7970937,4.68
0.8170937,4.68
0.8370938,4.68
0.8570938,5.07
0.8770937,5.07
0.8970938,5.07
0.9170938,5.07
0.9370937,5.07
0.9570938,5.07
0.9770938,5.07
0.9970937,5.07
1.017094,5.07
1.037094,5.07
1.057094,5.07
1.077094,5.07
1.097094,5.07
1.117094,5.07
1.137094,5.07
1.157094,5.07
1.177094,5.46
1.197094,5.46
1.217094,5.46
1.237094,5.46
1.257094,5.46
1.277094,5.46
1.297094,5.46
1.317094,5.46
1.337094,5.46
1.357094,5.46
1.377094,5.85
1.397094,5.46
1.417094,5.46
1.437094,5.85
1.457094,5.85
1.477094,5.85
1.497094,5.85
1.517094,5.85
1.537094,5.85
1.557094,5.85
1.577094,5.85
1.597094,5.85
1.617094,5.85
1.637094,5.85
1.657094,5.85
1.676094,5.85
1.696094,5.85
1.716094,5.85
1.736094,5.85
1.756094,6.24
1.776094,6.24
1.796094,6.24
1.816094,6.24
1.836094,6.24
1.856094,6.24
1.876094,6.24
1.896094,6.24
1.916094,6.24
1.936094,6.24
1.956094,6.24
1.976094,6.63
1.996094,6.63
2.016094,6.63
2.036094,6.63
2.056094,6.63
2.076094,7.02
2.096094,7.02
2.116094,7.02
2.136094,7.41
2.156094,7.41
2.176094,7.8
2.196094,7.8
2.216094,8.19
2.236094,8.58
2.256094,8.97
2.276094,8.97
2.296094,8.97
2.316094,9.36
2.336094,9.36
2.356094,9.36
2.376094,9.36
2.396094,9.75
2.416094,9.75
2.436094,10.14
2.456094,10.14
2.476094,10.14
2.496094,10.53
2.516094,10.92
2.536094,11.31
2.556094,12.09
2.576094,12.48
2.596094,12.87
2.616094,12.87
2.636094,13.26
2.656094,13.26
2.676094,13.65
2.696094,14.04
2.716094,14.04
2.736094,14.43
2.756094,14.43
2.776094,14.82
2.796094,14.82
2.816094,15.6
2.836094,15.99
2.856094,16.38
2.876094,17.16
2.896094,17.55
2.916094,17.94
2.936094,18.33
2.956094,18.72
2.976094,18.72
2.996094,19.11
3.016094,19.89
3.036094,20.28
3.056094,20.28
3.076094,20.67
3.096094,20.67
3.116094,20.67
3.136094,20.67
3.156094,21.06
3.176094,21.06
3.196094,21.45
3.216094,21.45
3.236094,21.45
3.256094,21.84
3.276094,22.62
3.296094,23.4
3.315094,24.18
3.335094,24.96
3.355094,24.96
3.375094,25.35
3.395094,25.74
3.415094,26.13
3.435094,26.52
3.455094,27.3
3.475094,27.3
3.495094,27.69
3.515094,27.69
3.535094,27.69
3.555094,28.08
3.575094,28.08
3.595094,28.08
3.615094,28.08
3.635094,28.47
3.655094,28.47
3.675094,28.86
3.695094,28.86
3.715094,29.25
3.735094,29.64
3.755094,30.03
3.775094,30.42
3.795094,30.81
3.815094,31.59
3.835094,31.98
3.855094,32.37
3.875094,32.76
3.895094,33.15
3.915094,33.54
3.935094,33.54
3.955094,33.93
3.975094,34.32
3.995094,34.32
4.015094,34.71
4.035094,35.1
4.055094,35.1
4.075094,35.49
4.095094,36.27
4.115094,36.66
4.135094,37.83
4.155094,39
4.175094,40.17
4.195094,41.34
4.215094,42.12
4.235094,42.9
4.255094,43.68
4.275094,44.46
4.295094,44.85
4.315094,45.63
4.335094,46.02
4.355094,46.41
4.375094,46.41
4.395094,46.41
4.415094,46.41
4.435094,46.8
4.455094,46.8
4.475094,47.19
4.495094,47.58
4.515094,47.97
4.535094,48.36
4.555094,48.75
4.575094,49.53
4.595094,49.92
4.615094,50.7
4.635094,51.09
4.655094,51.48
4.674094,51.87
4.694094,52.26
4.714094,52.26
4.734094,52.26
4.754094,52.26
4.774094,52.26
4.794094,52.65
4.814094,53.04
4.834094,53.04
4.854094,53.04
4.874094,53.04
4.894094,53.04
4.914094,53.43
4.934094,53.82
4.954094,53.82
4.974094,53.82
4.994094,54.21
5.014094,54.21
5.034094,54.21
5.054094,54.21
5.074094,54.21
5.094094,54.21
5.114094,53.82
5.134094,53.82
5.154094,53.43
5.174094,53.43
5.194094,53.04
5.214094,53.43
5.234094,53.82
5.254094,53.82
5.274094,53.43
5.294094,53.43
5.314094,53.43
5.334094,53.04
5.354094,53.04
5.374094,53.04
5.394094,53.04
5.414094,52.65
5.434094,52.65
5.454094,52.65
5.474094,52.26
5.494094,52.26
5.514094,52.26
5.534094,52.26
5.554094,51.87
5.574094,51.87
5.594094,51.87
5.614094,51.48
5.634094,51.48
5.654094,51.48
5.674094,51.48
5.694094,51.09
5.714094,51.09
5.734094,51.09
5.754094,50.7
5.774094,50.7
5.794094,50.7
5.814094,50.7
5.834094,50.31
5.854094,50.31
5.874094,50.31
5.894094,50.31
5.914094,49.92
5.934094,49.92
5.954094,49.92
5.974094,49.53
5.994094,49.53
6.014094,49.53
6.034094,49.14
6.054094,49.14
6.074094,49.14
6.094094,49.14
6.114094,49.14
6.134094,49.14
6.154094,49.14
6.174094,48.75
6.194094,48.36
6.214094,47.97
6.233094,47.58
6.253094,47.19
6.273094,46.8
6.293094,46.8
6.313094,46.8
6.333094,46.41
6.353094,46.41
6.373094,46.02
6.393094,45.63
6.413094,45.24
6.433094,45.24
6.453094,45.24
6.473094,45.24
6.493094,45.24
6.513094,45.24
6.533094,44.85
6.553094,44.85
6.573094,44.85
6.593094,44.46
6.613094,44.46
6.633094,44.07
6.653094,44.07
6.673094,44.07
6.693094,44.07
6.713094,44.07
6.733094,44.07
6.753094,44.07
6.773094,44.07
6.793094,44.07
6.813094,44.07
6.833094,43.68
6.853094,43.68
6.873094,43.68
6.893094,43.68
6.913094,43.68
6.933094,43.68
6.953094,43.68
6.973094,43.29
6.993094,43.29
7.013094,43.29
7.033094,43.29
7.053094,43.29
7.073094,43.29
7.093094,43.29
7.113094,43.29
7.133094,43.29
7.153094,42.9
7.173094,42.9
7.193094,42.9
7.213094,42.9
7.233094,42.9
7.253094,42.9
7.273094,42.9
7.293094,42.51
7.313094,42.51
7.333094,42.51
7.353094,42.51
7.373094,42.51
7.393094,42.51
7.413094,42.12
7.433094,42.12
7.453094,42.12
7.473094,41.73
7.493094,41.73
7.513094,41.34
7.533094,41.34
7.553094,40.95
7.573094,40.56
7.593094,40.56
7.613094,40.17
7.633094,40.17
7.653094,40.17
7.673094,40.17
7.693094,40.17
7.712094,39.78
7.732094,39.78
7.752094,39.78
7.772094,39.39
7.792094,39.39
7.812094,38.61
7.832094,38.22
7.852094,37.44
7.872094,37.05
7.892094,36.66
7.912094,36.27
7.932094,35.88
7.952094,35.88
7.972094,35.49
7.992094,35.1
8.012094,34.71
8.032094,34.32
8.052094,33.93
8.072094,33.54
8.092093,33.15
8.112094,32.76
8.132093,32.37
8.152094,31.98
8.172093,31.59
8.192094,31.59
8.212093,31.2
8.232094,31.2
8.252093,30.81
8.272094,30.81
8.292093,30.81
8.312094,30.42
8.332094,30.42
8.352094,30.42
8.372094,30.42
8.392094,30.03
8.412094,30.03
8.432094,29.64
8.452094,29.64
8.472094,29.64
8.492094,29.64
8.512094,29.64
8.532094,29.64
8.552094,29.64
8.572094,29.64
8.592093,29.64
8.612094,29.64
8.632093,29.64
8.652094,29.64
8.672093,29.64
8.692094,29.64
8.712093,29.64
8.732094,29.64
8.752093,29.64
8.772094,29.64
8.792093,29.64
8.812094,29.64
8.832094,29.64
8.852094,29.25
8.872094,29.25
8.892094,29.25
8.912094,29.64
8.932094,29.25
8.952094,29.64
8.972094,29.64
8.992094,29.64
9.012094,29.64
9.032094,29.64
9.052094,29.64
9.072094,29.64
9.092093,29.64
9.112094,29.64
9.132093,29.64
9.152094,29.64
9.171094,29.64
9.191093,29.64
9.211094,29.64
9.231093,29.64
9.251094,29.64
9.272094,29.25
9.292093,28.86
9.311093,28.86
9.331094,28.47
9.351093,28.08
9.371094,27.69
9.391094,27.69
9.411094,27.69
9.431094,27.69
9.451094,27.3
9.471094,27.69
9.491094,27.3
9.511094,27.69
9.531094,27.69
9.551094,27.69
9.571094,27.69
9.591094,27.69
9.611094,27.69
9.631094,27.69
9.651093,27.69
9.671094,27.69
9.691093,27.69
9.711094,27.69
9.731093,27.69
9.751094,27.69
9.771093,27.69
9.791094,27.69
9.811093,27.69
9.831094,27.69
9.851093,27.69
9.871094,27.69
9.891094,28.08
9.911094,28.08
9.931094,28.08
9.951094,28.08
9.971094,28.08
9.991094,28.08
10.01109,28.08
10.03109,28.08
10.05109,28.08
10.07109,28.08
10.09109,28.08
10.11109,28.08
10.13109,28.08
10.15109,28.08
10.17109,28.08
10.19109,28.08
10.21109,28.08
10.23109,28.08
10.25109,28.08
10.27109,28.08
10.29109,28.08
10.31109,28.08
10.33109,28.08
10.35109,28.08
10.37109,28.08
10.39109,28.08
10.41109,28.08
10.43109,28.08
10.45109,28.08
10.47109,28.08
10.49109,28.08
10.51109,28.08
10.53109,28.47
10.55109,28.08
10.57109,27.69
10.59109,27.69
10.61109,26.52
10.63109,25.74
10.65109,24.57
10.67009,23.4
10.69009,21.84
10.71009,20.67
10.73109,19.5
10.75009,18.72
10.77009,17.55
10.79009,17.16
10.81009,16.77
10.83009,16.77
10.85009,16.38
10.87009,16.38
10.89009,16.38
10.91009,16.38
10.93009,16.38
10.95009,15.99
10.97009,15.6
10.99009,15.21
11.01009,14.82
11.03009,14.43
11.05009,14.04
11.07009,14.04
11.09009,14.04
11.11009,14.04
11.13009,14.04
11.15009,14.04
11.17009,14.04
11.19009,14.04
11.21009,14.04
11.23009,14.04
11.25009,14.04
11.27009,14.04
11.29009,13.65
11.31009,13.65
11.33009,13.65
11.35009,13.26
11.37009,13.26
11.39009,13.26
11.41009,13.26
11.43009,13.26
11.45009,12.87
11.47009,13.26
11.49009,13.26
11.51009,12.87
11.53009,12.87
11.55009,12.87
11.57009,12.87
11.59009,12.48
11.61009,12.48
11.63009,12.09
11.65009,12.09
11.67009,12.09
11.69009,12.09
11.71009,12.09
11.73009,11.7
11.75009,11.7
11.77009,11.7
11.79009,11.7
11.81009,11.7
11.83009,11.31
11.85009,11.31
11.87009,11.31
11.89009,11.31
11.91009,11.31
11.93009,11.31
11.95009,11.31
11.97009,11.31
11.99009,11.31
12.01009,11.31
12.03009,11.31
12.05009,11.31
12.07009,11.31
12.09009,11.31
12.11009,10.92
12.13009,10.92
12.15009,10.92
12.16909,10.92
12.18909,10.92
12.20909,10.92
12.22909,10.53
12.24909,10.53
12.26909,10.92
12.28909,10.92
12.30909,10.92
12.32909,10.92
12.34909,10.92
12.36909,10.92
12.39009,10.92
12.40909,10.92
12.42909,10.92
12.44909,10.92
12.46909,10.92
12.48909,10.92
12.50909,10.53
12.52909,10.53
12.54909,10.53
12.56909,10.14
12.58909,10.14
12.60909,10.14
12.62909,9.75
12.64909,9.75
12.66909,9.36
12.68909,9.36
12.70909,9.75
12.72909,9.75
12.74909,9.75
12.76909,9.75
12.78909,9.75
12.80909,9.75
12.82909,9.75
12.84909,9.75
12.86909,10.14
12.88909,10.14
12.90909,10.14
12.92909,10.14
12.94909,10.14
12.96909,10.14
12.98909,10.14
13.00909,10.53
13.02909,10.53
13.04909,10.53
13.06909,10.53
13.08909,10.53
13.10909,10.92
13.12909,10.92
13.14909,11.31
13.16909,11.7
13.18909,11.7
13.20909,12.09
13.22909,12.09
13.24909,12.09
13.26909,12.48
13.28909,12.48
13.30909,12.87
13.32909,12.87
13.34909,12.87
13.36909,12.87
13.38909,12.87
13.40909,13.26
13.42909,13.26
13.44909,13.26
13.46909,13.26
13.48909,13.26
13.50909,12.87
13.52909,12.09
13.54909,11.7
13.56909,10.14
13.58909,9.36
13.60909,6.63
13.62909,4.29
13.64909,2.34
13.66909,1.17
13.68809,0.39
13.70809,0
13.72809,0
13.74809,0
13.76809,0
