time,RevoPMin
10.05109,1865
10.07109,1867
10.09109,1865
10.11109,1868
10.13109,1866
10.15109,1865
10.17109,1868
10.19109,1866
10.21109,1865
10.23109,1865
10.25109,1861
10.27109,1860
10.29109,1858
10.31109,1856
10.33109,1861
10.35109,1863
10.37109,1861
10.39109,1860
10.41109,1856
10.43109,1855
10.45109,1852
10.47109,1850
10.49109,1845
10.51109,1838
10.53109,1836
10.55109,1837
10.57109,1835
10.59109,1837
10.61109,1835
10.63109,1834
10.65109,1831
10.67009,1828
10.69009,1828
10.71009,1822
10.73109,1819
10.75009,1817
10.77009,1815
10.79009,1814
10.81009,1811
10.83009,1808
10.85009,1803
10.87009,1802
10.89009,1801
10.91009,1790
10.93009,1788
10.95009,1788
10.97009,1779
10.99009,1778
11.01009,1778
11.03009,1772
11.05009,1767
11.07009,1764
11.09009,1763
11.11009,1756
11.13009,1755
11.15009,1753
11.17009,1746
11.19009,1742
11.21009,1739
11.23009,1736
11.25009,1728
11.27009,1728
11.29009,1725
11.31009,1713
11.33009,1713
11.35009,1713
11.37009,1711
11.39009,1703
11.41009,1703
11.43009,1702
11.45009,1690
11.47009,1686
11.49009,1683
11.51009,1679
11.53009,1670
11.55009,1666
11.57009,1668
11.59009,1667
11.61009,1660
11.63009,1648
11.65009,1649
11.67009,1640
11.69009,1635
11.71009,1630
11.73009,1632
11.75009,1627
11.77009,1624
11.79009,1621
11.81009,1616
11.83009,1614
11.85009,1610
11.87009,1604
11.89009,1595
11.91009,1592
11.93009,1586
11.95009,1590
11.97009,1584
11.99009,1581
12.01009,1574
12.03009,1571
12.05009,1562
12.07009,1559
12.09009,1557
12.11009,1557
12.13009,1551
12.15009,1540
12.16909,1535
12.18909,1536
12.20909,1535
12.22909,1525
12.24909,1518
12.26909,1517
12.28909,1515
12.30909,1507
12.32909,1501
12.34909,1501
12.36909,1498
12.39009,1489
12.40909,1482
12.42909,1478
12.44909,1475
12.46909,1474
12.48909,1471
12.50909,1469
12.52909,1465
12.54909,1459
12.56909,1453
12.58909,1449
12.60909,1447
12.62909,1446
12.64909,1443
12.66909,1440
12.68909,1429
12.70909,1421
12.72909,1414
12.74909,1415
12.76909,1412
12.78909,1409
12.80909,1407
12.82909,1405
12.84909,1400
12.86909,1391
12.88909,1384
12.90909,1383
12.92909,1386
12.94909,1387
12.96909,1380
12.98909,1373
13.00909,1372
13.02909,1369
13.04909,1366
13.06909,1364
13.08909,1362
13.10909,1358
13.12909,1352
13.14909,1346
13.16909,1344
13.18909,1344
13.20909,1341
13.22909,1337
13.24909,1331
13.26909,1328
13.28909,1321
13.30909,1316
13.32909,1313
13.34909,1313
13.36909,1310
13.38909,1301
13.40909,1298
13.42909,1296
13.44909,1292
13.46909,1285
13.48909,1283
13.50909,1281
13.52909,1278
13.54909,1276
13.56909,1268
13.58909,1264
13.60909,1262
13.62909,1260
13.64909,1250
13.66909,1238
13.68809,1231
13.70809,1215
13.72809,1209
13.74809,1202
13.76809,1175
13.78809,1163
13.80809,1137
13.82809,1122
13.84809,1095
13.86809,1080
13.88809,1065
13.90809,1036
13.92809,1020
13.94809,1004
13.96809,975
13.98809,970
14.00809,967
14.02809,956
14.04809,944
14.06809,934
14.08809,924
14.10809,916
14.12809,908
14.14809,895
14.16809,887
14.18809,889
14.20809,889
14.22809,882
14.24809,880
14.26809,877
14.28809,872
14.30809,864
14.32809,861
14.34809,861
14.36809,858
14.38809,861
14.40809,864
14.42809,858
14.44809,849
14.46809,849
14.48809,847
14.50809,845
14.52809,848
14.54809,853
14.56809,852
14.58809,849
14.60809,846
14.62809,843
14.64809,842
14.66809,836
14.68809,838
14.70809,834
14.72809,831
14.74809,833
14.76809,835
14.78809,831
14.80809,827
14.82809,828
14.84809,824
14.86809,819
14.88809,820
14.90809,820
14.92809,818
14.94809,816
14.96809,819
14.98809,824
15.00809,823
15.02809,821
15.04809,824
15.06809,827
15.08809,827
15.10809,829
15.12809,832
15.14809,831
15.16809,830
15.18809,830
15.20709,829
15.22709,828
15.24709,826
15.26709,826
15.28709,823
15.30709,822
15.32709,824
15.34709,825
15.36709,824
15.38709,824
15.40709,826
15.42709,828
15.44709,827
15.46709,829
15.48709,831
15.50709,831
15.52709,829
15.54709,831
15.56709,832
15.58709,830
15.60709,829
15.62709,829
15.64709,828
15.66709,823
15.68709,824
15.70709,825
15.72709,823
15.74709,822
15.76709,824
15.78709,828
15.80709,828
15.82709,827
15.84709,832
15.86709,831
15.88709,829
15.90709,830
15.92709,831
15.94709,829
15.96709,826
15.98709,829
16.00709,831
16.02709,828
16.04709,828
16.06709,831
16.08709,830
16.10709,826
16.12709,828
16.14709,830
16.16709,829
16.18709,829
16.20709,830
16.22709,832
16.24709,829
16.26709,830
16.28709,832
16.30709,830
16.32709,829
16.34709,830
16.36709,831
16.38709,831
16.40709,829
16.42709,829
16.44709,825
16.46709,824
16.48709,827
16.50709,831
16.52709,830
16.54709,828
16.56709,831
16.58709,836
16.60709,830
16.62709,830
16.64709,830
16.66709,847
16.68709,869
16.70709,885
16.72709,914
16.74709,923
16.76709,933
16.78709,943
16.80709,971
16.82609,984
16.84709,999
16.86709,1020
16.88609,1028
16.90609,1035
16.92609,1052
16.94609,1061
16.96609,1084
16.98609,1100
17.00609,1123
17.02609,1132
17.04609,1147
17.06609,1153
17.08609,1169
17.10609,1175
17.12609,1182
17.14609,1174
17.16609,1171
17.18609,1173
17.20609,1174
17.22609,1178
17.24609,1180
17.26609,1182
17.28609,1184
17.30609,1184
17.32609,1183
17.34609,1182
17.36609,1181
17.38609,1180
17.40609,1177
17.42609,1178
17.44609,1181
17.46609,1186
17.48609,1188
17.50609,1189
17.52609,1188
17.54609,1181
17.56609,1144
17.58609,1127
17.60609,1109
17.62609,1071
17.64609,1056
17.66609,1028
17.68609,1015
17.70609,1002
17.72609,981
17.74609,973
17.76609,963
17.78609,951
17.80609,928
17.82609,918
17.84609,906
17.86609,901
17.88609,896
17.90609,889
17.92609,883
17.94609,877
17.96609,871
17.98609,863
18.00609,859
18.02609,856
18.04609,849
18.06609,847
18.08609,846
18.10609,845
18.12609,843
18.14609,839
18.16609,836
18.18609,832
18.20609,826
18.22609,827
18.24609,828
18.26609,829
18.28609,829
18.30609,828
18.32609,828
18.34609,827
18.36509,828
18.38509,831
18.40509,836
18.42509,837
18.44509,837
18.46509,836
18.48509,833
18.50509,832
18.52509,833
18.54509,833
18.56509,832
18.58509,834
18.60509,833
18.62509,831
18.64509,830
18.66509,831
18.68509,832
18.70509,834
18.72509,835
18.74509,837
18.76509,836
18.78509,836
18.80509,838
18.82509,838
18.84509,839
18.86509,840
18.88509,843
18.90509,844
18.92509,849
18.94509,854
18.96509,857
18.98509,859
19.00509,859
19.02509,859
19.04509,859
19.06509,858
19.08509,859
19.10509,857
19.12509,854
19.14509,854
19.16509,854
19.18509,854
19.20509,853
19.22509,853
19.24509,852
19.26509,850
19.28509,848
19.30509,844
19.32509,843
19.34509,841
19.36509,865
19.38509,878
19.40509,891
19.42509,898
19.44509,903
19.46509,902
19.48509,898
19.50509,892
19.52509,892
19.54509,892
19.56509,903
19.58509,911
19.60509,921
19.62509,927
19.64509,945
19.66509,956
19.68409,964
19.70409,972
19.72409,990
19.74409,993
19.76409,996
19.78409,990
19.80409,987
19.82409,985
19.84409,987
19.86409,988
19.88409,990
19.90409,991
19.92409,990
19.94409,988
19.96409,988
19.98409,987
20.00409,988
20.02409,989
20.04409,990
20.06409,990
20.08409,990
20.10409,986
20.12409,986
20.14409,986
20.16409,986
20.18409,987
20.20409,988
20.22409,988
20.24409,989
20.26409,991
20.28409,993
20.30409,993
20.32409,993
20.34409,991
20.36409,990
20.38409,990
20.40409,991
20.42409,992
20.44409,993
20.46409,992
20.48409,990
20.50409,990
20.52409,990
20.54409,991
20.56409,991
20.58409,990
20.60409,988
20.62409,987
20.64409,986
20.66409,983
20.68409,982
20.70409,980
20.72409,979
20.74409,979
20.76409,978
20.78409,979
20.80409,981
20.82409,982
20.84409,981
20.86409,981
20.88409,983
20.90409,985
20.92409,987
20.94409,989
20.96409,989
20.98409,991
21.00409,993
21.02409,995
21.04409,999
21.06409,1001
21.08409,1002
21.10409,1004
21.12409,1005
21.14409,1006
21.16409,1007
21.18409,1008
21.20309,1007
21.22309,1004
21.24309,1002
21.26309,1002
21.28309,1004
21.30309,1006
21.32309,1009
21.34309,1023
21.36309,1033
21.38309,1046
21.40309,1052
21.42309,1059
21.44309,1070
21.46309,1077
21.48309,1089
21.50309,1094
21.52309,1109
21.54309,1114
21.56309,1126
21.58309,1133
21.60309,1145
21.62309,1151
21.64309,1164
21.66309,1171
21.68309,1191
21.70309,1211
21.72309,1221
21.74309,1239
21.76309,1259
21.78309,1270
21.80309,1287
21.82309,1303
21.84309,1308
21.86309,1322
21.88309,1334
21.90309,1346
21.92309,1353
21.94309,1356
21.96309,1363
21.98309,1369
22.00309,1373
22.02309,1373
22.04309,1374
22.06309,1374
22.08309,1375
22.10309,1375
22.12309,1378
22.14309,1381
22.16309,1385
22.18309,1387
22.20309,1389
22.22309,1392
22.24309,1391
22.26309,1390
22.28309,1387
22.30309,1387
22.32309,1387
22.34309,1389
22.36309,1388
22.38309,1388
22.40309,1389
22.42309,1388
22.44309,1386
22.46309,1385
22.48309,1387
22.50309,1385
22.52309,1385
22.54309,1381
22.56309,1379
22.58309,1378
22.60309,1378
22.62309,1376
22.64309,1376
22.66309,1376
22.68209,1375
22.70209,1375
22.72209,1374
22.74209,1377
22.76209,1373
22.78209,1373
22.80209,1370
22.82209,1371
22.84209,1372
22.86209,1370
22.88209,1368
22.90209,1370
22.92209,1372
22.94209,1370
22.96209,1368
22.98209,1366
23.00209,1370
23.02209,1369
23.04209,1369
23.06209,1366
23.08209,1365
23.10209,1366
23.12209,1365
23.14209,1362
23.16209,1361
23.18209,1363
23.20209,1363
23.22209,1363
23.24209,1361
23.26209,1361
23.28209,1362
23.30209,1362
23.32209,1360
23.34209,1360
23.36209,1358
23.38209,1357
23.40209,1356
23.42209,1354
23.44209,1356
23.46209,1353
23.48209,1352
23.50209,1350
23.52209,1350
23.54209,1350
23.56209,1347
23.58209,1345
23.60209,1342
23.62209,1344
23.64209,1341
23.66209,1340
23.68209,1336
23.70209,1336
23.72209,1334
23.74209,1332
23.76209,1332
23.78209,1329
23.80209,1331
23.82209,1328
23.84209,1327
23.86209,1324
23.88209,1323
23.90209,1322
23.92209,1320
23.94209,1319
23.96209,1317
23.98209,1319
24.00209,1315
24.02209,1314
24.04209,1311
24.06209,1312
24.08209,1313
24.10209,1312
24.12209,1313
24.14209,1309
24.16209,1310
24.18109,1309
24.20109,1309
24.22109,1308
24.24109,1311
24.26209,1313
24.28109,1319
24.30109,1326
24.32109,1331
24.34109,1336
24.36209,1346
24.38109,1358
24.40109,1368
24.42109,1381
24.44109,1389
24.46109,1400
24.48109,1413
24.50109,1423
24.52109,1437
24.54109,1448
24.56109,1463
24.58109,1477
24.60109,1498
24.62109,1514
24.64109,1530
24.66109,1545
24.68109,1566
24.70109,1579
24.72109,1588
24.74109,1594
24.76109,1600
24.78109,1604
24.80109,1608
24.82109,1614
24.84109,1623
24.86109,1629
24.88109,1635
24.90109,1645
24.92109,1652
24.94109,1662
24.96109,1668
24.98109,1684
25.00109,1691
25.02109,1699
25.04109,1704
25.06109,1707
25.08109,1716
25.10109,1717
25.12109,1718
25.14109,1722
25.16109,1729
25.18109,1735
25.20109,1733
25.22109,1733
25.24109,1719
25.26109,1704
25.28109,1682
25.30109,1656
25.32109,1630
25.34109,1601
25.36109,1561
25.38109,1532
25.40109,1506
25.42109,1478
25.44109,1465
25.46109,1437
25.48109,1409
25.50109,1379
25.52109,1353
25.54109,1331
25.56109,1317
25.58109,1280
25.60109,1239
25.62109,1219
25.64109,1179
25.66109,1156
25.68009,1115
25.70009,1092
25.72009,1046
25.74109,1022
25.76109,1007
25.78009,971
25.80009,955
25.82009,946
25.84009,934
25.86009,921
25.88009,913
25.90109,911
25.92009,897
25.94009,884
25.96009,881
25.98009,871
26.00009,870
26.02009,872
26.04009,876
26.06009,880
26.08009,902
26.10009,904
26.12009,894
26.14009,885
26.16009,885
26.18109,888
26.20009,872
26.22009,873
26.24009,872
26.26009,865
26.28009,860
26.30009,861
26.32009,863
26.34009,851
26.36009,851
26.38009,849
26.40009,843
26.42009,837
26.44009,839
26.46009,841
26.48009,836
26.50009,828
26.52009,826
26.54009,827
26.56009,827
26.58009,827
26.60009,829
26.62009,827
26.64009,824
26.66009,827
26.68009,831
26.70009,829
26.72009,829
26.74009,830
26.76009,829
26.78009,828
26.80009,829
26.82009,829
26.84009,826
26.86009,824
26.88009,827
26.90009,829
26.92009,826
26.94009,827
26.96009,829
26.98009,829
27.00009,828
27.02009,830
27.04009,833
27.06009,830
27.08009,828
27.10009,830
27.12009,830
27.14009,830
27.16009,832
27.18009,835
27.19909,834
27.21909,831
27.23909,830
27.25909,830
27.27909,831
27.29909,828
27.31909,827
27.33909,827
27.35909,828
27.37909,829
27.39909,830
27.41909,829
27.43909,828
27.45909,835
27.47909,834
27.49909,832
27.51909,832
27.53909,833
27.55909,832
27.57909,831
27.59909,833
27.61909,836
27.63909,832
27.65909,832
27.67909,831
27.69909,831
27.71909,830
27.73909,828
27.75909,829
27.77909,830
27.79909,831
27.81909,832
27.83909,832
27.85909,829
27.87909,831
27.89909,834
27.91909,829
27.93909,825
27.95909,825
27.97909,826
27.99909,827
28.01909,828
28.03909,830
28.05909,828
28.07909,828
28.09909,828
28.11909,828
28.13909,828
28.15909,827
28.17909,828
28.19909,830
28.21909,830
28.23909,830
28.25909,829
28.27909,830
28.29909,830
28.31909,830
28.33909,832
28.35909,831
28.37909,830
28.39909,834
28.41909,832
28.43909,829
28.45909,831
28.47909,834
28.49909,833
28.51909,831
28.53909,831
28.55909,830
28.57909,828
28.59909,828
28.61909,831
28.63909,828
28.65909,825
28.67909,826
28.69809,827
28.71809,828
28.73809,827
28.75809,829
28.77809,830
28.79809,828
28.81809,829
28.83809,831
28.85809,831
28.87809,829
28.89809,830
28.91809,829
28.93809,825
28.95809,822
28.97809,827
28.99809,828
29.01809,829
29.03809,830
29.05809,830
29.07809,829
29.09809,828
29.11809,831
29.13809,833
29.15809,832
29.17809,828
29.19809,826
29.21809,829
29.23809,832
29.25809,829
29.27809,825
29.29809,825
29.31809,826
29.33809,828
29.35809,830
29.37809,828
29.39809,831
29.41809,834
29.43809,832
29.45809,828
29.47809,827
29.49809,828
29.51809,830
29.53809,829
29.55809,826
29.57809,827
29.59809,827
29.61809,825
29.63809,825
29.65809,824
29.67809,823
29.69809,826
29.71809,828
29.73809,826
29.75809,825
29.77809,828
29.79809,830
29.81809,832
29.83809,831
29.85809,829
29.87809,829
29.89809,828
29.91809,829
29.93809,829
29.95809,827
29.97809,827
29.99809,828
30.01809,829
30.03809,831
30.05809,830
30.07809,829
30.09809,829
30.11809,828
30.13809,823
30.15809,826
30.17809,830
30.19709,830
30.21709,832
30.23709,830
30.25709,827
30.27709,828
30.29709,830
30.31709,831
30.33709,831
30.35709,829
30.37709,826
30.39709,823
30.41709,825
30.43709,826
30.45709,824
30.47709,824
30.49709,825
30.51709,829
30.53709,830
30.55709,830
30.57709,831
30.59709,830
30.61709,827
30.63709,829
30.65709,831
30.67709,828
30.69709,824
30.71709,824
30.73709,826
30.75709,828
30.77709,828
30.79709,828
30.81709,829
30.83709,831
30.85709,830
30.87709,829
30.89709,829
30.91709,829
30.93709,831
30.95709,830
30.97709,828
30.99709,831
31.01709,832
31.03709,829
31.05709,825
31.07709,825
31.09709,829
31.11709,831
31.13709,829
31.15709,827
31.17709,828
31.19709,829
31.21709,827
31.23709,826
31.25709,825
31.27709,824
31.29709,823
31.31709,824
31.33709,825
31.35709,827
31.37709,829
31.39709,830
31.41709,829
31.43709,828
31.45709,827
31.47709,830
31.49709,827
31.51709,823
31.53709,823
31.55709,823
31.57709,826
31.59709,829
31.61709,829
31.63709,829
31.65709,828
31.67709,829
31.69609,829
31.71609,829
31.73609,828
31.75609,829
31.77609,829
31.79609,826
31.81609,825
31.83609,826
31.85609,827
31.87609,828
31.89609,828
31.91609,828
31.93609,829
31.95609,831
31.97609,830
31.99609,828
32.01609,830
32.03609,832
32.0561,829
32.0761,825
32.09609,824
32.11609,826
32.13609,826
32.15609,823
32.17609,820
32.19609,821
32.21609,823
32.2361,824
32.25609,825
32.27609,827
32.29609,827
32.31609,826
32.33609,827
32.35609,827
32.37609,828
32.3961,830
32.41609,831
32.43609,832
32.45609,832
32.47609,831
32.49609,831
32.51609,832
32.53609,833
32.5561,832
32.5761,831
32.59609,833
32.61609,833
32.63609,831
32.65609,831
32.67609,831
32.69609,830
32.71609,830
32.7361,831
32.75609,831
32.77609,831
32.79609,832
32.81609,833
32.83609,830
32.85609,827
32.87609,829
32.8961,828
32.91609,825
32.93609,823
32.95609,825
32.97609,827
32.99609,827
33.01609,828
33.03609,836
33.0561,835
33.0761,832
33.09609,832
33.11609,831
33.13609,828
33.15609,826
33.17609,828
33.19609,828
33.2151,830
33.23509,831
33.25509,832
33.27509,833
33.29509,833
33.31509,833
33.33509,833
33.35509,832
33.3751,832
33.39509,835
33.41509,834
33.43509,832
33.45509,833
33.47509,833
33.49509,834
33.51509,834
33.5351,833
33.55509,831
33.57509,830
33.59509,831
33.61509,830
33.63509,828
33.65509,828
33.67509,835
33.6951,843
33.7151,854
33.73509,885
33.75509,906
33.77509,927
33.79509,948
33.81509,986
33.83509,1005
33.85509,1025
33.8751,1057
33.89509,1072
33.91509,1097
33.93509,1109
33.95509,1129
33.97509,1136
33.99509,1149
34.01509,1152
34.0351,1154
34.05509,1156
34.07509,1158
34.09509,1157
34.11509,1153
34.13509,1145
34.15509,1144
34.17509,1141
34.1951,1139
34.2151,1135
34.23509,1131
34.25509,1127
34.27509,1126
34.29509,1123
34.31509,1122
34.33509,1119
34.35509,1116
34.3751,1113
34.39509,1112
34.41509,1109
34.43509,1108
34.45509,1105
34.47509,1101
34.49509,1098
34.51509,1094
34.5351,1094
34.55509,1092
34.57509,1090
34.59509,1093
34.61509,1092
34.63509,1092
34.65509,1093
34.67509,1091
34.6951,1088
34.71409,1088
34.73409,1087
34.75409,1089
34.77409,1090
34.79509,1089
34.81409,1090
34.8341,1089
34.8541,1087
34.87409,1087
34.89409,1086
34.91409,1087
34.93409,1088
34.95409,1088
34.97409,1090
34.99409,1089
35.0141,1087
35.03409,1088
35.05409,1087
35.07409,1085
35.09409,1088
35.11409,1086
35.13409,1085
35.15409,1085
35.1741,1086
35.1941,1088
35.21409,1091
35.23409,1094
35.25409,1105
35.27409,1109
35.29409,1115
35.31409,1118
35.3341,1118
35.3541,1119
35.37409,1122
35.39409,1123
35.41409,1126
35.43409,1129
35.45409,1131
35.47409,1133
35.49409,1137
35.5141,1138
35.53409,1137
35.55409,1136
35.57409,1139
35.59409,1139
35.61409,1138
35.63409,1136
35.65409,1127
35.6741,1125
35.6941,1120
35.71409,1117
35.73409,1113
35.75409,1109
35.77409,1103
35.79409,1101
35.81409,1100
35.8341,1101
35.8541,1102
35.87409,1100
35.89409,1100
35.91409,1100
35.93409,1100
35.95409,1103
35.97409,1102
35.99409,1105
36.0141,1107
36.03409,1109
36.05409,1110
36.07409,1109
36.09409,1107
36.11409,1105
36.13409,1099
36.1531,1093
36.17309,1069
36.19309,1054
36.21309,1015
36.23309,988
36.25309,960
36.27309,931
36.29309,919
36.3131,920
36.3331,924
36.35309,919
36.37309,911
36.39309,888
36.41309,885
36.43309,884
36.45309,885
36.47309,888
36.4931,885
36.51309,874
36.53309,859
36.55309,850
36.57309,841
36.59309,837
36.61309,835
36.63309,831
