time,SideAccl
3.201594,-0.02
3.221594,-0.02
3.241594,-0.02
3.261594,-0.02
3.281594,-0.02
3.301594,-0.02
3.321594,-0.02
3.341594,-0.02
3.361594,-0.02
3.381594,-0.02
3.401594,-0.02
3.421594,-0.02
3.441594,-0.01
3.461594,-0.01
3.481594,-0.02
3.501594,-0.02
3.521594,-0.02
3.541594,-0.02
3.561594,-0.02
3.581594,-0.02
3.601594,-0.01
3.621594,-0.02
3.641594,-0.02
3.661594,-0.02
3.681594,-0.02
3.701594,-0.02
3.721594,-0.02
3.741594,-0.02
3.761594,-0.02
3.781594,-0.02
3.800594,-0.02
3.820594,-0.02
3.840594,-0.02
3.860594,-0.02
3.880594,-0.02
3.900594,-0.02
3.920594,-0.02
3.941594,-0.02
3.961594,-0.02
3.981594,-0.02
4.000594,-0.02
4.020594,-0.02
4.040594,-0.01
4.060594,-0.02
4.080594,-0.02
4.100594,-0.02
4.120594,-0.02
4.140594,-0.02
4.160594,-0.02
4.180594,-0.01
4.200594,-0.02
4.221594,-0.02
4.241594,-0.02
4.261594,-0.02
4.280594,-0.02
4.300594,-0.02
4.320594,-0.02
4.340594,-0.02
4.360594,-0.02
4.380594,-0.02
4.400594,-0.02
4.420594,-0.02
4.440594,-0.02
4.460594,-0.02
4.481594,-0.02
4.500594,-0.02
4.521594,-0.02
4.541594,-0.02
4.560594,-0.02
4.580594,-0.02
4.600594,-0.02
4.620594,-0.01
4.640594,-0.02
4.660594,-0.02
4.680594,-0.02
4.700594,-0.02
4.720594,-0.02
4.740594,-0.02
4.761594,-0.01
4.781594,-0.02
4.801594,-0.02
4.820594,-0.01
4.840594,-0.02
4.861594,-0.02
4.880594,-0.01
4.900594,-0.01
4.920594,-0.02
4.940594,-0.02
4.960594,-0.02
4.980594,-0.02
5.000594,-0.02
5.021594,-0.02
5.041594,-0.01
5.061594,-0.02
5.081594,-0.02
5.100594,-0.02
5.120594,-0.01
5.140594,-0.02
5.160594,-0.02
5.180594,-0.02
5.200594,-0.02
5.220594,-0.02
5.240594,-0.02
5.260594,-0.02
5.281594,-0.02
5.300594,-0.02
5.320594,-0.02
5.340594,-0.02
5.360594,-0.02
5.380594,-0.02
5.400594,-0.02
5.420594,-0.02
5.440594,-0.02
5.460594,-0.02
5.480594,-0.01
5.500594,-0.02
5.520594,-0.02
5.540594,-0.02
5.560594,-0.02
5.580594,-0.02
5.600594,-0.02
5.620594,-0.02
5.640594,-0.02
5.660594,-0.02
5.680594,-0.02
5.700594,-0.02
5.720594,-0.02
5.740594,-0.02
5.760594,-0.02
5.780594,-0.02
5.800594,-0.02
5.820594,-0.02
5.841594,-0.02
5.860594,-0.02
5.880594,-0.02
5.900594,-0.02
5.920594,-0.02
5.940594,-0.02
5.960594,-0.02
5.980594,-0.02
6.000594,-0.02
6.020594,-0.02
6.040594,-0.02
6.060594,-0.01
6.080594,-0.02
6.100594,-0.02
6.120594,-0.02
6.140594,-0.02
6.160594,-0.02
6.180594,-0.02
6.200594,-0.01
6.220594,-0.02
6.240594,-0.02
6.260594,-0.02
6.280594,-0.01
6.300594,-0.02
6.320594,-0.02
6.340594,-0.02
6.360594,-0.02
6.380594,-0.02
6.400594,-0.02
6.420594,-0.02
6.440594,-0.02
6.460594,-0.02
6.480594,-0.02
6.500594,-0.01
6.520594,-0.02
6.540594,-0.02
6.560594,-0.02
6.580594,-0.02
6.600594,-0.02
6.620594,-0.02
6.641594,-0.01
6.660594,-0.02
6.680594,-0.02
6.700594,-0.02
6.720594,-0.02
6.740594,-0.02
6.760594,-0.02
6.780594,-0.02
6.800594,-0.02
6.820594,-0.02
6.840594,-0.02
6.861594,-0.02
6.881594,-0.02
6.901594,-0.02
6.921594,-0.02
6.941594,-0.02
6.961594,-0.02
6.981594,-0.02
7.001594,-0.02
7.021594,-0.02
7.041594,-0.02
7.061594,-0.02
7.081594,-0.02
7.101594,-0.02
7.121594,-0.02
7.141594,-0.02
7.161594,-0.02
7.181594,-0.02
7.201594,-0.02
7.221594,-0.01
7.241594,-0.02
7.261594,-0.02
7.281594,-0.02
7.301594,-0.02
7.321594,-0.02
7.341594,-0.02
7.361594,-0.01
7.381594,-0.02
7.401594,-0.02
7.421594,-0.02
7.441594,-0.02
7.461594,-0.02
7.481594,-0.02
7.501594,-0.01
7.521594,-0.01
7.541594,-0.02
7.561594,-0.02
7.580594,-0.02
7.600594,-0.02
7.620594,-0.02
7.640594,-0.02
7.660594,-0.01
7.680594,-0.02
7.700594,-0.02
7.720594,-0.02
7.740594,-0.02
7.760594,-0.02
7.780594,-0.02
7.800594,-0.02
7.820594,-0.02
7.840594,-0.02
7.860594,-0.02
7.880594,-0.02
7.900594,-0.02
7.920594,-0.02
7.940594,-0.02
7.960594,-0.02
7.980594,-0.02
8.000594,-0.02
8.020594,-0.02
8.040594,-0.02
8.060594,-0.02
8.080594,-0.02
8.100594,-0.02
8.120594,-0.02
8.140594,-0.02
8.160594,-0.02
8.180593,-0.02
8.200594,-0.02
8.220593,-0.02
8.240594,-0.01
8.260593,-0.02
8.280594,-0.02
8.300593,-0.02
8.320594,-0.02
8.340593,-0.02
8.360594,-0.02
8.380593,-0.01
8.400594,-0.02
8.420594,-0.02
8.440594,-0.02
8.460594,-0.02
8.480594,-0.02
8.500594,-0.02
8.520594,-0.02
8.540594,-0.02
8.560594,-0.02
8.580594,-0.02
8.600594,-0.02
8.620594,-0.02
8.640594,-0.02
8.660594,-0.01
8.680593,-0.02
8.700594,-0.02
8.720593,-0.02
8.740594,-0.02
8.760593,-0.02
8.780594,-0.02
8.800593,-0.02
8.820594,-0.02
8.840593,-0.02
8.860594,-0.02
8.880593,-0.02
8.900594,-0.02
8.920594,-0.02
8.940594,-0.02
8.960594,-0.01
8.980594,-0.02
9.000594,-0.02
9.020594,-0.02
9.040594,-0.02
9.060594,-0.02
9.080594,-0.02
9.100594,-0.01
9.120594,-0.02
9.140594,-0.02
9.160594,-0.02
9.180593,-0.02
9.200594,-0.02
9.220593,-0.02
9.240594,-0.01
9.260593,-0.02
9.280594,-0.02
9.300593,-0.02
9.320594,-0.02
9.340593,-0.02
9.360594,-0.02
9.380593,-0.02
9.400594,-0.02
9.420594,-0.02
9.440594,-0.02
9.460594,-0.02
9.480594,-0.02
9.500594,-0.02
9.520594,-0.01
9.540594,-0.01
9.560594,-0.02
9.580594,-0.02
9.600594,-0.02
9.620594,-0.02
9.640594,-0.02
9.660594,-0.02
9.680593,-0.02
9.700594,-0.02
9.720593,-0.02
9.740594,-0.02
9.760593,-0.02
9.780594,-0.02
9.800593,-0.02
9.820594,-0.01
9.840593,-0.02
9.860594,-0.02
9.880593,-0.02
9.900594,-0.02
9.920594,-0.02
9.940594,-0.02
9.960594,-0.02
9.980594,-0.01
10.00059,-0.02
10.02059,-0.02
10.04059,-0.02
10.06059,-0.02
10.08059,-0.02
10.10059,-0.02
10.12059,-0.02
10.14059,-0.02
10.16059,-0.02
10.18059,-0.02
10.20059,-0.02
10.22059,-0.02
10.24059,-0.02
10.26059,-0.01
10.28059,-0.02
10.30059,-0.02
10.32059,-0.02
10.34059,-0.02
10.36059,-0.02
10.38059,-0.02
10.40059,-0.01
10.42059,-0.02
10.44059,-0.02
10.46059,-0.02
10.48059,-0.01
10.50059,-0.02
10.52059,-0.02
10.54059,-0.01
10.56059,-0.02
10.58059,-0.02
10.60059,-0.02
10.62059,-0.02
10.64059,-0.02
10.66059,-0.02
10.68059,-0.01
10.70059,-0.01
10.72059,-0.02
10.74159,-0.02
10.76159,-0.02
10.78159,-0.02
10.80159,-0.02
10.82159,-0.02
10.84159,-0.02
10.86059,-0.02
10.88159,-0.02
10.90159,-0.02
10.92159,-0.02
10.94159,-0.02
10.96159,-0.02
10.98159,-0.02
11.00059,-0.02
11.02159,-0.02
11.04059,-0.02
11.06059,-0.02
11.08159,-0.02
11.10159,-0.02
11.12159,-0.01
11.14159,-0.02
11.16159,-0.02
11.18159,-0.02
11.20159,-0.02
11.22159,-0.02
11.24159,-0.02
11.26159,-0.01
11.28159,-0.02
11.30159,-0.02
11.32159,-0.02
11.34159,-0.02
11.36159,-0.02
11.38159,-0.02
11.40159,-0.01
11.42159,-0.01
11.44159,-0.02
11.46059,-0.02
11.48059,-0.02
11.50059,-0.02
11.52059,-0.02
11.54059,-0.02
11.56059,-0.01
11.58059,-0.02
11.60059,-0.02
11.62059,-0.02
11.64059,-0.02
11.66059,-0.02
11.68059,-0.02
11.70059,-0.01
11.72059,-0.02
11.74059,-0.02
11.76059,-0.02
11.78059,-0.02
11.80059,-0.02
11.82059,-0.02
11.84059,-0.02
11.86059,-0.02
11.88059,-0.02
11.90059,-0.02
11.92059,-0.02
11.94059,-0.02
11.96059,-0.02
11.98059,-0.02
12.00059,-0.01
12.02059,-0.02
12.04059,-0.02
12.06059,-0.02
12.08059,-0.02
12.10059,-0.02
12.12059,-0.02
12.14059,-0.02
12.16059,-0.02
12.18059,-0.02
12.20059,-0.02
12.22059,-0.02
12.24059,-0.02
12.26059,-0.02
12.28059,-0.01
12.30059,-0.02
12.32059,-0.02
12.34059,-0.02
12.36059,-0.02
12.38059,-0.02
12.40059,-0.02
12.42059,-0.01
12.44059,-0.02
12.46059,-0.02
12.48059,-0.02
12.50059,-0.02
12.52059,-0.02
12.54059,-0.02
12.56059,-0.02
12.58059,-0.01
12.60059,-0.02
12.62059,-0.02
12.64059,-0.02
12.66059,-0.02
12.68059,-0.02
12.70059,-0.02
12.72059,-0.01
12.74059,-0.02
12.76059,-0.02
12.78059,-0.02
12.80059,-0.02
12.82059,-0.02
12.84059,-0.02
12.86059,-0.01
12.88059,-0.02
12.90059,-0.02
12.92059,-0.02
12.94059,-0.02
12.96059,-0.02
12.98059,-0.02
13.00059,-0.02
13.02059,-0.02
13.04059,-0.02
13.06059,-0.02
13.08059,-0.01
13.10059,-0.02
13.12059,-0.02
13.14059,-0.02
13.16059,-0.02
13.18059,-0.02
13.20059,-0.02
13.22059,-0.01
13.24059,-0.02
13.26059,-0.02
13.28059,-0.02
13.30059,-0.02
13.32059,-0.02
13.34059,-0.02
13.36059,-0.02
13.38059,-0.02
13.40059,-0.02
13.42059,-0.02
13.44059,-0.01
13.46059,-0.02
13.48059,-0.02
13.50059,-0.02
13.52059,-0.02
13.54059,-0.02
13.56059,-0.02
13.58059,-0.02
13.60059,-0.02
13.62059,-0.02
13.64059,-0.02
13.66059,-0.02
13.68059,-0.02
13.70059,-0.02
13.72059,-0.02
13.74059,-0.01
13.76059,-0.02
13.78059,-0.02
13.80059,-0.02
13.82059,-0.02
13.84059,-0.02
13.86059,-0.02
13.88059,-0.02
13.90059,-0.02
13.92059,-0.02
13.94059,-0.02
13.96059,-0.02
13.98059,-0.02
14.00059,-0.02
14.02059,-0.02
14.04059,-0.02
14.06059,-0.02
14.08059,-0.02
14.10059,-0.01
14.12059,-0.02
14.14059,-0.01
14.16059,-0.01
14.18059,-0.02
14.20059,-0.02
14.22059,-0.02
14.24059,-0.02
14.26059,-0.02
14.28059,-0.02
14.30059,-0.02
14.32059,-0.02
14.34059,-0.02
14.36059,-0.02
14.38059,-0.02
14.40059,-0.02
14.42059,-0.02
14.44059,-0.01
14.46059,-0.02
14.48059,-0.02
14.50059,-0.01
14.52059,-0.01
14.54059,-0.02
14.56059,-0.02
14.58059,-0.01
14.60059,-0.02
14.62059,-0.02
14.64059,-0.02
14.66059,-0.02
14.68059,-0.02
14.70059,-0.02
14.72059,-0.02
14.74059,-0.02
14.76059,-0.02
14.78059,-0.02
14.80059,-0.02
14.82059,-0.01
14.84059,-0.02
14.86059,-0.02
14.88059,-0.02
14.90059,-0.02
14.92059,-0.02
14.94059,-0.02
14.96059,-0.02
14.98059,-0.02
15.00059,-0.01
15.02059,-0.01
15.04059,-0.01
15.06059,-0.02
15.08059,-0.02
15.10059,-0.02
15.12059,-0.02
15.14059,-0.02
15.16059,-0.02
15.18059,-0.02
15.20059,-0.02
15.22059,-0.02
15.24059,-0.02
15.26059,-0.02
15.28059,-0.02
15.30059,-0.02
15.32059,-0.01
15.34059,-0.02
15.36059,-0.01
15.38059,-0.01
15.40059,-0.01
15.42059,-0.02
15.44059,-0.02
15.46059,-0.02
15.48059,-0.02
15.50059,-0.02
15.52059,-0.02
15.54059,-0.02
15.56059,-0.02
15.58059,-0.02
15.60059,-0.02
15.62059,-0.02
15.64059,-0.02
15.66059,-0.02
15.68059,-0.02
15.70059,-0.02
15.72059,-0.01
15.74059,-0.01
15.76059,-0.01
15.78059,-0.02
15.80059,-0.01
15.82059,-0.01
15.84059,-0.02
15.86059,-0.02
15.88059,-0.02
15.90059,-0.02
15.92059,-0.02
15.94059,-0.02
15.96059,-0.02
15.98059,-0.02
16.00059,-0.02
16.02059,-0.02
16.04059,-0.02
16.06059,-0.02
16.08059,-0.02
16.10059,-0.01
16.12059,-0.01
16.14059,-0.02
16.16059,-0.02
16.18059,-0.02
16.20059,-0.02
16.22059,-0.02
16.24059,-0.02
16.26059,-0.02
16.28059,-0.02
16.30059,-0.02
16.32059,-0.02
16.34059,-0.01
16.36059,-0.02
16.38059,-0.01
16.40059,-0.01
16.42059,-0.02
16.44059,-0.01
16.46059,-0.01
16.48059,-0.01
16.50059,-0.02
16.52059,-0.02
16.54059,-0.02
16.56059,-0.02
16.58059,-0.02
16.60059,-0.02
16.62059,-0.02
16.64059,-0.02
16.66059,-0.02
16.68059,-0.02
16.70059,-0.02
16.72059,-0.02
16.74059,-0.01
16.76059,-0.01
16.78059,-0.01
16.80059,-0.01
16.82059,-0.01
16.84059,-0.01
16.86059,-0.01
16.88059,-0.01
16.90059,-0.02
16.92059,-0.02
16.94059,-0.02
16.96059,-0.02
16.98059,-0.02
17.00059,-0.02
17.02059,-0.02
17.04059,-0.02
17.06059,-0.02
17.08059,-0.02
17.10059,-0.02
17.12059,-0.02
17.14059,-0.02
17.16059,-0.02
17.18059,-0.01
17.20059,-0.01
17.22059,-0.01
17.24059,-0.01
17.26059,-0.02
17.28059,-0.02
17.30059,-0.02
17.32059,-0.02
17.34059,-0.02
17.36059,-0.02
17.38059,-0.02
17.40059,-0.02
17.42059,-0.02
17.44059,-0.02
17.46059,-0.02
17.48059,-0.01
17.50059,-0.01
17.52059,-0.01
17.54059,-0.01
17.56059,-0.01
17.58059,-0.01
17.60059,-0.01
17.62059,-0.02
17.64059,-0.02
17.66059,-0.02
17.68059,-0.02
17.70059,-0.02
17.72059,-0.03
17.74059,-0.02
17.76059,-0.02
17.78059,-0.02
17.80059,-0.01
17.82059,-0.01
17.84059,-0.01
17.86059,-0.01
17.88059,-0.01
17.90059,-0.01
17.92059,-0.01
17.94059,-0.02
17.96059,-0.02
17.98059,-0.01
18.00059,-0.01
18.02059,-0.01
18.04059,-0.01
18.06059,-0.01
18.08059,-0.02
18.10059,-0.02
18.12059,-0.02
18.14059,-0.02
18.16059,-0.02
18.18059,-0.01
18.20059,-0.02
18.22059,-0.01
18.24059,-0.02
18.26059,-0.02
18.28059,-0.02
18.30059,-0.02
18.32059,-0.01
18.34059,-0.01
18.36059,-0.01
18.38059,-0.02
18.40059,-0.01
18.42059,-0.01
18.44059,-0.01
18.46059,-0.02
18.48059,-0.01
18.50059,-0.02
18.52059,-0.02
18.54059,-0.02
18.56059,-0.02
18.58059,-0.02
18.60059,-0.02
18.62059,-0.02
18.64059,-0.02
18.66059,-0.02
18.68059,-0.02
18.70059,-0.02
18.72059,-0.02
18.74059,-0.02
18.76059,-0.02
18.78059,-0.02
18.80059,-0.02
18.82059,-0.01
18.84059,-0.02
18.86059,-0.02
18.88059,-0.02
18.90059,-0.02
18.92059,-0.02
18.94059,-0.02
18.96059,-0.02
18.98059,-0.02
19.00059,-0.02
19.02059,-0.02
19.04059,-0.02
19.06059,-0.02
19.08059,-0.02
19.10059,-0.02
19.12059,-0.02
19.14059,-0.03
19.16059,-0.02
19.18059,-0.02
19.20059,-0.02
19.22059,-0.03
19.24059,-0.02
19.26059,-0.03
19.28059,-0.03
19.30059,-0.03
19.32059,-0.03
19.34059,-0.03
19.36059,-0.03
19.38059,-0.03
19.40059,-0.03
19.42059,-0.03
19.44059,-0.04
19.46059,-0.03
19.48059,-0.04
19.50059,-0.04
19.52059,-0.04
19.54059,-0.04
19.56059,-0.04
19.58059,-0.03
19.60059,-0.03
19.62059,-0.03
19.64059,-0.03
19.66059,-0.03
19.68059,-0.02
19.70059,-0.03
19.72059,-0.03
19.74059,-0.04
19.76059,-0.03
19.78059,-0.03
19.80059,-0.03
19.82059,-0.04
19.84059,-0.04
19.86059,-0.04
19.88059,-0.05
19.90059,-0.05
19.92059,-0.05
19.94059,-0.05
19.96059,-0.05
19.98059,-0.04
20.00059,-0.04
20.02059,-0.03
20.04059,-0.04
20.06059,-0.04
20.08059,-0.04
20.10059,-0.04
20.12059,-0.04
20.14059,-0.04
20.16059,-0.03
20.18059,-0.03
20.20059,-0.02
20.22059,-0.03
20.24059,-0.03
20.26059,-0.03
20.28059,-0.03
20.30059,-0.02
20.32059,-0.02
20.34059,-0.02
20.36059,-0.02
20.38059,-0.02
20.40059,-0.02
20.42059,-0.02
20.44059,-0.01
20.46059,-0.01
20.48059,-0.01
20.50059,-0.01
20.52059,-0.01
20.54059,-0.01
20.56059,-0.01
20.58059,0
20.60059,-0.01
20.62059,0
20.64059,-0.01
20.66059,-0.01
20.68059,-0.01
20.70059,-0.01
20.72059,-0.01
20.74059,-0.01
20.76059,0
20.78059,0
20.80059,-0.01
20.82059,-0.01
20.84059,-0.01
20.86059,-0.01
20.88059,0
20.90059,0
20.92059,0
20.94059,0
20.96059,0
20.98059,0
21.00059,0
21.02059,0
21.04059,0
21.06059,-0.01
21.08059,-0.01
21.10059,0
21.12059,0
21.14059,0
21.16059,0
21.18059,0
21.20059,0
21.22059,-0.01
21.24059,-0.01
21.26059,-0.01
21.28059,-0.01
21.30059,0
21.32059,0
21.34059,0
21.36059,0
21.38059,0
21.40059,0
21.42059,0
21.44059,0
21.46059,0
21.48059,0
21.50059,0
21.52059,0
21.54059,0
21.56059,0
21.58059,-0.01
21.60059,-0.01
21.62059,-0.01
21.64059,0
21.66059,0
21.68059,0
21.70059,0
21.72059,0
21.74059,0
21.76059,0
21.78059,0
21.80059,0
21.82059,0
21.84059,0
21.86059,0
21.88059,0
21.90059,0
21.92059,0
21.94059,0
21.96059,0
21.98059,0
22.00059,0
22.02059,0
22.04059,0
22.06059,0
22.08059,0
22.10059,0
22.12059,0
22.14059,0
22.16059,0
22.18059,-0.01
22.20059,-0.01
22.22059,-0.01
22.24059,0
22.26059,0
22.28059,0
22.30059,-0.01
22.32059,-0.01
22.34059,-0.01
22.36059,0
22.38059,0
22.40059,0
22.42059,0
22.44059,0
22.46059,0
22.48059,0
22.50059,0
22.52059,0
22.54059,0
22.56059,0
22.58059,0
22.60059,0
22.62059,0
22.64059,-0.01
22.66059,-0.01
22.68059,-0.01
22.70059,-0.01
22.72059,-0.01
22.74059,0
22.76059,0
22.78059,0
22.80059,0
22.82059,0
22.84059,0
22.86059,0
22.88059,0
22.90059,0
22.92059,0
22.94059,0
22.96059,0
22.98059,0
23.00059,0
23.02059,0
23.04059,0
23.06059,0
23.08059,0
23.10059,0
23.12059,0
23.14059,0
23.16059,0
23.18059,0
23.20059,0
23.22059,0.01
23.24059,0.01
23.26059,0.01
23.28059,0.01
23.30059,0.01
23.32059,0
23.34059,0
23.36059,0
23.38059,0
23.40059,0.01
23.42059,0.01
23.44059,0.02
23.46059,0.02
23.48059,0.03
23.50059,0.03
23.52059,0.04
23.54059,0.04
23.56059,0.04
23.58059,0.05
23.60059,0.0600000000000001
23.62059,0.0600000000000001
23.64059,0.0600000000000001
23.66059,0.0600000000000001
23.68059,0.05
23.70059,0.0600000000000001
23.72059,0.0600000000000001
23.74059,0.0600000000000001
23.76059,0.0600000000000001
23.78059,0.0600000000000001
23.80059,0.0700000000000001
23.82059,0.0700000000000001
23.84059,0.0700000000000001
23.86059,0.0700000000000001
23.88059,0.0700000000000001
23.90059,0.0700000000000001
23.92059,0.0700000000000001
23.94059,0.0700000000000001
23.96059,0.0600000000000001
23.98059,0.0600000000000001
24.00059,0.0600000000000001
24.02059,0.0600000000000001
24.04059,0.0600000000000001
24.06059,0.0600000000000001
24.08059,0.0700000000000001
24.10059,0.0700000000000001
24.12059,0.0700000000000001
24.14059,0.0700000000000001
24.16059,0.0600000000000001
24.18059,0.0600000000000001
24.20059,0.0700000000000001
24.22059,0.0700000000000001
24.24059,0.0700000000000001
24.26059,0.0700000000000001
24.28059,0.0800000000000001
24.30059,0.0800000000000001
24.32059,0.0800000000000001
24.34059,0.0800000000000001
24.36059,0.0800000000000001
24.38059,0.0800000000000001
24.40059,0.0800000000000001
24.42059,0.0900000000000001
24.44059,0.1
24.46059,0.1
24.48059,0.1
24.50059,0.1
24.52059,0.1
24.54059,0.0900000000000001
24.56059,0.0900000000000001
24.58059,0.0900000000000001
24.60059,0.0900000000000001
24.62059,0.1
24.64059,0.1
24.66059,0.1
24.68059,0.1
24.70059,0.0900000000000001
24.72059,0.0900000000000001
24.74059,0.0800000000000001
24.76059,0.0800000000000001
24.78059,0.0700000000000001
24.80059,0.0700000000000001
24.82059,0.0700000000000001
24.84059,0.0700000000000001
24.86059,0.0600000000000001
24.88059,0.0600000000000001
24.90059,0.0600000000000001
24.92059,0.0600000000000001
24.94059,0.0600000000000001
24.96059,0.0600000000000001
24.98059,0.05
25.00059,0.05
25.02059,0.05
25.04059,0.05
25.06059,0.05
25.08059,0.04
25.10059,0.04
25.12059,0.03
25.14059,0.03
25.16059,0.03
25.18059,0.04
25.20059,0.03
25.22059,0.03
25.24059,0.02
25.26059,0.02
25.28059,0.01
25.30059,0.02
25.32059,0.02
25.34059,0.02
25.36059,0.02
25.38059,0.02
25.40059,0.02
25.42059,0.02
25.44059,0.03
25.46059,0.03
25.48059,0.02
25.50059,0.02
25.52059,0.02
25.54059,0.02
25.56059,0.02
25.58059,0.03
25.60059,0.03
25.62059,0.03
25.64059,0.03
25.66059,0.03
25.68059,0.03
25.70059,0.03
25.72059,0.04
25.74059,0.03
25.76059,0.03
25.78059,0.03
25.80059,0.02
25.82059,0.03
25.84059,0.02
25.86059,0.02
25.88059,0.03
25.90059,0.03
25.92059,0.03
25.94059,0.03
25.96059,0.03
25.98059,0.03
26.00059,0.02
26.02059,0.02
26.04059,0.02
26.06059,0.02
26.08059,0.02
26.10059,0.02
26.12059,0.02
26.14059,0.02
26.16059,0.02
26.18059,0.03
26.20059,0.02
26.22059,0.02
26.24059,0.02
26.26059,0.02
26.28059,0.02
26.30059,0.02
26.32059,0.01
26.34059,0.01
26.36059,0.01
26.38059,0.01
26.40059,0.01
26.42059,0.01
26.44059,0
26.46059,0
26.48059,0
26.50059,0
26.52059,0
26.54059,0
26.56059,0
26.58059,0
26.60059,0
26.62059,0
26.64059,0
26.66059,0
26.68059,0
26.70059,0
26.72059,0
26.74059,0
26.76059,0
26.78059,0
26.80059,-0.01
26.82059,0
26.84059,0
26.86059,0
26.88059,-0.01
26.90059,-0.01
26.92059,-0.01
26.94059,-0.01
26.96059,-0.01
26.98059,-0.02
27.00059,-0.01
27.02059,-0.02
27.04059,-0.02
27.06059,-0.02
27.08059,-0.02
27.10059,-0.02
27.12059,-0.02
27.14059,-0.02
27.16059,-0.02
27.18059,-0.02
27.20059,-0.03
27.22059,-0.03
27.24059,-0.03
27.26059,-0.03
27.28059,-0.03
27.30059,-0.04
27.32059,-0.04
27.34059,-0.04
27.36059,-0.03
27.38059,-0.04
27.40059,-0.04
27.42059,-0.04
27.44059,-0.04
27.46059,-0.04
27.48059,-0.04
27.50059,-0.04
27.52059,-0.03
27.54059,-0.03
27.56059,-0.04
27.58059,-0.04
27.60059,-0.04
27.62059,-0.04
27.64059,-0.04
27.66059,-0.04
27.68059,-0.04
27.70059,-0.04
27.72059,-0.04
27.74059,-0.04
27.76059,-0.04
27.78059,-0.04
27.80059,-0.05
27.82059,-0.04
27.84059,-0.04
27.86059,-0.04
27.88059,-0.03
27.90059,-0.03
27.92059,-0.03
27.94059,-0.04
27.96059,-0.05
27.98059,-0.05
28.00059,-0.0600000000000001
28.02059,-0.0600000000000001
28.04059,-0.05
28.06059,-0.05
28.08059,-0.05
28.10059,-0.05
28.12059,-0.05
28.14059,-0.05
28.16059,-0.04
28.18059,-0.04
28.20059,-0.05
28.22059,-0.0600000000000001
28.24059,-0.0600000000000001
28.26059,-0.0700000000000001
