time,DisSpeed
0.0006875,0
0.0206875,0
0.0406875,0
0.0606875,0
0.0806875,0
0.1006875,0
0.1206875,0
0.1406875,0
0.1606875,0
0.1806875,0
0.2006875,0
0.2206875,0
0.2406875,0
0.2606875,0
0.2806875,0
0.3006875,0
0.3206875,0
0.3406875,0
0.3606875,0
0.3806875,0
0.4006875,0
0.4206875,0
0.4406875,0
0.4606875,0
0.4806875,0
0.5006875,0
0.5206875,0
0.5406875,0
0.5606875,0
0.5806875,0
0.6006875,0
0.6206875,0
0.6406875,0
0.6606875,0
0.6806875,0
0.7006875,0
0.7206875,0
0.7406875,0
0.7606875,0
0.7806875,0
0.8006875,0
0.8206875,0
0.8406875,0
0.8606875,0
0.8806875,0
0.9006875,0
0.9206875,0
0.9406875,0
0.9606875,0
0.9816875,0
1.000687,0
1.020687,0
1.040687,0
1.060688,0
1.081687,0
1.100688,0
1.120687,0
1.140687,0
1.160687,0
1.180688,0
1.200688,0
1.220688,0
1.240687,0
1.260687,0
1.280687,0
1.300688,0
1.320688,0
1.341687,0
1.360687,0
1.380687,0
1.400687,0
1.420688,0
1.440688,0
1.460688,0
1.480687,0
1.500687,0
1.520687,0
1.540687,0
1.560688,0
1.580688,0
1.600688,0
1.620687,0
1.640687,0
1.660687,0
1.680688,0
1.700688,0
1.720688,0
1.740687,0
1.760687,0
1.780687,0
1.800688,0
1.820688,0
1.840688,0
1.860687,0
1.880687,0
1.900687,0
1.920688,0
1.940688,0
1.960688,0
1.980687,0
2.000688,0
2.020688,0
2.040688,0
2.060688,0
2.080688,0
2.100688,0
2.120687,0
2.140687,0
2.160687,0
2.181688,0
2.200687,0
2.220687,0
2.240688,0
2.260688,0
2.280688,0
2.300688,0
2.320688,0
2.340688,0
2.360687,0
2.380687,0
2.400687,0
2.420687,0
2.440687,0
2.460687,0
2.480688,0
2.500688,0
2.520688,0
2.540688,0
2.560688,0
2.580688,0
2.600688,0
2.620687,0
2.640687,0
2.660687,0
2.681688,0
2.700687,0
2.720687,0
2.740688,0
2.760688,0
2.781687,0
2.800688,0
2.820688,0
2.840688,0
2.860687,0
2.880687,0
2.900687,0
2.920687,0
2.940687,0
2.960687,0
2.980688,0
3.000688,0
3.020688,0
3.040688,0
3.060688,0
3.080688,0
3.100688,0
3.120687,0
3.140687,0
3.160687,0
3.180687,0
3.200687,0
3.220687,0
3.240688,0
3.260688,0
3.280688,0
3.300688,0
3.320688,0
3.340688,0
3.360687,0
3.380687,0
3.400687,0
3.420687,0
3.440687,0
3.460687,0
3.480688,0
3.500688,0
3.520688,0
3.540688,0
3.560688,0
3.580688,0
3.600688,0
3.620687,0
3.640687,0
3.660687,0
3.680687,0
3.700687,0
3.720687,0
3.740688,0
3.760688,0
3.780688,0
3.800688,0
3.820688,0
3.840688,0
3.860687,0
3.880687,0
3.900687,0
3.920687,0
3.940687,0
3.960687,0
3.980688,0
4.000688,0
4.020688,0
4.040688,0
4.060688,0
4.080688,0
4.100688,0
4.120687,0
4.140687,0
4.160687,0
4.180687,0
4.200687,0
4.220687,0
4.240687,0
4.260687,0
4.280687,0
4.300687,0
4.320687,0
4.340687,0
4.360688,0
4.380688,0
4.400688,0
4.420688,0
4.440688,0
4.460688,0
4.480688,0
4.500688,0
4.520688,0
4.540688,0
4.560688,0
4.580688,0
4.600688,0
4.620687,0
4.640687,0
4.660687,0
4.680687,0
4.700687,0
4.720687,0
4.740687,0
4.760687,0
4.780687,0
4.800687,0
4.820687,0
4.840687,0
4.860688,0
4.880688,0
4.900688,0
4.920688,0
4.940688,0
4.960688,0
4.980688,0
5.000688,0
5.020688,0
5.040688,0
5.060688,0
5.080688,0
5.100688,0
5.120687,0
5.140687,0
5.160687,0
5.180687,0
5.200687,0
5.220687,0
5.240687,0
5.260687,0
5.280687,0
5.300687,0
5.320687,0
5.340687,0
5.360688,0
5.380688,0
5.400688,0
5.420688,0
5.440688,0
5.460688,0
5.481688,0
5.500688,0
5.520688,0
5.540688,0
5.560688,0
5.580688,0
5.600688,0
5.620687,0
5.640687,0
5.660687,0
5.680687,0
5.700687,0
5.720687,0
5.740687,0
5.760687,0
5.781688,0
5.800687,0
5.820687,0
5.840687,0
5.860688,0
5.880688,0
5.900688,0
5.920688,0
5.940688,0
5.960688,0
5.980688,0
6.000688,0
6.020688,0
6.040688,0
6.060688,0
6.080688,0
6.100688,0
6.120687,0
6.140687,0
6.160687,0
6.180687,0
6.200687,0
6.220687,0
6.240687,0
6.260687,0
6.280687,0
6.300687,0
6.320687,0
6.340687,0
6.360688,0
6.380688,0
6.400688,0
6.420688,0
6.440688,0
6.460688,0
6.480688,0
6.500688,0
6.520688,0
6.540688,0
6.560688,0
6.581687,0
6.600688,0
6.620687,0
6.640687,0
6.660687,0
6.680687,0
6.700687,0
6.720687,0
6.740687,0
6.760687,0
6.780687,0
6.800687,0
6.820687,0
6.840687,0
6.860688,0
6.880688,0
6.900688,0
6.920688,0
6.940688,0
6.960688,0
6.981688,0
7.000688,0
7.020688,0
7.040688,0
7.060688,0
7.080688,0
7.100688,0
7.120687,0
7.140687,0
7.160687,0
7.180687,0
7.200687,0
7.220687,0
7.240687,0
7.260687,0
7.280687,0
7.300687,0
7.320687,0
7.340687,0
7.360688,0
7.380688,0
7.400688,0
7.420688,0
7.440688,0
7.460688,0
7.480688,0
7.500688,0
7.520688,0
7.540688,0
7.560688,0
7.580688,0
7.600688,0
7.620687,0
7.640687,0
7.660687,0
7.680687,0
7.700687,0
7.720687,0
7.740687,0
7.760687,0
7.781688,0
7.800687,0
7.820687,0
7.840687,0
7.860688,0
7.880688,0
7.900688,0
7.920688,0
7.940688,0
7.960688,0
7.980688,0
8.000688,0
8.020687,0
8.040688,0
8.060687,0
8.080688,0
8.100687,0
8.120687,0
8.140688,0
8.160687,0
8.180688,0
8.200687,0
8.220688,0
8.240687,0
8.260688,0
8.280687,0
8.300688,0
8.320687,0
8.340688,0
8.360687,0
8.380688,0
8.400687,0
8.420688,0
8.440687,0
8.460688,0
8.480687,0
8.500688,0
8.520687,0
8.540688,0
8.560687,0
8.580688,0
8.600687,0
8.620687,0
8.640688,0
8.660687,0
8.680688,0
8.700687,0
8.720688,0
8.740687,0
8.760688,0
8.780687,0
8.800688,0
8.820687,0
8.840688,0
8.860687,0
8.880688,0
8.900687,0
8.920688,0
8.940687,0
8.960688,0
8.980687,0
9.000688,0
9.020687,0
9.040688,0
9.060687,0
9.081688,0
9.100687,0
9.120687,0
9.140688,0
9.160687,0
9.180688,0
9.200687,0
9.220688,0
9.240687,0
9.260688,0
9.280687,0
9.300688,0
9.320687,0
9.340688,0
9.360687,0
9.380688,0
9.400687,0
9.420688,0
9.440687,0
9.460688,0
9.480687,0
9.500688,0
9.520687,0
9.540688,0
9.560687,0
9.580688,0
9.600687,0
9.620687,0
9.640688,0
9.660687,0
9.680688,0
9.700687,0
9.720688,0
9.740687,0
9.760688,0
9.780687,0
9.800688,0
9.820687,0
9.840688,0
9.860687,0
9.880688,0
9.900687,0
9.920688,0
9.940687,0
9.960688,0
9.980687,0
10.00069,0
10.02069,0
10.04069,0
10.06069,0
10.08069,0
10.10069,0
10.12069,0
10.14069,0
10.16069,0
10.18069,0
10.20069,0
10.22069,0
10.24069,0
10.26069,0
10.28069,0
10.30069,0
10.32069,0
10.34069,0
10.36069,0
10.38069,0
10.40069,0
10.42069,0
10.44069,0
10.46069,0
10.48069,0
10.50069,0
10.52069,0
10.54069,0
10.56069,0
10.58069,0
10.60069,0
10.62069,0
10.64069,0
10.66069,0
10.68069,0
10.70069,0
10.72069,0
10.74069,0
10.76069,0
10.78069,0
10.80069,0
10.82069,0
10.84069,0
10.86069,0
10.88069,0
10.90069,0
10.92069,0
